"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.7.1","beta.8.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.7.2","beta.8.2","beta.1.3","beta.2.3","beta.3.3","beta.4.3","beta.5.3","beta.6.3","beta.7.3","beta.8.3","beta.1.4","beta.2.4","beta.3.4","beta.4.4","beta.5.4","beta.6.4","beta.7.4","beta.8.4","beta.1.5","beta.2.5","beta.3.5","beta.4.5","beta.5.5","beta.6.5","beta.7.5","beta.8.5","sigma.1","sigma.2","sigma.3","sigma.4","sigma.5","sigma.6","sigma.7","sigma.8","lp__"
"1",0.0759654352932695,-0.252729491640452,-0.251010101650947,-0.147107957944255,-0.0251714417507552,0.0346945492481875,0.00769107279269885,0.0206499554687586,0.792792172535457,-0.393185317961939,-0.147231701868926,0.308685642448729,0.300285558780341,0.628264325023095,0.795806501422679,0.944854524079047,0.16296738164073,1.42204980616586,1.16872871923601,0.70493146079222,0.696309546566508,0.365240898012514,0.202928805735964,0.0518122865310031,0.0118814013253465,-0.0352691418817272,-0.0584751689364704,-0.0247007651176076,-0.0522393243597171,-0.0205346000984853,-0.0192038810039233,-0.00312137379816476,-0.00273553781222575,-0.000343464514616403,0.00137017398817907,0.000194428134925786,-0.000472456266924581,-0.000230566482168866,0.000323688509402083,-0.000205717427659108,0.20772075747929,0.162445687066722,0.131004560274352,0.129383076139764,0.0957798136557137,0.0622107409900226,0.0313064010371306,0.0121059621876039,5147.25452412325
"2",-0.171403654508788,-0.162520050140797,-0.299457422327899,-0.196654769447845,-0.0534014892025126,0.0165845759776762,0.0402389379149943,0.0219749353280313,0.386389634726165,-0.469396025887399,-0.224031219731439,0.305458678339666,0.248780113970736,0.642263441878192,0.777621641140471,0.945378098225983,0.621478221255402,1.45635823932983,1.26461402650077,0.727183002251942,0.759273384412761,0.358191034293845,0.211226286157509,0.0497665035876049,0.0172112615107052,0.002460741682907,-0.0591928469733402,-0.0584762539347142,-0.0661603668538784,-0.0341932205267532,-0.00979454686652993,-0.00151623353786172,-0.00129953546221418,0.00073794357680523,0.00123177510840967,0.000183688375118391,-0.000311751291660453,-0.000204167085551081,0.000335612761691503,-0.000127932057065337,0.225127676105376,0.157723615664443,0.139683958654211,0.119577281067603,0.104011916968719,0.0682726429806406,0.0326144438200303,0.0113820299175672,5135.1178614251
"3",-0.0334188739815329,-0.284529916396328,-0.281192577061116,0.0105469889640474,-0.0551039962790437,0.110315499958707,0.0144223323168446,0.013553276581425,-0.593652668678843,-0.336058489070682,0.0155054674312611,0.323334237600621,0.349624501890885,0.599543964950419,0.80699332561674,0.944516675805125,1.57248765736851,1.34308049370388,1.0098431347602,0.670273309090274,0.654399115837485,0.379714150169252,0.187029998857996,0.0534859203003432,-0.00890363368558694,-0.0288860108326673,-0.0321684969322641,-0.0198841235658249,-0.0761178726528007,-0.024058196088871,-0.022475607138106,-0.00192347735499723,-0.00209420433533811,0.00199894036254456,0.00141754361143155,-0.00198607000797375,8.97518928617595e-05,-0.000696073900070546,0.000480419058320242,-0.000138347436686663,0.208349060866847,0.15355157002131,0.145067659556438,0.122980010599663,0.094029051302694,0.0640199048999145,0.0323804045919529,0.0123767094965008,5136.63857491339
"4",-0.0790303480446363,-0.239755243201664,-0.173729067394825,-0.0528908143727778,-0.00780141250736898,0.0818399754793016,0.0088186862830941,0.0135932801647047,-0.58376647773674,-0.217329809566806,-0.0711116257952759,0.206951242990124,0.269543798234207,0.5671488556796,0.78399486485373,0.935329735065282,1.5604032237268,1.25328160595296,1.08205477517367,0.79140559281568,0.721369742714535,0.418971292123101,0.213656834121628,0.0622409877566538,0.0247158370154503,-0.048290637320481,-0.0563357254512268,-0.0553494410577163,-0.0389875258353212,-0.021550920753603,-0.018858949420523,-0.00341943180532363,-0.0012201564460795,-0.000696326294879769,0.00062661733553469,-0.000569578905247783,-0.000582022516077128,-0.000552333276951876,0.000517593285513878,-7.46090166292529e-05,0.21960559323682,0.169700425581767,0.139078967212062,0.119756448580453,0.0972637939572349,0.0649922809362021,0.0313251645113677,0.0126130298409157,5137.81734971486
"5",0.101968037981327,-0.33867924098276,-0.314017174332135,-0.180890844515142,0.0329565938138669,0.081592203114554,-7.83435378047621e-05,0.0254920548108226,0.385847119598166,-0.349731946287273,0.0508398568734665,0.0395026936876721,0.263964115604751,0.611581518223182,0.797129465024504,0.940513768860307,0.556615194046128,1.37265538105953,0.992746754554927,0.980265459101848,0.727246075991995,0.368261799413981,0.202306958982893,0.0530526899815906,0.0477443464598163,-0.030436370438923,-0.0505815669774531,-0.0382632001749034,-0.0566467369647699,-0.0296822484433705,-0.0119803288252011,-0.000389415394598871,-0.00293636865752275,0.00180166814491421,0.00103450577320438,0.000868969056829275,-0.00133255936187367,-0.000179257248059224,0.000317705049382689,-0.000124012247966773,0.218595912557255,0.168756730056869,0.134484644760167,0.12605683446795,0.0980890261209091,0.060399072807585,0.0317829676905636,0.0122133599829048,5134.24220317906
"6",-0.090789711282524,-0.251835606309803,-0.295867915920114,-0.0443671864955069,-0.0392822049991602,0.0297103824000138,0.00691394271122247,0.0271216853991482,0.725877808650657,-0.786647199870289,0.0812754964496293,0.163228897388433,0.269720848592516,0.656795424903823,0.824451050013477,0.936674059053564,0.28356874000548,1.8255696120607,0.96084508615104,0.830453802953205,0.731991816490384,0.338029832076715,0.173148985712244,0.0580021674463817,-0.000685253358759981,-0.0568512334794634,-0.0669181091280805,-0.045733966748637,-0.0638790001679324,-0.0270710515843801,-0.0185738065673188,-0.000609330426089063,-0.00318568135871746,-0.000653822815601134,0.000852961492157981,-0.000394531163419412,-3.38358947306022e-05,-0.000236336194326059,0.000248601737789746,-0.000180058811184775,0.240731041035034,0.1563447047979,0.135278015216204,0.120759374403536,0.0924240471697298,0.0638246217837352,0.0319896702843815,0.0116733961647811,5136.76732883518
"7",0.0525989947072286,-0.319948701154646,-0.307515447911483,-0.14702039855226,0.0293798090736581,0.0619770176288347,-0.0116941929195153,0.032800818857308,0.660750087400682,-0.355062600692529,0.0848477057448891,0.306942757654115,0.187050810959376,0.63049604067761,0.827792677761558,0.940129096608657,0.29501879034356,1.38759686529357,0.9562931575842,0.713960415612718,0.791917609708954,0.353341491319901,0.175918730337336,0.0531621325846954,0.0562356118147891,-0.0481473093368554,-0.0589926322893976,-0.0477286056609963,-0.0705855565381484,-0.0194980143888994,-0.0202688575828844,-0.00098794985353642,-0.00277045747356624,0.0010341120251048,0.0011747780961056,-9.12425796344474e-05,0.00017341061508023,-0.000135097354092229,0.000283872532073335,-0.000238564476827681,0.220178943366933,0.170495895255823,0.139007893307088,0.116383848882537,0.0949541850024623,0.0642556385947358,0.0336160796771048,0.011462611073336,5142.89450806638
"8",0.268840121933314,-0.334437667302649,-0.245148467217017,0.013127262218223,0.0161569853202701,0.0338009367555678,0.0148928773523091,0.0220208245873017,0.275298662314394,-0.472066326900768,0.147155070695529,0.15583935179083,0.203718530230589,0.615006054456235,0.809074539516209,0.93945456699462,0.633437563712204,1.50849343397621,0.872955210691642,0.831616598849405,0.769079493338723,0.380650394587658,0.189032540307221,0.0573694469014081,0.0439159602012876,-0.0229883438587814,-0.0639411007968521,-0.0250791678868035,-0.040774077403484,-0.0347646703964876,-0.0217026689121388,-0.00185613622897679,-0.00430752099610401,0.000861901410093579,0.00161099357771571,-0.00131385084850308,0.000388606312543182,-0.000366836554877714,0.000282716810582469,-0.000230373529116499,0.226547983493779,0.172410679068241,0.135601833330392,0.114923073062476,0.0969983446114684,0.0661546895566725,0.0322445861896381,0.0114169029645814,5136.28239284306
"9",0.185004660442468,-0.391118174648806,-0.188852177222151,-0.00938132496898481,0.0340594398564723,0.0484136188660781,0.0218658597491637,0.0184829715125405,0.623693475138289,-0.553913165774302,0.0157052755994301,0.189185596322509,0.265664405516066,0.623004609782485,0.806163537788339,0.947912265130043,0.299014911503482,1.60244403958897,0.993848451522599,0.804485373774139,0.723594637793388,0.365211646368349,0.189914383993885,0.0485745246556409,0.0135393465875115,-0.0496307310517083,-0.0366569192289184,-0.0371034390524107,-0.058999420946572,-0.0210560309046221,-0.0149249761465607,-0.00712883052786506,-0.00263538238464753,0.00135579266136111,0.000452294396619035,-0.00149424357272418,-0.000916752949903448,-0.000286138738860919,0.000127422072734022,-0.000100799246737716,0.231770863644742,0.151441215354455,0.133904314420077,0.110843658916731,0.0962973910805559,0.0582007144825189,0.0325259686306371,0.0126182036101318,5135.84322343163
"10",-0.244581711790583,-0.251955493476957,-0.230802948308844,-0.0752829876219794,-0.0550030703288535,0.0100993442743088,-0.0146960664922088,0.020408170658102,1.64599240893551,-0.338405878135516,-0.0150627835947882,0.268909871438135,0.22936269222137,0.654763539439353,0.821025099939749,0.940735739856195,-0.6239654327216,1.35656691331452,1.05115957431233,0.738590528291141,0.775478251147731,0.343803400381893,0.183193164467771,0.054145426328165,-0.0218230539365761,-0.0689415522446206,-0.0727840772316897,-0.0259851834178412,-0.0658153913324973,-0.02992594437374,-0.0123293080886753,0.000276684340969961,-0.000319956554525019,0.00112332338587335,-0.000256917122957805,-0.00100474266914943,-0.000265620985688389,-0.000109046207644961,0.00027107068966892,-0.000101588413229511,0.21664006884747,0.156259436334233,0.133747257039524,0.122510804652026,0.104853963553065,0.0674858481871412,0.0340930873401127,0.0115128222463078,5139.39024346795
