"","x"
"1",3.63560098074521
"2",3.2699521451768
"3",2.99203831289499
"4",3.91471834226208
"5",2.25954843513093
"6",3.16669667124952
"7",4.14857566177853
"8",3.19080339624665
"9",3.71537706516247
"10",2.93188905294398
"11",2.9597704963942
"12",2.93729758956832
"13",2.08999942756965
"14",3.06902701168836
"15",2.28823759070244
"16",3.62801082911887
"17",4.03094183635973
"18",3.71658899241079
"19",2.08427358830262
"20",3.25485320501626
"21",2.83577900662158
"22",2.91338737863486
"23",2.27939800633522
"24",2.89648962685972
"25",2.845242309219
"26",3.53740647663692
"27",2.91052946223123
"28",2.92409442957289
"29",1.87088509436073
"30",3.07122844251527
"31",3.64458864529279
"32",2.81448287853667
"33",3.89447097140455
"34",2.67010339598273
"35",2.10220327861266
"36",2.99823715273803
"37",2.73990427872497
"38",3.29784730163315
"39",3.28230293143518
"40",3.80009988232781
"41",2.94898730425491
"42",4.01046121438951
"43",3.53660258374237
"44",3.47722533395066
"45",3.13371824001309
"46",3.68500709358692
"47",2.25039965574957
"48",4.06062109895761
"49",3.6685519263248
"50",2.73036997496003
"51",3.19909423150326
"52",2.78562107871769
"53",3.64783359875373
"54",2.79971889047473
"55",3.58410977914886
"56",2.4757781256181
"57",3.75316898771589
"58",3.77674114788679
"59",3.58836565888949
"60",3.87383052438011
"61",2.85907823757433
"62",2.25594112728691
"63",2.39217135812531
"64",3.37486700667993
"65",3.45273091249085
"66",2.85041793006848
"67",3.44216873090893
"68",2.97087769994384
"69",2.91246059147839
"70",2.67533866623372
"71",2.94139267593309
"72",3.61189971412919
"73",3.04099547758252
"74",2.86597172087437
"75",3.65598143836907
"76",3.36562792657179
"77",2.77703830451766
"78",2.48622830263612
"79",3.637109089997
"80",3.11822678649155
"81",2.85473708576329
"82",2.70513129172679
"83",3.16370240738393
"84",5.01459759096182
"85",3.98957303740933
"86",3.83967575617494
"87",2.76020954416554
"88",2.35702555250088
"89",4.66737863665789
"90",3.7664845836826
"91",2.78211388942141
"92",3.0727527696793
"93",3.25987764174659
"94",3.05427113646198
"95",3.37901006530254
"96",3.20217120277208
"97",3.1475119026932
"98",3.47303580483947
"99",3.23633546424475
"100",2.71474417018948
"101",3.60591439791042
"102",2.96172363452215
"103",3.43222954135738
"104",3.02128955204283
"105",3.63189006722033
"106",3.88373165503339
"107",2.99842102991442
"108",2.8231334095057
"109",3.28629079087602
"110",2.49757699499208
"111",3.16876761727979
"112",3.50162113659721
"113",2.46006700615504
"114",2.37423689937587
"115",2.80234965501128
"116",2.84725561040902
"117",2.87771628638021
"118",2.86791407403737
"119",2.55450876812655
"120",3.80349929247806
"121",3.28321842978807
"122",3.32464352778581
"123",3.02792137533839
"124",2.86460892762786
"125",2.32381929544582
"126",3.16380913386181
"127",3.03218465401036
"128",3.85965890385366
"129",2.49264837255093
"130",3.9272873293758
"131",2.74543372785597
"132",3.64013747558501
"133",3.08504884906869
"134",2.1257966247775
"135",3.29439266881392
"136",4.27139318620406
"137",2.25486608292041
"138",2.25241011574417
"139",3.26839168969398
"140",2.9078526515807
"141",2.93053565217994
"142",2.09213112349067
"143",2.81539869913308
"144",3.17472525126428
"145",2.17224046391889
"146",2.74599526914343
"147",2.33272101650778
"148",3.05061433458596
"149",3.31855554682921
"150",4.65812052547145
"151",2.35743037145994
"152",2.78092265591404
"153",2.83226814924406
"154",2.86260019281242
"155",3.32391874585807
"156",3.06185297271621
"157",3.31276607826683
"158",3.09775537334443
"159",3.44649637352738
"160",2.96951832373941
"161",3.05879288828596
"162",2.77660592433488
"163",2.39903453304319
"164",4.32041614059095
"165",4.27897760567413
"166",2.16058156013987
"167",3.73428099828184
"168",2.82162512380073
"169",3.40111724464749
"170",4.51852101790512
"171",1.86292047600879
"172",2.95632254887761
"173",2.65510741403629
"174",2.76855008522079
"175",3.38013925155423
"176",4.13622251825146
"177",3.84359026533313
"178",3.30802926443951
"179",3.50863965184855
"180",3.28427616602652
"181",2.62375376295259
"182",3.03131473628281
"183",3.43100495215343
"184",2.75430416447669
"185",2.1692542051566
"186",3.09963920936056
"187",3.71455917760689
"188",3.03705035982954
"189",2.78974347584254
"190",3.06698513819225
"191",2.70621353311188
"192",3.3321689042112
"193",2.34917761174881
"194",3.80972840092656
"195",3.4928712669699
"196",3.22198957293213
"197",2.94747052652475
"198",2.40406733251312
"199",2.82782826396348
"200",3.14372388179317
"201",3.504398717489
"202",3.76027736906181
"203",3.27082926835501
"204",2.14170322223114
"205",2.53247331479389
"206",3.42851140710758
"207",2.40842141611611
"208",3.37563810856104
"209",3.02591102407701
"210",2.60951012272131
"211",3.5358000993264
"212",3.16137626087247
"213",3.22702454352567
"214",2.87738516558739
"215",3.15980304181737
"216",3.11326219858436
"217",3.82579858239151
"218",3.85172338218532
"219",2.89807086307262
"220",3.2813605787848
"221",3.52910043904817
