"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.7.1","beta.8.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.7.2","beta.8.2","beta.1.3","beta.2.3","beta.3.3","beta.4.3","beta.5.3","beta.6.3","beta.7.3","beta.8.3","beta.1.4","beta.2.4","beta.3.4","beta.4.4","beta.5.4","beta.6.4","beta.7.4","beta.8.4","sigma.1","sigma.2","sigma.3","sigma.4","sigma.5","sigma.6","sigma.7","sigma.8","lp__"
"1",-0.185599326571147,-0.117996031781191,-0.049140360271072,0.129190897122598,0.102386870615694,0.0728050424896807,0.0538500285886717,0.0124302215485653,-0.195695295722094,-0.0781226972115082,0.00707840964232358,0.194712081716732,0.494031039879822,0.645076800739934,0.804463115386271,0.950368494143665,1.1696310543662,1.03567934599552,0.945004073127602,0.722659076703591,0.45455181398354,0.309433376747502,0.173655984510414,0.0465941576556273,-0.0452786977684524,-0.074316088198692,-0.0573175206729189,-0.0528220291873822,-0.032618328019342,-0.0210949791254229,-0.00748569654753875,-0.00209902724355404,0.231445298261268,0.186904306510342,0.156025751878325,0.128054655993061,0.0979288182395656,0.0705173342611289,0.0406222866485341,0.016371762101654,58067.985578931
"2",-0.181676493213685,-0.0952761832595244,-0.084932272851221,0.110359135094781,0.0977690208867956,0.0751814516036358,0.0535678463560859,0.012467471599364,0.831418173141516,-0.103374973215234,0.0048554553250888,0.204548274883792,0.505529712533541,0.633363824928424,0.809785671653942,0.947364137762332,0.139291885568913,1.05177355445476,0.962156656818965,0.719533565081822,0.446528519107963,0.319511811037565,0.168052744119997,0.0498606841832215,-0.0426695922539146,-0.0674289280993429,-0.0604724580021391,-0.0531083484241152,-0.0379319403736014,-0.0187012023120856,-0.00955564868647087,-0.00280672271418513,0.227382589712997,0.183863942091655,0.160278697097044,0.126225134627949,0.0949855183765716,0.0694432425272412,0.0398936004390322,0.0158510141948087,58063.6306169526
"3",-0.149605881147932,-0.0801979634046561,-0.0856671056432234,0.118461222493531,0.097851881021156,0.0813393327897995,0.0527091869441228,0.0153251876435786,0.47752738569824,-0.101225378110901,0.0533509145743028,0.197749484034057,0.506115236119467,0.640680807763088,0.809064810080144,0.949544307429543,0.487426763578845,1.04578207106136,0.913661390857548,0.72351327657299,0.44556846656557,0.311227412742232,0.168883108590689,0.0462864364839373,-0.0619696843197789,-0.0721711004417992,-0.0685512309996109,-0.0526499634073348,-0.0365890791852626,-0.0247080274951605,-0.00617040998590945,-0.00116835308760493,0.22612496384418,0.184745315399306,0.155266453229805,0.125260758096077,0.0957354736542948,0.0690227431049417,0.0395816420876613,0.0161951063427491,58066.4478446153
"4",-0.168077737688316,-0.109537482439284,-0.0710971604299133,0.118965871874243,0.0983860371989235,0.0757320870337064,0.0575730586216582,0.01185173925164,1.9406157399686,-0.131984130319692,0.0087507582936009,0.214242295516895,0.497234958061614,0.648375640473325,0.809065379078216,0.952062869558847,-0.970153654837762,1.08592664609955,0.958364757135334,0.707152546422824,0.454057544739875,0.30431566175012,0.167193106186893,0.0452362496131982,-0.0615678560738412,-0.0756992375885705,-0.0770149254316267,-0.0574615040769587,-0.0342197978266666,-0.0214269201035509,-0.010293096515618,-0.00298789724858673,0.22471966234686,0.180757722292901,0.155214170425942,0.125295047959076,0.0954673774635033,0.0687398607353396,0.0396319528266822,0.0165049892177245,58060.3387212789
"5",-0.145991576510274,-0.109686188147907,-0.068028575793951,0.0909125022833359,0.110902190728465,0.0645112900500035,0.0556752485078269,0.0158945569702581,1.09712046968273,-0.0568415397450545,-0.0304840240543991,0.231339550094221,0.494098339258951,0.659376453136788,0.805143186225239,0.94861160002589,-0.134805732997612,1.01151724134095,0.994219003694401,0.700992841164508,0.45405777616292,0.297221889778452,0.172464501434759,0.0470864171007097,-0.0590431389791298,-0.0692253841348235,-0.0703864856807069,-0.0595756350152545,-0.0353378481360135,-0.0205186963081296,-0.00891045647992588,-0.0022562657138566,0.227082936178625,0.182428058414329,0.159554328858366,0.127719716447497,0.0967673944283643,0.0702100778459441,0.0404423473760977,0.0162994559434262,58071.5111547376
"6",-0.155675855543616,-0.0607293944978947,-0.0867723488054668,0.105602613569417,0.0929427685265083,0.0734283814100549,0.0505886264337211,0.0126224403084461,0.145945740670554,-0.126883917745914,-0.0237322873843673,0.240427609343961,0.510245897673789,0.644893739075532,0.807730446245715,0.949720796629383,0.816496875326975,1.06517212012236,0.993952956447911,0.68616394044971,0.443463429108047,0.309861306309312,0.171882660302162,0.0471991107578339,-0.0380642478036896,-0.0648561010814965,-0.0725544618306384,-0.0597657949642732,-0.0362115389395266,-0.0193082274057219,-0.0089162503040766,-0.00208661051557052,0.223300291645641,0.189719000017724,0.156679447522181,0.127846322345025,0.0959219358925407,0.0692112006748194,0.0402596132687478,0.0163798954875154,58064.6982883127
"7",-0.191920534776203,-0.0827085997767434,-0.03697573625471,0.102232320282131,0.107053097833958,0.0789890766803169,0.0530907068485257,0.0158447641624898,0.338572189351739,-0.144489480667096,-0.0696421993215696,0.20311239518896,0.493095169965415,0.657245469093658,0.807705638053815,0.949320688617549,0.63788510312788,1.08835953268234,1.02243052565933,0.726044672869351,0.455724721749986,0.293370209029902,0.17016916089847,0.0464825993250428,-0.0500902610853175,-0.0606416610658046,-0.0697468532630847,-0.0611824264247993,-0.0378987042688178,-0.019768030638376,-0.00795734740010278,-0.00246248262662632,0.225218110350878,0.187306173415591,0.15689990230543,0.124230464496373,0.0990796985440511,0.0683776814057133,0.0399524001186941,0.0164233113116939,58070.9645726084
"8",-0.178655077037504,-0.0909152261346435,-0.0467740179318184,0.129770260098824,0.121747416170394,0.0751233378445406,0.0504479434095167,0.0137288885143313,0.889204328055346,-0.107729912293848,0.00105765999874658,0.182708374637373,0.487581068799876,0.655606991810544,0.799322739612517,0.94980505450369,0.0802948743347043,1.05585968505739,0.953479660336021,0.737670142329055,0.455443226960786,0.295934925066965,0.179304431609518,0.0465904175391848,-0.0365136945145718,-0.0719514304329723,-0.0640027074201369,-0.0602465364934355,-0.0336036220105803,-0.0202323932594862,-0.00487676284712252,-0.00186906482311304,0.224670513876229,0.184071563499842,0.160445838063156,0.128264541901287,0.0989390823767349,0.0695412504885274,0.0402504377357419,0.0164091210031468,58062.663075389
"9",-0.16656286315322,-0.0887511743173461,-0.0636146387267026,0.0968395230801035,0.118842086233061,0.0680110428547504,0.057410866432342,0.0145788944349395,0.501652273519278,-0.118612956282119,0.00841340843885146,0.233903523280733,0.487671909649291,0.6654517443198,0.806545700242969,0.947834014643224,0.468905670075321,1.06445132710999,0.948244898362563,0.696290849069248,0.457313134376461,0.290288444583749,0.169584888705724,0.0482987790954179,-0.0554831556816196,-0.0644292260759446,-0.0619594440232303,-0.0585429290469831,-0.037496189650806,-0.0260910164078323,-0.00923396604785213,-0.00134900168217372,0.22853436447965,0.188748147182742,0.158882745871689,0.124681292703771,0.0966371054755452,0.0697402183585785,0.0406728297057998,0.0162780309443379,58066.5182594463
"10",-0.169859280838254,-0.077763227880569,-0.0629408683088533,0.100644915092174,0.0952732716261202,0.0631646461869652,0.0605599147738711,0.0130014134222654,0.547305078741883,-0.173206255742237,0.0103901111718414,0.225621614362765,0.524678370297023,0.676595664063044,0.803108719388498,0.951700161291964,0.424060446093551,1.11591982943598,0.949614872082504,0.699820310235572,0.425254861064075,0.281263267571356,0.172063407473539,0.0448046079385982,-0.0521970191012355,-0.0688254225154605,-0.0670010332652141,-0.0504127905791015,-0.0348804244068351,-0.0256043902626964,-0.00746802321724335,-0.00188588850464397,0.22322498150814,0.18646344623345,0.158909689622353,0.126565463872516,0.0974262567320138,0.0689921529620598,0.0406479741375227,0.0168014556228453,58063.7524101487
"11",-0.15432222746827,-0.0753518010388377,-0.0586924476862984,0.0982670588544449,0.109922003308478,0.0755092107276829,0.0570231044113348,0.0136314164693635,0.516834612463297,-0.178230821004939,0.0169475824778065,0.231710296204795,0.490897907557174,0.659536013803629,0.8013620268205,0.948885565211082,0.447352973721873,1.12134124857417,0.939904268744982,0.697309498667246,0.455975110234221,0.291036061249513,0.175290613200764,0.0479805582337763,-0.0522498483348998,-0.0702232214002632,-0.0647777228531259,-0.063844151828858,-0.0308332161303392,-0.0197666764900891,-0.00538043839001018,-0.00300515825332168,0.229429959021697,0.187034305434666,0.158687335218267,0.125527024863595,0.0957952844320886,0.0687976190883802,0.0401145640848832,0.0164417588601192,58067.5957767554
"12",-0.200543818379278,-0.115204057237407,-0.045624331009126,0.103107620447951,0.0975113220249472,0.0680320380382556,0.0525448851244482,0.0125513356675263,0.564087167060322,-0.146383179157816,-0.0834086044218294,0.222050079199214,0.512963953378914,0.648917916196166,0.808949480208476,0.948582082546619,0.415219508511998,1.10367112868632,1.03839548977988,0.704935319475402,0.437520447903234,0.307413834669488,0.170105698154306,0.0484942605058449,-0.054753331616382,-0.0756426403383359,-0.0625456680738419,-0.0612070980187195,-0.0352536626002802,-0.0257122771135267,-0.00997411870708063,-0.00244972901086324,0.22608929514623,0.186173327388037,0.157105708292278,0.125741862960739,0.0969660896187799,0.0683086511065509,0.0405047449678883,0.0162160700635399,58070.3143040286
"13",-0.120984477470077,-0.0925237095903204,-0.076400984840114,0.106496136731782,0.114694016350613,0.0672326397072914,0.049747325426353,0.0124438468590731,0.097394489189233,-0.15199019165706,0.00373023927965903,0.219372690855728,0.496113768536945,0.671484295514527,0.80773077094844,0.949138056558976,0.85636800181742,1.09795662539472,0.963093402287789,0.707502218369115,0.449248038956499,0.284553098162626,0.171278938220782,0.0478877140524096,-0.0517387774943172,-0.0631125464744376,-0.0834962831236044,-0.0631700367457947,-0.034546568268703,-0.025421852324517,-0.00929377249474842,-0.00128277790563568,0.231176717065762,0.187052019806131,0.160037501593991,0.127506631465088,0.0970206881484787,0.0695985561644728,0.0406282945699342,0.0163197767492618,58062.4243172325
"14",-0.155209092543089,-0.0837412835430901,-0.0463554544017217,0.12254425640966,0.101504838634493,0.0617293580985024,0.0595909294157501,0.011458842669602,0.51471713922265,-0.119424715548978,-0.0161483359662475,0.216943012120705,0.513947297242146,0.661319295708115,0.801753945222828,0.949829911115146,0.449737790270838,1.06078431295428,0.970710387273062,0.703173792053077,0.435793424905696,0.295766598013652,0.173719289982922,0.047612485714051,-0.049533503353289,-0.0558677992385685,-0.0696340809176537,-0.0537795075625596,-0.0371281331817234,-0.0209174772295382,-0.00707627848437532,-0.00247739964713941,0.226106380517484,0.18406005951643,0.158260814729673,0.124220210444552,0.0991504827494553,0.0686083576872745,0.0396116513132947,0.0164955963604913,58068.5450794783
"15",-0.200292336120663,-0.0788582186483026,-0.0360466115670496,0.126123646257364,0.117705961761501,0.0790295453924101,0.0535200097777059,0.0124963501963505,0.608649964446009,-0.128884538981539,-0.0335383877872912,0.22214886862964,0.496803236252178,0.63559380283751,0.806174303155038,0.947754613615358,0.367683221822606,1.07018012105564,0.986691127977106,0.697207991999404,0.446085865485449,0.315904114325623,0.171318530889747,0.0493886146591273,-0.043131703318201,-0.0630448960578239,-0.0741130942405248,-0.0573390835285614,-0.0296005151844745,-0.0222460101077407,-0.00677988295501487,-0.00241861023099976,0.225800280195091,0.183854656555338,0.160750538110193,0.127419867418047,0.097738077667777,0.0686288092050109,0.0407732386783258,0.0163594825982643,58062.8538046164
"16",-0.200938773848656,-0.0854471378293678,-0.0587670173017544,0.110422820456269,0.103050612883137,0.0711343252477626,0.0485513119572616,0.014373745255168,0.575186055657304,-0.157396916993511,-0.0110175730268926,0.20735579853429,0.508087950138243,0.654776843740674,0.806812264539053,0.94920951511884,0.402987445876885,1.10433359690983,0.968104117043144,0.718059936030012,0.441630195281333,0.299097234915995,0.172680260295416,0.0470784645293789,-0.0506997773661642,-0.0748229833957011,-0.0620599449386526,-0.0595155207569252,-0.0398411126917996,-0.0198214024556791,-0.00634672559169159,-0.00191408443334759,0.224570863331908,0.187215276066619,0.159638298424672,0.128687155077678,0.0971739094097502,0.069522205640049,0.040162725254665,0.0169012898601177,58071.7497759934
"17",-0.18736255709538,-0.0912626307451871,-0.0539087595878865,0.121952308584098,0.103296016047088,0.0779313979291481,0.0564669752879782,0.0135934901378626,0.459726895080131,-0.182116897966696,-0.0236337133933848,0.195795680295184,0.521287750083202,0.63522844000934,0.79965401963764,0.947502559145959,0.517111535548901,1.1299964802849,0.982058886230152,0.724805205465215,0.426712118358107,0.316318706104195,0.177720456335382,0.0493552487020796,-0.0614869458109242,-0.0724866647464022,-0.0754499567934251,-0.0529781387290591,-0.0387255492498344,-0.0186798770859204,-0.00668088225636435,-0.00200943604816372,0.223684831679873,0.18380398544054,0.160672555201729,0.126958676551995,0.0983914923451809,0.0702828425215153,0.0402712356528251,0.0164629773781141,58066.2935657122
"18",-0.157167607708188,-0.0837379536275929,-0.0411496392168748,0.0999229771495495,0.119345143258713,0.0775515266462709,0.0530042181154112,0.0141623093651241,0.585873558303092,-0.109815010645271,-0.0666729190386762,0.249548529521344,0.492126507592228,0.660302062791595,0.803870474503182,0.948841121247729,0.376367976616166,1.0533042809113,1.02043529952975,0.678376101334971,0.454075529924284,0.292081860061301,0.175237490685757,0.0474272255763525,-0.041101008791389,-0.0628299549208983,-0.0681091720744953,-0.0571979746040135,-0.0369796222488149,-0.0258948636266152,-0.00748391096636401,-0.00168825187233859,0.225029336120502,0.186322949614584,0.158898533529647,0.129423126109278,0.09656304095354,0.0696878003170995,0.0397769175159504,0.0164406074023174,58065.112414551
"19",-0.176887919468241,-0.0899065858376668,-0.0552377038863358,0.108226092118322,0.0967315054351087,0.0674352154286991,0.0512880849308388,0.0118980000013186,0.207143673721106,-0.108254240963257,0.0059527323857426,0.219168001303695,0.527483943103858,0.654794626503763,0.803446611850513,0.947462603744114,0.765389300196723,1.05189759217628,0.951268366435832,0.705666125545871,0.422083265835465,0.301460998520825,0.175896037273938,0.04985103780424,-0.0558051661660635,-0.0538261617428823,-0.0672988988371704,-0.0583154604234112,-0.0350673588849138,-0.0249451635620619,-0.00735139374183096,-0.00165151472845075,0.225196008212556,0.18765150479824,0.156224397880013,0.125308582236472,0.0975009913737282,0.0685116951968409,0.0400923603454908,0.016583864753294,58072.3951924842
