"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.7.1","beta.8.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.7.2","beta.8.2","beta.1.3","beta.2.3","beta.3.3","beta.4.3","beta.5.3","beta.6.3","beta.7.3","beta.8.3","beta.1.4","beta.2.4","beta.3.4","beta.4.4","beta.5.4","beta.6.4","beta.7.4","beta.8.4","sigma.1","sigma.2","sigma.3","sigma.4","sigma.5","sigma.6","sigma.7","sigma.8","lp__"
"1",-0.269936223840249,-0.216575633090603,-0.218184435197019,-0.0558045690452593,0.0118603501134791,0.100798926447794,0.0558485622716328,0.0112447846342497,0.365843227692962,-0.411306624175928,-0.0614429109195101,0.149127176527102,0.283025364698885,0.514191731359455,0.76980876926033,0.941969589210603,0.664647599942142,1.42505811243652,1.08529648705199,0.843512061716519,0.693241621537833,0.458150543161331,0.218043231338952,0.0548882926603941,-0.0263173774550275,-0.0364016367006441,-0.0436051275140328,-0.0340658667246127,-0.0291115315886277,-0.0191138794267086,-0.0100202342440396,-0.000658192566522707,0.207275101830681,0.164673331063451,0.147208665378321,0.120611543178916,0.100230352753388,0.0712506859422717,0.037609073332507,0.0110863818870093,60595.6460794478
"2",-0.246260423213374,-0.253026457137184,-0.185825587326422,-0.0663156213995963,0.00676181991691582,0.0954538421453017,0.0481946536082885,0.0123040054098997,2.05854513687557,-0.404491776932205,-0.0507758310735475,0.178656785781716,0.272267008226223,0.51909646348807,0.772372689810375,0.940430456041273,-1.0374631090432,1.43080816345689,1.06858686481324,0.816341654573301,0.705555731152337,0.454210539663122,0.2176276307483,0.0563756890995718,-0.0207440759740485,-0.0403880515374661,-0.0631690848304517,-0.0365298404276559,-0.031141914277005,-0.0197103458571711,-0.00750954757234042,-0.00123696920893744,0.204650533529571,0.168791919183151,0.146269445589389,0.119069470863186,0.098701475806777,0.0706363032595145,0.0364910639317188,0.0110119353063943,60593.1922822332
"3",-0.284501036167161,-0.245417356236942,-0.177340263047468,-0.0759799235080266,0.0111081548592315,0.0897795766973924,0.0470075783773295,0.0124626203361794,1.22429763903625,-0.25622780421143,-0.0815297415622613,0.15172190654312,0.278206855415706,0.525239418124698,0.771439004650772,0.940263312122209,-0.191948977048493,1.27876513357274,1.09436507104769,0.846850535233198,0.697626813858667,0.44887575189757,0.218956613903624,0.0561880793881643,-0.00979585999170307,-0.0348593860613121,-0.0376493880326075,-0.036829668725202,-0.0257846496533615,-0.0167227104598938,-0.0100937382076433,-0.000333950568722494,0.205953968451035,0.166270608691326,0.147493960456131,0.120803135134537,0.0999844673478438,0.0727885434316692,0.0381749364270934,0.010902224069731,60590.7104358832
"4",-0.268642377597985,-0.251637451997309,-0.198605893373351,-0.0632518649864878,0.0214347906392441,0.0911918723296839,0.057282346977049,0.013761387204518,-0.161154758769381,-0.22355077115134,-0.032075565380391,0.154500496310857,0.261473111056955,0.523582917666283,0.765335352657872,0.940622465538756,1.19024200664139,1.24816619547148,1.05078076423561,0.83823009558877,0.712059380127722,0.451252165364196,0.221757074094353,0.0556212118470387,-0.0310730875578495,-0.0391738642599761,-0.0432327628006652,-0.0308371467686853,-0.0303204576779684,-0.021747502272125,-0.00598810049958669,-0.00134039835531754,0.201549837243625,0.166769780148622,0.149443992733263,0.124119802915613,0.0980090538482836,0.0722845937075722,0.0371924709591464,0.0111373538426816,60592.1498999364
"5",-0.242260347240947,-0.23434540056118,-0.196536284082838,-0.0696340255560653,0.030356816384321,0.115045939199646,0.0533147461833037,0.0118714950963945,1.33915991349343,-0.322470582786882,-0.0603485929388512,0.17381676554654,0.281462800902436,0.507837575427917,0.770908410103111,0.94035785355005,-0.319573662505081,1.34298456000032,1.07848484645657,0.823865611321762,0.689643415201494,0.457865255256407,0.218004075332095,0.0564616885067819,-0.0137686861745602,-0.0330565984622733,-0.0503041976808653,-0.0415795755576902,-0.0298222444028752,-0.0119934640442215,-0.0101683539581801,-0.00115151930235118,0.206874643067781,0.16709639826884,0.150408873721396,0.121700907808045,0.10022774234002,0.0714447340714429,0.0372028475358571,0.0112433286287339,60596.0811002857
"6",-0.244126569250089,-0.263996035872301,-0.208706768767049,-0.0910385088863396,0.0116919250303266,0.0896562926674676,0.0500558253340687,0.0127760289826777,0.733162401086854,-0.280097510313073,-0.0408482952957656,0.227126424469445,0.281180454351586,0.527015066584485,0.769189157283141,0.941288020681583,0.289299029033599,1.30886456577127,1.06292198641583,0.774594303088987,0.694741385988243,0.44672931076359,0.220355250024557,0.0553345947817424,-0.0215573903980579,-0.0365478472566934,-0.0451484876766871,-0.0371044255316957,-0.0287893036369057,-0.0133901489992333,-0.00731774644200188,-0.00157672788282041,0.203109865456566,0.162526329784176,0.149012607636997,0.120386029520115,0.099631327728132,0.070659928785461,0.0370050614352748,0.0109327399889951,60597.2540876841
"7",-0.258177787084871,-0.261836594619882,-0.172788056261095,-0.0847972675550037,0.0189543789611671,0.10863146363399,0.0520655231807322,0.0131144585469951,0.124835119383609,-0.398274482997132,-0.050780805730048,0.16931824240648,0.270612475328529,0.515872998216505,0.765532942446673,0.939736624915447,0.901476805328477,1.42699978724251,1.06174235161226,0.832649245364868,0.703516140656204,0.452963148256282,0.223451727062287,0.0566731527908719,-0.0294616358950096,-0.0443962299000599,-0.0431434636916116,-0.0410344274404083,-0.0298716493800015,-0.0171656859607164,-0.00584303626751386,-0.000932875556546807,0.203406498993876,0.165633874315759,0.149308008347975,0.118965743664604,0.0977817593412744,0.0724268534419151,0.0370971264096782,0.0110905857344004,60600.3000808698
"8",-0.264324728882308,-0.262710251526796,-0.174192236243062,-0.0488964784882154,0.00939852018502389,0.101234617584386,0.052794724961611,0.0125405460539094,1.08632593161639,-0.369866348519949,-0.0161813451093904,0.156920001260235,0.29498912980769,0.524321207166103,0.762876588994801,0.939932599574897,-0.0611879832914685,1.39925182001905,1.02816348571146,0.832366324206953,0.68197097425836,0.446214691326405,0.226514600269512,0.0566477341410383,-0.0241314255991353,-0.0443558967300052,-0.0561886066306236,-0.0310239664671077,-0.0334458155792279,-0.014238540950981,-0.00816770286477235,-0.0013504084508583,0.205239231116672,0.1635819057886,0.148083435366647,0.121238534658452,0.0989991324468796,0.0718845065344411,0.0375452988873384,0.0112253690997287,60591.3292512736
"9",-0.24102686205737,-0.233761272225826,-0.185657119654189,-0.0811563647926355,0.034543536459147,0.097178900398878,0.0599589892696267,0.0117576484333493,0.780095467811421,-0.293180690014963,-0.0420950172943188,0.156464184676081,0.250458781417894,0.512306274210485,0.766713978833292,0.942224701952201,0.239234085379192,1.31329630212562,1.05926944384668,0.843699642641406,0.720021943902134,0.459498682471816,0.219810682321018,0.0546813364661152,-0.0124319305608612,-0.0357577150053407,-0.0596642017440224,-0.0368412375781959,-0.0333883844969569,-0.011658666128254,-0.0071100161506783,-0.00187628808450383,0.208240083653941,0.163654741233838,0.150977834305595,0.122377232267074,0.0993273026022298,0.0717191467680421,0.0367863907058056,0.0111079210146784,60596.325402123
"10",-0.239409024725061,-0.248828684537442,-0.144292254021298,-0.0910868963258287,0.0044110843493191,0.0897701226105403,0.0507780002422453,0.0121435467606634,1.21832669303003,-0.372853337849295,-0.11216037570076,0.186081971978652,0.298074641941912,0.526727101192009,0.770928388347454,0.94141476601076,-0.19704563978386,1.39624885854161,1.11697404279569,0.816617873138549,0.679970249043032,0.448110940435334,0.218261817105157,0.0553695549846354,-0.018238507139622,-0.0389627053181267,-0.0510747094375408,-0.0362307709983936,-0.0299808436558806,-0.018635160804075,-0.00888071773623646,-0.00157331711730409,0.20321913235593,0.165440759733209,0.14550443817213,0.121797011078952,0.0990387920168766,0.0713759177016318,0.0378932025757185,0.011103889262102,60596.9180335513
