"","x"
"1",2.21451464071005
"2",2.37722611290258
"3",2.21922713828169
"4",3.19033263010996
"5",3.1280593964613
"6",2.89104287333437
"7",1.22331134087464
"8",3.54743371880473
"9",1.68864308579206
"10",1.63969856859603
"11",2.55672469445132
"12",2.9786438803496
"13",2.83525742075049
"14",2.84985649089644
"15",2.82490620455099
"16",1.20969330556252
"17",1.51269897403295
"18",2.38354703929449
"19",1.8762969805533
"20",2.94463724728466
"21",1.96826364445714
"22",2.42506080314595
"23",1.57433823243371
"24",1.8379154596819
"25",2.46855610684982
"26",2.76359634340503
"27",2.79431679638288
"28",2.30623327315672
"29",2.59141981941053
"30",2.4955179455069
"31",2.21062574948359
"32",3.09628577560134
"33",2.54598768879732
"34",2.79792259674885
"35",1.72524816824567
"36",2.05435494255921
"37",1.98923323880657
"38",1.54054479370282
"39",2.3000920533933
"40",2.6970924356375
"41",2.09083905674315
"42",1.97529680674535
"43",3.00314112809485
"44",3.00378194818348
"45",2.90440398227648
"46",1.80496245238585
"47",2.72046629093007
"48",1.96000410642501
"49",2.47840842162985
"50",2.61334296454392
"51",2.25249823428588
"52",2.24903962011258
"53",2.29336073084978
"54",1.69955486948753
"55",2.20732203342781
"56",2.67647932787804
"57",3.24782029199603
"58",2.173857876754
"59",2.04584250204169
"60",2.49861865747816
"61",2.25404905485031
"62",2.66259213886016
"63",1.79951694585362
"64",2.12270347508755
"65",2.16436876851822
"66",3.01256019063075
"67",1.91340700552836
"68",2.03079392031255
"69",2.55772780988277
"70",2.47713916945943
"71",1.80364390996575
"72",2.4073574830418
"73",2.68878190177467
"74",1.99128253545201
"75",3.82240163542211
"76",2.13276549877923
"77",2.18714455133658
"78",3.27734275407316
"79",2.7889578734761
"80",3.07325881410283
"81",3.40913817028705
"82",3.20792193616934
"83",2.26112610625438
"84",2.95021858571218
"85",2.67446854083166
"86",1.91930426129752
"87",2.45322993979873
"88",2.43237546261839
"89",2.64224808362659
"90",1.19445840644799
"91",2.77235778788821
"92",2.24782678005177
"93",2.49783101846004
"94",2.27830531105386
"95",2.22069111301971
"96",1.2729203225195
"97",3.52480552142135
"98",3.36589904007055
"99",1.45272282067034
"100",2.45768853864124
"101",2.37812474892111
"102",3.35405874305165
"103",2.74306972430125
"104",2.64477175044065
"105",1.88028786561676
"106",3.18455600273698
"107",2.38051541371959
"108",2.88578544277502
"109",1.86208117232275
"110",3.61899906626462
"111",2.29747396921674
"112",2.40338870679414
"113",1.90017690050797
"114",2.35705981906586
"115",1.74162095640352
"116",2.57849700860217
"117",2.20001114891121
"118",1.86976770060238
"119",1.94994251583298
"120",3.68304811685377
"121",2.35718317224334
"122",2.68936063700598
"123",2.90686689864177
"124",2.56612358369976
"125",3.25454940434556
"126",3.48171509172724
"127",2.37128323686657
"128",2.83065627376598
"129",1.77564292708863
"130",3.4879215210954
"131",2.99599982985109
"132",2.13688417595488
"133",2.4724294024962
"134",2.19551686717749
"135",2.22840256193204
"136",2.09105319453912
"137",2.24938134266275
"138",3.214191759166
"139",1.87363648348808
