draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,sigma
0,1935.379263319949,0.9226524940254754,0.09917517531068856,3.0,11.0,0.0,-1930.2059776053961,-0.09657388731864343,1.0019071692244401,0.08625844540415267
1,1935.7156618554793,0.9998099788983622,0.1073928967544149,5.0,31.0,0.0,-1934.1261995321324,-0.0919785690936909,0.9997905832972632,0.08710218023609693
2,1935.3676478859118,0.9964835282337301,0.09886180964905694,5.0,63.0,0.0,-1932.4890533311598,-0.08311254613284262,0.9970525408742392,0.08770699339714866
3,1934.8263998164346,0.9381811364476939,0.10461231158185096,3.0,11.0,0.0,-1933.7361750293533,-0.10847421971800444,1.005759674877967,0.08694648159344616
4,1935.0517665347643,0.9608933337271371,0.09917517531068856,4.0,31.0,0.0,-1933.1540185326623,-0.10310553697909704,1.0027520773957947,0.08548852919511875
5,1935.2621659741878,0.9874896226395896,0.1073928967544149,5.0,31.0,0.0,-1935.0575915460793,-0.09517221009457215,1.0009091123718827,0.08940375643498623
6,1934.639994075298,0.7395919250121976,0.09886180964905694,4.0,27.0,0.0,-1931.4902940920688,-0.11605442855870741,1.0062195829547562,0.08768359370271288
7,1933.9152494063494,0.9839585731037218,0.10461231158185096,5.0,31.0,0.0,-1932.1396912699686,-0.06965283003114543,0.9928004784640542,0.08892356065542038
8,1935.5755325503912,0.9998640041012783,0.09917517531068856,4.0,31.0,0.0,-1933.4288862742033,-0.10676421215261335,1.0041102692983894,0.08722347123696723
9,1934.8877958832047,0.9683671789430804,0.1073928967544149,4.0,31.0,0.0,-1934.3734999806193,-0.09425309534138733,1.0007828472437426,0.0900247093893877
10,1933.283679129093,0.855352394246275,0.09886180964905694,5.0,35.0,0.0,-1932.0218456427383,-0.10672210055433493,1.0028912876062477,0.08500932600120152
11,1933.812963885338,0.9994940591183836,0.10461231158185096,4.0,15.0,0.0,-1933.6973421115927,-0.07051353507229675,0.9930331322209702,0.08932094742064173
12,1935.6555596298572,0.9656483237983406,0.09917517531068856,4.0,27.0,0.0,-1935.0603466041475,-0.08916694762106271,0.9989399528357655,0.08733748427160867
13,1933.8873598928155,0.8116627033709928,0.1073928967544149,2.0,3.0,0.0,-1933.5245348213575,-0.09334140729728141,1.001593484841594,0.09000100159066625
14,1934.5856509992159,0.8693601065043721,0.09886180964905694,2.0,7.0,0.0,-1930.5814216358444,-0.10200382228956714,1.0037260857775332,0.08519784388597476
15,1935.254164248067,0.9760297771881129,0.10461231158185096,5.0,31.0,0.0,-1933.4009690553498,-0.09338183147380924,1.0006704164037035,0.08550699754141104
16,1934.282436834518,0.9601632094986182,0.09917517531068856,4.0,31.0,0.0,-1933.8097449378686,-0.09006954860028281,0.999038422038568,0.0842966525400774
