draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,sigma
0,2416.476041792446,0.887553382390958,0.09667337954784097,5.0,31.0,0.0,-2415.588271497527,-0.022216388722809472,0.9944550975370133,0.05384345003943763
1,2417.581686206689,0.9993197380162102,0.10437152039515994,3.0,11.0,0.0,-2417.0579707192933,-0.03643227936383362,0.9980884042265878,0.05455270705477373
2,2416.959803266196,0.963767777858654,0.10987281287584717,5.0,31.0,0.0,-2416.1500524334774,-0.038341452838667786,0.9983148684924633,0.052623075513528114
3,2411.799049133781,0.9107306782008009,0.1015149813228889,2.0,3.0,0.0,-2410.2197753461937,0.0028815605771488092,0.9862955982480204,0.05322807693266541
4,2417.358346921332,0.9800755059168126,0.09667337954784097,5.0,39.0,0.0,-2416.135540262077,-0.037438649236254055,0.9986015743289323,0.053424354677464474
5,2416.913513281219,0.8360700904484265,0.10437152039515994,2.0,3.0,0.0,-2416.468931714987,-0.036635528431116934,0.9985993407301391,0.054630450320427695
6,2416.678269802468,0.9996170913724723,0.10987281287584717,4.0,15.0,0.0,-2416.580541980902,-0.03734603625518954,0.9980459334205364,0.05228747136950715
7,2412.423196403629,0.9347446424755165,0.1015149813228889,4.0,15.0,0.0,-2411.0080944853685,-0.00020534544559923547,0.9869015130684655,0.05300791941354119
8,2417.3727344694544,0.9615341423442737,0.09667337954784097,5.0,35.0,0.0,-2416.804137123073,-0.021652471724710805,0.9936744598244779,0.05412306871516066
9,2417.018062825003,1.0,0.10437152039515994,4.0,19.0,0.0,-2416.061970858976,-0.0374990947037422,0.9983255819755592,0.055355728834821594
10,2414.7750873624973,0.9297956615639852,0.10987281287584717,5.0,31.0,0.0,-2413.804020685011,-0.050419940953862145,1.002347289487972,0.055959341015637876
11,2412.26336063673,1.0,0.1015149813228889,4.0,15.0,0.0,-2411.372263204063,0.002235803685818794,0.9865296154146614,0.05368071777042185
12,2417.131344094556,0.9236324167876218,0.09667337954784097,1.0,3.0,0.0,-2416.950193228324,-0.022380916485460315,0.9933752437498534,0.05411151110390822
13,2415.817077522621,0.9805837774874075,0.10437152039515994,4.0,31.0,0.0,-2414.9562585685094,-0.04450819378161229,1.000382194385607,0.05590941601092942
14,2415.9032902466024,0.999817035566138,0.10987281287584717,4.0,15.0,0.0,-2414.5927967358316,-0.049040929885521896,1.0016954078393756,0.05519162567801581
15,2415.290247512806,1.0,0.1015149813228889,5.0,31.0,0.0,-2411.620628638414,-0.00989369267357318,0.9899605958719101,0.05495747901898133
16,2417.352378891534,0.998078765614119,0.09667337954784097,5.0,63.0,0.0,-2416.6889023485146,-0.03695627893920473,0.9978035139848085,0.0547262772287723
17,2417.432513364763,0.9887718117972415,0.10437152039515994,5.0,31.0,0.0,-2415.156817011267,-0.02381002088044397,0.9944090124857041,0.05345665693986499
18,2415.1968386025337,0.8744932890906914,0.10987281287584717,3.0,11.0,0.0,-2414.2184852955934,-0.05098059845003628,1.002481811709035,0.055505741898268415
19,2416.875588116657,0.9999816709903216,0.1015149813228889,5.0,31.0,0.0,-2414.5631311210354,-0.036929441208072476,0.9981799071996597,0.052400969244275696
20,2416.4793160374525,0.992613622731303,0.09667337954784097,4.0,31.0,0.0,-2415.2649622761046,-0.04551309913449859,1.0010459466710242,0.05345133226010311
21,2414.7554201803055,0.9932927578064387,0.10437152039515994,4.0,31.0,0.0,-2413.160029670812,-0.0069425816874417925,0.9889127254484024,0.05403707073153899
22,2415.114959969981,0.9286585824729992,0.10987281287584717,2.0,7.0,0.0,-2414.363141359782,-0.050883023404325003,1.0018413209329606,0.05545681507391556
23,2417.4902477081723,0.9866137934093141,0.1015149813228889,5.0,31.0,0.0,-2416.4494456636576,-0.03988191750067147,0.9988853285529453,0.05364703157545272
24,2416.9790879647185,0.9804413435713495,0.09667337954784097,5.0,31.0,0.0,-2416.113556919756,-0.04322971471649987,0.9996492627858369,0.05434377553934604
25,2415.0187418445116,1.0,0.10437152039515994,3.0,7.0,0.0,-2414.7246991933102,-0.0076142532024776645,0.9892199928822463,0.05397161111929121
26,2413.656153324579,0.8323949538766754,0.10987281287584717,2.0,3.0,0.0,-2413.4327510949793,-0.04884180113032931,1.0026837328324285,0.05541677109791844
27,2416.3402902101407,0.8481334145810309,0.1015149813228889,5.0,31.0,0.0,-2415.9493676000407,-0.036028888667552175,0.9985886118934761,0.05304028044357758
28,2416.794424562829,0.9684641659151961,0.09667337954784097,4.0,15.0,0.0,-2416.2114705341583,-0.04477736119720103,1.0007231023465568,0.05427435956607325
29,2412.8226805310273,0.9452499251770187,0.10437152039515994,3.0,15.0,0.0,-2411.017893738549,-0.00046888073823982915,0.986871621314068,0.05401955978008191
30,2414.7827117041693,0.995768387243833,0.10987281287584717,5.0,47.0,0.0,-2410.535397356707,-0.015538983591842546,0.9907912741878742,0.053784535096601464
31,2417.7905696114444,0.9818282053878985,0.1015149813228889,4.0,19.0,0.0,-2416.2159434448486,-0.032413554784883884,0.9968807017697291,0.05354480529174964
32,2414.522955556125,0.8850355258064218,0.09667337954784097,5.0,31.0,0.0,-2412.439203061834,-0.020029886599225086,0.9928757542088104,0.051308200449887265
33,2416.118552845042,0.997978248670431,0.10437152039515994,4.0,15.0,0.0,-2412.194300881574,-0.01490991174947584,0.9919140396332496,0.054791100956216886
34,2414.746111241687,1.0,0.10987281287584717,2.0,3.0,0.0,-2414.526439565296,-0.012725956435957845,0.9917735714725594,0.053587758711679145
35,2417.5908221389777,0.9888832357109755,0.1015149813228889,3.0,11.0,0.0,-2417.5310039678766,-0.0321108250598759,0.996902285891693,0.053219722649557745
36,2416.756188971966,1.0,0.09667337954784097,4.0,31.0,0.0,-2413.9133601971876,-0.0256177325960538,0.9945882560142507,0.052349125121756664
37,2416.1633475227345,0.9905826261813182,0.10437152039515994,2.0,7.0,0.0,-2415.6885701796773,-0.014174491319853108,0.991405972809673,0.05485968165552525
38,2416.9810630613656,0.9724211136173254,0.10987281287584717,3.0,15.0,0.0,-2412.9295700027747,-0.02093733539639528,0.9937710290538317,0.05365044140574864
39,2417.2582755452295,0.5476495913536447,0.1015149813228889,2.0,7.0,0.0,-2413.9457380322733,-0.033873272266191086,0.9975192938727707,0.05290109232255899
40,2415.9616753722225,0.9477948618589882,0.09667337954784097,5.0,31.0,0.0,-2415.2994573190235,-0.01763417242718368,0.9926052131495954,0.05240318481613795
41,2416.585358924725,0.9977260951381332,0.10437152039515994,5.0,31.0,0.0,-2414.0343161625865,-0.03070045808393824,0.9961599411266981,0.05589963993461445
42,2416.9810630613656,0.47656493830395313,0.10987281287584717,2.0,7.0,0.0,-2412.0771453501206,-0.02093733539639528,0.9937710290538317,0.05365044140574864
43,2416.0071064170343,0.9659310317304511,0.1015149813228889,4.0,15.0,0.0,-2415.6986087117184,-0.04024045266730639,0.9995947318703788,0.05233307034324665
44,2417.0162983854334,0.9427200484246493,0.09667337954784097,4.0,15.0,0.0,-2414.8714094887214,-0.02358200142380858,0.9936138840968494,0.054151703145269445
45,2417.0068131972544,0.9888293337179171,0.10437152039515994,5.0,63.0,0.0,-2415.6519616198984,-0.04399464156543968,1.0004071093573739,0.053849586865266946
46,2416.843182619951,0.9916827387633383,0.10987281287584717,5.0,31.0,0.0,-2416.096276785038,-0.020712586307056687,0.9929230934370686,0.05472840808484005
47,2416.8352491322994,0.9433268948201845,0.1015149813228889,3.0,11.0,0.0,-2415.313750879986,-0.04038659603988568,0.9991226769100795,0.05258858937506571
48,2416.7610877082716,0.9997748104413657,0.09667337954784097,5.0,31.0,0.0,-2416.2474178976217,-0.04121585572502551,0.9998393893798359,0.0547498804620704
49,2416.5027789145415,0.9900050527701755,0.10437152039515994,5.0,35.0,0.0,-2416.0169326143728,-0.014727019539842182,0.9914969341789772,0.05406369929009512
50,2417.2593558270205,0.9994345906732426,0.10987281287584717,5.0,31.0,0.0,-2416.2367428882544,-0.02233319130506129,0.9938106013627053,0.0531783674321024
51,2417.526801029343,0.9917383492464721,0.1015149813228889,4.0,31.0,0.0,-2415.66490866837,-0.03669326167185201,0.9978786864520904,0.053217222811192975
52,2417.5174760859077,0.9828933072316413,0.09667337954784097,4.0,17.0,0.0,-2416.485864460624,-0.03835893248514102,0.9985544893465295,0.05453366143438225
53,2415.7966903421398,0.8915327718181475,0.10437152039515994,4.0,31.0,0.0,-2412.3575936410675,-0.04428142049764273,0.9999749003911822,0.052209078780542005
54,2416.5865451086343,0.980481801346248,0.10987281287584717,5.0,31.0,0.0,-2416.0814687554966,-0.03127904363134249,0.9963483950991415,0.055904808447343676
55,2417.4464897823236,0.9977445970139076,0.1015149813228889,4.0,15.0,0.0,-2417.3868563177216,-0.03681722635410441,0.9979582562415197,0.05305081419992439
56,2417.421572828058,0.9597294953706798,0.09667337954784097,5.0,31.0,0.0,-2417.108462396078,-0.03561501157632068,0.9981119108744532,0.05357366569272313
57,2417.644163907075,0.9812472023140851,0.10437152039515994,5.0,31.0,0.0,-2414.9987001549725,-0.025550021939737988,0.9945541485977828,0.05396145776009842
58,2416.434426273223,0.9938026377594262,0.10987281287584717,4.0,15.0,0.0,-2416.3059100173577,-0.033084051119519786,0.9967887039368845,0.055984935172910186
59,2416.868605258934,0.9915226730315793,0.1015149813228889,5.0,31.0,0.0,-2416.5477506508773,-0.038965817885686725,0.9985089837850204,0.05536222024394261
60,2417.108296842175,0.9954644508247265,0.09667337954784097,3.0,15.0,0.0,-2415.50865325439,-0.037457177230111646,0.9979177620036052,0.05289449175924433
61,2417.140469938819,0.9696494532836499,0.10437152039515994,5.0,31.0,0.0,-2416.6618274356356,-0.037830582176390876,0.9982063660748363,0.05515287730499842
62,2411.9808839411785,0.5504859481507158,0.10987281287584717,3.0,11.0,0.0,-2410.8695436942976,-0.03871902833212814,0.9970881868621027,0.056087709280011604
63,2415.908453734972,0.7411028672714638,0.1015149813228889,5.0,31.0,0.0,-2413.645865813424,-0.0471819414547789,1.001648730250366,0.05319949379099244
64,2415.3016917578334,0.9163657193983927,0.09667337954784097,5.0,31.0,0.0,-2412.7067953662918,-0.01215724044733106,0.9902768792238693,0.05313115141985633
65,2417.1466458177288,0.9996504506166005,0.10437152039515994,5.0,31.0,0.0,-2416.4599338701796,-0.04083982868719167,0.9991324197308149,0.05305606874253588
66,2413.5821555971106,1.0,0.10987281287584717,2.0,3.0,0.0,-2411.6534263358835,-0.03767546527559878,0.9971015325294013,0.05610377954139894
67,2416.7381893375205,0.9919982181896342,0.1015149813228889,4.0,15.0,0.0,-2415.653757638493,-0.044531288567372596,1.0001081383840307,0.05319754577971327
68,2414.034743044604,0.8260204538927901,0.09667337954784097,2.0,7.0,0.0,-2413.2814350620556,-0.013753217339201719,0.9902186060767862,0.05315929118778649
69,2415.8312653611524,0.7806293521052338,0.10437152039515994,2.0,7.0,0.0,-2415.299041142125,-0.040893652895110585,0.9984379372370357,0.05306145028226694
70,2413.9707926221213,0.9721001924683171,0.10987281287584717,4.0,27.0,0.0,-2410.7149704002677,-0.028071091072537035,0.9941875093112038,0.05555219279101109
71,2415.5957573572095,0.8649787710981925,0.1015149813228889,5.0,35.0,0.0,-2414.737125122967,-0.011346459544097492,0.99027495218127,0.0547657407876951
72,2415.9719465541625,1.0,0.09667337954784097,2.0,3.0,0.0,-2414.0760814328396,-0.013371528213925473,0.9909906051688304,0.05313218495016044
73,2416.714847291534,0.9316968499059413,0.10437152039515994,5.0,63.0,0.0,-2414.2631966297363,-0.018827846132129858,0.9922967297956286,0.05391507716463475
74,2415.55336088518,0.9989346621593599,0.10987281287584717,2.0,7.0,0.0,-2413.8011802976484,-0.02733881378173941,0.9961733505035159,0.05539140055847737
75,2416.6648743304736,0.9933095545626573,0.1015149813228889,4.0,15.0,0.0,-2415.2229093363485,-0.0163323330819232,0.9917857700755699,0.054005190058206365
