draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,sigma
0,1628.1484174836808,0.9881482786982351,0.10549697196699172,2.0,3.0,0.0,-1627.9555537512983,-0.1842289092606326,1.0125714290083376,0.11396960660612349
1,1627.711664576351,0.9411976600256224,0.10568336497405456,2.0,3.0,0.0,-1627.464174159971,-0.12112534493125757,0.9979573460382657,0.120965166734071
2,1627.8191472216433,0.9932336401635645,0.1083229323617464,4.0,15.0,0.0,-1627.0161021292322,-0.20875995167546862,1.0205194723731967,0.12363273775480442
3,1629.8889622813451,0.9793828189131402,0.10801701915152837,5.0,31.0,0.0,-1629.44334159303,-0.1722868828521997,1.0116837782440895,0.12256453148545461
4,1627.8409249415888,1.0,0.10549697196699172,3.0,11.0,0.0,-1626.2770249130976,-0.18781190298559497,1.0158039813154025,0.11236944390450176
5,1629.3528282577233,0.9974397750108571,0.10568336497405456,5.0,31.0,0.0,-1626.6174399984204,-0.16658020597636242,1.0079438911158798,0.11438471282188332
6,1629.5392962521876,0.9864053365597154,0.1083229323617464,5.0,31.0,0.0,-1626.8754701817634,-0.20560182008634362,1.01973775348685,0.12036246179951257
7,1628.6670779608212,0.7130180150681353,0.10801701915152837,3.0,15.0,0.0,-1625.1370527261279,-0.17105202516120083,1.0096108895479072,0.12447139176918232
8,1630.8472628920226,0.9895050376676662,0.10549697196699172,5.0,31.0,0.0,-1627.1312969990518,-0.14856513128702237,1.0043220988261299,0.11992443267723012
9,1630.8007177221214,0.9925555457703759,0.10568336497405456,5.0,31.0,0.0,-1629.0150113881532,-0.1476925321502405,1.0033636719568888,0.11993928427806105
10,1630.9619888093143,0.991846704131146,0.1083229323617464,5.0,39.0,0.0,-1629.1281171032886,-0.16181561265774838,1.0086340258570543,0.11941625988873171
11,1630.5763737370755,0.8923613883749671,0.10801701915152837,4.0,27.0,0.0,-1627.6453615132382,-0.16683427594510677,1.0105580508654601,0.1178170222201114
12,1630.9287353716263,0.9402771941467579,0.10549697196699172,5.0,31.0,0.0,-1629.5793036612372,-0.14907843762471587,1.0042867781157523,0.11730202676876157
13,1630.8990244696533,0.9618527272583943,0.10568336497405456,5.0,63.0,0.0,-1630.3231374134225,-0.17749541221639012,1.0130065709465146,0.1172242850016731
14,1631.077389488594,0.9856038847997612,0.1083229323617464,4.0,27.0,0.0,-1630.675356663029,-0.1660909568260501,1.008298971274054,0.11823844208458567
15,1630.5473512096164,0.995357741471995,0.10801701915152837,4.0,19.0,0.0,-1629.9525684046628,-0.16908191848847748,1.0105907091511872,0.1214002222660231
16,1630.7042868501114,0.9422631233530072,0.10549697196699172,5.0,31.0,0.0,-1629.977442290109,-0.17087349037735022,1.0102705308284643,0.121417013197994
17,1629.3699698028609,0.9222138367488087,0.10568336497405456,4.0,27.0,0.0,-1628.8032418203854,-0.15373709330655516,1.0069361356594293,0.12230934453150184
18,1630.865162073527,0.9891570212151745,0.1083229323617464,4.0,23.0,0.0,-1630.5548437518453,-0.17665568069896825,1.0111825526386888,0.11812341105071787
19,1630.2860768396938,0.9161443015962165,0.10801701915152837,2.0,3.0,0.0,-1629.6758015958585,-0.16810158285512847,1.0104989536901328,0.12176065463518153
20,1630.351832638105,0.9634155329118853,0.10549697196699172,2.0,7.0,0.0,-1630.1297308590663,-0.17154330453133393,1.0097921872330928,0.121626728747018
21,1629.3667473161725,0.9577356937928367,0.10568336497405456,5.0,31.0,0.0,-1627.362277924552,-0.1271707741846879,0.9989238936967317,0.11963765736270426
22,1630.8678952426908,0.9984609936181107,0.1083229323617464,3.0,15.0,0.0,-1630.4557923020745,-0.17158510332552807,1.0116381741732057,0.1187719225988398
23,1628.8154228699066,0.9491462764743568,0.10801701915152837,5.0,31.0,0.0,-1627.6282541361059,-0.20781473776768516,1.022602055895633,0.11878663337940966
24,1630.6761574170716,0.9027408070707433,0.10549697196699172,4.0,27.0,0.0,-1629.050216373377,-0.14719988775217752,1.004376753698811,0.11944753066149753
25,1629.5297918373406,0.939298092863791,0.10568336497405456,2.0,3.0,0.0,-1628.644487623515,-0.13151154887833294,0.9978067459863926,0.11912917415840255
26,1631.2723258885555,0.8919902242664639,0.1083229323617464,4.0,23.0,0.0,-1629.4648142977628,-0.16190688181502147,1.0078145376466567,0.11788778208460322
27,1630.1766734243513,0.9879473933863278,0.10801701915152837,5.0,47.0,0.0,-1627.2859038147983,-0.14945647734294099,1.0045999093666007,0.1220214487266943
28,1630.2506696444614,0.6162209917772394,0.10549697196699172,3.0,15.0,0.0,-1626.024194197293,-0.14151005310956385,1.0010712234210348,0.1201772827776229
29,1630.4293584427146,0.9969387139138437,0.10568336497405456,5.0,35.0,0.0,-1629.133993136213,-0.1957287423011516,1.0179987860129822,0.11774884390456992
30,1631.2879735350994,0.9871260884588712,0.1083229323617464,5.0,31.0,0.0,-1631.1031435724574,-0.17211252195676807,1.0107926293949303,0.11860685877809392
31,1630.2898527390216,0.9944103577489588,0.10801701915152837,4.0,15.0,0.0,-1629.750655530652,-0.15958280831515434,1.0067274167794336,0.1221530029872128
32,1630.2014504367846,0.999218175602482,0.10549697196699172,5.0,31.0,0.0,-1629.1932419332218,-0.13134397080202823,0.9989251835925148,0.11854840717483256
33,1629.987220451141,0.9226248244987371,0.10568336497405456,5.0,31.0,0.0,-1629.2381401907203,-0.137565315374249,1.0019924923483738,0.11829444796440747
34,1630.7902238719316,0.9312571214216947,0.1083229323617464,4.0,21.0,0.0,-1630.140143807285,-0.18861516595461408,1.0159333943074933,0.11798166537100066
35,1631.1988293822442,0.9904931058272687,0.10801701915152837,4.0,23.0,0.0,-1627.2510959303272,-0.1569871259602659,1.006138870334327,0.11871953031332877
36,1629.8142089206654,0.9746527404470526,0.10549697196699172,5.0,63.0,0.0,-1628.6507435826866,-0.2059607639220592,1.0203192125541873,0.11759042944329146
37,1630.3908452163614,0.9732035126842451,0.10568336497405456,5.0,47.0,0.0,-1629.2911238332124,-0.1922534802889427,1.0157255105032303,0.11908259377180146
38,1630.9432384094812,0.9890715352424576,0.1083229323617464,5.0,31.0,0.0,-1630.5420615595344,-0.17982298920033302,1.0136090003298825,0.11947100715489942
39,1631.1723835252285,0.9861582247525937,0.10801701915152837,5.0,31.0,0.0,-1630.9675858480111,-0.1560849162668208,1.006032356533692,0.11774900893105243
40,1630.0308554534445,0.9960969301101751,0.10549697196699172,4.0,15.0,0.0,-1629.480604706952,-0.19935680495677827,1.0184930538656145,0.11655643571972024
41,1629.6164977563574,0.9894546537506611,0.10568336497405456,3.0,15.0,0.0,-1625.7769452701982,-0.20514015451199985,1.02029080712655,0.11643552849839439
42,1630.7061341882286,0.9888617622106338,0.1083229323617464,4.0,31.0,0.0,-1628.5707103156758,-0.19164551347272793,1.016099595619632,0.11851250021619308
43,1631.2245299435656,0.9818450170449573,0.10801701915152837,5.0,31.0,0.0,-1631.020358000236,-0.159041750361254,1.00671054423487,0.11873358534364797
44,1630.68896775002,0.9250257768564544,0.10549697196699172,5.0,63.0,0.0,-1629.3834975458856,-0.15682887881547902,1.0056980172422894,0.12077681952459432
45,1630.1000372754017,0.9041692404934123,0.10568336497405456,5.0,31.0,0.0,-1628.1993224126832,-0.18485263882144576,1.015106041730731,0.12184007233442853
46,1630.3026488900948,0.9969076519731863,0.1083229323617464,3.0,11.0,0.0,-1630.2046618078537,-0.19893586234158797,1.0181264464558315,0.11836839649088188
47,1631.0756278398583,0.970052780748177,0.10801701915152837,4.0,31.0,0.0,-1630.1196590691168,-0.17982695156683862,1.0127361230448886,0.11935809620427654
48,1629.8398396579255,0.9884241115574209,0.10549697196699172,4.0,31.0,0.0,-1629.097133159449,-0.19158139621538023,1.016871375518949,0.11525217205831026
49,1630.064005277306,1.0,0.10568336497405456,3.0,7.0,0.0,-1630.0493499266834,-0.18721947948817824,1.0146260309141895,0.12188354835924539
50,1631.174313245636,0.9271505248949664,0.1083229323617464,5.0,31.0,0.0,-1629.615776166191,-0.1632346197951111,1.00802303544233,0.1172206916983613
51,1629.4716054117043,0.7238418937668458,0.10801701915152837,2.0,7.0,0.0,-1628.7868659337237,-0.17589014677346454,1.0139315305933934,0.11880981877228652
52,1629.9190897612277,0.9315999743179588,0.10549697196699172,4.0,23.0,0.0,-1627.893832920349,-0.15406034095047444,1.0061678230416236,0.12259206982496103
53,1629.528845615949,0.9999398404281268,0.10568336497405456,5.0,31.0,0.0,-1628.6741272690356,-0.16690544821751055,1.0092049751928813,0.12367818819710927
54,1630.7840070915806,0.7627544157387051,0.1083229323617464,4.0,19.0,0.0,-1629.0444557885337,-0.14496241029817716,1.0026548547482916,0.11959689778325441
55,1630.342760978722,0.987711532207537,0.10801701915152837,4.0,19.0,0.0,-1629.1488063695497,-0.17876053036089795,1.0113235440566262,0.11778322457929993
56,1630.077399726061,0.7949206601008394,0.10549697196699172,2.0,7.0,0.0,-1628.3100681128726,-0.15940002171362092,1.0063260995002323,0.12223711662989076
57,1629.2553664207958,0.9858517413512521,0.10568336497405456,5.0,31.0,0.0,-1628.9517479958724,-0.14522061604448855,1.0031870728683072,0.11388378911626931
58,1629.9152448357772,0.729527793387004,0.1083229323617464,5.0,63.0,0.0,-1627.3866309565976,-0.14981811092095507,1.0027788182173611,0.11738503294884342
59,1630.4355102586778,0.9722669461586955,0.10801701915152837,4.0,23.0,0.0,-1629.4430728328687,-0.18964442249563648,1.0165363274204207,0.11692340992641428
60,1629.5759149838623,0.9864672375311332,0.10549697196699172,4.0,15.0,0.0,-1629.1349696317534,-0.16560007479211533,1.0084451129929968,0.12348330381303059
61,1630.7645576517994,0.989627138813609,0.10568336497405456,5.0,31.0,0.0,-1628.6547316779438,-0.1421034380446795,1.0020692404419966,0.118076900177608
