draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,sigma
0,1381.0535929969024,0.9948326102169741,0.01522184655389611,8.0,255.0,0.0,-1379.7597248374689,-0.1839453501103089,-0.10276306404219397,1.1093221389931704,0.14909700734280526
1,1382.123853891448,0.9995522029997665,0.011624941823341253,8.0,255.0,0.0,-1380.6670981979873,-0.11264846213098856,-0.16495484733806864,1.1516966641476416,0.15258593888430377
2,1378.817708358173,0.5893232839516861,0.014636599783247594,2.0,3.0,0.0,-1376.6360227320242,-0.07408530790262084,-0.3138638622248268,1.291375236296369,0.15187730116748654
3,1380.0994301831408,0.9992939993033503,0.014951467343695356,8.0,255.0,0.0,-1379.050137488901,-0.1535291756369729,-0.21934413482358744,1.216494704527681,0.15820494887070577
4,1380.4273216116876,0.8474587455085792,0.01522184655389611,8.0,255.0,0.0,-1379.283066277676,-0.10928128026429725,-0.12777909526484882,1.1132290684782313,0.158026344310906
5,1381.967706152425,0.9436418955057498,0.011624941823341253,7.0,187.0,0.0,-1380.3146154339909,-0.15267965422198315,-0.16103615233971819,1.1599144794740464,0.15069758297142125
6,1380.4619826402256,0.9991805748251371,0.014636599783247594,8.0,255.0,0.0,-1378.0217064810718,-0.12629196638650622,-0.28450773610770075,1.2738418103807752,0.1498333245814537
7,1380.5445957123682,0.9334016592767965,0.014951467343695356,8.0,255.0,0.0,-1378.3125331667673,-0.1460650212046436,-0.27666846992908056,1.2730418852343528,0.15565012222411237
8,1381.0048989896864,0.8055186481836157,0.01522184655389611,8.0,255.0,0.0,-1378.8770427489271,-0.18611423187019135,-0.11989557383697798,1.127008067154389,0.1491851070647385
9,1379.6578450409702,0.9993509028209929,0.011624941823341253,8.0,255.0,0.0,-1378.877468737294,-0.1844363817797523,-0.026737622433392824,1.033621401985095,0.15715334552567597
