draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,sigma
0,1060.6388945107224,0.951190708046683,0.00022262175188604176,10.0,1023.0,0.0,-1053.7770792533715,-0.27353451633110004,-4.072268605754835,5.095926669788866,0.20609698935491935
1,1061.4610449440806,0.6925152162113322,0.00017507603422225893,10.0,1023.0,0.0,-1056.438538969189,-0.22803517497787043,1.6250019611426485,-0.6136525263085244,0.20960887008608808
2,1056.983031466999,0.9339304509719721,0.00031590709809060734,10.0,1023.0,0.0,-1054.7911526985777,-0.23618881008369122,15.162810824893734,-14.144189558864968,0.20766340844914552
3,1060.5357261729725,0.9945932522939379,0.00031538895113409,10.0,1023.0,0.0,-1058.8919056625475,-0.1863668828595947,4.181956010041055,-3.181106252062466,0.21131586674722252
4,1060.0827302860191,0.9498720818126487,0.00022262175188604176,10.0,1023.0,0.0,-1058.6341101519513,-0.2756639615700801,-3.856562002885951,4.8847435027539525,0.20615407467750752
5,1061.3508649714558,0.8791609359391666,0.00017507603422225893,10.0,1023.0,0.0,-1058.4326712428017,-0.23403626229904403,1.3085557685066334,-0.29337430996980535,0.2090294764101771
6,1059.1558878225924,0.9944744231718331,0.00031590709809060734,10.0,1023.0,0.0,-1056.161002192346,-0.23025198344845238,14.921739126028417,-13.907828279120766,0.20690090482554466
7,1060.4995350872694,0.9998058978869447,0.00031538895113409,10.0,1023.0,0.0,-1060.0108483492347,-0.18429480157168973,4.081593720265344,-3.0822925307309195,0.21141890770548943
8,1060.0799692559117,0.9947345747731651,0.00022262175188604176,10.0,1023.0,0.0,-1059.6712220998986,-0.27593499582598735,-3.4849995126781006,4.508266351602918,0.20630777154221516
9,1058.4153882019868,0.7246270514709682,0.00017507603422225893,10.0,1023.0,0.0,-1057.255857425461,-0.23800834654124522,1.775161424575725,-0.7649849268339279,0.20927172048320342
10,1059.004614733882,0.9923925096467436,0.00031590709809060734,10.0,1023.0,0.0,-1058.06463796978,-0.22958295012805413,15.022821988752137,-14.011672959718373,0.20687941566011908
11,1060.5948833309153,0.9999965932909333,0.00031538895113409,10.0,1023.0,0.0,-1060.0091148721435,-0.18558831252723423,3.627927752254668,-2.6280165854204167,0.21128374385925122
12,1059.913497496401,0.9302887292957358,0.00022262175188604176,10.0,1023.0,0.0,-1058.509874238357,-0.2760535645322741,-4.128256292577396,5.151361190195647,0.20653595683591588
13,1058.0236551573137,0.9828990695929538,0.00017507603422225893,10.0,1023.0,0.0,-1056.2056789729008,-0.23926336763954834,0.9691133897691531,0.04110647026302302,0.20984119231507842
14,1058.4196515141382,0.9619565235030652,0.00031590709809060734,10.0,1023.0,0.0,-1056.4234780386207,-0.23705606331574336,14.974111716438957,-13.957022287007247,0.20592678286018484
15,1060.3567605953804,0.9530734835680549,0.00031538895113409,10.0,1023.0,0.0,-1058.1844823607325,-0.1803205605519307,4.198294496616425,-3.200552699875372,0.210061263628279
16,1059.9614350679308,0.9997218196231151,0.00022262175188604176,10.0,1023.0,0.0,-1059.4457463579665,-0.2747675465648896,-4.065022321439938,5.093233458483671,0.206739852244203
17,1060.68171080736,0.9974662720476992,0.00017507603422225893,10.0,1023.0,0.0,-1056.4951004679526,-0.23795141978587664,0.6152799142515145,0.3970782813200668,0.21004105065615478
18,1058.8411934449762,0.9966064850935159,0.00031590709809060734,10.0,1023.0,0.0,-1055.6209474219008,-0.22966221280740648,14.478050480579142,-13.467589036130052,0.20719867636490982
