draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,sigma
0,1244.7659377810285,0.7773598770440312,0.009093593157837369,1.0,1.0,0.0,-1244.4393078435378,-0.20236038649684931,-0.21437932469097346,1.213176004185359,0.17538855189477315
1,1247.8266935552451,0.9497848403273509,0.010539702810768855,7.0,147.0,0.0,-1244.4063909296233,-0.17497593708967238,-0.4635793166709562,1.4571690746969734,0.1751398023991525
2,1248.4181072440542,0.9719801571849086,0.009286235176752753,9.0,511.0,0.0,-1247.8359338183843,-0.19175751758456672,-0.23410294477542018,1.2355256347851051,0.17262862554904074
3,1248.0761345121336,0.9486421614942963,0.009602504714749644,8.0,511.0,0.0,-1246.0133865691093,-0.16580221235946296,-0.2192030018123215,1.2103672664645853,0.17296753550830124
4,1247.1061713234906,0.9906068655058246,0.009093593157837369,7.0,139.0,0.0,-1244.095305673449,-0.1839131956521574,-0.21209557504440302,1.2125710332605226,0.17124818359793156
5,1247.2841709668742,0.996215398524582,0.010539702810768855,8.0,255.0,0.0,-1246.3975733931493,-0.22552397538085936,-0.4264221264172841,1.4355519474255145,0.17456577313577343
6,1246.9366073154656,0.7846477553794379,0.009286235176752753,8.0,275.0,0.0,-1244.8254117187414,-0.20527721960858475,-0.30548140325094164,1.3114611483887448,0.16868634522943837
7,1247.5605045474028,0.9984857978201492,0.009602504714749644,8.0,255.0,0.0,-1246.4006608567856,-0.23805561924015145,-0.22397675284483887,1.237798194517979,0.17406039804714685
8,1248.4538920693378,1.0,0.009093593157837369,2.0,3.0,0.0,-1247.083872599015,-0.18395775500488795,-0.2130050637808148,1.2112046130613767,0.17124823748715592
9,1247.8147320880792,0.9999476751749691,0.010539702810768855,9.0,511.0,0.0,-1246.209127248561,-0.14658620884287873,-0.4325329163568398,1.4198260585720337,0.16937853607184353
10,1245.7016149076999,0.9231402280650125,0.009286235176752753,8.0,255.0,0.0,-1244.8518333533978,-0.19748717542107225,-0.27050488172770315,1.2696457382606674,0.16663728168635386
11,1247.2251116275067,0.8950545400776602,0.009602504714749644,8.0,255.0,0.0,-1243.7051515042929,-0.18463838693542425,-0.2812099129970525,1.281519945033659,0.1691529017033816
12,1248.2496198317529,0.9174869093197718,0.009093593157837369,4.0,23.0,0.0,-1247.669349023707,-0.18314017606330701,-0.21332409311538286,1.2099407712185213,0.1713338308946385
13,1248.0097285292645,0.999832634352849,0.010539702810768855,9.0,511.0,0.0,-1245.9156208855459,-0.1759997917033476,-0.36294836414397547,1.358165100627712,0.17944571544383886
14,1247.325746132273,0.998266975870881,0.009286235176752753,7.0,203.0,0.0,-1239.707080818349,-0.16781529193292027,-0.2792727905934678,1.2748510059457716,0.17826060092147905
15,1245.3830486870636,0.7627687312305822,0.009602504714749644,2.0,3.0,0.0,-1245.2293578035283,-0.18460253315045164,-0.28409868439657504,1.2783686575181565,0.16913205956142519
