draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,sigma
0,2276.324890476864,0.9967403073778359,0.029005134634078812,7.0,127.0,0.0,-2273.6876693711074,0.10605964276937681,0.5297625610105339,0.4344931217428546,0.06347002961337704
1,2275.5583508700993,0.8551392965324306,0.0251336015618987,7.0,143.0,0.0,-2274.048202432597,0.10647998201268168,0.5486251775859134,0.41653498883834306,0.062462754776391495
2,2277.576649712727,0.9989462456337896,0.03082600811135632,6.0,63.0,0.0,-2275.63867015406,0.07416142126626109,0.5635869229678918,0.40980190959312546,0.0629934523585192
3,2277.1711704775144,0.9998234379472193,0.03333866206512473,7.0,127.0,0.0,-2274.021210776574,0.08090701587873854,0.5662843869343572,0.4051365652495548,0.06138999450057304
4,2278.538755455502,0.9663186071155158,0.029005134634078812,7.0,127.0,0.0,-2275.6430411853494,0.08548012904441947,0.5334647113154398,0.4380060223519378,0.062135600055968104
5,2277.615199146109,0.9947982708494856,0.0251336015618987,6.0,111.0,0.0,-2274.849623942327,0.09344847791946959,0.5530093422067712,0.41545625720676993,0.06294470297297956
6,2275.3599163036197,0.9987207681746902,0.03082600811135632,6.0,95.0,0.0,-2273.9991455291924,0.06756044024211195,0.572499857755865,0.40216912271899874,0.06441924569104605
7,2277.1396379472767,0.9523956479046018,0.03333866206512473,7.0,127.0,0.0,-2276.094032243468,0.07798830179557913,0.5654816597914758,0.4071114204341812,0.06255322308636486
8,2277.8326678165945,0.876973873855932,0.029005134634078812,6.0,103.0,0.0,-2276.226865147995,0.0762029294493847,0.5514241329797278,0.4213380756521278,0.06300722618657846
9,2276.826586581324,0.9775519406344851,0.0251336015618987,7.0,127.0,0.0,-2275.3208978716953,0.08782840658294655,0.5262105526562392,0.44483904299230054,0.06424453142655262
10,2275.5857282560487,0.7835333885330581,0.03082600811135632,3.0,11.0,0.0,-2273.5191032185908,0.06788283494342817,0.5718207180502899,0.40294609324216835,0.06431630245075552
11,2277.4093751548285,0.7663603515171937,0.03333866206512473,4.0,19.0,0.0,-2275.5950341425837,0.0811348098090796,0.5624992408223128,0.4081585984276123,0.0627210862655703
12,2277.1561048972926,0.9874135033825674,0.029005134634078812,7.0,127.0,0.0,-2276.143053949511,0.09400527152072324,0.5409991197569485,0.4278332336659473,0.05960716064434599
13,2277.697452290319,0.9986107658561998,0.0251336015618987,7.0,127.0,0.0,-2275.830287865443,0.0944774410956833,0.5557152550355952,0.41167249763020114,0.06165391955498017
14,2277.344937873795,0.8797973014267406,0.03082600811135632,7.0,127.0,0.0,-2273.6181322155394,0.08979403808176198,0.5576941580278018,0.41045312030926256,0.061639419862934405
15,2276.264922193852,0.793682583455802,0.03333866206512473,6.0,95.0,0.0,-2274.0407973951114,0.09489096614601289,0.5242771015402481,0.4437459290889758,0.06046453752862818
16,2276.894006496984,0.9165521497778364,0.029005134634078812,3.0,11.0,0.0,-2276.4977465560555,0.09445639948198502,0.5407070847242705,0.4282199494271234,0.05966772237944719
17,2277.886894904708,0.9623891852947972,0.0251336015618987,7.0,127.0,0.0,-2277.2262836861914,0.08044634035191991,0.5353462798755376,0.4371605648173081,0.06275263402093341
18,2277.9030748907544,0.8445167952388408,0.03082600811135632,7.0,127.0,0.0,-2275.8474391196883,0.08426544713216544,0.5595018615467682,0.4111611684508188,0.06277802101965001
19,2276.4551577483203,0.8240512872998338,0.03333866206512473,7.0,191.0,0.0,-2271.590144468396,0.07969889614938697,0.5683198680509882,0.40231774506721824,0.061450461051467925
20,2277.9045751458993,0.9627386595742733,0.029005134634078812,6.0,63.0,0.0,-2276.4895793436995,0.09557339325694579,0.5353719102418265,0.4324351670564983,0.06027393250536794
21,2277.5213964911786,0.5564155746789289,0.0251336015618987,6.0,87.0,0.0,-2269.088544757055,0.07866890109775361,0.5663999202278539,0.40537614780897185,0.06194362000766713
22,2277.3415334691363,0.8439786419375381,0.03082600811135632,7.0,127.0,0.0,-2276.280618607774,0.08690264211337544,0.5413621389270871,0.43025999624374395,0.06128982026728238
23,2274.7248916037006,0.9928331510861668,0.03333866206512473,6.0,63.0,0.0,-2273.9232537949497,0.07531578766252935,0.571455433955231,0.40154719016793405,0.05952155968966255
24,2278.4051193338773,0.8722827002134017,0.029005134634078812,6.0,119.0,0.0,-2276.471320515641,0.09376584719456987,0.543249527007128,0.4247642626067299,0.06088460815058694
25,2277.497199832953,0.9977431343640362,0.0251336015618987,3.0,11.0,0.0,-2277.4607503804405,0.07872690745299168,0.566537869982641,0.40512644428104155,0.06194320408778812
26,2277.8278234824834,0.9824088154394954,0.03082600811135632,2.0,3.0,0.0,-2276.910617822572,0.085814505884864,0.5402592406763616,0.4298477172095507,0.061331870017554385
27,2276.4868756232345,0.9226024206794815,0.03333866206512473,6.0,63.0,0.0,-2273.489428049573,0.08494181872469662,0.5685559365520495,0.4014221600286506,0.0612079332167234
28,2277.3883426535876,0.9972314922199286,0.029005134634078812,6.0,127.0,0.0,-2275.8069874428093,0.08408536199636452,0.5586037241269655,0.4116522549149994,0.06033484578262201
29,2277.910159419262,0.9442702060260723,0.0251336015618987,7.0,127.0,0.0,-2276.055237122033,0.07329631821987882,0.5567570734770982,0.41748712855889925,0.06137874635529253
30,2278.494845616392,0.7740608711096336,0.03082600811135632,5.0,43.0,0.0,-2273.364486027896,0.0866640446764454,0.5401484168537791,0.43058623622138226,0.0606541922311659
31,2277.4108676825135,0.9804647799058002,0.03333866206512473,6.0,63.0,0.0,-2275.950399420132,0.08499528709199637,0.5598779547284644,0.4106763691079389,0.060743611393405936
32,2278.1416433404347,0.9257019373916193,0.029005134634078812,7.0,127.0,0.0,-2276.2022343953113,0.0894961873047341,0.5340514380677887,0.4366562180659301,0.06308164713294952
33,2278.0939486662123,0.8953937780938335,0.0251336015618987,7.0,127.0,0.0,-2275.5979744966685,0.07422536157434825,0.5550535385556851,0.4184067772809827,0.0613988096865654
34,2278.190259181313,0.9955515179102379,0.03082600811135632,7.0,127.0,0.0,-2277.094625817431,0.08306784670165408,0.548941796740653,0.42228968192599803,0.06357365008658775
35,2277.280458968877,0.9984315564132294,0.03333866206512473,7.0,255.0,0.0,-2274.9026943551526,0.09462765903856855,0.517672145944107,0.4513987317360472,0.06171355828653311
36,2278.315348370101,0.9800603974274349,0.029005134634078812,6.0,127.0,0.0,-2277.421231255769,0.1022559588889119,0.5398322847181257,0.42619756693694516,0.06150867634699333
37,2277.0800088640176,0.9364216132969807,0.0251336015618987,7.0,127.0,0.0,-2276.651464187752,0.07564387887418322,0.5656616386446568,0.4076695422714062,0.06157062875334266
38,2277.397015699679,0.9999702603019258,0.03082600811135632,7.0,127.0,0.0,-2276.6395759732095,0.1072857008570786,0.5242463668455621,0.4409052898580491,0.06036206685353845
39,2276.11296296166,0.6769207897011875,0.03333866206512473,5.0,59.0,0.0,-2273.593193240415,0.1080881200107238,0.5170662086160442,0.4472195109276,0.062176010329282244
40,2278.2671893016764,0.9333733679257717,0.029005134634078812,7.0,127.0,0.0,-2277.3695047235624,0.09381029244930777,0.5272682683712892,0.44162864796432544,0.061203489002234136
41,2275.2381593609134,0.7196788781741615,0.0251336015618987,7.0,135.0,0.0,-2271.6308845140356,0.10407667989094589,0.5132158326055746,0.4548464962016521,0.06178894307485802
42,2277.498353910589,0.8938582433685357,0.03082600811135632,7.0,127.0,0.0,-2275.114514113079,0.09702751790305958,0.5285573185701772,0.4390323763044618,0.06378340796996083
43,2274.386445037035,0.9954708930904613,0.03333866206512473,7.0,127.0,0.0,-2273.321565570893,0.09546172902900585,0.5266650548102296,0.44313771202305297,0.059019892554647214
44,2277.9432802824913,0.982666024407727,0.029005134634078812,6.0,127.0,0.0,-2276.779937163562,0.10676269108846075,0.5313721200913832,0.43409904249009273,0.0617602288959987
45,2278.059901451674,0.9999794353406005,0.0251336015618987,7.0,127.0,0.0,-2275.021112368834,0.09223276481764421,0.5404834627326625,0.4292233285453954,0.06298889772634388
46,2276.9917245496813,0.7532915881493409,0.03082600811135632,7.0,127.0,0.0,-2273.450938227961,0.09194041154278874,0.5212543630111995,0.4496141352740735,0.06228773122062282
47,2275.2288002990763,0.9682837447577827,0.03333866206512473,6.0,63.0,0.0,-2273.7555698133624,0.10052982799248517,0.5265727446573697,0.43997195840696296,0.05888260868047325
48,2277.692917787241,0.885889217161343,0.029005134634078812,7.0,127.0,0.0,-2275.0229357569215,0.0826835043083702,0.5505586038802583,0.4211151253485014,0.06009291140523912
