draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,sigma
2954,1889.7063777484032,0.9252356575116324,0.022577872639330785,7.0,255.0,0.0,-1887.4148694819232,0.04130856239931951,0.3156376751022326,0.6462607032613263,0.08909296541793998
2955,1890.4050422932278,0.9990953950463057,0.02347331351994421,7.0,127.0,0.0,-1889.782696968651,0.017831056665183014,0.3267621534719122,0.6418769258978885,0.09122723212226429
2956,1887.2720486456317,0.9998636994092547,0.021264886404270496,6.0,127.0,0.0,-1880.832364917932,0.012205308073699291,0.30358238193387777,0.6669454744941412,0.09602977592402022
2957,1888.6503782364687,0.8325197065994224,0.021765770852745368,3.0,11.0,0.0,-1885.2414470381295,0.030540027031143297,0.27648509328424975,0.6892380091367996,0.09348401681475645
2958,1889.786566889311,0.9893035840951375,0.022577872639330785,6.0,63.0,0.0,-1889.5261944461947,0.042804385406871745,0.31266569118495235,0.6486222596374012,0.0892766658153257
2959,1890.348719833856,0.9758149046555614,0.02347331351994421,7.0,207.0,0.0,-1890.0775624993246,0.0394218402924438,0.3135086379886433,0.6493112355793299,0.09121095411828813
2960,1889.1300369644905,0.9678395666589693,0.021264886404270496,7.0,255.0,0.0,-1881.674860971437,0.055834937907797394,0.29084846842703654,0.6678327744339908,0.09302152054133576
2961,1888.3269135391413,0.8795282509188721,0.021765770852745368,4.0,31.0,0.0,-1886.555825857682,0.029211265639737666,0.276163093492306,0.6904435290658498,0.09355079045199653
2962,1889.7889994404634,0.8392761045840198,0.022577872639330785,6.0,79.0,0.0,-1887.5285287311654,0.021993132058244533,0.30115118398197355,0.6659407733127686,0.09087868873972642
2963,1889.79808719548,0.6489761861881744,0.02347331351994421,5.0,39.0,0.0,-1885.5864188859487,0.045806499682172104,0.31793772379762153,0.6431700164173878,0.09162017459677302
2964,1888.8280511449198,0.8257855202535767,0.021264886404270496,8.0,255.0,0.0,-1885.3939788884495,0.008175938603422136,0.34322654463963986,0.6266150781085537,0.09028281366328156
2965,1888.0592946321503,0.8590686539934137,0.021765770852745368,7.0,255.0,0.0,-1884.634958052928,0.028855277302687766,0.3556614136770895,0.6103158089915283,0.0920299933104544
2966,1888.8633727377432,0.928329192065566,0.022577872639330785,2.0,3.0,0.0,-1888.774705379786,0.02225641059972744,0.30187977816091455,0.6670834635941025,0.09086113348682497
2967,1890.1011351106486,0.9991853382660355,0.02347331351994421,7.0,127.0,0.0,-1889.377386767079,0.03326079857518846,0.3143615164332929,0.6504662322154137,0.09011370262507659
2968,1886.8362719359186,0.9991995052007557,0.021264886404270496,7.0,255.0,0.0,-1884.5039733728465,0.046584675330439716,0.26226672929270295,0.6978077506941824,0.09441010773868652
2969,1883.5381033752578,0.957713521832899,0.021765770852745368,6.0,127.0,0.0,-1879.1736848088685,0.0029313008463680477,0.39926857973433655,0.5735581654435153,0.08887528045705853
2970,1888.7514451937184,0.9994231213393834,0.022577872639330785,7.0,255.0,0.0,-1885.2672709304882,0.02195207951169321,0.33689925624254397,0.6311409751320263,0.09437442143935565
2971,1889.5109204374858,0.999874769974347,0.02347331351994421,7.0,127.0,0.0,-1888.9864383318518,0.01945973416538178,0.3442916331476528,0.6239653668657891,0.09319072545866953
2972,1887.5022775166967,0.9857978077042755,0.021264886404270496,7.0,255.0,0.0,-1881.2269852113334,0.002159565777299309,0.35730096205364237,0.616232626680357,0.09459104672651056
2973,1882.6740907882554,0.9999973748230925,0.021765770852745368,7.0,127.0,0.0,-1879.8233692484414,-0.0035898238890292463,0.4175021941105069,0.5548529123140964,0.08985802170615072
2974,1887.9661646757847,0.8964281080558749,0.022577872639330785,7.0,255.0,0.0,-1886.0649265792647,0.016979448957959026,0.307638309171508,0.6597348318558776,0.09043370827371881
2975,1888.8839602395562,0.8311977926974533,0.02347331351994421,6.0,107.0,0.0,-1886.8361282197232,0.022965413082767228,0.3321096132680579,0.6339961867881052,0.09469117069348847
2976,1888.093360989565,1.0,0.021264886404270496,2.0,7.0,0.0,-1887.5816963003786,0.002285875342394728,0.3566189280387812,0.6154196935165661,0.09460006781146707
2977,1882.3713883872301,0.9999397238832147,0.021765770852745368,6.0,63.0,0.0,-1881.6796577566045,0.005801147629401535,0.4190465753240954,0.5508873153864504,0.09008168139752108
2978,1885.0670861908982,0.90875794116941,0.022577872639330785,7.0,127.0,0.0,-1882.9131065228037,0.043409894872234046,0.3665994749604478,0.5920440793556757,0.09135515146289176
2979,1888.662948333194,0.9976905721462079,0.02347331351994421,7.0,127.0,0.0,-1887.680155634066,0.03189672601924215,0.29043429561614403,0.6739896800012525,0.08848104140989237
2980,1889.7183948059455,0.9987976590433687,0.021264886404270496,8.0,255.0,0.0,-1886.307709376322,0.0404506962452105,0.31861818008773923,0.6433679335182262,0.0891292910179806
2981,1885.4041261968846,0.9983511901594277,0.021765770852745368,7.0,127.0,0.0,-1880.022777686923,-0.015602187816691716,0.4008562923318685,0.5758372532509598,0.09286024075765473
2982,1885.8602197567884,0.964022659611333,0.022577872639330785,6.0,63.0,0.0,-1883.1118938832099,0.040359573128380226,0.3553518547747822,0.604141483020407,0.09306079238282593
2983,1886.468464970053,0.8266369218055729,0.02347331351994421,7.0,127.0,0.0,-1885.2373626922042,0.053281303552714154,0.26683899936571825,0.6908140718556743,0.0945088089811618
2984,1888.2188029619153,0.7962315819689092,0.021264886404270496,6.0,67.0,0.0,-1886.3292120523595,0.04146899335825411,0.31876997302599314,0.641694672444758,0.08856063811959976
2985,1889.909055317129,0.9876385407986841,0.021765770852745368,7.0,127.0,0.0,-1882.9272937131936,0.02966424885081715,0.3252313104265731,0.6402192676201193,0.09353322913742186
2986,1888.9082593621422,0.9970792693048475,0.022577872639330785,7.0,127.0,0.0,-1885.3620820878941,0.02772769654454593,0.3403775039556458,0.6247875355546054,0.09471469846095633
2987,1889.5887550673342,0.9981458294509844,0.02347331351994421,7.0,255.0,0.0,-1885.8810178796466,0.02784644751182208,0.33776034988636866,0.6277149908496846,0.08919009269656492
2988,1888.8872974152964,0.9985877883831901,0.021264886404270496,7.0,127.0,0.0,-1887.3340210330578,0.02185158496124945,0.3207545494531081,0.6468207202414209,0.08784463039617181
2989,1888.9674173016197,0.9597713956082413,0.021765770852745368,5.0,51.0,0.0,-1888.3657486149807,0.028516835834069734,0.3256353134661082,0.6405894859505178,0.09453112673219981
2990,1887.7791804843264,0.9340710020750482,0.022577872639330785,7.0,127.0,0.0,-1886.2100730310453,-0.010680183290455118,0.3451832406679232,0.6304602676017091,0.09021125988893727
2991,1887.9943846559224,0.7694239763227946,0.02347331351994421,6.0,75.0,0.0,-1886.7294774737309,0.02057271478625574,0.325452576085955,0.6439644547520327,0.09364447715228544
2992,1889.7968697545,0.9639997540335756,0.021264886404270496,7.0,127.0,0.0,-1886.3573466753917,0.013558741198007764,0.32537631922575366,0.6444969059484694,0.0934165978671322
2993,1889.432922006824,0.9477958281059282,0.021765770852745368,3.0,15.0,0.0,-1888.1592543416173,0.028030695055766143,0.3253847683327426,0.6397671524858795,0.09445113399037412
2994,1887.7390333420597,0.9999104972070455,0.022577872639330785,7.0,127.0,0.0,-1885.2977973877018,0.030607708215424877,0.3686092778930091,0.5949384375905805,0.09101811107789336
2995,1887.0792064108616,0.9837466861494137,0.02347331351994421,7.0,127.0,0.0,-1886.4914518887965,0.034064276724353734,0.3466142422463734,0.6185855697014502,0.09267623626667283
2996,1889.7963486625151,0.8155900803830375,0.021264886404270496,6.0,91.0,0.0,-1886.861209839653,0.02058005724569814,0.3268595885281322,0.6417210491114869,0.09046170531897822
2997,1889.4965077794448,0.9637929345309755,0.021765770852745368,6.0,115.0,0.0,-1887.4846270068192,0.03216868276443431,0.3069422671915061,0.6568176388352905,0.08934611612559108
2998,1886.676778172621,0.6343323865761251,0.022577872639330785,8.0,255.0,0.0,-1883.0433358257117,-0.01424277479975569,0.36337811893933497,0.612455268034424,0.09230000230532061
