,id,dist,curr_pace,total_pace,finish,age,gender,year,prop,propleft,male,propxcurr,malexage
4902,243021,5K,4.125412541254126,4.125412541254126,3.615681233933162,38,M,2019,0.11849745230477544,0.8815025476952245,1,0.4888508758447832,38
5145,243264,5K,3.977724741447892,3.977724741447892,3.5904526889040165,25,F,2019,0.11849745230477544,0.8815025476952245,0,0.4713502478312468,0
5252,243371,5K,3.7147102526002973,3.7147102526002973,3.5810065348383264,45,M,2019,0.11849745230477544,0.8815025476952245,1,0.4401837009835641,45
5291,243410,5K,3.762227238525207,3.762227238525207,3.577363289529462,33,F,2019,0.11849745230477544,0.8815025476952245,0,0.4458143427568677,0
5292,243411,5K,3.8819875776397517,3.8819875776397517,3.577363289529462,42,M,2019,0.11849745230477544,0.8815025476952245,1,0.46000563782909726,42
5322,243441,5K,4.0453074433656955,4.0453074433656955,3.5752414844941534,57,M,2019,0.11849745230477544,0.8815025476952245,1,0.47935862582837957,57
5370,243489,5K,3.6443148688046647,3.6443148688046647,3.5713076597545492,33,F,2019,0.11849745230477544,0.8815025476952245,0,0.43184202734976473,0
5398,243517,5K,4.340277777777778,4.340277777777778,3.5682875264270613,42,M,2019,0.11849745230477544,0.8815025476952245,1,0.514311858961699,42
5431,243550,5K,3.837298541826554,3.837298541826554,3.5655737704918034,48,M,2019,0.11849745230477544,0.8815025476952245,1,0.45471010093927644,48
5475,243594,5K,3.6576444769568397,3.6576444769568397,3.5610600050637187,55,M,2019,0.11849745230477544,0.8815025476952245,1,0.43342155195601845,55
5537,243656,5K,4.277159965782721,4.277159965782721,3.556257901390645,27,M,2019,0.11849745230477544,0.8815025476952245,1,0.5068325590452329,27
5538,243657,5K,3.7369207772795217,3.7369207772795217,3.556257901390645,48,M,2019,0.11849745230477544,0.8815025476952245,1,0.4428155915724045,48
5731,243850,5K,3.5790980672870436,3.5790980672870436,3.54371378180902,39,F,2019,0.11849745230477544,0.8815025476952245,0,0.4241140025224604,0
5736,243855,5K,3.819709702062643,3.819709702062643,3.5434161907961035,31,M,2019,0.11849745230477544,0.8815025476952245,1,0.45262586823825607,31
5830,243949,5K,3.61794500723589,3.61794500723589,3.5362889708347303,45,M,2019,0.11849745230477544,0.8815025476952245,1,0.4287172659362353,45
5954,244073,5K,4.248088360237893,4.248088360237893,3.5259463524692904,38,M,2019,0.11849745230477544,0.8815025476952245,1,0.5033876478537614,38
5976,244095,5K,3.7285607755406414,3.7285607755406414,3.523885084349424,51,M,2019,0.11849745230477544,0.8815025476952245,1,0.4418249526650837,51
6039,244158,5K,3.586800573888092,3.586800573888092,3.519182652210175,36,F,2019,0.11849745230477544,0.8815025476952245,0,0.42502672993104534,0
6040,244159,5K,3.652300949598247,3.652300949598247,3.5188891668751565,38,F,2019,0.11849745230477544,0.8815025476952245,0,0.43278835757770434,0
6199,244318,5K,4.266211604095563,4.266211604095563,3.507189759787216,45,M,2019,0.11849745230477544,0.8815025476952245,1,0.5055352060783935,45
6226,244345,5K,4.163197335553705,4.163197335553705,3.505441555204785,33,M,2019,0.11849745230477544,0.8815025476952245,1,0.49332827770514337,33
6229,244348,5K,3.7369207772795217,3.7369207772795217,3.505150357202193,43,M,2019,0.11849745230477544,0.8815025476952245,1,0.4428155915724045,43
6237,244356,5K,3.7425149700598803,3.7425149700598803,3.504568106312292,44,M,2019,0.11849745230477544,0.8815025476952245,1,0.44347848916457877,44
6253,244372,5K,3.531073446327684,3.531073446327684,3.5025317506433136,37,F,2019,0.11849745230477544,0.8815025476952245,0,0.4184232072908738,0
6277,244396,5K,3.8580246913580245,3.8580246913580245,3.5007881855139797,36,M,2019,0.11849745230477544,0.8815025476952245,1,0.4571660968548435,36
6304,244423,5K,3.633720930232558,3.633720930232558,3.499046355419189,46,M,2019,0.11849745230477544,0.8815025476952245,1,0.4305866726190968,46
6337,244456,5K,3.671071953010279,3.671071953010279,3.4964368578057674,46,F,2019,0.11849745230477544,0.8815025476952245,0,0.4350126736592344,0
6366,244485,5K,3.7537537537537538,3.7537537537537538,3.4944099378881988,50,M,2019,0.11849745230477544,0.8815025476952245,1,0.4448102563993072,50
6394,244513,5K,3.467406380027739,3.467406380027739,3.4918073485600796,30,F,2019,0.11849745230477544,0.8815025476952245,0,0.4108788221386111,0
6407,244526,5K,3.8910505836575875,3.8910505836575875,3.490940680069496,47,M,2019,0.11849745230477544,0.8815025476952245,1,0.4610795809524336,47
6413,244532,5K,3.9808917197452227,3.9808917197452227,3.490074441687345,23,M,2019,0.11849745230477544,0.8815025476952245,1,0.471725526690985,23
6518,244637,5K,3.8431975403535743,3.8431975403535743,3.4814356435643563,27,F,2019,0.11849745230477544,0.8815025476952245,0,0.45540911723587796,0
6545,244664,5K,3.589375448671931,3.589375448671931,3.478565539983512,41,F,2019,0.11849745230477544,0.8815025476952245,0,0.4253318460329341,0
6547,244666,5K,3.671071953010279,3.671071953010279,3.4782787898771743,35,F,2019,0.11849745230477544,0.8815025476952245,0,0.4350126736592344,0
6605,244724,5K,3.965107057890563,3.965107057890563,3.47341126111294,24,F,2019,0.11849745230477544,0.8815025476952245,0,0.4698550844757155,0
6641,244760,5K,3.536067892503536,3.536067892503536,3.4705543674946537,37,F,2019,0.11849745230477544,0.8815025476952245,0,0.41901503643838556,0
6778,244897,5K,3.5790980672870436,3.5790980672870436,3.46030834836805,39,F,2019,0.11849745230477544,0.8815025476952245,0,0.4241140025224604,0
6846,244965,5K,3.7202380952380953,3.7202380952380953,3.454925079832965,46,M,2019,0.11849745230477544,0.8815025476952245,1,0.44083873625288483,46
7049,245168,5K,3.6576444769568397,3.6576444769568397,3.4413995595791533,46,M,2019,0.11849745230477544,0.8815025476952245,1,0.43342155195601845,46
7051,245170,5K,3.4129692832764507,3.4129692832764507,3.4411189039308434,43,F,2019,0.11849745230477544,0.8815025476952245,0,0.4044281648627148,0
7275,245394,5K,3.5211267605633805,3.5211267605633805,3.4268659140745554,54,M,2019,0.11849745230477544,0.8815025476952245,1,0.41724455036892766,54
7295,245414,5K,3.927729772191673,3.927729772191673,3.4260311789542057,34,M,2019,0.11849745230477544,0.8815025476952245,1,0.4654259713463293,34
7305,245424,5K,3.6443148688046647,3.6443148688046647,3.4254749147588894,52,M,2019,0.11849745230477544,0.8815025476952245,1,0.43184202734976473,52
7345,245464,5K,3.878975950349108,3.878975950349108,3.422973959600876,45,M,2019,0.11849745230477544,0.8815025476952245,1,0.45964876766786444,45
7349,245468,5K,3.57653791130186,3.57653791130186,3.42269630110318,42,F,2019,0.11849745230477544,0.8815025476952245,0,0.42381063056071333,0
7433,245552,5K,3.652300949598247,3.652300949598247,3.4174293350611484,45,M,2019,0.11849745230477544,0.8815025476952245,1,0.43278835757770434,45
7464,245583,5K,3.5511363636363638,3.5511363636363638,3.415216511533792,37,F,2019,0.11849745230477544,0.8815025476952245,0,0.42080061187775375,0
7503,245622,5K,3.4965034965034967,3.4965034965034967,3.412454508693894,36,F,2019,0.11849745230477544,0.8815025476952245,0,0.41432675631040367,0
7537,245656,5K,3.506311360448808,3.506311360448808,3.4105237633365664,55,M,2019,0.11849745230477544,0.8815025476952245,1,0.4154889632004749,55
7547,245666,5K,3.665689149560117,3.665689149560117,3.4096969696969697,48,M,2019,0.11849745230477544,0.8815025476952245,1,0.43437482516413284,48
7570,245689,5K,3.566333808844508,3.566333808844508,3.4085952015510137,27,F,2019,0.11849745230477544,0.8815025476952245,0,0.42260147041646023,0
7575,245694,5K,4.492362982929021,4.492362982929021,3.4085952015510137,21,M,2019,0.11849745230477544,0.8815025476952245,1,0.5323335683053704,21
7578,245697,5K,3.5211267605633805,3.5211267605633805,3.408319870759289,45,M,2019,0.11849745230477544,0.8815025476952245,1,0.41724455036892766,45
7600,245719,5K,4.0096230954290295,4.0096230954290295,3.4069438837303188,21,M,2019,0.11849745230477544,0.8815025476952245,1,0.4751301215107275,21
7616,245735,5K,3.7202380952380953,3.7202380952380953,3.4061188246690346,35,F,2019,0.11849745230477544,0.8815025476952245,0,0.44083873625288483,0
7651,245770,5K,3.2113037893384715,3.2113037893384715,3.4041952400161355,39,M,2019,0.11849745230477544,0.8815025476952245,1,0.3805313176132802,39
7781,245900,5K,3.477051460361613,3.477051460361613,3.395429307153778,40,F,2019,0.11849745230477544,0.8815025476952245,0,0.4120217395854501,0
7890,246009,5K,3.933910306845004,3.933910306845004,3.3877960658370134,25,M,2019,0.11849745230477544,0.8815025476952245,1,0.4661583489566304,25
7926,246045,5K,3.3112582781456954,3.3112582781456954,3.3861648342829627,42,F,2019,0.11849745230477544,0.8815025476952245,0,0.3923756698833624,0
8070,246189,5K,3.484320557491289,3.484320557491289,3.378302642113691,32,F,2019,0.11849745230477544,0.8815025476952245,0,0.4128831090758726,0
8095,246214,5K,3.450655624568668,3.450655624568668,3.3764103384812354,33,F,2019,0.11849745230477544,0.8815025476952245,0,0.40889390029253087,0
8122,246241,5K,3.676470588235294,3.676470588235294,3.3747900503879067,53,M,2019,0.11849745230477544,0.8815025476952245,1,0.43565239817932144,53
8268,246387,5K,3.5790980672870436,3.5790980672870436,3.366711880635123,45,M,2019,0.11849745230477544,0.8815025476952245,1,0.4241140025224604,45
8412,246531,5K,3.2552083333333335,3.2552083333333335,3.358939659289922,35,F,2019,0.11849745230477544,0.8815025476952245,0,0.38573389422127424,0
8446,246565,5K,3.7965072133637054,3.7965072133637054,3.357068979234625,41,M,2019,0.11849745230477544,0.8815025476952245,1,0.4498764324403016,41
8452,246571,5K,3.6153289949385394,3.6153289949385394,3.356534881870973,37,F,2019,0.11849745230477544,0.8815025476952245,0,0.42840727514380134,0
8544,246663,5K,3.5536602700781805,3.5536602700781805,3.3498729755477927,52,M,2019,0.11849745230477544,0.8815025476952245,1,0.4210996883609646,52
8603,246722,5K,3.5919540229885056,3.5919540229885056,3.3461538461538463,52,M,2019,0.11849745230477544,0.8815025476952245,1,0.42563740052002674,52
8622,246741,5K,3.5790980672870436,3.5790980672870436,3.3450927540827653,35,F,2019,0.11849745230477544,0.8815025476952245,0,0.4241140025224604,0
8740,246859,5K,3.787878787878788,3.787878787878788,3.3374199161591394,53,M,2019,0.11849745230477544,0.8815025476952245,1,0.4488539860029373,53
