"","alpha","beta.1","beta.2","sigma","lp__"
"53",-0.323673130085059,0.993608082410181,0.350107548787229,0.292164891214681,14212.9720218836
"54",-0.314641642665312,0.992670087188862,0.343001714714709,0.288713027229406,14211.9218373795
"55",-0.315577130562319,0.993386900307113,0.34163920530374,0.291280851687125,14212.4270252717
"56",-0.321736862766967,0.992538825813456,0.351159027587233,0.292396925953801,14212.1889623587
"57",-0.316550286512756,0.99288508027661,0.343556994443249,0.291227179550304,14211.7059105645
"58",-0.314177940670843,0.992214729427586,0.343991273372442,0.291985515134886,14211.8440534452
"59",-0.327834041459605,0.994499384972985,0.352148139697561,0.293857434063245,14210.9057886506
"60",-0.323939172155657,0.993651982737159,0.350274144149984,0.295003131402193,14211.647098488
"61",-0.326517030899465,0.994026994012261,0.352181663728479,0.291390806628476,14212.1204745128
"62",-0.31084399153739,0.993584759362094,0.336890352790791,0.288301584132567,14207.5948406842
"63",-0.320964579731988,0.993342378078375,0.347496812634789,0.289885225589569,14213.0745101962
"64",-0.316483896621987,0.992449992225422,0.344411218818769,0.291247108480056,14210.0473317606
"65",-0.315479931741229,0.992452739962157,0.344992272859249,0.287398294787361,14210.4961100804
"66",-0.321740527232734,0.993952523382635,0.34679773686832,0.292765211650304,14212.8060303965
"67",-0.327946398054293,0.992672428547464,0.356864953769103,0.289716828022995,14209.5204925397
"68",-0.323664947089432,0.994508178485006,0.347231147770475,0.291984938962523,14212.170419762
"69",-0.316043923010767,0.993493525559197,0.34183236394593,0.291484911929552,14212.4474817559
"70",-0.313735018986285,0.99218351233493,0.34359223844005,0.287753376306831,14210.6491864882
"71",-0.318143292315631,0.993501178597725,0.343659354756415,0.288521896386261,14211.6217886104
"72",-0.318622210591463,0.992954054739405,0.346120787655634,0.292594062278911,14212.9262911466
"73",-0.32855863516619,0.993615742534669,0.355331399661198,0.290420188313641,14211.4739075644
"74",-0.319547559378683,0.993236290209174,0.34685961363909,0.29346860495886,14212.649903221
"75",-0.316880906559947,0.992083526596475,0.34712665001238,0.293846071684137,14211.4280826826
"76",-0.325460167331933,0.994043356558528,0.350368768234235,0.29064549786862,14212.5785029217
"77",-0.324164273961605,0.993404371315824,0.351680582823174,0.290651901123981,14212.0861014873
"78",-0.31701521135182,0.993593856486483,0.342034723446287,0.288923372070967,14211.0220670717
"79",-0.322664522399637,0.993184238259051,0.350332138421682,0.291830989570197,14212.9452989407
"80",-0.320018231404957,0.993249565002257,0.346324264050934,0.291749566130803,14212.3174693726
"81",-0.329251577814701,0.994260114951848,0.353402641334518,0.289423934666138,14210.2730034954
"82",-0.318175135926782,0.993404637533816,0.345170734296347,0.291615345454239,14212.3855590316
"83",-0.320875340296526,0.993867833220734,0.345923313384988,0.287432632889458,14211.6564115589
"84",-0.323438661612147,0.993102966410055,0.35043069472333,0.290961686618988,14211.8452291498
"85",-0.319547155351229,0.993759483222403,0.345924683814986,0.289882436856471,14211.174847947
"86",-0.334158446495313,0.994615381508388,0.357694780688133,0.290973038681875,14207.9726700993
"87",-0.318187581358982,0.99335642719461,0.344845680741676,0.293332618395169,14212.7149873312
"88",-0.317276392559047,0.992754173740081,0.346235729397242,0.297773665360608,14207.9107774835
"89",-0.322998706380503,0.993322705324275,0.350130663385822,0.293167427638558,14212.768990509
"90",-0.323268094167676,0.992984165691125,0.351575751080673,0.292076987641651,14212.5566541444
"91",-0.322338551808136,0.992689921625421,0.351009636128146,0.2933268098171,14212.1082662643
"92",-0.330086862083682,0.993582691863039,0.357089960740001,0.296681075713949,14207.9440151952
"93",-0.324377982293593,0.994453647983281,0.348337640739277,0.289465365116518,14212.0437594249
"94",-0.317849117933927,0.993637614158121,0.343926743649151,0.29132497633736,14212.5674680132
"95",-0.321571828850022,0.993916585914534,0.347489875447525,0.288634966293159,14211.3193701013
"96",-0.312773087265026,0.992541959047349,0.342236461476384,0.293644114400887,14209.2772431251
"97",-0.325771862558388,0.993627752065971,0.352051102160842,0.28723626927362,14211.1792752534
"98",-0.318987148680204,0.994548196730042,0.343417593519912,0.291644511304802,14207.7416657557
"99",-0.320617012308587,0.993087310490657,0.348389007089012,0.287005656371321,14211.5251679351
"100",-0.319260303637677,0.994126668681936,0.342977162479263,0.292762513246449,14211.193266263
"101",-0.322077589791184,0.994244645085607,0.346431542228538,0.290672867630979,14212.6183112106
"102",-0.326198135383165,0.993216856420845,0.354505501347417,0.290985313744953,14211.0214823578
"103",-0.321332696317346,0.993159317049516,0.349080064087003,0.292473322766174,14212.8241570435
"104",-0.32276537092942,0.993844767093518,0.348326804636896,0.290742634292455,14213.1285704016
"105",-0.321433117594826,0.994179021496494,0.346212921645707,0.290524883589764,14212.3826168982
"106",-0.318440531172616,0.994494907053692,0.341444513827794,0.291062385754121,14211.0743097959
"107",-0.326278969464436,0.993415935270923,0.353455814448292,0.287716392814515,14211.1566881696
"108",-0.323790605167191,0.994569678577854,0.347289998022754,0.291753725736914,14212.0874014789
"109",-0.329196576973896,0.993999264914822,0.355047572216169,0.295534726292105,14209.609728964
"110",-0.319714110733669,0.993263074016895,0.346568324566098,0.292254368682674,14213.2405173296
"111",-0.322361328571729,0.993862392739814,0.347963086731762,0.293569955148956,14212.5242622761
"112",-0.326588599573727,0.99384676900446,0.35258225652736,0.286664126921434,14210.4277884083
"113",-0.320019709208551,0.993258047724279,0.347242180866444,0.294037233534695,14212.4674694568
"114",-0.319143264154988,0.993986441065938,0.343744275882671,0.291662929243388,14212.5512063807
"115",-0.321020843701933,0.993589136173191,0.347226350490617,0.290829747802037,14213.2945482778
"116",-0.320994933815827,0.993779117562395,0.346757669687624,0.290049426080403,14212.977003769
"117",-0.313013745304121,0.992325332472888,0.342431612052025,0.287155690883363,14210.1236691908
"118",-0.32237475750534,0.994363502725998,0.34672122414619,0.289741378072268,14211.9352808455
"119",-0.323087636720398,0.993245844403576,0.35075689100802,0.292343806010129,14212.6078831672
"120",-0.330019432523142,0.994369065992999,0.354369102825965,0.288521662688426,14210.357046504
"121",-0.317384696308548,0.992994845177941,0.344823956194243,0.290763984453114,14213.114002522
"122",-0.314112096562362,0.993040433151754,0.341862174168693,0.291220621890578,14211.4764923241
"123",-0.321389742259528,0.993390063618252,0.348142400851305,0.289378912535276,14213.0704295348
"124",-0.322245054749211,0.993436635593666,0.34898453829326,0.290564117114125,14213.2572864878
"125",-0.324622648668387,0.993359804417937,0.351620853393802,0.290633731576715,14212.816237583
"126",-0.323244944073464,0.993602527922712,0.349646716292932,0.289647860515324,14212.9302671901
"127",-0.331030361389712,0.994277926761329,0.355522954927798,0.295459204245399,14208.7001933998
"128",-0.317258722460781,0.994267396593056,0.341039800667941,0.290682322402534,14211.3884480836
"129",-0.319036299677507,0.992246158819613,0.348584525297505,0.289016953483883,14211.7086707969
"130",-0.317472876372042,0.994761241005025,0.340357416523799,0.289941468004999,14209.2442271732
"131",-0.319203579858697,0.993822318751981,0.344538396744788,0.290045829764299,14212.8011215838
"132",-0.318867177672217,0.993792408706248,0.34384116213736,0.289248629710551,14212.2717737392
"133",-0.329003444126894,0.993284419284461,0.357313492576752,0.293202601494322,14209.473958493
"134",-0.326800364301417,0.994319324185914,0.350944848129923,0.287109632748494,14210.4352857653
"135",-0.322789832146431,0.994807366528264,0.344704218167156,0.288919697941697,14209.5782219079
"136",-0.326745644825673,0.994758149128708,0.350389558872738,0.291289874356172,14211.0843625302
"137",-0.318546181595349,0.99284643387686,0.346904909756792,0.289348434663962,14212.6752709114
"138",-0.319064934179347,0.992861950473395,0.346913078050136,0.290245567250026,14213.0496774134
"139",-0.324074128807594,0.993586942487721,0.350649558972372,0.29366500839057,14212.3665205546
"140",-0.323633836368812,0.993514124335801,0.350315232172219,0.293863544120525,14212.3946055253
"141",-0.320232370173889,0.993044563513918,0.348676655601113,0.290880622679897,14211.8007710878
"142",-0.311290699787037,0.993090452118575,0.338240700317653,0.293036376107124,14210.523987114
"143",-0.323941367942019,0.993520627077032,0.350773485728668,0.292370178164336,14212.7407638125
"144",-0.325311157869208,0.993192078667571,0.353181940828563,0.290450389233109,14212.2343202603
"145",-0.312768725995722,0.993625088443019,0.338935508901987,0.29046032759109,14209.2522272986
"146",-0.328588132072192,0.994692008041336,0.352391785716897,0.292688120117168,14210.9305677117
"147",-0.316817252730343,0.992089685130568,0.346558751177821,0.289347859857571,14211.5228326016
"148",-0.325390980973242,0.993256846652774,0.352545433174091,0.291352172545704,14212.3765002991
"149",-0.324797656215817,0.993879619157052,0.35062593068014,0.288870979743102,14212.2439574307
"150",-0.323091275946565,0.992972121662967,0.352111807124671,0.28994091433965,14210.6323339551
"151",-0.32170110033338,0.993604305678666,0.347917749138434,0.290122215746252,14213.1972062327
"152",-0.316842414754593,0.992673145817974,0.345082649701743,0.294097647861354,14212.0652746605
"153",-0.320023366398345,0.993477180985776,0.346936013453828,0.289139204362351,14212.2424774072
"154",-0.316173936424814,0.992452765257709,0.345167221068097,0.292114704777727,14212.5756808884
"155",-0.320695045885228,0.992793702904728,0.349061471675145,0.293752760852463,14212.4138707264
"156",-0.316597157232307,0.993017225634724,0.344245341224001,0.289114048702954,14212.4811451848
"157",-0.326177651197368,0.995460718033502,0.347203256035359,0.289989082062066,14209.4869828409
"158",-0.313764260646624,0.992945138991558,0.340462347138286,0.290440269686759,14211.1375453479
"159",-0.326084152479991,0.993415232004304,0.352537472657302,0.28979432181565,14211.6097125181
"160",-0.314141388044457,0.99325026508956,0.340786535675089,0.285923516535258,14209.3982036246
"161",-0.32437964718118,0.994344237670429,0.34830182752917,0.29003272921801,14212.2661017508
"162",-0.325929436293842,0.994477534641179,0.350713531205962,0.291939443895456,14210.479402978
"163",-0.322640856509411,0.993935272769746,0.347684716716695,0.293559516538258,14212.4757266
"164",-0.32194553418617,0.993989485546583,0.346661413144718,0.291154953681779,14212.8381580089
"165",-0.319648505281176,0.992970500583119,0.347179715303645,0.292410249108531,14213.0001212142
"166",-0.322210395192048,0.993593531046414,0.348417727301026,0.289061721623584,14212.89150723
"167",-0.323502692603128,0.993546225452697,0.349660317150745,0.292194635233556,14212.9216662465
"168",-0.322844853848501,0.993905825674,0.348273600841453,0.296502250700708,14210.4493124657
"169",-0.31836178452836,0.992780369215636,0.346195530875493,0.294077914349612,14212.0070407028
"170",-0.320034796279541,0.9924806028234,0.349046352048476,0.28884733177049,14212.0425664014
"171",-0.317663684326158,0.99315264091171,0.345022410221962,0.291035923844548,14213.0273564331
"172",-0.322221358636081,0.992660199264724,0.351222302685631,0.289919424038831,14212.379646874
"173",-0.328576646032544,0.994128081903595,0.354064671121084,0.28813586576536,14210.6115679342
"174",-0.314520134181773,0.99312417748371,0.341671614145023,0.292599481905186,14212.0779194208
"175",-0.323266496876345,0.994122942527611,0.348455374770055,0.294577417706048,14211.3271951917
"176",-0.326886259624206,0.994876915228742,0.349775931739756,0.291542608116394,14211.3084242775
"177",-0.318004526966126,0.994026703346819,0.342138600600059,0.292595509690829,14211.6448987475
"178",-0.317005392066308,0.992033071356522,0.347688522733923,0.291317318925227,14211.6660374599
"179",-0.317202852551897,0.993230193880067,0.344362443904809,0.290314374837927,14212.7750047635
"180",-0.32237121404756,0.992797177866907,0.351349436053437,0.291479056991565,14212.24483252
"181",-0.320327872301479,0.992471250968027,0.349257179188209,0.290329895798976,14212.2653526395
"182",-0.32526115888446,0.993416635115622,0.352613305916131,0.292697595450155,14212.1030966161
"183",-0.322428099407176,0.993106278905951,0.349778581094277,0.289082475342323,14212.5787412142
"184",-0.316551130525463,0.99420217366507,0.341160212991488,0.291440868082249,14210.3965656499
"185",-0.313801297511944,0.993117607147718,0.340991676632031,0.286239756189633,14209.5347911424
"186",-0.318821193875519,0.994349898294998,0.341866607597436,0.289263689062593,14210.4350904227
"187",-0.309900064690381,0.992707863983339,0.337666524260713,0.296232393810906,14208.2054709778
"188",-0.31834318398371,0.992856087261149,0.345275393001928,0.289949954706133,14210.5488878812
"189",-0.321269638093692,0.993506565684386,0.348239525574391,0.292180573231729,14212.4430258928
"190",-0.31845269330805,0.994132043307956,0.342951954383581,0.29250355136673,14211.946641703
"191",-0.326763508327043,0.994112489121816,0.351978841124859,0.292163277146034,14212.211673098
"192",-0.322903987988873,0.992491961481086,0.352055892594708,0.292505679229672,14211.6857340092
"193",-0.320923861782933,0.993570840324237,0.347649892058252,0.292955711610642,14212.2936132421
"194",-0.312986960530965,0.991738161837637,0.343831940816557,0.292931638619944,14210.7872249429
"195",-0.317167628451616,0.993462436615584,0.343927547109813,0.290874096365463,14212.104206186
"196",-0.325728393886874,0.994157452879258,0.350677421375991,0.288664291083369,14211.9441356598
"197",-0.326253103952807,0.993650783709741,0.352816160493209,0.292233764905465,14212.3139801865
"198",-0.324073176668313,0.994294151291768,0.348574024369812,0.288787432111212,14211.9774473457
"199",-0.323986148019276,0.994166725061392,0.349169999401336,0.291514408557392,14212.1693016426
"200",-0.321932640850733,0.994259992745101,0.346802032746226,0.289104372248352,14211.293886389
"201",-0.327634873362191,0.994376746212093,0.352320319390242,0.291327087985668,14211.6938621706
"202",-0.316128103105303,0.992914426794102,0.344419533897932,0.293920781825359,14211.3623926147
"203",-0.314548235093184,0.993887106996727,0.339408174575773,0.287931893726892,14210.0817501463
"204",-0.320767160895229,0.993170581638408,0.348191390003709,0.289793133479085,14213.1383972418
"205",-0.313159653199208,0.993725445237792,0.337944054279432,0.289008058911294,14210.1384636406
"206",-0.319957032609597,0.993296812199428,0.346622177685291,0.292590334250659,14213.1032215483
"207",-0.322830976777907,0.993863043678916,0.34841594941804,0.29166856460756,14213.0686475448
"208",-0.324969262511044,0.992945275203289,0.353952928729696,0.294281658049394,14210.2468866648
"209",-0.316621415148329,0.993141214133709,0.344194278659879,0.29302079902216,14212.0609846085
"210",-0.31516910855772,0.992218498454406,0.34497590671741,0.287146868275347,14210.585063629
"211",-0.320398232917046,0.993854442501222,0.345943871561227,0.289820616355398,14212.7394915926
"212",-0.328024603111395,0.993192338036856,0.356922726514545,0.294599524300356,14207.6514101225
"213",-0.317912481261371,0.992687005161097,0.346631584808668,0.288788868452434,14212.3601840436
"214",-0.317741274732791,0.99333198386245,0.344870143203232,0.292901642473109,14212.1940365674
"215",-0.321011897224037,0.99366615884852,0.346792724107945,0.290755873571374,14213.2553891635
"216",-0.318880501811737,0.993789705070499,0.343896848494079,0.286919624518528,14210.9395077838
"217",-0.315741339636341,0.993825633819076,0.340931694530353,0.288355801441284,14211.0038281877
"218",-0.319134450469162,0.992578520198953,0.347759523175204,0.28821567969713,14211.941263944
"219",-0.315181585690915,0.994133188648856,0.338952703227988,0.289515141122677,14210.3768197693
"220",-0.313257079534678,0.992925010011647,0.340516652374817,0.293102966511508,14211.634128245
"221",-0.322203950326905,0.992292531236159,0.352758784249589,0.292193477269582,14210.841447919
"222",-0.314136995625175,0.992770037262896,0.342859760931754,0.288054131730253,14210.047006309
"223",-0.322852410753892,0.992053996535555,0.352268826357781,0.290839241824815,14207.2777700029
"224",-0.319728977955631,0.993889164846658,0.344725943394874,0.295001974751619,14211.5208496102
"225",-0.319569084252548,0.993341157636247,0.345458925052987,0.291559975008307,14211.9381360519
"226",-0.31212909302943,0.992614806688513,0.340422570749176,0.29047523478727,14211.5955240034
"227",-0.322799268611012,0.993915836821365,0.347872304853241,0.290806678572986,14212.9872594363
"228",-0.325029143962215,0.994386422416895,0.348568683892175,0.288496500495805,14211.0394076078
"229",-0.322015501068595,0.99446449319468,0.345663999073561,0.292473257019687,14212.0494582599
"230",-0.316960141951701,0.992234788060951,0.346600601363545,0.29008198244387,14212.287556275
"231",-0.322615860856496,0.993141817697236,0.349777414381439,0.292560272217281,14212.665173254
"232",-0.311475233571326,0.993314430703109,0.33709193930694,0.28989497195062,14209.9075661603
"233",-0.319315111499963,0.993001837540458,0.346512080866584,0.294361300976966,14211.8822505328
"234",-0.320897886768236,0.993701629574928,0.346486701881354,0.292906667819811,14212.9023822934
"235",-0.325621436175081,0.993030988745027,0.353321041439788,0.288659304417449,14211.1874964375
"236",-0.321702327211587,0.993608153817612,0.347985243078733,0.293017284671299,14212.9123522983
"237",-0.328105816550654,0.993640932934024,0.35474315893208,0.289501474252924,14211.5103452383
"238",-0.322321113589967,0.994261735339913,0.34692559379907,0.288262053770313,14211.5565227523
"239",-0.318542966867867,0.993296968856508,0.345534748444533,0.291528946524529,14213.1221794099
"240",-0.327312732252006,0.994047060210034,0.351884022212135,0.291422714981629,14211.2037992692
"241",-0.323968029678833,0.994480351166513,0.347702240618785,0.2895939014649,14212.0654188431
"242",-0.31722385814084,0.993205017871393,0.343901715249822,0.290343129998248,14212.9145717392
"243",-0.319445399608808,0.992804961237008,0.347421397170047,0.292226140338342,14212.8943858675
"244",-0.32805275148434,0.993551667757498,0.354511924855257,0.292544429566992,14211.3981622407
"245",-0.314394026628169,0.993356542279549,0.340441811334215,0.292192550993219,14211.9108754339
"246",-0.320536013627678,0.992986727095499,0.348936577627959,0.289062505265645,14212.0592957859
"247",-0.325516141046752,0.994629538955144,0.34898116807775,0.288988361354708,14211.5011066905
"248",-0.320955064819496,0.994550359238442,0.343910046478115,0.292633518936411,14211.35913411
"249",-0.31718854852349,0.993712632386065,0.343171603198275,0.295550239071422,14210.1826221613
"250",-0.31761095419836,0.994601326738805,0.340454703132751,0.290000327008987,14210.3834419227
"251",-0.317726484183092,0.99409907668625,0.342043870695245,0.291705176587685,14211.9934652861
"252",-0.321626450188821,0.993387063912994,0.348090617399649,0.296575127979625,14210.5026135339
"253",-0.322291846491515,0.993541521419005,0.347521534734362,0.288580907442447,14210.0190969208
"254",-0.316635433524131,0.992751173878796,0.345495408711794,0.291551257397708,14211.936193988
"255",-0.320067084262775,0.992783718632789,0.34871267195077,0.291195527091023,14212.9119236814
"256",-0.32112703976544,0.992631854447876,0.349423515351507,0.289638431752239,14211.7947166218
"257",-0.328807117829171,0.99315514920906,0.356503827548307,0.291062923074731,14210.5885506553
"258",-0.316866125097373,0.993666945489756,0.342219718484126,0.288990114497413,14212.0336489154
"259",-0.319251572528328,0.993240862591463,0.347030756491921,0.290803944550928,14211.8990791228
"260",-0.316946330853617,0.992209450225505,0.346311605551697,0.289409513759497,14211.7108991906
"261",-0.319271757293729,0.992733395760174,0.347433954462182,0.289248960877309,14212.5840779859
"262",-0.324648211150933,0.992359717321383,0.354888330533749,0.293400923482595,14210.3179639991
"263",-0.319395080266127,0.993840741051268,0.345317053023113,0.291727134049979,14211.8930262813
"264",-0.321352396892226,0.994867465547251,0.343665649542453,0.293118895584461,14210.6053690813
"265",-0.330200059646713,0.994697956528536,0.354026404004853,0.287889208072573,14209.6359844097
"266",-0.325897035470201,0.992810412331244,0.354095863782892,0.292827547682056,14210.6846103104
"267",-0.321339803648378,0.993857745414522,0.346638348788675,0.291660754520368,14213.1100331231
"268",-0.320708893634947,0.993060357422508,0.347906698271442,0.291342039821294,14212.9420765931
"269",-0.318230816810062,0.992874794070774,0.346512617931446,0.290218268847608,14212.8615711887
"270",-0.326815957205431,0.993044050619393,0.355575208954403,0.291661232776017,14210.7328342303
"271",-0.322287075451664,0.994144670204228,0.346350535225552,0.290673356997476,14212.2200875006
"272",-0.317462352469584,0.99272182184049,0.345836962868586,0.291978713211926,14212.9652880655
"273",-0.320014563182747,0.99314155449452,0.346108231701752,0.292368727682165,14210.0518075966
"274",-0.318790400209557,0.991702228958869,0.350170495795634,0.290015697346302,14210.7467728159
"275",-0.316701709370744,0.992932597933878,0.344113720285334,0.290418840806273,14212.8508087045
"276",-0.323406932459116,0.994141916175751,0.347912857300908,0.291230145221976,14212.7741367528
"277",-0.317001056076731,0.992354657334831,0.346104436779056,0.292676818012694,14212.2524593154
"278",-0.321760606363067,0.994549272695277,0.345309893094032,0.291831529597257,14211.8609523063
"279",-0.326124923612299,0.994391333376366,0.350245943447917,0.290974612935822,14212.2590072348
"280",-0.309127248829197,0.992638285794335,0.336656579414732,0.289789328174739,14209.5611374229
"281",-0.315428367170518,0.993960523755974,0.3405237813255,0.291166972856281,14210.8306059015
"282",-0.313886969179148,0.993880114169631,0.338618115427352,0.289755059123509,14210.6133763622
"283",-0.31929134300254,0.993831236595053,0.344501235541636,0.291330692477298,14212.921132673
"284",-0.318212323013308,0.993100236785212,0.345090002688596,0.29000975943928,14212.7713579494
"285",-0.320286365710232,0.992876814310127,0.348112957605218,0.290952349263592,14213.0145125864
"286",-0.317145733117094,0.992115876314228,0.347001707374276,0.291144199016951,14212.0952602453
"287",-0.32218940420423,0.993163741286025,0.349235023787989,0.291021838472525,14212.9066710978
"288",-0.317107069462272,0.993391469471008,0.343224126172787,0.290095407733329,14212.7186751168
"289",-0.325089066223925,0.993217490465864,0.352498452511886,0.292752843075544,14212.3163883688
"290",-0.325927435872467,0.993027069852501,0.353190906825692,0.291663296448078,14210.4079983867
"291",-0.307436566743154,0.991929850083718,0.337605837598289,0.290250068714682,14208.7785151557
"292",-0.321143847680332,0.994277015677631,0.345006215901159,0.290312513053278,14212.2829490287
"293",-0.32765473649646,0.994300869941817,0.351443415238328,0.293781183654196,14210.1429419551
"294",-0.313925201887496,0.993024279374004,0.342042881983956,0.291159990375971,14210.2872533219
"295",-0.325629221669773,0.993793943669952,0.351864306868078,0.291168116775734,14212.4523124422
"296",-0.322738432568781,0.992366860640698,0.352154806023402,0.29008265980512,14211.3600017828
"297",-0.320887905433284,0.993430379840288,0.347365386467726,0.292100288507719,14213.2827079244
"298",-0.320654990802725,0.99372318506926,0.347216202283921,0.291075224573739,14211.5357099963
"299",-0.316188157803806,0.99223609250548,0.345809248718318,0.29317731586104,14211.997671032
"300",-0.321961401429723,0.992876475174393,0.350391101591501,0.289425911113032,14212.5897281108
"301",-0.321082427747437,0.993639939609843,0.347817707984374,0.287781330589922,14210.8675610844
"302",-0.315808616016927,0.993663821256333,0.340871045155712,0.292912344353439,14211.5681684375
"303",-0.326592673095463,0.99493238115345,0.349347948458763,0.289312597724511,14210.8592409293
"304",-0.314693884872071,0.992718615003632,0.342660433532821,0.290795962986138,14212.4869031373
"305",-0.319265808627241,0.993417719038559,0.346104234377789,0.290068392451854,14212.8711086179
"306",-0.310843884517825,0.992064399678892,0.340365750358467,0.288065008781214,14209.8868007083
"307",-0.324538403922552,0.993494530306168,0.350522277587832,0.291995866789708,14211.9417199509
"308",-0.313674564342506,0.993012792480541,0.340255718752536,0.288622098943774,14210.7192568043
"309",-0.321133926646194,0.993043936413126,0.349034394873868,0.293543247985376,14212.6092626593
"310",-0.313688658845384,0.99353598535006,0.338724568054673,0.29058617772387,14210.5833142333
"311",-0.317049266655291,0.993107886613833,0.344304878884194,0.290316564335833,14213.0041476109
"312",-0.319308885092286,0.992851037783953,0.347219302106258,0.287504655737359,14211.8506824518
"313",-0.322725595319802,0.994315227908754,0.346388910939315,0.291190090850236,14212.1138979207
"314",-0.316803640641346,0.992357990620041,0.34622399004933,0.291359213334913,14212.5733366883
"315",-0.326695770660737,0.992844696154142,0.355397735968648,0.294149350713966,14210.4324206547
"316",-0.323007750491765,0.992993552932377,0.350594433590641,0.290734400741954,14212.5396235153
"317",-0.318336014096036,0.993481625103642,0.344521204670673,0.2898309214045,14212.9706236921
