"","alpha","beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","sigma","lp__"
"85",-0.456825600920996,0.912154170717599,0.144161779498206,0.512932709196141,-0.065461021989814,-0.0033830347777117,0.268512357989927,14884.4083521618
"86",-0.466067655472709,0.914030311116178,0.145064901642675,0.52163969602331,-0.0678046952963608,-0.00425658671935473,0.270470153518441,14883.0583334091
"87",-0.47556004582072,0.909132441923633,0.152933708726227,0.533961450930861,-0.0714053437288746,-0.00368641818008315,0.269581648338022,14881.6231828574
"88",-0.462145786564843,0.914798477287878,0.14207956367873,0.519158280900312,-0.0658020589180419,-0.00416496439227124,0.26826492338375,14884.6824773046
"89",-0.465565990899245,0.915118126840995,0.143279069271542,0.520328894819286,-0.0671029151110825,-0.00409369366934596,0.268075117564307,14882.6534612988
"90",-0.441168130357151,0.909394004622632,0.140980549154561,0.502755625763254,-0.0604544814742364,-0.00371185182544417,0.270295325494167,14879.5112702484
"91",-0.465623732986661,0.916040605721552,0.142388964992929,0.526786046205123,-0.0678433533716113,-0.00542493006371463,0.270813802494019,14878.2476968797
"92",-0.444395846126327,0.911075277121599,0.141248053335385,0.501950899650893,-0.0613865127329422,-0.00473919233784021,0.269635502011867,14880.7297453519
"93",-0.47583246182527,0.913024629402973,0.145727653024585,0.532537538873234,-0.0679874506132686,-0.00270807062526659,0.268815497256492,14882.5298981897
"94",-0.473660006876707,0.912957582938815,0.145022807770384,0.535081431266903,-0.069212079855995,-0.00255921507814209,0.268912232240171,14881.3778443582
"95",-0.498073100911583,0.910628163737165,0.156758344150572,0.561450009384557,-0.0797007766914794,-0.0019677435121579,0.267968671032197,14879.5295219108
"96",-0.494449023895806,0.911120074938119,0.154896950562059,0.555548259804399,-0.0758484678228576,-0.00499810920712872,0.267534008090424,14881.2537757581
"97",-0.495678333270297,0.91125224136571,0.156458501657725,0.557467853789517,-0.0787725264705493,-0.00349649371317692,0.266551377995423,14881.8874584087
"98",-0.489436783892871,0.912242752481845,0.152226638435647,0.550279654019628,-0.0738438401307198,-0.00502213246077853,0.266451919810719,14882.4653197473
"99",-0.486035061064232,0.912707180342648,0.151500864176949,0.544451930270699,-0.0747447196279577,-0.0023459602011247,0.266071261819754,14883.1111190365
"100",-0.48610033172358,0.91294222622056,0.151877483003722,0.544606480782041,-0.0749460704941244,-0.00259768452121398,0.265843524585823,14882.5824170111
"101",-0.475868189641556,0.916729540261995,0.144995773466054,0.53608141035854,-0.0714632218130241,-0.0051781137505126,0.265589664429679,14882.5252958447
"102",-0.45741144788927,0.911185630183267,0.144801063133751,0.514430326827941,-0.0650714394166013,-0.00370447450428071,0.268586490558545,14884.6484206188
"103",-0.460752627807431,0.912398526358166,0.144634501468325,0.517440966733295,-0.0663361523520856,-0.00328486388178169,0.267628318228074,14885.1025858522
"104",-0.474919982551497,0.914289855524997,0.145938848823206,0.532511489694754,-0.0698737499480686,-0.00338844224866149,0.267515224187334,14885.4033983999
"105",-0.470701600112087,0.912232116277374,0.146696646043834,0.529860039177075,-0.0687856260491145,-0.00328454951775938,0.267575050508675,14885.2514805013
"106",-0.471677482605533,0.910992581505304,0.146886717260341,0.531888743344173,-0.0682990206798858,-0.00298993553086512,0.266830803036084,14884.3667595942
"107",-0.470294783728136,0.90717180126367,0.152804176095079,0.53192734769744,-0.0706707725162624,-0.00320173148151151,0.263045660956209,14880.0965550327
"108",-0.483507081843666,0.916855603606706,0.146335435566631,0.540389350962742,-0.071810207896493,-0.00480516060289472,0.26426482166311,14881.5434043885
"109",-0.469912666140208,0.908059645840845,0.150248274362495,0.529086323875477,-0.0681318922293829,-0.00285489275167428,0.264748606114601,14882.0037000726
"110",-0.467179464137577,0.907693886403865,0.151213700127138,0.524763417977484,-0.068461419284703,-0.00296998513184492,0.267331218161137,14881.7802436463
"111",-0.465007974581318,0.908086583419553,0.148940963142054,0.521174788993429,-0.0660716461848208,-0.00274727537221975,0.26881204248212,14881.6798871582
"112",-0.463850008584975,0.907322493590354,0.147983105285672,0.523421791496744,-0.0653188964294619,-0.00294326212990659,0.268829305436874,14881.4313218415
"113",-0.456347013475557,0.907617149785512,0.148403830200739,0.51708137563668,-0.0665225265127424,-0.00277292853865827,0.268515811650998,14882.1464033239
"114",-0.45414203353288,0.912229512034946,0.141962656173159,0.51181391931589,-0.0636996471437928,-0.00339634667820354,0.266260277822551,14885.236271236
"115",-0.454026041984429,0.912116245836618,0.143652682669253,0.511114506397734,-0.0651473435598738,-0.00342057782697014,0.266227173080143,14884.0513082571
"116",-0.453954577394922,0.914872139406431,0.14160322606517,0.512520990653151,-0.0665112321143261,-0.00325424993909257,0.265423916910804,14880.1885723254
"117",-0.454063623383598,0.914458162948983,0.138614174630299,0.512697908912015,-0.0624465576182541,-0.00489744732906878,0.267370338042864,14879.8072233655
"118",-0.445617896976236,0.916156306731763,0.13516091654442,0.50180483508176,-0.0603190741067172,-0.00344092688810755,0.267199993948266,14881.6278355199
"119",-0.495896772726934,0.908648207611592,0.158081149432479,0.556693495123815,-0.0772289549277649,-0.00236924418740294,0.268482303545922,14880.6311422642
"120",-0.499057257512257,0.908728220762688,0.157350172783174,0.559902538835596,-0.0763354892273742,-0.00337846186770216,0.268530530045235,14881.7989677064
"121",-0.482531228753907,0.910151138290906,0.154606822404791,0.547013163548323,-0.0757127901968957,-0.00454185649509934,0.268408047356564,14882.5550102333
"122",-0.476627695059811,0.913642030110022,0.147467794313417,0.539743441748151,-0.0711654220069999,-0.00547796535860353,0.265781713892522,14882.2024558341
"123",-0.478000357200243,0.91437712936569,0.14754811414891,0.533722219764987,-0.0713188081500606,-0.0030223816478347,0.264951453882568,14883.0949815478
"124",-0.462310751801878,0.909826978524664,0.146459473037746,0.522092635907626,-0.0669385018724166,-0.00246294939791213,0.265373700891019,14883.5892005333
"125",-0.469659144385271,0.91537944550806,0.143640171340001,0.523615603867586,-0.0669616467050213,-0.00471585127818259,0.270721596712569,14881.4181293749
"126",-0.461870681375679,0.915589483527187,0.142845059413134,0.523269559635376,-0.0690235515404761,-0.00403330237759783,0.270178747799797,14880.9908416064
"127",-0.468384289153398,0.916952334831134,0.139788402353659,0.527131659265276,-0.0664502404689433,-0.00424306326818567,0.26920019652321,14880.5134079781
"128",-0.467923888717554,0.917128209342988,0.140601398919076,0.526075552237415,-0.0671439671927868,-0.00406671165119853,0.269059882158453,14882.6739713849
"129",-0.462187422630632,0.909782118660746,0.146554043979895,0.52269970621764,-0.0667327152247927,-0.0033784159647632,0.266082326623625,14884.1483834687
"130",-0.483842020689101,0.913329288210169,0.150260146502968,0.542420020014021,-0.0729497713659695,-0.00428471215207446,0.269418863563544,14884.801718758
"131",-0.486436240707435,0.913330658868198,0.150615630517479,0.543061837091714,-0.072418765508967,-0.00473860483779318,0.269409289949051,14882.622701361
"132",-0.499757669790581,0.911223039530746,0.15625634058456,0.565410618183401,-0.0796888512600233,-0.00289883644346458,0.267654238866571,14883.0763219627
"133",-0.49002605916441,0.912596807074914,0.152092187570535,0.55089446693448,-0.0748696502437254,-0.00391405480503366,0.26998377939266,14884.8834442375
"134",-0.473057478033419,0.912990258549847,0.146967221061303,0.53380099518838,-0.0703446374121569,-0.00334969409993209,0.263771391185402,14883.112959616
"135",-0.455114467393901,0.913305468119826,0.141511048597612,0.509124480929003,-0.0638018057133311,-0.00291774589520473,0.268884598504287,14882.3702698958
"136",-0.448267410521535,0.9103930148021,0.142637242886287,0.504610543218606,-0.0622435019314878,-0.00253831546659618,0.268829723163484,14881.5135255942
"137",-0.44849532923721,0.911449096116894,0.140112624719656,0.508610211358627,-0.0620966589250639,-0.00316046403713116,0.268766185486763,14882.4531532976
"138",-0.451546540140584,0.911721581026852,0.140841294237525,0.506684768912929,-0.0612503996362813,-0.00361821894759245,0.269029501214032,14882.8094065214
"139",-0.495370956626239,0.913024931559163,0.15369651204836,0.554022074390852,-0.0761908362014767,-0.00361976799469437,0.26669761868806,14883.0874385262
"140",-0.492024973208809,0.910551368413834,0.153327703327796,0.54858449540935,-0.0726619694991529,-0.00313850872226813,0.267802221275712,14880.1081022122
"141",-0.485788516378933,0.913051096166696,0.150854463816927,0.546166775411144,-0.0740179489251314,-0.00405907750915893,0.266782932992303,14885.409312906
"142",-0.491474376616061,0.911196173465188,0.154494034497377,0.552450849785375,-0.0770886259824131,-0.00230006422885046,0.267185497988441,14881.6431734937
"143",-0.508272077758057,0.911589564703796,0.158607356823394,0.57238924344299,-0.0808326819440934,-0.00460329476472884,0.265213002008534,14882.1991774338
"144",-0.481044529914934,0.912607761540938,0.149367948755686,0.540894126966505,-0.0716241128105205,-0.00455788969472558,0.268701265029129,14884.4734424982
"145",-0.42888173878471,0.912719837873154,0.1337574018806,0.483939467124607,-0.0546181491567946,-0.00462629459255223,0.264873007017758,14880.9737287665
"146",-0.435985950348323,0.915931239982052,0.133625320234331,0.487094060064182,-0.0578274181031784,-0.00292938644708608,0.264593601094157,14878.6277670266
"147",-0.440746337251215,0.915254874218561,0.132905358677661,0.496399172099154,-0.0574676337620253,-0.0022438762213034,0.264687317391934,14877.6721646033
"148",-0.507372243998218,0.912380375300388,0.157772788731653,0.564497839442135,-0.0801620982918883,-0.00262681976163923,0.263061809208335,14877.7333540084
"149",-0.49389609026683,0.913074696720636,0.152829078416638,0.550699597484812,-0.0747753794355147,-0.00350338655371957,0.271226857617584,14880.3112154672
"150",-0.491571385171879,0.916523596207022,0.14890271640439,0.555824636060707,-0.0762989889114863,-0.00476348581496956,0.270785616531174,14879.5053803514
"151",-0.46632812009521,0.908759850518649,0.150496616498309,0.530531847217664,-0.0704666282860054,-0.00390164726066105,0.265513406370572,14882.4299576897
"152",-0.49421495784278,0.91466265009214,0.151654955497552,0.553399911585005,-0.0754047127572892,-0.00508673958713513,0.27049986777095,14882.4538585901
"153",-0.491911758013404,0.907533720857481,0.156473438506107,0.554811124169067,-0.0755708642533782,-0.00189657279273553,0.267720115781438,14882.2098219929
"154",-0.492682932627612,0.913318714872171,0.153510164212924,0.555246179180928,-0.077348969629331,-0.00445895557898922,0.267994904439946,14884.4854030859
"155",-0.4917014962859,0.910320245589358,0.155274346173089,0.555404348725647,-0.0760133928544349,-0.00493371913199729,0.267615903971955,14883.1846040618
"156",-0.450086792084866,0.915262912417798,0.137209882268211,0.507005620769223,-0.060780904163739,-0.00561821991819747,0.268459859874619,14880.9547580034
"157",-0.449495452763147,0.916372111697761,0.138622845995475,0.504735364999195,-0.0639253293255534,-0.00443732264336655,0.269177683553302,14879.8552879475
"158",-0.452588480239422,0.913336266028543,0.138172867905575,0.507761129579967,-0.0607619758108672,-0.00234301739713194,0.268345239992829,14882.397187141
"159",-0.452472895179153,0.913179227975497,0.137934044468659,0.50976904009798,-0.0609073275500416,-0.00233903101524078,0.268160061294165,14881.6791652772
"160",-0.457578940901996,0.912137509139682,0.144187999087424,0.516171721046248,-0.0661506957461384,-0.00343362740580419,0.267275539719914,14885.1239196538
"161",-0.459261761861403,0.910845503591473,0.143438018398225,0.519745575586398,-0.0639703105264587,-0.00446373458978507,0.266889818614362,14882.4954889184
"162",-0.485359871475411,0.912614167533102,0.152811919103994,0.541226301699951,-0.0748253381379299,-0.00296419689925913,0.268351784484466,14881.7240984689
"163",-0.483467473580561,0.91293517321318,0.149526699432827,0.542705646655211,-0.0722027008950133,-0.004331323916948,0.268140381361212,14883.1234554519
"164",-0.443019235715488,0.913025689554588,0.137356999709673,0.500550028299959,-0.0598866335796642,-0.00353631375277765,0.270887281990391,14883.1536931916
"165",-0.46343043026982,0.91223633805618,0.144318020892243,0.524444951226138,-0.0670647363885303,-0.00341741376443931,0.266731447657546,14885.0058508825
"166",-0.476717574042084,0.910471318813278,0.15061600883988,0.536521908564809,-0.0711068685746572,-0.00348457707433836,0.27262191475806,14882.7452869465
"167",-0.468094837972106,0.914170680003295,0.144123655854551,0.527478036157036,-0.0681275773121148,-0.00380473260601044,0.269102207933808,14884.9859996316
"168",-0.480776392344095,0.913052592404304,0.148757608816766,0.537655032815571,-0.0711825755801086,-0.00294641738473029,0.268017858269285,14884.6041430357
"169",-0.47474670956649,0.910651436129277,0.148919159224758,0.537125182389478,-0.0706034712664833,-0.00264819839371764,0.26825163513726,14883.5360076308
"170",-0.470587916795965,0.907854811249404,0.150804095841609,0.533494048466851,-0.0693397585469413,-0.00361181084466609,0.271330669645079,14882.0086984057
"171",-0.467598519516006,0.908295321444609,0.150434976734562,0.527553565145311,-0.0691413265939248,-0.00267639292368271,0.271055912647173,14882.6227812987
"172",-0.468838126463441,0.913700944614811,0.145865382390851,0.528215559945074,-0.0692283667379381,-0.00444824748542781,0.270489720986134,14884.4189700698
"173",-0.471249601736908,0.91604854358296,0.142790506516114,0.528001000638954,-0.0688162865659063,-0.00262271959295524,0.267014189555786,14882.7588300038
"174",-0.469858824768868,0.916103422945899,0.14227972328592,0.530751513075509,-0.0690282290385595,-0.00318536612704652,0.267017669609207,14881.2483197892
"175",-0.467430138628525,0.913930140740861,0.14514194395595,0.520685863630054,-0.0671775316476608,-0.00370193751808806,0.266987996166597,14882.9962242878
"176",-0.500566589260869,0.909905520842627,0.157633554714076,0.558824583341868,-0.0769718143039482,-0.00338155862237564,0.269275370255281,14881.8552020974
"177",-0.497427106934981,0.910246589450358,0.157538984283693,0.556463933092347,-0.0775032047790001,-0.00363507710744707,0.268991712377438,14882.8768375644
"178",-0.498293858226357,0.914350392044607,0.153408260858342,0.562302121253784,-0.0791231810611358,-0.00381462610835365,0.265369784056636,14882.9001269531
"179",-0.502856972289585,0.914858330058556,0.152923656523933,0.559921534378156,-0.0771481322932233,-0.00341240774212786,0.265267587281266,14882.6093877543
"180",-0.500482929816873,0.914310034524166,0.151861280587805,0.55941891875495,-0.0761518698289277,-0.00319757197388796,0.265506807306326,14882.8169171767
"181",-0.477124611569312,0.91246471719664,0.149002438515629,0.535650438214231,-0.0716327287835719,-0.00270837678202252,0.266488450055981,14884.982137092
"182",-0.480662377555723,0.911518130925133,0.148777719196372,0.53845593918823,-0.0696682241216686,-0.002713293472435,0.264094068467702,14879.6049396179
"183",-0.457003114896487,0.913530939009418,0.140963334057932,0.517707853428122,-0.0656135989325292,-0.0027354611032249,0.268815324686781,14881.3388044579
"184",-0.493383607994715,0.912567180140798,0.154117852503623,0.558813833859545,-0.0779893234864894,-0.00454007937179568,0.266654714091142,14883.3191112898
"185",-0.466609637789695,0.910588078644334,0.147674171603915,0.523424055676411,-0.0673561899149311,-0.00329584415967614,0.26880985634712,14884.0458301455
"186",-0.477024488505144,0.91137752396766,0.148537611982897,0.533688719240593,-0.0695347399543552,-0.00211106216360762,0.271152046655701,14882.3717068554
"187",-0.455592330091267,0.912366937931066,0.142546698268127,0.508395585552719,-0.0630104385654642,-0.00304071530981046,0.266396002267179,14882.5153624507
"188",-0.438324520203216,0.915984819840749,0.134308684774588,0.497714596040401,-0.0599172048462563,-0.00502231588144574,0.26801998736611,14880.790657159
"189",-0.45628044248145,0.909721582124785,0.146169886421636,0.510288189019696,-0.0655137549133462,-0.00122257298575552,0.263868421032787,14876.9826778127
"190",-0.459208648364931,0.909318572798852,0.146099059278061,0.520774386641296,-0.0668280570518863,-0.00203759751192686,0.26375983076397,14880.9001565554
"191",-0.474488715904851,0.912801880312393,0.146666791189606,0.52898930927298,-0.0681701528553695,-0.00270022651424161,0.26841013181701,14883.1762845076
"192",-0.47028494617331,0.912579459274043,0.146624336760496,0.530478570670385,-0.0700539716031584,-0.00251326887635823,0.267579267999761,14884.5002146168
"193",-0.469983878906606,0.913114902354923,0.147135167091869,0.526979250373684,-0.0693796729527292,-0.0035271170189328,0.267766622388595,14883.3164228576
