"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.7.1","beta.8.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.7.2","beta.8.2","beta.1.3","beta.2.3","beta.3.3","beta.4.3","beta.5.3","beta.6.3","beta.7.3","beta.8.3","beta.1.4","beta.2.4","beta.3.4","beta.4.4","beta.5.4","beta.6.4","beta.7.4","beta.8.4","beta.1.5","beta.2.5","beta.3.5","beta.4.5","beta.5.5","beta.6.5","beta.7.5","beta.8.5","beta.1.6","beta.2.6","beta.3.6","beta.4.6","beta.5.6","beta.6.6","beta.7.6","beta.8.6","gamma.1","gamma.2","gamma.3","gamma.4","gamma.5","gamma.6","gamma.7","sigma.1","sigma.2","sigma.3","sigma.4","sigma.5","sigma.6","sigma.7","sigma.8","lp__"
"341",-0.164482278402899,-0.157369527763402,-0.182209123710431,0.0168890850596852,0.0257027653814967,0.0681015366080635,0.0756693438120384,0.0177588134707644,1.00603166561334,-0.0926016461673961,0.0445724720219235,0.208425645755613,0.456768979486339,0.638158198527631,0.782402238420786,0.947411916836671,-0.025154907222319,-0.0513575634477238,-0.0686808649108139,-0.0554405975765987,-0.0343852043653762,-0.0192671517514031,-0.00835302985592012,-0.000817930901465922,-0.0436819585450019,-0.0223505163322561,0.0458441640449628,0.040148737603955,-0.0011903971259973,-0.0119169340661999,-0.0125381719151378,-0.0146256922379388,-0.110928461058136,-0.0900502528921503,-0.0398719575382652,-0.0353017807822051,0.0360186911301954,-0.0439804674019695,-0.0211619548608807,0.00260324425426626,-0.0102787449409004,0.0306958004094992,-0.00593626666200326,-0.0323433395337213,-0.00535311469884416,-0.0182227961654484,-0.0315619954046671,0.00406630239209587,1.09343899526089,0.965975366503906,0.759847773350871,0.512020367310951,0.336867227927726,0.199737226580902,0.0490845343039303,0.216448551757613,0.178775656540037,0.155222828011026,0.128531413934633,0.10677879049409,0.0713749331659478,0.0397343843801992,0.011560620361546,59486.6512598805
"342",-0.147633417694158,-0.124551664120301,-0.149523014341538,-0.0199392967092413,0.0065014757672604,0.0769539632186721,0.0671322875988898,0.0163694789599746,1.00623800058861,-0.0414098275992228,-0.0114143991266108,0.209214205779803,0.459985536465541,0.647733654146987,0.784266273320067,0.94772333543975,-0.0461757612758352,-0.0605491090968769,-0.0495146871231589,-0.0578150816234541,-0.0404821185181894,-0.0170902691157915,-0.010038163665026,-0.00130138833766378,-0.0763551960241929,-0.0705441229123869,0.00702018308835036,0.0566252251517086,0.0110387576604521,-0.00140541743173013,-0.00682141149366685,-0.0150879957046627,-0.0995341457476679,-0.0887083798426515,-0.056483261218186,-0.0166649040464246,0.0418199735225982,-0.0523585311331537,-0.019578595064843,0.00281998994121187,-0.00637839097081524,0.0463351608487637,-0.0206591682043144,-0.0237288911942035,-0.00782151988357642,-0.0338548330203144,-0.0307782269814136,0.00408860288559883,1.03892333535045,1.01620464224267,0.764036516918475,0.514352091608519,0.324885357440247,0.200330469613001,0.0493053303438192,0.220204676022146,0.177720257777359,0.152976738954066,0.130761369363549,0.105799906262896,0.071356942342047,0.0392029747665893,0.0115623717364474,59486.2879943589
"343",-0.148245130261274,-0.13234740813342,-0.173008291933002,-0.00585690786134564,-0.0203086579076727,0.062557254835689,0.0729153802209352,0.0156931051541397,1.00380868052904,-0.0188597623518668,-0.0267438053778852,0.193796207794088,0.478040475785528,0.640269420922183,0.788083477123379,0.948505384367197,-0.0434980973916988,-0.0521199968815752,-0.0536266821968133,-0.0546673344604085,-0.0426055041351471,-0.0213865975256251,-0.00793826498944417,-0.000970156968262384,-0.0837768681235599,-0.0596173134787081,0.07323382172676,0.06449564210805,0.049057572598914,0.0113435760183683,-0.0201575233662335,-0.0132238673870723,-0.0875374732266001,-0.0870738555303406,-0.0458450905875574,-0.0288622929905546,0.0451385802438433,-0.0465712454510805,-0.0227263812921793,0.00273902636657543,-0.0017762277546625,0.0341308902226536,-0.0161476099429469,-0.0366954751060546,0.00164562091376997,-0.0215260667878132,-0.0309419279992781,0.00393320630493553,1.01655832268709,1.03050645643548,0.775979648334237,0.497742577987913,0.334043824230918,0.195762359470605,0.0485261390679857,0.216798852280804,0.181355157287431,0.153674324793254,0.129778428578818,0.106223187966258,0.0687498927483544,0.0392067466179536,0.011599782225693,59487.76041713
"344",-0.180252737204568,-0.0885772803966577,-0.147736440713347,-0.00603807700911978,0.00879714975778673,0.0818929312659942,0.080126308532649,0.0186360763358885,1.01498849350474,-0.0420652853525536,-0.00154218877487256,0.239148053189015,0.463411017028922,0.64470240213144,0.788032683151523,0.948644530849603,-0.0406793677062375,-0.0419071112954407,-0.0558132187283019,-0.0579367625275833,-0.0386412692860129,-0.0206472725594737,-0.00866064705337785,-0.000990592171814241,-0.0970682865696218,-0.0891036170959686,-0.00622608792795775,0.0350057823830443,0.028165752785783,-0.025565421992575,-0.0158946730766231,-0.0185517959633333,-0.0895831704204356,-0.103007197189622,-0.0537839223288971,-0.0375920364985415,0.0338984117469577,-0.0498389026931325,-0.025440512211397,0.00202762001625369,0.00960215870183538,0.0241981061857294,-0.0263694304058115,-0.0327987625521084,0.00352626474591544,-0.0233601029957754,-0.0334387462582512,0.0036933101785438,1.03235546250023,1.00972729516113,0.737560523715312,0.507033620651527,0.328982696501991,0.193616129250133,0.0481302143310622,0.21603424641106,0.180579217507287,0.15641431893689,0.127984024794654,0.107539716609449,0.0703112514370791,0.0389151600068587,0.0116939013880056,59491.0635054289
"345",-0.16668610890306,-0.159597746544743,-0.128280728716333,-0.0208167851431676,0.0325691755732402,0.046392509541404,0.0692823964887465,0.0188121755806745,1.0137705916244,-0.0608896428002043,-0.0562158599863526,0.19820821869979,0.450698486186239,0.64833133192355,0.79361895692723,0.94743028809713,-0.036008348771339,-0.0571423942045219,-0.055043033105235,-0.054524618345142,-0.0352483601343559,-0.0198322368086013,-0.00985430129548292,-0.000189531604439847,-0.112349110091866,-0.0550843739985913,0.00780445968059779,0.038939678943142,0.00672967682756461,0.0220495116227252,-0.00674348838340017,-0.0135852759646435,-0.0965923029179189,-0.0983031692408961,-0.0547343708907016,-0.0218201252689811,0.0319012356724217,-0.0420739370838959,-0.0211411261600339,0.00220237552984772,0.00149091702879199,0.0297426720728053,-0.0279540540842168,-0.0170583866045385,-0.0110095089830708,-0.0227994863016766,-0.0312726684095702,0.00346926096903092,1.0684790103497,1.05631951425229,0.779293737972373,0.516863105448909,0.329883918702326,0.189086048346267,0.0485322626677967,0.218278243046234,0.177993834377913,0.153757089042857,0.130643173411935,0.106196387045244,0.0700445024893601,0.0391710457943951,0.0113686736339828,59485.7084039465
"346",-0.0455740456488763,-0.0907589443857277,-0.166532399638043,-0.0200118941627944,0.0244270601164194,0.0676687657628938,0.068848691006177,0.0158885011487588,0.985907403965191,-0.0579571327187906,0.0261034867718035,0.214550812903556,0.467625548102301,0.645556669505263,0.789066969581662,0.948262717942127,-0.0432269655247151,-0.0441010676399514,-0.0545162993368269,-0.0491837552702524,-0.0393081774073725,-0.0174757890236589,-0.00887150092061049,-0.00235480135921252,-0.152025029038096,-0.0685242712344651,0.0138757345085604,0.0593537695387353,0.00792492030819521,-0.00269987543953447,-0.00616723096371814,-0.0140331072446649,-0.105798728460877,-0.108921603634082,-0.0498627108527366,-0.0360516230292989,0.0316673116792735,-0.0447195973889876,-0.0224249944473308,0.00253384839900218,-0.0160897011454051,0.0249146447082701,-0.0184660299757334,-0.0279690049167747,-0.00986739364729784,-0.0244407707437953,-0.0295812857549473,0.00402753043897877,1.04652622507811,0.982479425857734,0.760026356933224,0.50170409808193,0.328112411331121,0.194242540124079,0.0489259081336598,0.216999445961652,0.175340777022107,0.158114814305136,0.130613687367681,0.105394313654061,0.0707607765467861,0.038727521319401,0.0116924197387667,59489.5309860067
"347",-0.182295253877844,-0.0844550211691447,-0.114878248740478,-0.0279388568008249,-0.0171336576618668,0.0732913403046237,0.0705654368493104,0.0162616461740901,1.01003808148439,-0.0426959694632387,0.0344150440168774,0.203906712098249,0.486593588577528,0.645392469926134,0.788498667294386,0.948578011661578,-0.0418322017119747,-0.0417038153086427,-0.0513856243701017,-0.0542491696450701,-0.0454323583651011,-0.0167665412207546,-0.0100517289898693,-0.00189586974891598,-0.0500320658870555,-0.108129012119489,-0.0187206878079903,0.0349472062600691,0.0358914301163833,-0.00368935992882852,-0.0141516607705191,-0.0116290387466009,-0.0865206809784447,-0.110855726396369,-0.0659397970781027,-0.0270229573650164,0.041739351562007,-0.0495170569376341,-0.0220812121899865,0.00254212600349498,0.00729116162164423,0.0335409093602947,-0.0281004345568726,-0.0245205944404461,0.00166793518262981,-0.0246199548286257,-0.0298734385065115,0.00389462418691232,1.03227743465345,0.963202297327854,0.77668670992578,0.491605281400102,0.327202130853234,0.195556473041351,0.0482359575636584,0.213065563282901,0.178403824080625,0.151774948814814,0.129514294123921,0.107901992419531,0.0727019092513335,0.0390683221280685,0.0113903840375352,59488.5997433397
"348",-0.163425485852182,-0.121250733110453,-0.188392677873821,-0.0295352638163165,0.00540803698763542,0.0741863920173137,0.0798904809006375,0.0183998025496092,1.00570807228081,0.00767059311067922,0.00144577533870014,0.243563652773101,0.494925795734323,0.637860357432482,0.78364780143767,0.947325904410259,-0.0496056603749434,-0.0563035303398159,-0.0553487219850154,-0.0575434353768573,-0.0411082405131864,-0.0217232017075082,-0.00989316661499964,-0.0010017929725404,-0.0603016664438089,-0.0548958379073074,0.0711155554945761,0.0640030495608943,0.0322830838444406,0.00305956534095549,-0.00977985545051775,-0.0158038171727352,-0.0814546701457172,-0.105368082423552,-0.0506385614285624,-0.0301234590588305,0.035439475871304,-0.0478998665772502,-0.025260135547212,0.00244699664610151,0.0146384185277883,0.0267695757603459,-0.0192955285670013,-0.0243319031803443,-0.00177605963730406,-0.0305612841056395,-0.0325080500807638,0.0030969130457137,0.989156070204047,1.00758879748082,0.734077955960559,0.474809120403187,0.334515107420452,0.197949751478413,0.0491890625339911,0.212838944491926,0.174932735634484,0.153109050776383,0.127434225843394,0.105546627499618,0.0718162886030554,0.0392929475647414,0.0117883299784245,59485.0271474542
"349",-0.159667917684597,-0.0864909572543459,-0.128185776906127,-0.0269955066968285,0.00973858688249116,0.0820659750985442,0.0692138840126567,0.0185764983929799,1.00392598103775,-0.0125596007744193,-0.012736355069249,0.225974704695389,0.485745051743517,0.63322913044689,0.794445959646906,0.94828904148084,-0.0365377034015612,-0.0466227478679949,-0.04755566965486,-0.0524278941161363,-0.0397739721945822,-0.0208900131213481,-0.0104597990365733,-0.00145676023228724,-0.0602087318005828,-0.0747940110886881,0.0187978454499083,0.0560621509076382,0.0198456476938492,-0.0104426454402677,-0.0133872007369899,-0.0158696197254075,-0.084192145843458,-0.110626757851038,-0.0570026471923235,-0.036664282993586,0.0267890083486393,-0.0483431159471088,-0.0220389301030343,0.00125279941399458,0.00377685142489455,0.0198269576306084,-0.0177223573417925,-0.0301951486946869,-0.011522448470272,-0.0290634213797608,-0.0293107149448291,0.00305840067327263,0.999863963871635,1.00843420204272,0.752019541441969,0.487699395830975,0.339532577120952,0.189510857121206,0.0483162550173846,0.213513912843396,0.176757499937192,0.157771866546258,0.129215018404406,0.106869481993935,0.0699149547694955,0.0388865885710278,0.0115754067950142,59500.0431180479
"350",-0.176538816949712,-0.111106535907423,-0.132548970283341,-0.034015610298813,0.0167781315697774,0.057489992525304,0.0769623699826202,0.0170714349081238,1.01103446263617,-0.00625776254040365,0.0192980105249097,0.202096533023376,0.471595934412974,0.645379183947922,0.786213156577984,0.947632136057441,-0.0519162969272979,-0.0496205122776508,-0.0545326879455457,-0.064007159235507,-0.0371445100022312,-0.0190934976068567,-0.00925107412080656,-0.00129854500332599,-0.0491018526480233,-0.0570778666209942,0.0200125692034364,0.0750912774085659,0.0346225857032202,0.00649740507290173,-0.0157483828774653,-0.0123284344669519,-0.0903771465447857,-0.101589784005261,-0.055875611403216,-0.0349354569292747,0.0319591497634276,-0.0478666815685728,-0.0210739511350131,0.00167904158179858,0.00317756958888115,0.0256411341547464,-0.0156911247416068,-0.0325930093799159,-0.00476511748524152,-0.027507392710849,-0.0286042729887328,0.00320890345899719,0.998597024562165,0.978349520964696,0.777547211116334,0.496797035575373,0.331373249394532,0.195886898893958,0.0488938400729247,0.209570198707669,0.179158770980032,0.151564151354996,0.129491573205352,0.105936000467938,0.071873789180171,0.039169959922719,0.0116672865530653,59495.8348019086
"351",-0.181916962742173,-0.165254019508316,-0.143177737839102,-0.0064159412306518,0.0267234207505319,0.0726672257516094,0.0638527321140303,0.0166060115916716,1.00570607135583,-0.0227383711038623,0.000292427716715321,0.186459700024832,0.48415189778018,0.639612041940745,0.785247929929861,0.949242258446476,-0.0411639680551427,-0.0549819135992875,-0.0611404758846268,-0.0587164633065992,-0.0411280097057419,-0.0235824881849359,-0.0113283014519048,-0.00217597595376569,-0.02345412456538,-0.0272317837786132,0.0401359168463203,0.0427556860830632,0.00477410035436244,-0.00274607992207549,0.00124989570839727,-0.0131069102467263,-0.0899589893651616,-0.0813220048536478,-0.0598216706430083,-0.0333315235235494,0.0351419577156081,-0.0497973111197031,-0.021733821480899,0.002130776847611,0.00125823822237717,0.0347828167103794,-0.0365757059711467,-0.0288331160706902,-0.000625948440707602,-0.0253583559248171,-0.0296949623244783,0.00455030208197533,1.02433544387399,1.00102985522906,0.788729037723989,0.484247977412229,0.334279304458145,0.199175101598006,0.0474165299823129,0.218935062176822,0.177007861292605,0.156044142213039,0.128894129141544,0.105898284903606,0.0703314761256127,0.0394551669265053,0.0113732065853491,59487.1371319349
"352",-0.12103567881719,-0.108918865816745,-0.159822027774409,-0.0214386866644433,0.00809831872090483,0.0583779971984802,0.0716442262266102,0.0178981636781316,1.00151950633002,0.0296761627107737,0.0350564987731577,0.218030579222022,0.472853177102749,0.654140057416233,0.78597834565619,0.948081370758737,-0.038932411521808,-0.0510467227123724,-0.0675955024384582,-0.0651878237345629,-0.0440525901372429,-0.0269704617637365,-0.0075849845929112,-0.0016124670473532,-0.117957572818527,-0.0405259230850465,0.0329577953053517,0.0646059958335981,0.0184576765366371,-0.00392479824659369,-0.0195415897110567,-0.0171980559933109,-0.108036231052613,-0.103358725665519,-0.0573313988794341,-0.0293168065090572,0.0396626398951999,-0.0453065863460641,-0.0199547844005484,0.00313477243566297,-0.010076875742169,0.0194449830599324,-0.0280944861843367,-0.029573680942879,0.000803107005252256,-0.0197602731997253,-0.0292983815259231,0.00444516524521189,0.962154140370309,0.970985094825149,0.758508179932824,0.498517324541641,0.324929896478788,0.198033493339719,0.0487533103578863,0.215891749100168,0.180474916800533,0.156636588296972,0.130981614070584,0.105500871802068,0.0715375835077248,0.0396598150822069,0.011563772590435,59484.2447436366
"353",-0.167002500271374,-0.107918217221695,-0.168294469900823,-0.00102672395785187,-0.00087712864701042,0.0754659776803793,0.0758052862908862,0.0167255868099026,1.01337398268174,0.0489004342882616,-0.0562455080251554,0.230627840230591,0.474971278385924,0.649796882035755,0.788610490122673,0.948838881650522,-0.0519289502661375,-0.0446655177127723,-0.0515657882466772,-0.0577382335792777,-0.0437783115482786,-0.0219375621306815,-0.00950638505409401,-0.00130831969168783,-0.0868404474667757,-0.0723477409074869,0.0284402746069121,0.0272856191977542,0.0378200118371401,-0.0137382185787125,-0.012954821619864,-0.0146853464443523,-0.084270604435823,-0.099294236672469,-0.0383258981341791,-0.0397432366845182,0.0345049028628293,-0.0472098131632721,-0.0219779948832336,0.00241331322787924,0.00220311124315914,0.0203822642723036,-0.0177380020677171,-0.0298681717981637,-0.000411282252405564,-0.029195205908422,-0.0316054907660079,0.00325851569956504,0.945200944846443,1.06181654055955,0.744363512644938,0.498989308473385,0.323994918413349,0.193489607365057,0.0481594301125597,0.215903034669846,0.181193348079932,0.15197998922576,0.128571209626633,0.105951587113337,0.0703209295359284,0.0387481519439303,0.0114617449528814,59497.0676493193
"354",-0.118363607543265,-0.109463878718232,-0.122367368830221,-0.0100854077695134,0.00306238726858444,0.0653866797338985,0.0712843836332855,0.017932138149011,1.00016924570875,0.0637992228510223,0.0208294986515965,0.19320290162817,0.462052988465243,0.64049358592514,0.790005975746148,0.94719516638274,-0.0349934951066466,-0.0469731179131656,-0.0563308847495783,-0.0561924214776059,-0.0446633668844321,-0.0214981541636237,-0.00854686063784913,-0.00113236378700781,-0.10079912660141,-0.0483971830980953,0.0197946504349412,0.0634876777923271,0.031239561041923,-0.00636177155752721,-0.0146290879643736,-0.0149398995288228,-0.102924170375092,-0.0942376681002558,-0.0548495486811119,-0.0423727305677619,0.0360276482894775,-0.0471596500299031,-0.0196644336488079,0.00258006923089789,-0.0163240008541772,0.0272920697438181,-0.0307181710263348,-0.0314298163114327,-0.0067767630684141,-0.0231214806134038,-0.0287198962156872,0.00438948925310021,0.925828017477755,0.976243275387482,0.780737384031287,0.511494544215882,0.335475484399194,0.193013709930573,0.0493237746865417,0.218171551661834,0.174019359893381,0.154919689497044,0.128203463356094,0.10642295049241,0.0697802123668393,0.0391031313580216,0.0114020885849335,59498.1391206452
"355",-0.157569864274505,-0.130074201804933,-0.126592179029477,-0.0359151979997807,0.0314610797654413,0.0763154509939649,0.0699379325421602,0.0196087743149433,1.01086075937059,0.0777168445666425,0.0406288487334924,0.203447203953256,0.478981263615363,0.639520861339193,0.791424871436906,0.947019199531206,-0.0459134507845836,-0.0465468048231875,-0.0704487323949476,-0.0590426920066871,-0.0494327591357595,-0.017579761892563,-0.00775520357722199,-0.00133524727885368,-0.0940438194341877,-0.0225140405829348,-0.0132231311256629,0.0571905928904398,0.0207433178186889,-0.00205512678473641,-0.015657293802347,-0.017223373517603,-0.0886537208812284,-0.105196775706543,-0.0555489700544204,-0.0229398727399298,0.0335246112095991,-0.0494016721219321,-0.0198516378141445,0.00226990317114658,-0.00409814797903062,0.0228448143248392,-0.0242937097299629,-0.0213395583283052,-0.0116942055040884,-0.0272318180045506,-0.0273631525496888,0.00419209259174377,0.917280651082191,0.962804215933442,0.776457819313087,0.486688152823834,0.332861357761769,0.192180818721157,0.0492682493533511,0.21512975391377,0.175541361021883,0.153894654952988,0.130384344197521,0.105451156361896,0.0707337481412917,0.038874970219113,0.0117717357961933,59485.3179364878
"356",-0.164392758454963,-0.144029314646981,-0.147789713644981,0.0237649897097764,0.013203411425864,0.059704697595327,0.0745796843616408,0.019375513448172,1.01026288296204,-0.0450162605655695,-0.0376652556288313,0.199171248998947,0.47918915470766,0.656035625265181,0.78612477302229,0.947054261040675,-0.0460745039004747,-0.0503614353828163,-0.0656008207970948,-0.049187381102289,-0.0411205783529793,-0.0221833591536303,-0.00791901680441619,-0.00159095474555054,-0.0943309408710407,-0.059787166117043,0.0370180252362036,0.00851561457485377,0.0281158523121086,-0.00965826170492031,-0.0149465178519821,-0.0162647930440289,-0.0820757173972517,-0.0964879259661806,-0.052294031033492,-0.0229615922971442,0.0271427745976266,-0.0432327362923278,-0.0176416293049264,0.00104810893666984,-0.0159066046617909,0.0343333404951201,-0.0265323924553582,-0.0276852502988092,-0.00867660238971922,-0.0251404582358009,-0.0320143101880805,0.00277401395562424,1.04595093131915,1.03981080047998,0.767789385126797,0.492274516720187,0.321989347366105,0.19590649567081,0.0493654565902874,0.211233358568544,0.178380927362234,0.152496196985505,0.131198582931444,0.107803416275834,0.0698714216926146,0.0381064300525563,0.0115706564577473,59472.6568855025
"357",-0.144925512525404,-0.133827913619674,-0.150201717396872,-0.018066078328751,-0.00136432126760939,0.0579147483922005,0.0761761663686914,0.0175957492494619,1.00465600437946,0.00259505372786782,-0.00862564064484188,0.233693168738729,0.462845648969754,0.644824850019965,0.787954593323589,0.947643665467057,-0.0493664365383589,-0.0484382202120789,-0.0685068329853515,-0.060793895290187,-0.0375205450418007,-0.0208910150259655,-0.00938097848107216,-0.00112238619434297,-0.0721457114078772,-0.0625170572068251,0.0231317025529215,0.0395835911535473,0.0341387056972289,0.00680658922631485,-0.0200472726075557,-0.0158098885067182,-0.0965763649984944,-0.101743463090499,-0.0484764702217121,-0.020896279328502,0.0401946523542843,-0.0439994929861797,-0.0228936561927846,0.00235405906563949,-0.0017097999345866,0.0275724970393858,-0.0134618653611493,-0.0285223115657377,0.00512575239369836,-0.0211579679077947,-0.0313010839034176,0.00373322120577293,0.997963223233385,1.01378307483551,0.742702617538283,0.508840818460368,0.332291842613304,0.195625409744441,0.0491499856758922,0.215882223678804,0.177051885364781,0.156536277012867,0.13046644568548,0.107780720963076,0.0715911451833925,0.0398320166360039,0.0116437349529179,59495.5478326295
"358",-0.138905651851176,-0.103289069214472,-0.152624510243606,-0.00618053965548745,0.0313671485105745,0.0651399822641679,0.0727287095382383,0.0181646638668394,1.00178601208386,-0.0146230690754842,0.00380566140761512,0.20278294757381,0.466831120620354,0.648727113377463,0.787722420101898,0.949027774602328,-0.0451682953360085,-0.0482488202278811,-0.0505296880393775,-0.0452091813453362,-0.042886350886596,-0.0222525472522879,-0.0115766805358572,-0.00140044248917264,-0.0589555701207531,-0.0746105950095235,0.0214742512566798,0.0406384708784546,0.00932659004061014,-0.0131976607520352,-0.00606754312208154,-0.0158339399210544,-0.107767154494354,-0.111767952735227,-0.0462497691793846,-0.0457312290636618,0.0332350255880863,-0.0442549889161586,-0.0229087775831037,0.00120258471325755,-0.0167065033960378,0.007880999623916,-0.0156026667702703,-0.0317597258391514,-0.00615181575610874,-0.0227631724490537,-0.0322133137317257,0.00383931151818932,1.01024674652983,0.999503474977232,0.771825628203866,0.499944732769144,0.327665136285288,0.194993148727246,0.047533658576467,0.211410222089541,0.176324859889476,0.154140670604387,0.127605039287745,0.107162031411242,0.071022739066413,0.0390228293557295,0.0114696069057842,59488.9033404758
"359",-0.114751996578112,-0.099549799778674,-0.132813787730818,-0.00738038430144399,0.013514817317204,0.0642067414774436,0.0741840189303543,0.018513581754977,0.986210907407476,-0.0358223787616411,-0.0436733831859766,0.209710078095954,0.473937258671459,0.65495730459078,0.7878846547735,0.947062158200929,-0.0407259887132133,-0.0606067391790492,-0.0529180212199013,-0.0524027540870751,-0.0394106188389991,-0.0244110526005176,-0.0113762858279646,-0.00137769866350865,-0.0146969679630926,-0.0283126275557299,0.0248364606893502,0.0697213151457475,0.00386414567243254,-0.00412066485258567,-0.0127841576631574,-0.0161716578481628,-0.106340831825958,-0.0939497777562749,-0.0488578126183509,-0.0350923783406412,0.0381294634767035,-0.0510040619543135,-0.0225973055809042,0.00144446487776072,-0.0161971104392138,0.0229175604429567,-0.0277913684458462,-0.0340906975654469,0.00155962379434901,-0.0284641400817115,-0.0325105299995203,0.0032307827549168,1.02290064831365,1.04208966078625,0.760183404922708,0.498587300732087,0.321991870389942,0.195466161030974,0.0496462525259036,0.214889284486845,0.180249520238402,0.152205527039349,0.128737713406546,0.105528162162684,0.0716063747999391,0.0390617884316098,0.011532199729403,59486.1521227931
"360",-0.159468301825487,-0.149073789094651,-0.147629836617094,0.0193687978231481,1.54670355853386e-05,0.0691840958906554,0.0786503153163917,0.0172773440812062,1.00954270885209,0.0250925179901073,-0.0117573172722365,0.169251028866152,0.468894123119483,0.645631695910616,0.786198918486872,0.948401335511853,-0.0526449228766882,-0.0564090051212417,-0.0695931011484262,-0.052823880403321,-0.0403272443013499,-0.0199441893469379,-0.00909750666839193,-0.00149451049734149,-0.0775588169312194,-0.0253664784213117,0.0386771933174512,0.0227065810852553,0.0354078278284759,0.00184673551332085,-0.0203157629925312,-0.01549107837897,-0.0840169665985489,-0.101342287620262,-0.0571592112497874,-0.0349204719436604,0.039256320036003,-0.0489893979310116,-0.0202469734599645,0.00238324013672728,-0.000268548907440275,0.0404052728617942,-0.0270216879907782,-0.0301338277071232,0.00286407829352283,-0.0258973627394754,-0.0298013472791681,0.00345297196118169,0.976632346888033,1.01473531537988,0.799395035843074,0.502351059817471,0.328691286923633,0.195585225241286,0.0484399063668962,0.216129154617605,0.180073000862487,0.153978516059057,0.13001105343658,0.107045193446315,0.070291819548761,0.039581821733917,0.0110959834070459,59494.5833929407
"361",-0.172026848801918,-0.0811821311235669,-0.110231858390786,-0.0302443590798011,-0.0117182735324951,0.0540165756026753,0.0675187088102654,0.0175787319033182,1.0099031334366,-0.0157992813134227,0.0198463902710628,0.227801820974728,0.470009165494472,0.642854119567992,0.781934937540622,0.948533262005088,-0.0445758715196704,-0.057507037768672,-0.0547032780696805,-0.0609180010334587,-0.0407789536597456,-0.0214247555143838,-0.00702658067065106,-0.00208127662189533,-0.0621739970294988,-0.0765516563867939,-0.00764245621532618,0.06728569467456,0.0347094126139818,0.0110769849703868,-0.00143856088278465,-0.0151696847880938,-0.0912599348231552,-0.118074724167927,-0.0566995203785738,-0.0348441993620842,0.0344918950998071,-0.042733341826573,-0.021655780188961,0.00174643314085525,-0.00306897463157024,0.0138204232984287,-0.0163675143355637,-0.0304636312359128,-0.00421040997912084,-0.0249482649606265,-0.0298122082976568,0.00316232928702028,1.00573739026294,0.975200249287372,0.75093608190746,0.507986179730929,0.335071168640739,0.201618860736705,0.0483039293025895,0.216146049222806,0.178069941927613,0.155037666016101,0.126148163634087,0.106053176714338,0.0711908667689348,0.0393959955778203,0.0116571095628882,59489.0881931592
"362",-0.205880001926317,-0.0878756002943128,-0.107063924354195,-0.0451812195761575,0.0240858944424598,0.0586039634084196,0.0696453944899125,0.0213441041229424,1.02117982433443,-0.0299062253229336,-0.0392852369021824,0.220460764765255,0.477681546667823,0.644093073751344,0.794935366239688,0.945176755464177,-0.0528719677150933,-0.0564880668425878,-0.0603469411198097,-0.049334114915912,-0.0459777495411198,-0.0209585616576957,-0.0086693318581133,-0.000316572254473546,-0.0680565742460912,-0.0516441102762339,0.0298474167380744,0.0609908274710565,0.0124239022361755,0.00322457316880217,-0.0113442378011806,-0.0188544795017483,-0.0806663347935947,-0.107661310736915,-0.0591975256731819,-0.0231027752376473,0.0336283615182003,-0.0485844290300295,-0.021667070021051,0.00153869011614172,0.00407383259179462,0.0146971144493808,-0.0318368007250366,-0.0213984942654517,-0.010679285537175,-0.0225243230255413,-0.0273108134952891,0.00371814939515055,1.01816009114389,1.03204690324384,0.760699573151828,0.492252231140136,0.332730866724358,0.187917632474589,0.0507048836002354,0.214269262963544,0.176830882673735,0.152876282372345,0.130161253353095,0.106389541676706,0.0719899878801031,0.0387234819296498,0.0113978168462299,59483.4763171235
"363",-0.166580311819759,-0.0779766295136916,-0.131492550493135,0.00197306613616572,0.00541635721902173,0.0731057812621422,0.0641684534316754,0.0186514124166954,1.01001366251327,-0.0541343317749939,-0.0217037530650829,0.236138768480628,0.454145000623761,0.64027787683476,0.788601056545463,0.946249779783291,-0.049273441871437,-0.0492562962310403,-0.0627563821111259,-0.0483417336895541,-0.0434227132789253,-0.0251986666959736,-0.0108973711078184,-0.00157618735865897,-0.0565702861029196,-0.121150204695681,0.0203988245596647,0.0481565303488358,0.0349941167548643,-0.00223519836692476,-0.00822902628377451,-0.0157900998573586,-0.0906591026935997,-0.100218928786319,-0.0575715984694053,-0.0339090545146556,0.0392167379361769,-0.0524805853048092,-0.0170532332300288,0.00238503001453044,-0.0179591419087739,0.0283777067043049,-0.0270418948250121,-0.0327434507733496,-0.00124724274536091,-0.0265072902281373,-0.0284156035732822,0.00371660466930946,1.0461398441509,1.02162026840586,0.73331037078223,0.51857767379931,0.334580323360409,0.196728529812117,0.050347994353327,0.21437996792869,0.17991731913241,0.157684261171454,0.12891164541232,0.106848963020745,0.0704194393612875,0.039621813969691,0.0114580957470781,59489.482406825
