"","alpha","beta[1]","beta[2]","beta[3]","sigma","lp__"
"106",-0.255323849023151,0.907132879563843,0.0859568226570494,0.300396648197958,0.264544791518764,14816.2260904842
"107",-0.266545735515808,0.912142081150513,0.0843551918785579,0.298941695000084,0.274748748714113,14818.6504561925
"108",-0.258109375354608,0.911758414619835,0.0824754894403408,0.297289382047012,0.271055868880844,14822.4694739325
"109",-0.260413594832907,0.913156554519109,0.0821032787053552,0.296742083702653,0.272558657122199,14821.9385509883
"110",-0.265254572960521,0.913953469822985,0.0817244916817091,0.299653686568127,0.270966741971476,14821.6632923707
"111",-0.271135465115696,0.912532967024745,0.0836238040608313,0.304467292251458,0.2701188061709,14820.1146357004
"112",-0.260954078002268,0.908050223473261,0.0865711500484632,0.299554841279336,0.2688395150466,14822.3993547003
"113",-0.261178247349421,0.909347184314981,0.0852542199407869,0.300346167229905,0.269502685207942,14824.2321434952
"114",-0.26406819674608,0.911300981760628,0.083598603475976,0.30175685881533,0.270266391297885,14823.7418662397
"115",-0.262408825575315,0.906736456518751,0.0874060308242511,0.303548481082394,0.272000511618361,14822.2380962415
"116",-0.259863264638409,0.912361995884554,0.0832948427810775,0.294163659578414,0.272310403663855,14820.7000793378
"117",-0.255524599870149,0.912039844504702,0.0818360673174236,0.29634539897917,0.273136869762936,14820.5244277212
"118",-0.260461797795009,0.912574483635151,0.0832409387892898,0.295118462667232,0.266053760033807,14820.3457437101
"119",-0.261908382548667,0.91382681789423,0.0808119928053866,0.300332672803221,0.266765103358426,14821.100719597
"120",-0.263478558009186,0.913037956630007,0.0823186426574979,0.299168562633774,0.266783350022642,14821.9719625365
"121",-0.263016507590873,0.9056605023416,0.0884275839495567,0.304989409958569,0.269161415151109,14821.7077943563
"122",-0.259432030716351,0.907751802890603,0.0871923924117511,0.297197984927647,0.270461049794743,14822.6169230835
"123",-0.257907344699052,0.906537273394383,0.0892170145278091,0.293401495551578,0.270346796330794,14818.5327315776
"124",-0.253651408851143,0.912550458977853,0.0812587562075785,0.294261930099194,0.270674318397856,14820.6633671457
"125",-0.256359989152697,0.911271486663963,0.0827949068441254,0.295262097695202,0.271152131321811,14818.8400251576
"126",-0.251300745392323,0.907608659645325,0.0867251901809315,0.291207050167212,0.269374880687578,14820.2990511668
"127",-0.267954375421113,0.908953985358228,0.0863184968559055,0.30526234915813,0.269222955183716,14822.806409125
"128",-0.256325525503467,0.909166442287001,0.0858181905917199,0.294510945295325,0.270459876353602,14821.4841044141
"129",-0.266103377631886,0.911243013106166,0.0834156097268114,0.305854405412769,0.269167239299727,14821.5894787495
"130",-0.267434324531583,0.913429628612035,0.0814085009448765,0.30437655038778,0.268459422202247,14818.7034229859
"131",-0.257547366941356,0.909556376604335,0.0848558874853719,0.297374266086597,0.268129908937691,14823.1557153689
"132",-0.269813057563461,0.911664645345724,0.0838604214645452,0.306370222021082,0.271589924285971,14822.0988778552
"133",-0.268043571299208,0.910393569926622,0.0848390254875825,0.305074041086747,0.270395910083132,14822.9155418744
"134",-0.265240733846593,0.910168436257241,0.0845887674450541,0.303399243924031,0.270427705423233,14822.7737842438
"135",-0.261277593747877,0.91142300528991,0.0840147541522838,0.297766107745282,0.273002342291037,14821.6939675622
"136",-0.258243937021071,0.908090122010329,0.0859593299709322,0.299750601810335,0.276364448709402,14818.4264392502
"137",-0.26229849140644,0.911262417807954,0.0847375186190789,0.29687065107865,0.270496453701192,14821.9453108985
"138",-0.262121428741916,0.912622342972856,0.0834295939873748,0.295506222246492,0.267201868441869,14820.8714990544
"139",-0.261140001034733,0.911246032397653,0.0829827082098635,0.301480949105894,0.268641777502145,14823.0506662404
"140",-0.263801774972822,0.912846516824981,0.0829760381686493,0.299030532958033,0.26892859777098,14821.7657687953
"141",-0.266506273636814,0.910162508648168,0.0856534027506575,0.30213806271555,0.268796358070073,14822.856553117
"142",-0.263785837526349,0.912446517549114,0.0820850761064989,0.30266502454962,0.273263398742808,14821.6889151227
"143",-0.260227719180628,0.906441562766024,0.0869585448330832,0.303785127768755,0.272615551151009,14820.8115144392
"144",-0.262770865497036,0.906970344957319,0.0886271583882747,0.299706535856676,0.273088086138667,14819.8759943543
"145",-0.250592725248123,0.907520113344506,0.085298140523465,0.294960940104026,0.271870177404322,14819.3822075356
"146",-0.252697435745831,0.906840695623857,0.0871545671870836,0.293389021176559,0.271228176814148,14821.0499073242
"147",-0.252717378740248,0.907834322634383,0.0861950490590975,0.293412009306945,0.270981024093862,14821.7667715376
"148",-0.254751560977823,0.908072119943356,0.0871865533741558,0.291172079043086,0.270412819430542,14819.985788401
"149",-0.254377978503517,0.907932587090657,0.0868061322468842,0.292556487477464,0.270486235921597,14821.433293913
"150",-0.267905860734576,0.911907290869304,0.0828717119935195,0.306371677677124,0.269531123167126,14822.4055072889
"151",-0.271814423949498,0.912111284946466,0.0834398774870801,0.308056582918929,0.270690453995631,14821.4721112744
"152",-0.261779920291887,0.909037719710378,0.0862393527678535,0.298659781784982,0.268581767084128,14823.418829103
"153",-0.263662687125878,0.907461951331591,0.0872562056442441,0.302952303138916,0.269741909448026,14823.3742653713
"154",-0.261534060976941,0.910350231965159,0.0852439568944731,0.297333491643639,0.268645702791395,14823.0542367709
"155",-0.261523817640203,0.908856523453224,0.0864844676744743,0.298228998307239,0.268701564738599,14823.2109811092
"156",-0.254361203158691,0.905782754174412,0.0873308844752526,0.298978893071896,0.267963911735537,14820.3786347578
"157",-0.257279392324542,0.906693829684692,0.0880190477219496,0.296970210685127,0.267657193584855,14820.6806884496
"158",-0.262733554381175,0.907604346638565,0.0865993277454354,0.303100939987422,0.267323972530935,14821.739157169
"159",-0.260171877482161,0.91374731581343,0.0810631081751215,0.298029735188662,0.269820957034171,14822.0923684567
"160",-0.266227370355663,0.911373649334508,0.0844517997405576,0.301084867054991,0.266158622855915,14821.6851557639
"161",-0.259762196613331,0.911101152623085,0.0829218565009288,0.300223894846527,0.272487531178537,14822.3881423112
"162",-0.259461206732242,0.911435439694706,0.0834224820529458,0.296947171537837,0.272321920569335,14822.906708265
"163",-0.261711554352753,0.906983517643836,0.0875881983744919,0.30195999805159,0.269277942103687,14822.7595170173
"164",-0.260824114547198,0.911947839697539,0.0834893720674781,0.296360275944915,0.271634468984285,14822.7112626301
"165",-0.263565532324832,0.911460068254066,0.0845310295294673,0.298531432893125,0.268617488507525,14821.4138145067
"166",-0.264706081283454,0.907700034413524,0.0864275822258871,0.306199583625565,0.26940511658087,14822.5162555889
"167",-0.270058169262397,0.9135348362786,0.0829272842458596,0.302824840185558,0.272058428379949,14820.692301179
"168",-0.260960085480412,0.911479183618404,0.0826456056235891,0.301249535319753,0.270427287104122,14823.1256394383
"169",-0.264395180243338,0.907564563636219,0.0878482366339396,0.301225138852161,0.269532444693657,14822.4657316378
"170",-0.26076045243256,0.908729213511804,0.0855563362619316,0.300696964814086,0.268461484778435,14823.4793275837
"171",-0.261574507503318,0.909827217787042,0.084351031203058,0.301691204477515,0.267937367952932,14823.0671117073
"172",-0.26417031269288,0.911696959768044,0.0832893889057075,0.302241170585039,0.271867587283992,14822.9333060822
"173",-0.265660318706542,0.907611506590731,0.0868617047367995,0.305323679849065,0.268926590994463,14821.6725116663
"174",-0.270392796185668,0.912194032804354,0.0832094896482264,0.307542686030856,0.270429134729904,14821.4369151291
"175",-0.259839190571938,0.910380486594777,0.0839937386915752,0.29921104246482,0.266836094223477,14822.965715949
"176",-0.264284591923051,0.90933416198311,0.0857149105611263,0.302745337187564,0.272279727944231,14822.6088477268
"177",-0.265743171029967,0.909467407231081,0.0857424569603047,0.302720489916625,0.273232707197054,14821.8419854487
"178",-0.262843158779801,0.909132686609109,0.0857903137232517,0.300531679019829,0.270342895047309,14823.2489018874
"179",-0.264538928844002,0.909822829304199,0.0859913188866204,0.300535785402498,0.270175268095659,14821.8033041409
"180",-0.264400391166898,0.909637863554386,0.0856971815496991,0.300559522275351,0.27011184830186,14822.3899368203
"181",-0.259698281708171,0.913432941095165,0.0813180002028535,0.296884448474959,0.269635438570187,14822.0080967219
"182",-0.263780908163674,0.90993255175461,0.0849099608021086,0.301766436751359,0.268861947217916,14823.565773359
"183",-0.263072464669158,0.907415194992377,0.0867044430241513,0.30452346185805,0.271185600659039,14822.7403004087
"184",-0.266034937290645,0.907926214003021,0.0872693134719308,0.304240264993351,0.271483723093497,14822.4300776031
"185",-0.262869220845957,0.90762255333774,0.0863901801216525,0.30437130479446,0.270801650972295,14822.8115196444
"186",-0.261812957310908,0.909058138952609,0.085831512073225,0.300072113694048,0.269240323483788,14824.0977216588
"187",-0.261685978033354,0.9079899085668,0.0865851001368931,0.301279158578383,0.26800471638846,14823.5275573748
"188",-0.25590360356743,0.909507655993306,0.0849310794801168,0.294885035645397,0.270855616695437,14822.9800933755
"189",-0.25571988688712,0.909523292670613,0.0834881988283783,0.29990656724668,0.27047192941509,14820.8314185242
"190",-0.258787746697541,0.910908473734018,0.0837477564009717,0.297414413649219,0.271302406708386,14823.5236669105
"191",-0.256907996432652,0.911780560502422,0.0814263553918566,0.300413087366878,0.271347638951259,14819.2012200596
"192",-0.268373000644026,0.910358895424518,0.0837688677278723,0.309583243288544,0.273133573380643,14819.5020540872
"193",-0.265892215263845,0.911253592238164,0.0838665917131902,0.302415585197623,0.26743169327001,14821.1794818535
"194",-0.265299739443985,0.911511660366547,0.0839308249648495,0.302687069449385,0.267378062689087,14819.8368096648
"195",-0.256652228369889,0.9062319714019,0.0879124290603794,0.296237176771852,0.267457903283936,14817.0291910707
"196",-0.269485187642233,0.9102304809126,0.0849756866462781,0.30689150671055,0.269288508574561,14822.5069619294
"197",-0.266358995316919,0.910200412993189,0.0848254530940707,0.304102008500022,0.270066539570664,14823.5705365823
"198",-0.262888871120914,0.911241052015198,0.0831147122933785,0.302503689994773,0.268873559573598,14823.3919588651
"199",-0.260732743709737,0.909763215359517,0.0846999506379236,0.300534696436845,0.268407298454801,14823.7574861407
"200",-0.262056515823679,0.908984940927171,0.0871633138585589,0.296601857550534,0.269851989484517,14820.4907161428
"201",-0.258114699792233,0.910092215338135,0.0841880774442151,0.2981992333176,0.271950728697271,14823.1346277917
"202",-0.256567633451942,0.911536450463537,0.0833697216242341,0.294150461792617,0.272093553398372,14821.9897568999
"203",-0.252163087560459,0.909008143135005,0.0849859339442466,0.292555896178732,0.269193655123087,14821.7300848202
"204",-0.254062045583799,0.911325837843663,0.0822527549734222,0.296051097285102,0.270085344206634,14821.0039738616
"205",-0.262305554340794,0.908232938634097,0.0867543982031631,0.300376342858339,0.265902561102453,14822.0442929488
"206",-0.253398559709869,0.910238234489988,0.084054344003068,0.292647026027674,0.270552615222316,14822.0723783311
"207",-0.269683278586751,0.912114946110711,0.0827451900739736,0.308373408712898,0.270403795654542,14821.3380079749
"208",-0.251273554583462,0.907734641765071,0.0857861479921073,0.29365869093191,0.270013487578713,14821.234943971
"209",-0.251678637186387,0.908296067951938,0.0853444637860163,0.292628601615466,0.270934954982732,14819.6031751066
"210",-0.261247534712256,0.911236652954117,0.0836064296437827,0.300024484147672,0.267193419440896,14821.6996922076
"211",-0.259422230855335,0.908667944527627,0.0855161766543074,0.299189261541981,0.268597965132745,14822.2449945601
"212",-0.260280637556835,0.913445121012336,0.0817625762794236,0.296654231057238,0.268983750923461,14822.575804084
"213",-0.262863853476591,0.913684185156612,0.0809095996729559,0.300735667076771,0.266683500338436,14820.4713291587
"214",-0.259482643305024,0.909338757518919,0.0848418886303115,0.300215692833697,0.274800146716627,14820.9769096972
"215",-0.26500685813065,0.908901830572472,0.0850954387833382,0.307239338751843,0.270541324783703,14821.1459839843
"216",-0.262184136325388,0.910645405323787,0.0850032461656911,0.2982946399134,0.269331631603205,14822.3104321606
"217",-0.259945990293538,0.91057966084624,0.0841332661779833,0.298245425202485,0.269662506628688,14824.0738191699
"218",-0.259676979426331,0.90923419788885,0.0853132634398331,0.299433203361556,0.272281770671435,14822.7781815704
"219",-0.260325814138278,0.910278650296781,0.084630690035654,0.297620020318757,0.266839896064684,14822.3144460962
"220",-0.260386145873981,0.910175647959484,0.0849594001144139,0.297402125805069,0.267080195753878,14823.0331150425
"221",-0.265681297551686,0.906401819613251,0.0894772134924965,0.30105669111841,0.270779717384652,14819.3956879268
"222",-0.263339365350502,0.908001878978672,0.0860836628731713,0.304446687966015,0.270827348839391,14822.8452572062
"223",-0.264461894831819,0.909573607506475,0.0847781148568607,0.304344850861708,0.267717052738668,14822.7495000233
"224",-0.268595923727841,0.907194858413637,0.0880844478710558,0.306198307518281,0.271865563856668,14820.8984349499
"225",-0.263292675049234,0.913133664753407,0.0825774167195357,0.29811606576691,0.273987431496511,14820.9747367555
"226",-0.258863185792494,0.911267419584196,0.0829904420302904,0.297997596468964,0.272285474792885,14822.0189942811
"227",-0.263360668285985,0.911722682589002,0.0835739575010822,0.299311030583761,0.269121703491532,14823.0112497148
"228",-0.255493092416704,0.909821918744228,0.0841987687634575,0.295921731540553,0.270018559016497,14823.1010455925
"229",-0.258966743346585,0.911678192879669,0.0832273020191967,0.296244517093065,0.26923533425454,14823.407696021
"230",-0.260334590599636,0.910997727121215,0.0835543363049599,0.298738929322629,0.26815776908727,14823.0978168973
"231",-0.260743949642283,0.912375576557776,0.082534942456893,0.298445066841791,0.268685365310466,14823.3120629541
"232",-0.253837449837672,0.912098988509436,0.0825818868352229,0.291570328269471,0.268681799570554,14821.1921541766
"233",-0.253413710630431,0.912627654244682,0.0809552793597779,0.294758256480707,0.266560452354458,14818.9017236718
"234",-0.261138409109623,0.907717917494073,0.0857815869359971,0.304325291756056,0.275196227179879,14819.0377125393
"235",-0.262915676618954,0.910766714409909,0.0850366060623069,0.298199555442078,0.269340569918013,14822.8387112024
"236",-0.258263240185076,0.906478309883228,0.0867447554087754,0.302854164910415,0.268800152955761,14820.838221757
"237",-0.267405473389205,0.912120958588579,0.0841138067024922,0.301498562529481,0.270296557761206,14821.8305264477
"238",-0.261935971612064,0.907377207492669,0.0865030263235538,0.304154580900663,0.270240079779664,14822.7195014971
"239",-0.256890726026926,0.911926310235146,0.0822335559769743,0.296339648299827,0.268912710320467,14822.4286930143
"240",-0.259285581556527,0.913416351662472,0.0819571462056191,0.294142848903188,0.268828029583508,14820.7254819403
"241",-0.257734059099931,0.914684136538586,0.0797909327809397,0.295356172410787,0.268555117325091,14819.7032247755
"242",-0.266159286030884,0.912571544208192,0.0830302688492803,0.302109121792595,0.269634004361742,14822.9355535028
"243",-0.262083036973849,0.908231058964162,0.0861487496755519,0.301905902373194,0.271350594101865,14823.2109933871
"244",-0.261024836422525,0.909479000768997,0.0848572310385345,0.3007596527493,0.27024956241631,14823.8863958367
"245",-0.259953639401479,0.91153717421579,0.0835223194130167,0.297368177503087,0.269614895237418,14823.4381869939
"246",-0.265733535077079,0.907328304899736,0.0873658382919877,0.305713210023124,0.270193712819693,14822.4752738212
"247",-0.261194531602488,0.909599683643593,0.085290445853428,0.299011399703558,0.270806610968456,14823.7980837466
"248",-0.257568735405874,0.910643086464668,0.0832863804838478,0.29857441099848,0.269363555004949,14823.0910423611
"249",-0.259226957199145,0.910217191954169,0.0845793309056212,0.296631765945826,0.272349936497713,14821.7976635408
"250",-0.264260914626275,0.910242149779012,0.084606830318641,0.302157833858349,0.271295566744341,14823.2276213626
"251",-0.262361894108275,0.909675012685527,0.0847477947037243,0.30176138077988,0.271260265105635,14823.4491507022
"252",-0.263138889013785,0.909072956878108,0.0846669834733036,0.305856416201428,0.271402574601059,14821.4236646952
"253",-0.264623229414646,0.910009664845162,0.0840176783289716,0.305886087057691,0.271491124502758,14822.1857000381
"254",-0.265608766032972,0.911095220021935,0.0842653647478453,0.301939999839481,0.269964980438941,14823.6320698488
"255",-0.261468900753464,0.910629091789926,0.0842745553028459,0.299267287778853,0.270462005290395,14824.1318527061
"256",-0.259078191734853,0.908858734296115,0.0855733726112499,0.29904806032894,0.273823693374803,14821.9823730786
"257",-0.266033793358241,0.908512271254871,0.0864591356033636,0.30464357251863,0.268947323393754,14823.3088559761
"258",-0.258970079885091,0.91133313540275,0.0830858477966836,0.297845585993696,0.270464451837885,14823.3978735097
"259",-0.264936110595129,0.913291588263323,0.0823500597152886,0.299600759070703,0.267999105361811,14821.9776105805
"260",-0.258051470442932,0.908978951271694,0.0854714211687201,0.297058327769402,0.269668101167515,14823.2845452386
"261",-0.262507793941106,0.912287795626196,0.0827583381158394,0.30008732297035,0.268665385768564,14823.2159627414
"262",-0.265775380198168,0.912183441376245,0.083141613992027,0.302523770223613,0.267639908122212,14822.9832346369
"263",-0.264004680475409,0.910243986476175,0.084430556401085,0.30299740659684,0.27122289245669,14823.775870927
