draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,beta.3,sigma
525,12054.875209017655,0.9938962801860896,0.027567250146182155,7.0,127.0,0.0,-12052.839911504814,-0.24930751120712774,0.713440822481553,0.2811033350159432,0.31947099896989223,0.13708598181451068
526,12052.998810614225,0.993518924605326,0.025731010478064465,7.0,255.0,0.0,-12052.071720653976,-0.27204329121673737,0.6807762518632866,0.3195640657659473,0.3338688284405809,0.1342640800002807
527,12056.500806581133,0.9772656851643725,0.027611744434291367,7.0,127.0,0.0,-12054.52918837424,-0.23385037440432002,0.6914859840733207,0.2994604737294125,0.321499221149993,0.13317636461098004
528,12058.845410998156,0.9903395941054537,0.02320372495041992,7.0,255.0,0.0,-12057.20113412079,-0.25718953445211823,0.7020206384184342,0.2955332636182,0.3174533683465073,0.13379272568178463
529,12052.80726992977,0.4583560048375486,0.027567250146182155,2.0,3.0,0.0,-12051.412058301587,-0.24932484739327487,0.7140377536481044,0.28177861175254604,0.3194266649176072,0.13709586605313576
530,12055.62906914928,0.8807828266073015,0.025731010478064465,5.0,39.0,0.0,-12050.723646412622,-0.2631705732264598,0.6849776421308444,0.31301919171440445,0.33183133753867283,0.13414199381987438
531,12056.944493271734,0.99740370921275,0.027611744434291367,7.0,127.0,0.0,-12053.613633708512,-0.24419530461690347,0.700936248095392,0.29331384378064196,0.3127498917471521,0.13643742153817154
532,12057.718935326207,0.9992718766666693,0.02320372495041992,6.0,127.0,0.0,-12054.420459436775,-0.24333768256174715,0.7013355028213318,0.29172928365794626,0.3216964882930963,0.13300290081624092
533,12051.630457439236,0.9974229005279073,0.027567250146182155,6.0,63.0,0.0,-12050.850127102363,-0.250760591276393,0.7166952198650959,0.27765061306437816,0.3183940162802289,0.13746127577523676
534,12055.220478505207,0.9997073677099131,0.025731010478064465,7.0,127.0,0.0,-12052.435796935915,-0.2444184272540659,0.6829442267291118,0.31103158479291837,0.3218060420121285,0.1368670342618591
535,12058.75325436176,0.8804493175473541,0.027611744434291367,7.0,127.0,0.0,-12055.60782776612,-0.24665940832197208,0.7083011006254742,0.2872176081375878,0.31258485355750665,0.1354751603808279
536,12058.111540775411,0.9826401965719678,0.02320372495041992,6.0,63.0,0.0,-12056.85962309741,-0.24382092937112604,0.701326872127715,0.2919825464831099,0.31926139565028033,0.13294221811469015
537,12056.870681127219,0.9613615926631639,0.027567250146182155,7.0,127.0,0.0,-12050.40906981105,-0.26476917338173767,0.7185865680061249,0.2826026577740286,0.30921550549409,0.13499945012910258
538,12057.035725549793,0.9081813964405033,0.025731010478064465,6.0,63.0,0.0,-12053.810152877559,-0.25232782212874166,0.6874196817334367,0.30785555554907007,0.322895987791123,0.13529244574658783
539,12056.861497101345,0.9838580656495141,0.027611744434291367,6.0,63.0,0.0,-12056.34368502485,-0.23437981278680645,0.7048576167169457,0.2866485377707144,0.3154933068369364,0.13595139199996029
540,12058.041059709836,0.9978365283699211,0.02320372495041992,7.0,255.0,0.0,-12054.34648565208,-0.24428447048049384,0.7031186717165495,0.2906830020424285,0.31959793383534174,0.13293314296817063
541,12054.603469967558,0.9653654036180196,0.027567250146182155,6.0,63.0,0.0,-12052.480756419323,-0.26722908015558144,0.7231301117839948,0.2787102801075796,0.3075498879363848,0.13637653649608833
542,12056.816958009069,0.9977766651124136,0.025731010478064465,7.0,255.0,0.0,-12055.296915085064,-0.2480342254220866,0.7269508220223646,0.26832867700011176,0.308963529396945,0.1333863703413776
543,12058.797857309457,0.8776698021660314,0.027611744434291367,6.0,127.0,0.0,-12055.256853707859,-0.25396382643229976,0.6993331335641184,0.29776784563022296,0.3160226659490151,0.13515942862341013
544,12057.57105936361,0.998821566686502,0.02320372495041992,7.0,127.0,0.0,-12056.396784822544,-0.26692107462517545,0.7152661870206671,0.2858529865105796,0.31365162754851894,0.13442041559158316
545,12057.632932898578,0.7085188582352813,0.027567250146182155,7.0,255.0,0.0,-12049.826425342744,-0.23896666163027852,0.6992966672625782,0.29372596271504836,0.31823591514655425,0.1346754949618886
546,12056.77342157668,0.9547671801495329,0.025731010478064465,7.0,127.0,0.0,-12055.21577303261,-0.25016626237122763,0.7279262736441797,0.26935476684234627,0.30263218446582446,0.1353146249263628
547,12057.721414965099,0.8836722422480695,0.027611744434291367,7.0,255.0,0.0,-12056.607902710195,-0.25656428957486505,0.7056807382112394,0.29327446610133856,0.31210452045329373,0.1344683114200624
548,12056.949947486093,0.9471566360073304,0.02320372495041992,7.0,127.0,0.0,-12055.853395009492,-0.2284369216023313,0.7094015868091327,0.2813026281299619,0.3083929400033592,0.13380964268407836
549,12058.84798600953,0.983903128545326,0.027567250146182155,7.0,127.0,0.0,-12056.912140523573,-0.25662537527163015,0.7151185185519581,0.2829183840807128,0.31261683298273196,0.13498887508312024
550,12058.674343588946,0.920771268835341,0.025731010478064465,7.0,127.0,0.0,-12054.179183456956,-0.25272938113456683,0.7062433369701964,0.290398462676878,0.3181440858490728,0.13525913937006892
551,12057.387122405993,0.9557667426952504,0.027611744434291367,5.0,59.0,0.0,-12055.351476389122,-0.25960043493659146,0.7058903610824581,0.29348467156339375,0.3162247582317892,0.13447106021941824
552,12057.496767022041,0.8323113861120407,0.02320372495041992,6.0,127.0,0.0,-12053.74219651561,-0.2558292728106855,0.715585717185341,0.281334189851506,0.31330168744547765,0.13500844939128812
553,12057.34072078115,0.9801849530263954,0.027567250146182155,7.0,127.0,0.0,-12057.031351683743,-0.2553743215151443,0.7135366624853307,0.2830545011528383,0.32117456983462805,0.1357179305009042
554,12057.028723815536,0.677493565526837,0.025731010478064465,4.0,23.0,0.0,-12054.428035068097,-0.2530889361652804,0.7075198550646989,0.2896950004609368,0.3181294273060267,0.13533473430198623
555,12058.450615266487,0.9998172816309739,0.027611744434291367,7.0,127.0,0.0,-12056.992224033254,-0.23667130342686696,0.7069539954498376,0.2855781807428174,0.3124161810116826,0.13359588472340023
556,12056.350594274389,0.9975989091122353,0.02320372495041992,6.0,127.0,0.0,-12054.828695621496,-0.24440112396349456,0.7097712140709693,0.28275267350020505,0.3208247751177159,0.13483755824659568
557,12054.987417801029,0.722657424197837,0.027567250146182155,7.0,127.0,0.0,-12050.427769249098,-0.23532685539466885,0.7118916159523889,0.28234899684413534,0.30049051920911035,0.13284591458887607
558,12056.974757555754,0.8613257887215978,0.025731010478064465,2.0,3.0,0.0,-12055.03205908055,-0.2537986803164401,0.7066736948602471,0.2890070374414458,0.317969189454505,0.13535698590287457
559,12055.32034924538,0.646721517821178,0.027611744434291367,7.0,127.0,0.0,-12053.33656546287,-0.25580761090401105,0.7187916240308958,0.27985151214529486,0.31362520217541184,0.13554224876384824
560,12057.249867218155,0.9219897421344022,0.02320372495041992,6.0,127.0,0.0,-12054.459336610367,-0.24241072818131573,0.7074115621844117,0.28745282520610504,0.31313400095265725,0.13442357781298736
561,12056.74810377139,0.8822129253594959,0.027567250146182155,5.0,43.0,0.0,-12053.153300845683,-0.24101346217627154,0.7126063956844583,0.281304545330256,0.3052916810745546,0.13332760199895707
562,12058.271122576845,0.9996494984766993,0.025731010478064465,6.0,107.0,0.0,-12056.486442666232,-0.2540616678034218,0.704716182523324,0.29249477916002353,0.3116114502025378,0.13432365434892993
563,12053.971063990633,0.963143319711171,0.027611744434291367,7.0,127.0,0.0,-12052.390801103202,-0.26640991991492946,0.7128024734017342,0.28642203811850253,0.31631801485599303,0.1355517840928375
564,12053.865971091143,0.9915118732227595,0.02320372495041992,7.0,127.0,0.0,-12052.457754730614,-0.26240699506910087,0.7313272343735763,0.26798316735328453,0.30732626139961355,0.1360544331081075
565,12057.376865599328,0.9756327131207876,0.027567250146182155,7.0,127.0,0.0,-12054.47408872274,-0.2639224897153387,0.7144544824196839,0.2840930766966911,0.3226509626214296,0.13355183157028885
566,12057.623790807002,0.970581562171149,0.025731010478064465,6.0,111.0,0.0,-12056.71370095534,-0.25268598614335314,0.6989976422867035,0.2978108427576929,0.31200942158989303,0.13398453161587945
567,12056.160728087874,0.9295867628371329,0.027611744434291367,6.0,119.0,0.0,-12050.888582403919,-0.25440663601079555,0.7176209795630524,0.2780071700759201,0.3206974016804063,0.13590826511057125
568,12058.344452906475,0.9623958274641891,0.02320372495041992,7.0,127.0,0.0,-12052.596660318479,-0.2547033511781938,0.7122155755629991,0.28539305178746444,0.31605960403552297,0.1339556216233853
569,12054.387667691914,0.5920813355479035,0.027567250146182155,4.0,27.0,0.0,-12052.025148081473,-0.2633770197326405,0.7131912134267812,0.28449646046709226,0.3202871069779706,0.1335195555577132
570,12055.409635286165,0.9762875926415934,0.025731010478064465,7.0,127.0,0.0,-12052.55140111943,-0.2512709462706489,0.7140074387628683,0.2825598934742623,0.31492087112686484,0.13161197850649212
571,12058.07595749793,0.9863589477738426,0.027611744434291367,7.0,127.0,0.0,-12054.947254838678,-0.24424518065041279,0.6988062194926693,0.29507792203493194,0.3179450613933858,0.13262274975346144
572,12058.81865731431,0.9988978242071491,0.02320372495041992,7.0,127.0,0.0,-12057.702150302759,-0.25327871697825866,0.719822873292845,0.27746606571500765,0.3101170979913638,0.13438068473277204
573,12059.230393579272,0.9862689864755806,0.027567250146182155,6.0,95.0,0.0,-12054.60477192726,-0.2453226771039453,0.705002687446609,0.29000852795687426,0.31449682833065534,0.1344383556631071
574,12055.564158304143,0.9727735774208952,0.025731010478064465,7.0,127.0,0.0,-12053.127957998016,-0.25186811013914867,0.7061465114619108,0.2917537149540032,0.3082260216167827,0.13203159586623198
575,12058.178441845566,0.9862032887864338,0.027611744434291367,6.0,127.0,0.0,-12056.803812157994,-0.2510698113707036,0.6989753615518434,0.2981905992794919,0.3111062262616831,0.13371688293290013
576,12057.19478625053,0.9930156911257222,0.02320372495041992,7.0,127.0,0.0,-12056.123426936854,-0.2456466248854564,0.7146928664542926,0.2807543849251296,0.30917019393265105,0.13637705992609203
577,12058.374227338083,0.9806504765637141,0.027567250146182155,6.0,127.0,0.0,-12055.301038601281,-0.25199159204778243,0.7075626708489048,0.2880180081001816,0.31823620325367286,0.13549314955040284
578,12054.24357419233,0.9291546935442607,0.025731010478064465,7.0,127.0,0.0,-12051.573267449226,-0.2557402508600814,0.7066004979715195,0.29053360278079915,0.3150597937667632,0.13119534763145851
579,12057.349826530479,0.5461571569768034,0.027611744434291367,6.0,83.0,0.0,-12052.238709980185,-0.2522690714857389,0.7023817346102318,0.2957179533424865,0.3094124748332609,0.1338363738394781
580,12058.223003195144,0.9992206547999798,0.02320372495041992,7.0,127.0,0.0,-12055.953312716969,-0.24712255527146787,0.7143522573586976,0.28220110232735246,0.30483693856584987,0.13446022788809392
581,12056.295666103577,0.9929511706106232,0.027567250146182155,6.0,127.0,0.0,-12055.22996393572,-0.2530301678975715,0.7155349998010719,0.27948972303211056,0.324420342333469,0.13494437078872817
582,12057.371367427115,0.9562824460428644,0.025731010478064465,7.0,127.0,0.0,-12051.353498766235,-0.2590698565558397,0.7115839257627073,0.286248652054345,0.31669296295037064,0.1360635244836587
583,12058.148364690438,0.9821360603058742,0.027611744434291367,6.0,127.0,0.0,-12056.120490841253,-0.25354881226471215,0.7012374841347051,0.2962541110075245,0.3140662928598221,0.13301908525968179
584,12057.943110448992,0.9882697200855644,0.02320372495041992,7.0,127.0,0.0,-12057.158632316032,-0.25796457006191587,0.7118791372011953,0.28487503415581955,0.32232964810514625,0.13379551970611114
585,12053.30850233515,0.8070228439213106,0.027567250146182155,7.0,127.0,0.0,-12051.425835180718,-0.2669625200474281,0.7155313218092311,0.2860138790324419,0.3048800438913039,0.13392138292013875
586,12058.24627110018,0.9992008308105208,0.025731010478064465,7.0,127.0,0.0,-12056.64836832075,-0.2622333514642931,0.7065427249137471,0.2927613901027293,0.3167083943439366,0.13520983267266945
587,12057.582255619083,0.9796380019572908,0.027611744434291367,7.0,191.0,0.0,-12055.641796956445,-0.25576277191440755,0.7275029684956019,0.2702419631333251,0.3102936953980744,0.13518216248891313
588,12058.056471791426,0.9971137486472201,0.02320372495041992,7.0,127.0,0.0,-12055.589622720407,-0.25248323992820965,0.7172831371381505,0.2806384879101482,0.30584720545231675,0.13377968834797702
589,12054.303870908288,0.97452793581105,0.027567250146182155,6.0,63.0,0.0,-12046.688871457527,-0.27017667901132614,0.7104745324285953,0.2911541009402548,0.3119885479378965,0.1357234899115541
590,12058.76369825501,0.9935859743083301,0.025731010478064465,6.0,127.0,0.0,-12057.039495498686,-0.25914385538116913,0.7080302590310769,0.2903168599750891,0.3157146816585006,0.13501095364947882
591,12058.581097135284,0.9970724290075269,0.027611744434291367,6.0,127.0,0.0,-12056.229185367043,-0.2510491355078104,0.7217968310580717,0.27469559074091654,0.31009070351340196,0.13463336679483115
592,12058.932851789807,0.9661554050483135,0.02320372495041992,7.0,127.0,0.0,-12056.840517248253,-0.24770390021402092,0.7116048879344185,0.28456867415860826,0.3106574593026775,0.13457219782236152
593,12058.139427333535,0.9272284471061414,0.027567250146182155,6.0,63.0,0.0,-12053.26555397972,-0.2621890718585357,0.7112461052725678,0.2885444153640991,0.3149317505733633,0.13487226501010272
594,12059.48539271236,0.9935263958745802,0.025731010478064465,6.0,127.0,0.0,-12057.615814605057,-0.24728145330594822,0.7088530388123592,0.28640249163025094,0.3129317818457294,0.13429401230605034
595,12058.042438314586,0.9583812784352902,0.027611744434291367,7.0,127.0,0.0,-12055.51323828326,-0.23901190968367825,0.7083828139933379,0.28465470729923426,0.3097969749714921,0.13544413182189774
596,12056.127448626126,0.9835183931651901,0.02320372495041992,6.0,127.0,0.0,-12055.438185158115,-0.2538564742488914,0.7129617966164846,0.28457286352003675,0.3078992147311833,0.13640819814811797
597,12057.730658040406,0.9951308936051084,0.027567250146182155,7.0,127.0,0.0,-12056.364999976944,-0.24357098257959375,0.7207266440965144,0.2743574162804571,0.3083458320102965,0.13511309737289695
598,12056.528175309808,0.9990636138644919,0.025731010478064465,6.0,127.0,0.0,-12055.777366306565,-0.27223204630041803,0.7038090012731778,0.2971267517132565,0.32497499529223306,0.134498897549598
599,12056.228227436695,0.9375100184361376,0.027611744434291367,7.0,127.0,0.0,-12055.009692919244,-0.252116046075434,0.7296178054905488,0.2673733799542653,0.3061554906736713,0.13286325853996084
600,12052.086964716063,0.741593950748708,0.02320372495041992,7.0,127.0,0.0,-12048.78230548782,-0.24001778354429504,0.7230035202161207,0.2705808958517018,0.2997614772337252,0.1352909058914714
601,12058.530853007902,0.6423584525089107,0.027567250146182155,7.0,127.0,0.0,-12053.894440253174,-0.2451372041884649,0.7015961355339891,0.2930870815485715,0.31200234011176325,0.1333654811281266
602,12056.24956582256,0.9999836351292023,0.025731010478064465,7.0,127.0,0.0,-12055.773751256223,-0.22800413061113903,0.7005633457418723,0.2909092141656438,0.30276233116915335,0.13403984848587702
603,12054.805336524581,0.9999918944058039,0.027611744434291367,7.0,127.0,0.0,-12051.403897019096,-0.27420533816691384,0.7337107785145944,0.26937999849343447,0.3122774563016747,0.1339079740851726
604,12058.248416893499,0.9990420697342222,0.02320372495041992,7.0,255.0,0.0,-12049.003097764327,-0.25728416888371275,0.7012584579832954,0.2953978017671669,0.3215937013401087,0.13408488523185572
605,12057.785927407074,0.9993283718028564,0.027567250146182155,7.0,127.0,0.0,-12056.222153247962,-0.25212128943417783,0.7024572067607953,0.29385431229798603,0.3146151185686055,0.13597026973504017
606,12056.940450815511,0.9999805834597111,0.025731010478064465,7.0,127.0,0.0,-12054.482003241023,-0.2710458326434984,0.7187071499724511,0.282488392332315,0.3193102494290578,0.13477038390153379
607,12056.873223330662,0.9018245374822275,0.027611744434291367,7.0,127.0,0.0,-12052.090470343015,-0.240899346802354,0.7192043966510436,0.27620334793289736,0.301801342620689,0.13471174473414826
608,12056.47559122987,0.9998849567336209,0.02320372495041992,7.0,255.0,0.0,-12054.42799511963,-0.2662589013837192,0.7218735960071074,0.27754640776313605,0.3189672175434923,0.1355595976937141
609,12057.617574289436,0.5189089062254691,0.027567250146182155,5.0,35.0,0.0,-12051.546748153165,-0.2520783189255471,0.7041211106752437,0.29278615715116557,0.31245654676458123,0.13619651721726542
610,12057.39373340178,0.9720059872294937,0.025731010478064465,7.0,127.0,0.0,-12053.337204740834,-0.23919888140124104,0.7231191649753098,0.2702542151278994,0.30660773780677736,0.13440921090503732
611,12056.437266115348,0.9998720171208311,0.027611744434291367,7.0,127.0,0.0,-12054.012786561532,-0.26856699850778915,0.7212652567290763,0.2804371401766042,0.30951198488548837,0.13402439094414573
612,12056.18753645392,0.9999481713576123,0.02320372495041992,7.0,255.0,0.0,-12053.562164863206,-0.25681934882363217,0.7057280229165328,0.29194616632121867,0.3167113483238886,0.13698695698876023
613,12057.217347368854,0.8764198425087,0.027567250146182155,7.0,127.0,0.0,-12055.638475799618,-0.2385362336333946,0.707857567853323,0.28481649655691776,0.3097382662351179,0.13562595928048285
614,12056.641457613134,0.8643261202440893,0.025731010478064465,7.0,127.0,0.0,-12053.841447952735,-0.23905414332266112,0.717921032273024,0.27511536651366675,0.30627944215567426,0.13354626719116047
615,12055.216468016535,0.6445830295984559,0.027611744434291367,2.0,3.0,0.0,-12054.46868235461,-0.26845817134379146,0.7218055259325783,0.2807795365275608,0.30949772839693956,0.1340147254732597
616,12058.18323680687,0.9909886475958049,0.02320372495041992,7.0,127.0,0.0,-12054.820133637637,-0.2530100731807984,0.6922847524583887,0.3031621956282733,0.3251241199980132,0.13365654571557686
617,12056.692660693861,0.9069859426658876,0.027567250146182155,6.0,127.0,0.0,-12053.374632721001,-0.245932217772007,0.7171543544244179,0.27851794012109954,0.3128521679453918,0.13499887576633735
618,12056.724352828058,0.9998494883682877,0.025731010478064465,7.0,127.0,0.0,-12054.678904955586,-0.2501922576946967,0.7251976936837725,0.2701277133129163,0.3116971334683208,0.13487677074533083
619,12057.569211622802,0.997896602589841,0.027611744434291367,7.0,127.0,0.0,-12053.850512281773,-0.24191322340810853,0.6954013853810165,0.2994934971679277,0.30845261684989883,0.1351086885270354
620,12058.464316408767,0.998104319836553,0.02320372495041992,7.0,127.0,0.0,-12057.29797698381,-0.23754910792920758,0.692468702754981,0.3001848200146158,0.31335560429726267,0.13395512712338267
621,12056.453730026647,0.9958347535141838,0.027567250146182155,7.0,127.0,0.0,-12054.034080581625,-0.23157985855608793,0.698640626025832,0.2934599336515785,0.3061213970949969,0.13287008350585663
622,12057.572649584637,0.9987493591179973,0.025731010478064465,7.0,191.0,0.0,-12055.058354175175,-0.24200080133526192,0.6917368729148583,0.3004802152187933,0.3251786148347831,0.13362084043251474
623,12058.257170075578,0.9997076147993319,0.027611744434291367,6.0,63.0,0.0,-12055.945460219269,-0.2494147702264582,0.6976544535554825,0.2987403827995046,0.3120595400459984,0.13527393272752986
624,12052.947148080902,0.8168092547839668,0.02320372495041992,7.0,127.0,0.0,-12050.253295438037,-0.24939505185009564,0.6893072419633163,0.30734711184285407,0.31795038280509114,0.13719287246179726
625,12057.515932352853,0.8810326137130605,0.027567250146182155,7.0,127.0,0.0,-12053.939799702091,-0.24313298421781093,0.7227853843065103,0.27133088130127486,0.3079555716812891,0.13404977067398707
626,12057.11807534407,0.7435392611090643,0.025731010478064465,7.0,127.0,0.0,-12052.816804419874,-0.2597703162331657,0.6940292277312878,0.3026750545876521,0.3293134419798827,0.13418210413748777
627,12057.760385500067,0.9875666531968363,0.027611744434291367,6.0,127.0,0.0,-12055.583188199407,-0.23304591838650313,0.702522213049365,0.289580026356405,0.3089388106935499,0.1332953026175467
628,12052.526446706925,0.979923892755545,0.02320372495041992,4.0,27.0,0.0,-12050.61351415746,-0.24986713420917425,0.688630174072807,0.3081516083795282,0.3172977672004277,0.13747780022180675
629,12058.88998420766,0.999574359871413,0.027567250146182155,6.0,127.0,0.0,-12055.036875556074,-0.25604557406667544,0.705154083495342,0.29193083707439316,0.31826524321652105,0.13340727771933183
630,12058.881050392585,0.9999934838665457,0.025731010478064465,6.0,127.0,0.0,-12056.644124568229,-0.2554348330302052,0.6968923387454843,0.3000684743493123,0.3207040397989269,0.1348093428775792
631,12057.796452616218,0.9964464654081409,0.027611744434291367,7.0,127.0,0.0,-12057.191226411578,-0.26365724481041675,0.7170976919107683,0.282098793868239,0.318963453850649,0.1351754862456355
632,12057.599639292715,0.9995611409394745,0.02320372495041992,7.0,127.0,0.0,-12051.834641550662,-0.24531724686865605,0.6843676894869887,0.3088353569934584,0.3261353765278843,0.13476343131368704
633,12058.680294848908,0.9074859227534642,0.027567250146182155,7.0,127.0,0.0,-12057.999965854558,-0.2558629354012868,0.7018166854284237,0.2952045455491135,0.31740636657102567,0.13367224228447788
634,12058.339178655073,0.9691342089565443,0.025731010478064465,7.0,255.0,0.0,-12056.402374109404,-0.24877777430782516,0.7086621309494802,0.28642284265254897,0.31967438031207857,0.13520141799515817
635,12055.440607693536,0.9366632362424444,0.027611744434291367,6.0,63.0,0.0,-12054.853486177855,-0.27552916228802204,0.7172650343804128,0.286263032618356,0.315568125677576,0.13434223118536207
636,12057.089644833035,0.8546407201791913,0.02320372495041992,7.0,127.0,0.0,-12055.271583347796,-0.2592418991146149,0.6992497079775386,0.2982268105471139,0.3187642361593017,0.13381776353380112
637,12058.4882673572,0.9983007952943493,0.027567250146182155,6.0,127.0,0.0,-12058.16792806,-0.25234951314707516,0.7081880051032559,0.28790636097248234,0.3206504870482494,0.13393559164567706
638,12056.794305623109,0.9151292260069039,0.025731010478064465,6.0,127.0,0.0,-12054.798182838626,-0.23886562044787654,0.7039217375453547,0.28791522521591373,0.32264314626385804,0.1344203687353142
639,12052.525011804588,0.9643822849094135,0.027611744434291367,6.0,63.0,0.0,-12051.396165912402,-0.27979533547709706,0.716926920196806,0.28476592125595696,0.32936760938318016,0.13487273473359454
640,12058.438959664045,1.0,0.02320372495041992,2.0,3.0,0.0,-12057.133138864197,-0.2591169691285114,0.6994864855668765,0.2984476868648355,0.31875156128339277,0.1338301507783811
641,12057.075034885711,0.7402080832582834,0.027567250146182155,7.0,127.0,0.0,-12055.417935253341,-0.25460915038200543,0.7016818260127076,0.2947080407519906,0.31558288712100646,0.1345517991885846
642,12059.328017732418,0.9991234299445121,0.025731010478064465,5.0,63.0,0.0,-12055.166541689714,-0.2486894760527232,0.7045816841856692,0.29051237121144385,0.316069060412513,0.1341027470839427
643,12055.885650634067,0.9993459341621951,0.027611744434291367,6.0,63.0,0.0,-12052.06759246887,-0.2746520633414647,0.7095757585743943,0.2924257720104242,0.3236906307989987,0.13511192929518387
644,12058.74342096465,0.815564527075775,0.02320372495041992,7.0,255.0,0.0,-12054.592974972582,-0.2568335544655732,0.6974124719176359,0.30013874096855875,0.31988437948578624,0.1338051611784052
645,12056.158529664892,0.9819661737980998,0.027567250146182155,6.0,63.0,0.0,-12053.586758823089,-0.23917312362293164,0.6989349557923581,0.2923231754949628,0.31912075444392457,0.13465534555149938
646,12057.943926393975,0.9569238918115048,0.025731010478064465,7.0,127.0,0.0,-12057.16342442498,-0.25898224936577685,0.702476647150606,0.29430594228214907,0.32496674160984246,0.13458580324466715
647,12055.366747140475,0.9392828403287651,0.027611744434291367,2.0,7.0,0.0,-12055.25856246502,-0.274875521179176,0.7093121994573658,0.2920693723630559,0.32377187280585173,0.13513059644382344
648,12059.323142275576,0.9970307110186909,0.02320372495041992,6.0,127.0,0.0,-12057.526391210724,-0.24319866992193845,0.7030111262580232,0.29138175920294485,0.3119062011134947,0.1344722145303657
649,12056.003035140384,0.9902338959581564,0.027567250146182155,6.0,127.0,0.0,-12054.220303971535,-0.23228937386798737,0.7004823518872962,0.2925051549255351,0.30625762292114783,0.13479156864052733
650,12055.701959816075,0.9051401721650947,0.025731010478064465,7.0,127.0,0.0,-12055.156288934457,-0.23863387583282053,0.7169689506648801,0.2766480811445249,0.30162366080251835,0.13353717210602187
651,12057.16751172223,0.9800892208749518,0.027611744434291367,7.0,127.0,0.0,-12052.579204762003,-0.26148632582741127,0.7085177646967369,0.2902490531102903,0.32104648564654686,0.13284087991317
652,12057.367209097369,0.9748843225243029,0.02320372495041992,7.0,127.0,0.0,-12056.766353601337,-0.23726904720683864,0.6933601955089129,0.2986400805971698,0.31908528474637565,0.1359591625864286
653,12055.609842645086,0.871819548704551,0.027567250146182155,7.0,127.0,0.0,-12053.789460363561,-0.2308357640086921,0.699985428727508,0.2908247913520997,0.3070308178640211,0.1352760907772344
654,12054.497702484066,0.9999276607341102,0.025731010478064465,7.0,127.0,0.0,-12053.234748980949,-0.2676565048827193,0.731987717550385,0.26931660937049856,0.3144719784731402,0.13546230035995221
655,12057.174962520341,0.9873408532471738,0.027611744434291367,7.0,255.0,0.0,-12054.129586347983,-0.22852719368184699,0.6889570169812947,0.3016847256582603,0.31231320731918627,0.13458726820758946
656,12058.3842708244,0.9994504575641744,0.02320372495041992,7.0,127.0,0.0,-12056.307146892927,-0.24496180216921218,0.6908180668989184,0.3028213879771592,0.3230905202219446,0.13504437755631998
657,12055.619366610836,0.9921733517234664,0.027567250146182155,7.0,127.0,0.0,-12052.389198168492,-0.24425883347952454,0.7197546170627188,0.2763721911317809,0.30516488042464984,0.13612800826059968
658,12056.191326873457,0.9984311720901086,0.025731010478064465,6.0,63.0,0.0,-12054.321257222242,-0.2639842104463676,0.7288554530976917,0.27028012167253207,0.3155069503939052,0.13549965612552153
659,12054.923787710295,0.814095948454587,0.027611744434291367,7.0,127.0,0.0,-12052.293310848261,-0.22781014754458792,0.6987351093214327,0.29094140650308653,0.3120721168017259,0.1366862283137201
660,12058.612290591844,0.9990511984223884,0.02320372495041992,6.0,127.0,0.0,-12057.521601557371,-0.2492584705586821,0.6903670523737381,0.30537895824232075,0.3180010304530205,0.13473221006831257
661,12057.518786995548,0.9477758050984991,0.027567250146182155,7.0,127.0,0.0,-12053.132748338036,-0.25636401590253793,0.7076970197379645,0.29063042896159563,0.3099130642680936,0.13308423338750996
662,12055.45026652268,0.944770600651944,0.025731010478064465,7.0,127.0,0.0,-12052.348761907862,-0.27533193771138315,0.7171607209261773,0.2861667351905455,0.31625340212332886,0.1336745351888147
663,12053.528709948381,0.7501729080630389,0.027611744434291367,6.0,63.0,0.0,-12051.145926014471,-0.22543905700920935,0.6928041226495044,0.2965868120308077,0.3079956946118819,0.13649061897066694
664,12057.214517327535,0.942744882172396,0.02320372495041992,6.0,127.0,0.0,-12055.277569831012,-0.23168454016984774,0.6865405823688044,0.30359898495102966,0.3211540075192759,0.1345741393462973
665,12058.05446863998,0.7562194660254266,0.027567250146182155,6.0,63.0,0.0,-12055.282174130532,-0.25403395989440136,0.7126541583960101,0.28328054397875063,0.3203702904424526,0.1333567616372214
666,12053.651275765587,0.9133927413974966,0.025731010478064465,6.0,63.0,0.0,-12050.78449493418,-0.2783636298960906,0.716761430773099,0.28775407132175373,0.3167637694278686,0.133767094871853
667,12056.78802087024,0.9801658506340841,0.027611744434291367,6.0,63.0,0.0,-12052.254817850162,-0.23467115176747963,0.7001154617790908,0.2918789196642377,0.30825087070184753,0.13553971488645994
668,12058.58851923207,0.9979995919617292,0.02320372495041992,8.0,255.0,0.0,-12056.972963237662,-0.24369882342208657,0.6882771093999905,0.3055795093238686,0.3184898918976414,0.13390892392986936
669,12058.731541714817,0.9986527467148414,0.027567250146182155,7.0,127.0,0.0,-12055.682696716036,-0.2584654555252275,0.7101427280543483,0.2875707022432547,0.31771767930419287,0.13353381634629746
670,12054.389534310976,0.9843890842676049,0.025731010478064465,6.0,63.0,0.0,-12052.958321679347,-0.2770933896903133,0.7168599224639577,0.28585574914659073,0.31689678176325836,0.13397819908954342
671,12056.255342257613,0.9228756437844717,0.027611744434291367,7.0,127.0,0.0,-12055.366964476587,-0.2592205183991269,0.7182984260804751,0.2790324293552865,0.3163052038295889,0.13309571487790964
