"","alpha","beta[1]","beta[2]","beta[3]","beta[4]","sigma","lp__"
"113",-0.452252050001842,0.910816297585835,0.14158889949065,0.508040957674666,-0.062991244911496,0.26793723474578,14877.4539297695
"114",-0.467743345298945,0.907225953517845,0.150669828567819,0.525136251154407,-0.0688010178170123,0.270383917694489,14876.1524695368
"115",-0.465560102307085,0.907831157562146,0.14849549359719,0.525754784003753,-0.068183656937617,0.269873548352153,14876.9237062767
"116",-0.46935398763258,0.910790853375212,0.145414989871336,0.527171987127362,-0.0674106898515032,0.270220402597808,14876.6653610307
"117",-0.476776830409598,0.909707458807397,0.149300431525632,0.535969607422787,-0.0705125333689725,0.270114298407213,14877.3979541659
"118",-0.461858907099482,0.908772436249179,0.147027280945753,0.518893853316269,-0.0669093490091262,0.266589979532886,14876.5386538665
"119",-0.469959756594242,0.905017510091976,0.153063769425725,0.53019040031713,-0.0699514469848856,0.266918789709176,14874.7597323127
"120",-0.480457625163611,0.906586086318956,0.153484338473869,0.540779649930988,-0.0719556668558638,0.266811569168561,14876.047509961
"121",-0.460126686296884,0.913172661452303,0.141229609992011,0.514920249823758,-0.0648760088989306,0.268429171840902,14876.4550827138
"122",-0.466301895763231,0.909415250493187,0.146110025729998,0.523463557468494,-0.0664016331562584,0.268893639606566,14877.7565688103
"123",-0.466163663763685,0.909873698141501,0.14658849968545,0.523011474411277,-0.0674923425264775,0.270040849774249,14876.9564558939
"124",-0.488339686364987,0.909355100267157,0.154018853747084,0.547249244026174,-0.0749401329018171,0.265738195386217,14877.0536211629
"125",-0.443483557044805,0.91360747776762,0.135840523885872,0.497918607564219,-0.0597457442275163,0.270835698833482,14874.184343589
"126",-0.50035115272743,0.909128030736793,0.157803288009273,0.558474531720111,-0.0782649957466726,0.264860776117969,14875.2883581174
"127",-0.475673521899803,0.90987562080576,0.150106568151865,0.531554641134033,-0.0705007448428717,0.267856310871494,14877.3067204344
"128",-0.486926392071954,0.908221235514529,0.15520733948175,0.548725628661919,-0.0757154968926036,0.268883655294781,14876.5872094458
"129",-0.488423724813936,0.908080854203669,0.154859959971722,0.548367521495847,-0.0744163502904925,0.268863655435681,14876.4423105447
"130",-0.486833377525028,0.914405466374721,0.146961008844611,0.542565773622103,-0.07190439342826,0.267075480704059,14874.7755191827
"131",-0.482500473748473,0.910111076017629,0.150601002927519,0.541169096414183,-0.0718329799930416,0.269999471024713,14875.8396338104
"132",-0.483560809351664,0.910739516615569,0.150290734021239,0.541892537682116,-0.0720871846945463,0.27068601672181,14875.4246166512
"133",-0.465661778478378,0.91136195622506,0.144104716307681,0.525394453084127,-0.0674239900885231,0.268769527236815,14875.3218442046
"134",-0.474236347680738,0.912792815210356,0.146967875073758,0.525911216731046,-0.0693841633129069,0.266481174812976,14874.2259521456
"135",-0.471943214066685,0.912466857345523,0.146776860918511,0.52780345302473,-0.0698879382921625,0.266474199132919,14875.7939000441
"136",-0.469663279073174,0.909723645385709,0.146042996048857,0.52587066899026,-0.0660686296314872,0.2666973726298,14875.7890001562
"137",-0.468377761475125,0.910612038048405,0.145814652390629,0.526469221185738,-0.0674776590996718,0.266189553789187,14876.4816588033
"138",-0.45429918526028,0.909074448172665,0.142987556132106,0.511903134915652,-0.0630777202015596,0.266229559560437,14877.0390377865
"139",-0.430142445425347,0.909941331320001,0.134318196109216,0.484800346708824,-0.0545713230599932,0.271155173876084,14872.7621575772
"140",-0.429992979255897,0.908634536115643,0.137171288320145,0.481785954942854,-0.0552408332147086,0.270389585739396,14873.5705213648
"141",-0.427869004007547,0.907498643267109,0.135480044013187,0.486579526475803,-0.0540984074800825,0.270820450489715,14871.3643436714
"142",-0.421205730418267,0.907759826088027,0.136656277986746,0.480916533035283,-0.0563901337795726,0.269274723429763,14870.8196916458
"143",-0.426395651931902,0.907523168419439,0.138166865183105,0.478683883767838,-0.0551203241105114,0.269535415783995,14873.6410065617
"144",-0.426619829407674,0.907495138939553,0.138107313613547,0.478574785945603,-0.0552110656566735,0.269535739201954,14871.2268952714
"145",-0.430400902073243,0.907555692653751,0.138142085356488,0.481901479362577,-0.0551492103965038,0.269464982651609,14870.3278301561
"146",-0.489500022113427,0.912107476255005,0.150464212463384,0.551129112854361,-0.0746031996600697,0.267017354852629,14871.581931545
"147",-0.490784043736266,0.911639604356577,0.150044430835512,0.553700013061285,-0.0746072042379202,0.267118770251008,14871.4940672686
"148",-0.500935888765233,0.911291719048036,0.154150368054416,0.556349121250329,-0.0755512184206251,0.265449248758482,14873.442494215
"149",-0.481086058700226,0.906219297434123,0.15481395875236,0.540580058679966,-0.0722827120042928,0.263514967801442,14873.3234183509
"150",-0.481162967041397,0.907728019333626,0.153813317821809,0.542412405507342,-0.0734685228874011,0.263753558958119,14873.8627775669
"151",-0.48263824536902,0.911728258833642,0.148833997911598,0.539200044264949,-0.0715899082377654,0.26643781323559,14876.0086665492
"152",-0.426549972341984,0.908750825811069,0.137151986171578,0.475249263349962,-0.0543837291331124,0.270186307718391,14870.8357916154
"153",-0.422938222047373,0.908566156520575,0.135579761021956,0.481835092418355,-0.0555616731886748,0.269722896714031,14872.5985456289
"154",-0.424615582446672,0.908854315943958,0.135998371642176,0.478325960169757,-0.0546341804880338,0.269577403458154,14874.4164558282
"155",-0.420830965719546,0.908475445841099,0.135859158642904,0.478492300904294,-0.0554639520136606,0.269848934238947,14872.7113297669
"156",-0.461747635262081,0.912335199314565,0.141353385505565,0.512875953233945,-0.0625718419309713,0.269821278897164,14873.6119447567
"157",-0.453765584888269,0.91130287906577,0.143468094377808,0.51193985289922,-0.0663633994353093,0.269714743145977,14874.0888594068
"158",-0.471861410978807,0.907848119459333,0.153596641526937,0.52964822146581,-0.0727904017588056,0.269410875796817,14872.0489174815
"159",-0.475387552155911,0.90740175865737,0.151973247213609,0.540846759985044,-0.0728223202772628,0.269752143445836,14873.5050619937
"160",-0.477114139225876,0.907492992928867,0.152419879604863,0.537849753921694,-0.0721174417972643,0.26992268399251,14875.3821002627
"161",-0.464474191533125,0.908056692635015,0.147522586139273,0.520904867697635,-0.0664320475481648,0.268004825844866,14876.0128088118
"162",-0.453502989830872,0.911887222859038,0.140773694758107,0.50994861725901,-0.0634314497546864,0.267649989273705,14876.569739798
"163",-0.454529994806673,0.911545407404541,0.141111915195449,0.509048305357555,-0.0627515654141142,0.267687349920903,14876.9579196024
"164",-0.485353220055375,0.908511507400546,0.153032800239165,0.547262257637085,-0.0738668468417776,0.265600813917601,14876.5210923666
"165",-0.497251888876293,0.904810848253587,0.160876456058129,0.556796179020495,-0.0769169468808353,0.26674787978108,14873.4931619625
"166",-0.496493044182469,0.906702180790773,0.158672866588968,0.556922270451522,-0.0768700860583391,0.267460074314225,14874.8797711773
"167",-0.490772737950267,0.911122137806426,0.15249529528275,0.550426080978948,-0.0756842849129028,0.270526016693013,14874.5836529666
"168",-0.478792363275989,0.90940347028603,0.151098969659851,0.535571145509398,-0.0711321930741935,0.272358851446934,14874.8200405128
"169",-0.476040964779217,0.909366119587089,0.150925730091325,0.53640465751193,-0.0724939964683117,0.272135362785049,14874.1814585022
"170",-0.449845761136183,0.909936556758188,0.14402711667446,0.506838925848093,-0.0652991466630433,0.27295989914053,14870.9526024038
"171",-0.441182795975159,0.909683561934643,0.136626839846117,0.493916220438998,-0.0555363373508804,0.273515286552165,14869.6327950597
"172",-0.434309128714317,0.908714722766446,0.138343320631024,0.489586374817616,-0.0575030166306592,0.27323091879053,14873.154758872
"173",-0.43598666997649,0.908622386118705,0.137875161363194,0.489945305492647,-0.0563791458935455,0.273353429035387,14872.7583468232
"174",-0.426887779691202,0.913013681678044,0.130237017891877,0.476516429219325,-0.0520112539758731,0.263397060107647,14870.284618627
"175",-0.426794950756987,0.91289229206673,0.130762842934737,0.475912159958871,-0.052124778920483,0.263493819262604,14870.5157404194
"176",-0.433669172400335,0.906212203890822,0.141840254025786,0.491461602593415,-0.0591613583452404,0.264764549528388,14873.3307195787
"177",-0.499255211970932,0.906359218779994,0.158361299309941,0.559403979883366,-0.0761688890832861,0.271126747914967,14874.1996373048
"178",-0.45029162790128,0.91119875502789,0.14273076142748,0.505446920687679,-0.0645956717579522,0.272404198522377,14872.7407861566
"179",-0.45046186312932,0.911167086383995,0.141967032315908,0.506264240272572,-0.0640277855202028,0.272367104246446,14873.6161004677
"180",-0.482623763666606,0.908508789104403,0.151292477735565,0.541027022328911,-0.0709548236277256,0.268542579009028,14877.1571919687
"181",-0.483381181537247,0.910584837026626,0.152013289517819,0.541444981223467,-0.0739236730948575,0.269618453348619,14876.8995805777
"182",-0.484034851694791,0.909253277506967,0.150802624103893,0.541898848659777,-0.071016220807495,0.270914148618991,14876.1082588043
"183",-0.469515801695266,0.911376737256838,0.143851478233858,0.526949730929275,-0.0661515539323479,0.270722872294144,14874.9766213898
"184",-0.471543928690676,0.911351524938081,0.146224357297969,0.526976932054549,-0.0681170297897608,0.270642189506683,14876.8287455229
"185",-0.470258365032651,0.911464051463289,0.14546173825734,0.529992933838706,-0.0686765006126563,0.270577949230434,14875.5940215466
"186",-0.468399934575385,0.910464244465251,0.146049410814601,0.531133687814341,-0.0694048879029684,0.26788528944793,14873.3516114898
"187",-0.477164737464052,0.909555658232342,0.149018460981978,0.528131639971424,-0.0676649115638447,0.268395378303323,14872.1907443082
"188",-0.47229255844317,0.908545803006575,0.148018352439019,0.536347609666664,-0.0697524917842302,0.267903716436277,14871.4927827457
"189",-0.472167883553001,0.909164017546226,0.14913378158617,0.535996085409558,-0.0710442350113478,0.264880542704782,14871.7358209494
"190",-0.457959985422384,0.907250607776315,0.14643450290377,0.511209087649678,-0.0634779519939348,0.267817455042268,14873.8622401752
"191",-0.459773214764887,0.907396455712758,0.145922822673318,0.523585763405584,-0.0663291754095419,0.270573923496366,14871.8616909696
"192",-0.461007170063884,0.907554494289436,0.146895333329303,0.522400510205824,-0.0664374128751207,0.270595914367845,14875.2806227225
"193",-0.461385076868448,0.910517489148643,0.144629058364713,0.513706758961944,-0.0645357881594451,0.268440128169931,14876.2086058611
"194",-0.476696206399933,0.909453454335624,0.149728544743349,0.533321353508001,-0.069985917866342,0.272500563319108,14875.5956700066
"195",-0.467424680457732,0.910229121972241,0.147707829023527,0.522288210360812,-0.0683348955387405,0.266287524348884,14876.6268640895
"196",-0.466891026223931,0.90945465626421,0.146589035204159,0.526394057841797,-0.0675385798970035,0.267074629377139,14877.0699492636
"197",-0.466631267225711,0.909465359214677,0.146551535359135,0.526604477795779,-0.0675058169593113,0.267099207024896,14875.2253583216
"198",-0.46841940982456,0.908623231442282,0.146360561597968,0.53019082537591,-0.067198663311191,0.267112113900076,14874.5668893556
"199",-0.487810785180813,0.909838732424643,0.150590661675173,0.539079270903582,-0.0695488166306515,0.263877216047297,14867.3911504919
"200",-0.482042261839192,0.909297586956172,0.15008369410193,0.54380032541229,-0.071297821697958,0.264161591022065,14872.0965895973
"201",-0.493993672060735,0.90923998947357,0.154010860099577,0.550604296841801,-0.0738440804823862,0.270720746114186,14875.5448167056
"202",-0.496078089247282,0.908775473316772,0.158159133041356,0.554245875313249,-0.0781529182779707,0.26934992166853,14875.1382140688
"203",-0.496401059187463,0.908757331691137,0.157481188116524,0.554949633571188,-0.0780257741767923,0.269324551462029,14872.0816451863
"204",-0.496000837683308,0.908788707908601,0.156908881492633,0.555183133721689,-0.0774561732094859,0.269157321884647,14875.8075523411
"205",-0.500132284994582,0.90963236470738,0.155686156598455,0.561482696453763,-0.0774217589804955,0.269461490713934,14876.4716811248
"206",-0.486646911654597,0.908794113844027,0.154302619240333,0.549398515681442,-0.075683327076561,0.268877207582545,14876.1170713615
"207",-0.496165275240703,0.907763510638313,0.157016287006369,0.560720973045645,-0.0779470391206079,0.269317844449108,14875.2254694219
"208",-0.460481776112747,0.909818134863145,0.14509258268445,0.513501010496194,-0.0645831661055368,0.266678767394358,14876.6121833283
"209",-0.481005468054486,0.909142663284777,0.152051974124973,0.544117977005651,-0.0738443292870512,0.265814937080358,14874.8385809021
"210",-0.483998739003411,0.907422336811625,0.153417266965568,0.54005189169541,-0.070993238960569,0.26575049444839,14874.2176443525
"211",-0.468309688976528,0.91056604996451,0.147019473740331,0.52912935136727,-0.069610356574677,0.268898261635121,14875.3788858061
"212",-0.471649866221896,0.910763284924391,0.147285243674167,0.527616929842223,-0.0685719545264588,0.269085308412653,14877.5589480465
"213",-0.46844101566054,0.911745946960807,0.146660985033928,0.524447692876501,-0.0692077370456729,0.269005184961486,14876.5738231818
"214",-0.466230042638317,0.909258920933026,0.145793363114504,0.522463533591656,-0.0655202860845171,0.269305903838161,14877.0846877613
"215",-0.466967397714679,0.910033551812819,0.146908936808148,0.521598250979791,-0.067170546022925,0.268570631679855,14877.5086838261
"216",-0.444992652750499,0.908553068915745,0.141004054321306,0.503010720696446,-0.0606986313367307,0.271948167209437,14874.9543786105
"217",-0.465967780444333,0.910412792067119,0.146304529420368,0.520418875630206,-0.0667483536443556,0.269456286660188,14876.8076142494
"218",-0.474420063943848,0.910520165904689,0.147021070900951,0.529931526796629,-0.0677454150172058,0.268574548140942,14876.6458047083
"219",-0.469149726000901,0.91075256228791,0.147785985105713,0.5273710378665,-0.0698766864029534,0.268023969344292,14876.6474987492
"220",-0.462917613722348,0.909216214799242,0.145264325762793,0.521384087662923,-0.0657191427654402,0.267793669161433,14877.5278315874
"221",-0.489545363317967,0.909075936526274,0.153767370193892,0.55102049676236,-0.0750313809451534,0.271810879385392,14875.6985546586
"222",-0.501331509994533,0.912235864671424,0.1558334254191,0.562800925510188,-0.0805445321251862,0.270784768855013,14873.5685480346
"223",-0.498684883386794,0.90936538575491,0.154372123019193,0.560110552729072,-0.0757979195007449,0.268633368564931,14875.1988133296
