"","alpha","beta[1]","beta[2]","beta[3]","beta[4]","sigma","lp__"
"1224",-0.490637894923753,0.911962049202142,0.152990580911744,0.547398362844843,-0.0760798714094015,0.267352038459403,14875.906629566
"1225",-0.489590737281812,0.910021408546228,0.155496934509718,0.547665465578145,-0.0767134687218791,0.267354594899637,14874.1134473415
"1226",-0.467358237596056,0.906486121462275,0.151839416807703,0.525979889468,-0.069955801685664,0.268973710046634,14873.6910682289
"1227",-0.467404801064395,0.911597129446543,0.146819880198075,0.524729114184524,-0.069532496117952,0.267048464605423,14875.5908895465
"1228",-0.466082783121489,0.909449055203696,0.145285473386647,0.52385807116218,-0.0658024007712135,0.267454130294778,14876.8766992724
"1229",-0.456211939263698,0.912866049164525,0.13930125271885,0.512774416420533,-0.0631731868169714,0.270104003305517,14874.4225102491
"1230",-0.460219698984334,0.9113136675436,0.141414616491013,0.511805822028529,-0.0621869734683944,0.270390178224961,14871.8522260869
"1231",-0.443796256687585,0.909257236887746,0.141129182343018,0.501729803381426,-0.0619020180356688,0.26611729970933,14874.1374665381
"1232",-0.445827021048699,0.910765634097111,0.138401185099113,0.498642207924562,-0.0588442576540813,0.266058732484096,14875.5293954598
"1233",-0.460666056112195,0.909834004924701,0.145947851433123,0.518277147445546,-0.0669795778329694,0.267867391025622,14877.3464783195
"1234",-0.471529921270465,0.909063643267121,0.150121413855718,0.528840375563263,-0.0702081643056853,0.268108785246731,14877.3328719384
"1235",-0.472217259211376,0.909025489315192,0.14973502320319,0.530576645127914,-0.0701411758835577,0.26741839017065,14877.8245243834
"1236",-0.458542182046633,0.908124302988777,0.146833062237773,0.514896782915917,-0.0655102984652408,0.267561356387569,14876.9021839699
"1237",-0.479210767024253,0.910921004559328,0.148577992006746,0.538952762859698,-0.0713790988894012,0.266041926857055,14876.3506098716
"1238",-0.483712621424631,0.906731416158484,0.154648118895826,0.542149406557103,-0.072565141554241,0.263120466105374,14874.1516879853
"1239",-0.482829646129032,0.907983632677512,0.153732549084482,0.541446084282855,-0.0729278062824168,0.266691089833514,14877.2169784458
"1240",-0.467107831018006,0.907349507526527,0.149965457256462,0.527008328906461,-0.0692419960031219,0.267160770421131,14876.0846236552
"1241",-0.461510115802264,0.907399953763326,0.148581078658486,0.520924254874035,-0.0675580900367846,0.26526883582093,14876.1336869699
"1242",-0.43134192767692,0.913233941247959,0.13378484753609,0.482343042168986,-0.0563427738746157,0.269641649916341,14873.8898118192
"1243",-0.439053810788684,0.908318678497341,0.140560850488234,0.495216785794173,-0.0592869006831763,0.268181237351674,14875.4451745767
"1244",-0.443020814387917,0.908751598814197,0.140679649363397,0.497766331034831,-0.059793178303555,0.268022901906309,14875.8591936939
"1245",-0.440602122389398,0.907055901826806,0.141522640909756,0.497681575371687,-0.0596412134255641,0.26766594775974,14874.2183951134
"1246",-0.436816146275873,0.905931903690687,0.142591041058296,0.492481101266115,-0.0589759270179215,0.267551350797523,14874.6070129697
"1247",-0.433088857139602,0.905174867915285,0.142138592519795,0.493035212883367,-0.0590169692074574,0.267759324366424,14873.5982263748
"1248",-0.463817332517829,0.911070488215975,0.14316257191421,0.517959092365103,-0.0642300091601947,0.268246275255882,14876.7387286171
"1249",-0.459551302607692,0.909883011379221,0.145765895380375,0.515509850494002,-0.0663472099641912,0.268981543651514,14877.0722424308
"1250",-0.465308545250307,0.910893055328,0.143158232617597,0.520067909416299,-0.0642461186771398,0.268515974996199,14875.7783696748
"1251",-0.46155916392627,0.910512390561685,0.145125134094969,0.520021309295589,-0.0668765849111456,0.269666426833333,14875.702450819
"1252",-0.478915055872573,0.911195783437788,0.148280840841795,0.537656622295405,-0.0708138609911995,0.267634238981561,14877.0864527158
"1253",-0.478574072009731,0.908727438429235,0.150858256536259,0.53815038016787,-0.07138334146388,0.266867847112433,14876.773746327
"1254",-0.455381631797942,0.909919699438286,0.140985367823052,0.511558322097118,-0.0612181306066478,0.264444917845744,14873.4405827018
"1255",-0.450089199206808,0.910004365659692,0.143504925461512,0.507244168890682,-0.0644926551618485,0.266547176802563,14874.875760242
"1256",-0.45617780754493,0.911739586307521,0.139658161199765,0.509561171430083,-0.0610886724528156,0.266980343631651,14875.3030543025
"1257",-0.45580340403647,0.911637293373921,0.139820559053221,0.509234470061015,-0.0612153259822091,0.266982787486714,14875.6587562864
"1258",-0.473824981403042,0.907353489974488,0.150827968682943,0.53270692296726,-0.069434626898401,0.269331222784485,14877.3920757895
"1259",-0.49661026623649,0.911556602817263,0.154605376053812,0.553584131317647,-0.0773070672160731,0.268396678432137,14876.2290974247
"1260",-0.491736338754197,0.911480016577677,0.15380035196951,0.548537486376339,-0.076475331184862,0.266449585472671,14875.2033505408
"1261",-0.499150993371558,0.911035787070341,0.153609736596895,0.553915140449255,-0.0747788661711851,0.267750110834949,14875.121841238
"1262",-0.487756850466196,0.911535685065963,0.15137687352239,0.540229291104135,-0.0722877532134551,0.271469607881112,14872.8732094298
"1263",-0.488558002718939,0.910965463168186,0.152526507378977,0.538433232905501,-0.0723123898484127,0.271293457863972,14869.9918713778
"1264",-0.505227439831637,0.909970152261701,0.158863471266812,0.55784374281092,-0.0783898091673472,0.271210433647867,14870.2042799227
"1265",-0.500626462831438,0.9097560993666,0.158127908390692,0.563906185622241,-0.0808259758574381,0.271253652701737,14873.8521949739
"1266",-0.505292432394481,0.909937773970333,0.158208939627693,0.562792714722825,-0.0791956173653786,0.271142170006988,14875.2877075594
"1267",-0.4872250809042,0.911053804075387,0.15094069562809,0.546657769639903,-0.0737352151868308,0.26828411098295,14877.2371951056
"1268",-0.480267099786227,0.911316292197642,0.149576306509535,0.534156137918897,-0.0711230622496131,0.268680321546459,14875.68443273
"1269",-0.479311144129673,0.906179137296696,0.153318375761428,0.535605994687678,-0.0699504166964041,0.267690260623784,14875.1140042103
"1270",-0.463476463420057,0.911452469357169,0.142146644625307,0.521843270585433,-0.0650198032626392,0.266370952417347,14874.4334953791
"1271",-0.475011893681898,0.913162844982641,0.144082430550757,0.530129668976435,-0.067560941541261,0.268240543950137,14875.6942178608
"1272",-0.464921107404112,0.905523593244693,0.149272349543583,0.524845686971653,-0.066203847587073,0.265304487541129,14874.9691778001
"1273",-0.459493406294166,0.907653316004861,0.147835954651476,0.517759539250399,-0.066620702476857,0.265079108489044,14875.6573874588
"1274",-0.478947144914075,0.91227218072381,0.148259452735162,0.534453592749547,-0.071273368000948,0.269741463099121,14876.3605090478
"1275",-0.478745900492166,0.909450060559458,0.150143752998112,0.535187954683543,-0.0701881143703395,0.267049109969402,14877.6992431018
"1276",-0.477232054410692,0.910869202784712,0.148430199801289,0.532137166366281,-0.0693489396626644,0.270089811930061,14875.9042075408
"1277",-0.461588627855068,0.906027098296987,0.14792395076107,0.519795525415691,-0.0648764649627385,0.26963833929392,14875.9146057636
"1278",-0.440479620662069,0.913530667502496,0.135651266393341,0.492554873372077,-0.0587690091539968,0.273211779226905,14872.1661832899
"1279",-0.471492974638822,0.91100268405386,0.146983105406194,0.531434395571152,-0.0698697211189634,0.270655696926787,14876.0460077308
"1280",-0.465856065214438,0.910558219291548,0.145683339847746,0.521647976396123,-0.0668637687238307,0.266703703029763,14877.7565968694
"1281",-0.490845153092966,0.908698450438603,0.15481251566802,0.551599482328111,-0.0754037753316257,0.268618113554719,14877.4342559576
"1282",-0.522289309785903,0.909603013839787,0.16297477061181,0.584915963594633,-0.085200457747169,0.270244146740203,14874.6144421138
"1283",-0.517306929847834,0.906736152092043,0.163486515031616,0.583057614035817,-0.0835909936520436,0.270209061608006,14873.1189679063
"1284",-0.514407656025802,0.911834976509718,0.159430628510107,0.577115656529585,-0.0840995561487847,0.265917282752418,14873.7541130607
"1285",-0.461377699771942,0.910962962599478,0.144201004767965,0.518863167803702,-0.0663232823984755,0.270170057967211,14876.9631945567
"1286",-0.446695420473058,0.908351787668503,0.142261398261152,0.505740299209623,-0.062376776733153,0.268579216281338,14874.4845122205
"1287",-0.441143299396682,0.904487555595091,0.143784622039511,0.501458607394578,-0.0599533305856499,0.271365655488409,14872.5109909187
"1288",-0.442504221891859,0.904413514210788,0.143646510803597,0.50388665403307,-0.0600133834831577,0.271713671150344,14871.2969610695
"1289",-0.442449604802339,0.904440873155709,0.143787147068313,0.504011730494127,-0.0599143587987735,0.271712331004355,14869.9581849065
"1290",-0.463284233623831,0.908819847362688,0.145614681243267,0.523766999536314,-0.0664567733097303,0.27180892174534,14874.2322098424
"1291",-0.465214476220681,0.908441235712241,0.146143490471902,0.52102395490022,-0.0649933676389311,0.271156068017652,14875.4768676877
"1292",-0.462329952739237,0.908689753451479,0.146360323065908,0.520408923177636,-0.0661758534872161,0.271321301177947,14876.6556892962
"1293",-0.454763695253739,0.906543129915219,0.14688080582076,0.512104176510222,-0.0642619283957707,0.268109230802339,14876.7455499267
"1294",-0.454082269340457,0.908401499436335,0.145010885025867,0.511672579060628,-0.06458887843088,0.267598398990864,14877.1114153363
"1295",-0.457400810803944,0.908570449838689,0.14410636750143,0.51390829603589,-0.0633092452881486,0.267461521091759,14877.2409622016
"1296",-0.455317207923539,0.910459346949382,0.143401415067429,0.512852030458656,-0.0652342214192587,0.267824878350955,14876.1815207081
"1297",-0.45276350199994,0.90800756705077,0.143876045231603,0.507943227362215,-0.0619129502404034,0.267228616776558,14876.3059828478
"1298",-0.467501747458353,0.910338733711261,0.145616444561244,0.523838872384891,-0.0667826397318927,0.266568122080709,14876.9406723202
"1299",-0.460819568768991,0.911206271780586,0.143677794149604,0.516066176916351,-0.0653906809395678,0.266275552745945,14877.3234598187
"1300",-0.489699817017009,0.909285446733056,0.154083471018137,0.54779395078545,-0.0746439121955989,0.268540469935916,14877.548887295
"1301",-0.492458859654126,0.910338847976868,0.153432257444546,0.552030960933116,-0.0755171101654672,0.269959321195452,14877.060911472
"1302",-0.465612087135125,0.909046473405273,0.146036172324187,0.522265893309921,-0.0658027003262018,0.265702299354876,14876.9246575264
"1303",-0.463675778537568,0.908799315607645,0.14766670377423,0.518390995955753,-0.06671896270955,0.266383666019349,14876.585535959
"1304",-0.465545550343309,0.908731422571503,0.14837658459574,0.526910083128587,-0.0694780911799445,0.269305437429686,14875.8588912382
"1305",-0.473802575649998,0.908684918374665,0.147834345335476,0.530401872728589,-0.0670747705192268,0.269527221476124,14875.826595383
"1306",-0.476163554929596,0.909675680693008,0.150477636935323,0.533706966413012,-0.0712415619223403,0.267573998803024,14877.750699553
"1307",-0.472037671042163,0.908182173048828,0.148997559365526,0.527243538797762,-0.0675105883231063,0.270441020895489,14875.321817441
"1308",-0.470012185649885,0.909281362810744,0.147622236484067,0.526135428006315,-0.0676536851822138,0.270777768054529,14875.9284664948
"1309",-0.474395274359413,0.911101266703406,0.147553509721142,0.530877482127406,-0.0693687316863597,0.27145715426521,14876.4550115264
"1310",-0.442837766908829,0.908923561129383,0.140689855324823,0.495558957865466,-0.0591778639227744,0.263084413546458,14873.4601822317
"1311",-0.439095346325442,0.910854851707249,0.137975489068833,0.493807601583788,-0.0591993533487836,0.272895381702372,14873.8344232338
"1312",-0.443976133018829,0.909919556667948,0.138918742940924,0.499218392811304,-0.0591862238864783,0.272665400062457,14874.3266314981
"1313",-0.442438366133224,0.910717764934255,0.140696876607462,0.497636699347841,-0.0619740989585166,0.271457229605335,14873.6763596693
"1314",-0.448782214850645,0.908524062601774,0.141010035531485,0.504534092705483,-0.0596628116954261,0.2698427995357,14874.8767557546
"1315",-0.441160184711501,0.909691810421143,0.140146831815371,0.498563529016564,-0.0608777921559901,0.269838324139921,14875.6302130228
"1316",-0.420676650555795,0.910469890011451,0.131382959445343,0.470857836234814,-0.0505134461575394,0.26820590413179,14873.2586223637
"1317",-0.419090894137536,0.911080899167264,0.129701986959421,0.471814283155666,-0.0502955884329291,0.267990075881585,14873.0522894018
"1318",-0.417025686487963,0.911211558963017,0.129913203329091,0.471905864724667,-0.0515448647339184,0.267981436219931,14872.9067499355
"1319",-0.501260279413731,0.910723170561601,0.15448793601945,0.56344375149343,-0.0775972786012363,0.266419869414538,14875.0757900265
"1320",-0.49454056537995,0.910458329639159,0.154260295773691,0.551812963329031,-0.0755007663623674,0.2645756983098,14875.0606205393
"1321",-0.480296760142774,0.909721535489438,0.150821511713305,0.536395130462182,-0.0710571383465156,0.271246715089312,14876.4120306015
"1322",-0.479433101144367,0.909507862041125,0.151625196884193,0.535901909453076,-0.0719761130906948,0.271982638092569,14875.53377085
"1323",-0.470374226582705,0.91119550958654,0.14701807625247,0.526031414904289,-0.0687414725487852,0.268485454815739,14877.4639784482
"1324",-0.497200837508573,0.907777504915981,0.157133296178355,0.559205417270962,-0.0772323899381516,0.267508132316887,14876.8001186316
"1325",-0.49925739623172,0.908607456452056,0.157440993343151,0.555443754277521,-0.0765714928605644,0.267494175857284,14875.6695903523
"1326",-0.491181647504951,0.908822152039138,0.155544996524736,0.550391571356209,-0.0757781144434809,0.266464259322154,14876.7472249663
"1327",-0.46644032496484,0.91009657919953,0.147281872215017,0.525174162371514,-0.0686377473931749,0.267752255149933,14875.3861825772
"1328",-0.467392254973092,0.910874822726223,0.146693492570972,0.522602960140602,-0.0683592047360459,0.267272686400516,14874.8248727142
"1329",-0.466150831939226,0.910490206402522,0.144033443415052,0.522249874440627,-0.0649264159117852,0.268455926237099,14876.3708590292
"1330",-0.492643022629504,0.908595235586899,0.157823130063562,0.551530358115726,-0.0782196026032023,0.271615191802001,14872.2275163528
"1331",-0.496245503710734,0.907438253248864,0.156159954074391,0.556137256330228,-0.0753571510607973,0.271656713503499,14872.9020555985
"1332",-0.460576610935021,0.906750920711927,0.146319903637739,0.519653856446332,-0.0642893070123172,0.26813749596436,14876.0150450749
"1333",-0.446466685137309,0.903686201852337,0.148930951934824,0.502744254098717,-0.0630030341615467,0.267821188745911,14870.6948567358
"1334",-0.451439124517798,0.910353942775732,0.141760908564945,0.501975981921024,-0.0610979765618067,0.267513626705132,14875.128733035
"1335",-0.449425933242285,0.910491734283312,0.140953546122282,0.509429860722419,-0.063279900948751,0.268103830567348,14875.0231619655
"1336",-0.476766826044628,0.911222430786216,0.148896221127608,0.528037999753638,-0.0694391578378066,0.266018456459659,14873.9284810003
"1337",-0.473849236547335,0.911453105206263,0.148689925151693,0.52718939866784,-0.0701893338034896,0.265476530844425,14874.7478584639
"1338",-0.487165192924896,0.907902421909877,0.154286304402631,0.543327667026701,-0.0726087590647014,0.269535627881021,14876.0734003645
"1339",-0.462897122292699,0.911620595839821,0.142954399351657,0.517328826322931,-0.064802327642588,0.266429472313775,14876.8537475674
"1340",-0.447554313264416,0.908423232312305,0.141929835825232,0.506704678363951,-0.0617399780804732,0.266037959308208,14875.8445797673
"1341",-0.438174279144209,0.909348087800601,0.139208013532939,0.490033950348568,-0.0579581613016396,0.26629188136579,14875.2130897243
"1342",-0.463471315321461,0.908811616769673,0.146055052470749,0.522932811903569,-0.066566222267716,0.268307656758971,14876.9035784881
"1343",-0.497427244565309,0.910535017036823,0.155622209471756,0.557360365144815,-0.0780191887591726,0.268734765614593,14877.0209831709
"1344",-0.464129028050941,0.909395431755598,0.145493995728338,0.51952066278626,-0.0652697550832184,0.27136916500636,14876.1492456488
"1345",-0.460460828303533,0.910465629239171,0.144228254347941,0.517815114126552,-0.0658007520310445,0.270023771292539,14877.2175584205
"1346",-0.458672993356699,0.909917682433091,0.142986800042887,0.519981391123167,-0.0650875376934145,0.269782908477769,14874.3714284786
"1347",-0.461341752133673,0.910873055907045,0.143537715912055,0.511885254069985,-0.0632375193655858,0.269306004507894,14874.7234360397
"1348",-0.46231239647548,0.911032756159187,0.141919896387102,0.520622987399347,-0.0640890231029528,0.269119730423123,14874.7236612101
"1349",-0.452728699838682,0.907702604694351,0.146464654146553,0.513460729484,-0.0661990941598555,0.268548867745296,14874.6857694391
"1350",-0.462045144567354,0.907995696901102,0.145267831998102,0.517598690336997,-0.0635326274678554,0.26930819976733,14875.53060734
"1351",-0.458278680022856,0.908965019312517,0.147554516414278,0.516496629059825,-0.0678815662093102,0.269965808926509,14874.3062358538
"1352",-0.462767974399562,0.908094694922457,0.146705714865197,0.519912262706137,-0.065739667932381,0.270087038475368,14876.7487196358
"1353",-0.44872669222097,0.909973053495196,0.141214762464077,0.507609555346986,-0.0629523575195443,0.268342798817247,14874.8173399091
"1354",-0.447527546842673,0.910727009110472,0.139643402892116,0.500391357965837,-0.0596651425137466,0.267632996007682,14873.8069887358
"1355",-0.446452341952777,0.91023192612661,0.139281352789571,0.500285362362916,-0.0598412710635901,0.267495299452115,14871.5114134235
"1356",-0.446496191061512,0.911441209510419,0.140528019501646,0.502225968981177,-0.062816318897281,0.270760106222906,14874.7327645203
"1357",-0.459327016617512,0.909460136630893,0.146885846133289,0.515456548551033,-0.0672276891016988,0.269832139318442,14875.380916795
"1358",-0.470198863544449,0.910099716771349,0.145660507077302,0.523777312942783,-0.0653939280953918,0.269542938605118,14875.4294304236
"1359",-0.456470326846441,0.907438070095456,0.145616083832478,0.514825644210271,-0.0641440696707475,0.269542613889103,14876.9329537666
"1360",-0.457349344008631,0.908092539895158,0.1472161354819,0.513581065988613,-0.0660415023797093,0.269853937943585,14875.9943848448
"1361",-0.491354133568446,0.906158635006034,0.155496932459562,0.549800012816675,-0.0725383159806329,0.269603544324859,14873.7660626201
"1362",-0.493717148301244,0.908606311043313,0.158185375604716,0.554455386300867,-0.0790518890605219,0.270384001342452,14873.9236080509
"1363",-0.488980502183794,0.908826274028948,0.151969801107906,0.547717613612274,-0.0717391831118512,0.263159724656166,14871.7366686519
"1364",-0.46915495783258,0.909951086283455,0.145637166343813,0.526171490675199,-0.066022958694584,0.273396480856843,14871.1065871514
"1365",-0.469768188050999,0.909936649553741,0.145455125537165,0.525948444159487,-0.0660634670055224,0.273416753736535,14872.367467168
"1366",-0.465682875396462,0.911110891707623,0.143498362029713,0.518774346784115,-0.0644886146634746,0.267947893223691,14874.4283769529
"1367",-0.462972088782407,0.9108846755432,0.144580596678448,0.523599514352608,-0.0675685870415418,0.268507411666812,14875.7162114968
"1368",-0.465175659414544,0.91090178262013,0.146242033433433,0.52203311582429,-0.0680548067187596,0.268320279707848,14877.0400889492
"1369",-0.462165128992203,0.910805229817637,0.144877969493628,0.52106941133827,-0.0672264676159633,0.268876447518298,14876.7295917872
"1370",-0.461380058303296,0.911084592293227,0.143085265256835,0.519621489015167,-0.0654931996862385,0.266545853427301,14876.6844242896
"1371",-0.458683115945772,0.908403212638303,0.146500710479049,0.512702765484361,-0.065040286069566,0.266834552725967,14875.4780537279
"1372",-0.452707764297988,0.90612972056803,0.14737958604616,0.514789499203125,-0.0658272747751911,0.2668710463235,14874.3960390458
"1373",-0.472583843493622,0.913236595658134,0.14484268485061,0.530800727517327,-0.0693906029635587,0.265622819498462,14874.6656188561
"1374",-0.489611877363145,0.910794967478076,0.151086534911846,0.550513971160356,-0.0737777860179214,0.268359653951105,14875.7118144081
"1375",-0.452680580973735,0.912116243141764,0.141845424281042,0.504396664808808,-0.0633582048172673,0.267257925346546,14874.581712365
"1376",-0.451638777326772,0.910562244103441,0.141127112151322,0.508524807777353,-0.0628792583278804,0.26780240594273,14875.0782941499
"1377",-0.457716899787026,0.907326660538202,0.145960928132288,0.513478386493575,-0.0636934995050417,0.268949762737423,14876.6098944683
"1378",-0.461519726751803,0.910330550255023,0.144808718862853,0.51585555809634,-0.0650908627782273,0.268265142962685,14876.958395589
"1379",-0.482901098393293,0.907379424293721,0.153517040725858,0.540022127356572,-0.0713448774269439,0.26833088537042,14874.7733034003
"1380",-0.484349233378966,0.908145692952713,0.153545251678671,0.543029631763751,-0.0730228164098808,0.268534592956722,14877.7415169013
"1381",-0.484851532357834,0.907839976666122,0.153963822375541,0.541915573091559,-0.0724552612020572,0.268572076619875,14876.6818368433
"1382",-0.480779214344442,0.907106901455547,0.153779692554537,0.54215060673482,-0.0731075690060452,0.267864762665106,14876.9213075479
"1383",-0.510768582114176,0.911249944301277,0.158440783286364,0.570643244141569,-0.0815151160918277,0.268299521505048,14876.2254569334
"1384",-0.458003790168572,0.911050126908539,0.143365271266125,0.512331459707494,-0.0645517593746283,0.26639116129873,14877.1154031297
"1385",-0.476341070477328,0.908836336151002,0.151009124351001,0.53113694284336,-0.0700328538300214,0.26960490265954,14876.4369870571
"1386",-0.481916790318565,0.910684107450797,0.149917545081327,0.538002373111557,-0.0712372780762695,0.271499013142751,14876.3740566655
"1387",-0.486669043802452,0.911671035592999,0.150686590872566,0.542581591285483,-0.0730093233126724,0.27067327107679,14876.5712095023
"1388",-0.496985436272643,0.907230907729718,0.158624433869302,0.556695140921048,-0.0774517996578198,0.267337198982531,14876.6172285545
"1389",-0.495174449856314,0.907045488067691,0.158101059273898,0.558099156947952,-0.0776897182897028,0.267442719250047,14876.4853283063
"1390",-0.469189712738037,0.912176485847416,0.144611103378377,0.528641383847342,-0.0685124472057119,0.268373282031309,14875.86774241
"1391",-0.483708893441845,0.910077358922062,0.1518368334274,0.545995258951821,-0.0746184404889133,0.265881483475425,14875.3523394006
"1392",-0.489333502947417,0.909079536071891,0.153338161107702,0.54767584988701,-0.0738684770139198,0.265171034457596,14874.9969525805
"1393",-0.493741653466307,0.910244598160403,0.153699476264462,0.552822285501968,-0.075339812406791,0.268180370793574,14877.348715628
"1394",-0.491566154982155,0.90880988299408,0.154517367764638,0.547849363718814,-0.0737907715371782,0.26667901947303,14876.3536415436
"1395",-0.491258742424302,0.907750169093424,0.155991983601297,0.554859084026772,-0.0765464234154025,0.26624371989134,14876.0003487174
"1396",-0.492702014159148,0.907798667150265,0.156671072236595,0.548810244491686,-0.0749947565313066,0.267875965609026,14875.5910402013
"1397",-0.455293368340869,0.911674200155154,0.142406980589593,0.512769300164121,-0.0653654505191049,0.269249048241377,14876.0468088634
"1398",-0.466964800792493,0.911304024362943,0.144468614091669,0.52055424987374,-0.0656361936949691,0.269220258226332,14876.8912068112
"1399",-0.431954244779005,0.91011575114039,0.136336078879058,0.484108819407392,-0.0560779621661985,0.267464230500876,14875.0442221998
"1400",-0.449872312331671,0.909622645340633,0.142455332958331,0.504645961380961,-0.0622270803038475,0.271126763892174,14875.9649719614
"1401",-0.446247206435878,0.911058969171801,0.138030821746026,0.498950455312016,-0.0587312903902564,0.268270050192354,14875.6851450975
"1402",-0.465848393849489,0.908900102059224,0.146845608884689,0.522955472702084,-0.0664892781034847,0.270435708132906,14877.1031565524
"1403",-0.464591787883065,0.907959460858878,0.146796954211997,0.521356266505563,-0.0653625650014503,0.271124621267788,14876.1016335712
"1404",-0.449266079671232,0.912113750893878,0.139950667586436,0.504166245467186,-0.0626747178701611,0.267103855029517,14875.8445508763
"1405",-0.464880658814155,0.907803384138018,0.148305236010121,0.523490321560669,-0.0673919354723097,0.268009143076679,14877.7871093578
"1406",-0.477892566282727,0.911291038108485,0.148092158676419,0.53350800429724,-0.0700072540517678,0.26828369590029,14877.3415025468
"1407",-0.454373477805704,0.907980539749542,0.144692445843164,0.510187110844311,-0.0630637018332539,0.267966656667542,14877.3472542928
"1408",-0.462568767647386,0.909416985458615,0.145949861511492,0.520601479797178,-0.0666574567943507,0.269867127162116,14877.3688576751
"1409",-0.472332050710711,0.910497299547546,0.146795050989628,0.530131748157564,-0.0685906409254565,0.267239103825245,14876.8445366721
"1410",-0.484164291127365,0.910064838816496,0.151929459773696,0.541244928876304,-0.0731394716860002,0.271129634362111,14875.7439839894
"1411",-0.447360818963089,0.90840423881763,0.14265986062741,0.505414871495604,-0.0619968706540187,0.269812037722189,14875.0282867272
"1412",-0.439907257397815,0.907881490487203,0.141768332309829,0.497293916953392,-0.0604224927688703,0.271861018390257,14872.946550511
"1413",-0.439390330859619,0.90737522928174,0.143461738353375,0.496790239496258,-0.0616887491642168,0.27192338885658,14870.724678372
"1414",-0.445315707720131,0.907099437607972,0.141690460304465,0.502823290998537,-0.059450353517249,0.272086928772663,14873.4445877118
"1415",-0.441047924289469,0.908412388657182,0.141933549856619,0.497578688603829,-0.0609768512016405,0.271623420967876,14873.7667799816
"1416",-0.440625312554206,0.908163291399804,0.141795221664154,0.498193807772778,-0.0613001061349676,0.271622289352864,14873.2017862506
"1417",-0.447545611320829,0.90861152991366,0.140686772083052,0.504027134826625,-0.0599511172167924,0.271853913295828,14874.4217397271
"1418",-0.450799043985116,0.907521765122876,0.143574220724143,0.507547200539724,-0.0619759893414758,0.27088150633054,14874.6770309086
"1419",-0.440928904023462,0.906289779697835,0.144429345864847,0.495963305387007,-0.0608323851140363,0.270372841089869,14872.9580336852
"1420",-0.471646907067658,0.915517992829308,0.140641167558287,0.527870929302218,-0.0668625254733319,0.266689014189145,14871.8236878289
"1421",-0.441260770319615,0.904446116245311,0.146048250659608,0.499192974585267,-0.0615049300208932,0.269245036955552,14873.3241373286
"1422",-0.446982278715915,0.906536036142297,0.144372857117775,0.503385198808847,-0.0612981295157956,0.267577147411335,14875.6543922385
"1423",-0.48059277478526,0.911164803565251,0.149027564180735,0.536514005286844,-0.0707036467080075,0.267926343240186,14877.5746075602
"1424",-0.479360317828428,0.912277572284148,0.147473494122008,0.537167902619712,-0.0711642343615852,0.267548474653077,14876.4030588248
"1425",-0.481627420273617,0.910534275462804,0.150248583201579,0.538834834763324,-0.0715960855258812,0.266476769371134,14877.1197577506
"1426",-0.481752104626376,0.907630068880865,0.153967290730987,0.537671810376112,-0.0718156029459354,0.267799894995858,14874.6681006941
"1427",-0.479937316795546,0.909328901865528,0.151513302380118,0.539254901283979,-0.072494208516976,0.268680430772559,14877.8306068028
"1428",-0.474079450097284,0.91199228081283,0.147031984760999,0.527500909838648,-0.0687361253228206,0.267415803663089,14875.6438819402
"1429",-0.469362283878475,0.908880045876999,0.148280518944064,0.525234880284048,-0.0674912628522803,0.267235912660634,14877.2302288191
"1430",-0.493186103181019,0.91115319855778,0.153643479992174,0.549501927223164,-0.0755245559611407,0.269040357419549,14876.8353350274
"1431",-0.463546528082488,0.905599953307126,0.151228112522609,0.523441818020141,-0.0684938562087751,0.266620873121579,14875.5634718301
"1432",-0.472771137394186,0.910733987788942,0.147571883314053,0.529918487470651,-0.0692799794813267,0.265319336006246,14877.2865290841
"1433",-0.473861469843351,0.911824904354631,0.14667248364458,0.529297438140739,-0.0690412458872726,0.265450275183157,14876.9139988888
"1434",-0.48298236798761,0.907355562677875,0.154941321759449,0.541741501560367,-0.0736196618179335,0.263667445817482,14874.7877606087
"1435",-0.519505172467944,0.911860109444178,0.160880654506697,0.577139322990216,-0.0838418898828864,0.270026223006607,14873.763836254
"1436",-0.51198220843967,0.906944424360216,0.163419867086115,0.572226272936632,-0.0818919881038293,0.270471929768179,14873.4141565281
"1437",-0.505007883572177,0.912159018105427,0.154909181856882,0.564071056595838,-0.0785771724917041,0.269362077267609,14875.912607148
"1438",-0.50979596324614,0.910405914679942,0.158851156835682,0.568792635458291,-0.0808034576484392,0.266342876431298,14876.1875986354
"1439",-0.496732388283085,0.909377385302956,0.155051306286605,0.558964200168123,-0.0768433912423878,0.264612798307317,14875.2776120162
"1440",-0.494634300258974,0.908306679998805,0.157862513221141,0.554471269827476,-0.0779928245857536,0.264385293694954,14874.8594754499
"1441",-0.48227287866976,0.910464236232667,0.151726225972155,0.540125615101411,-0.0734628618085615,0.268653607230319,14877.319147049
"1442",-0.482002010736473,0.90873620854324,0.153469827698489,0.541654076893264,-0.0738702907597868,0.264650003612784,14875.8516793748
"1443",-0.469160838627684,0.910821560413454,0.14756175816141,0.525434730690626,-0.0693130428923427,0.268803975475046,14876.9515480607
"1444",-0.476168242244643,0.911584883500771,0.145864232309167,0.532679816539637,-0.0680300326782398,0.268326826126085,14876.1252181881
"1445",-0.451188681299221,0.906763445959489,0.147161645417863,0.508115014975864,-0.0646982183760691,0.264503161785529,14873.3444163527
