"","alpha","beta[1]","beta[2]","sigma","lp__"
"1",-0.258450867861013,1.00417078860644,0.225192855191904,0.139940926257113,11756.6256990516
"2",-0.254286876641854,1.0034029195967,0.222408531348005,0.140770318773208,11755.572176409
"3",-0.268527268555685,1.00906566995383,0.216000818471699,0.139324148723352,11755.3040460687
"4",-0.251105662098485,1.00166570599944,0.226826854999339,0.140223004146658,11755.013080956
"5",-0.249791168637711,1.00307600273858,0.219359070800596,0.138291847243269,11754.649078489
"6",-0.255943833439783,1.00382059445953,0.227396378323388,0.140061957143578,11755.5885965341
"7",-0.267591239350511,1.00541869083467,0.23262318509888,0.139043070982606,11756.0021588677
"8",-0.267092845404302,1.00717561723534,0.220272679089238,0.138607813967546,11756.0133970873
"9",-0.276805156067014,1.00903875456853,0.229916989214468,0.139613656824349,11757.1762761835
"10",-0.27048428271046,1.00672990155656,0.232646156990243,0.140513741628753,11756.3769394695
"11",-0.270237033097693,1.00829296271775,0.225231647904776,0.139643260011195,11756.8234851442
"12",-0.266164280193218,1.00796638981424,0.217956289447891,0.139320182735599,11756.1892405451
"13",-0.263550715207577,1.00575687716264,0.224010574744953,0.139461324340614,11757.0403197102
"14",-0.27722875778554,1.00916152568777,0.232543772966126,0.140735996190758,11755.7395953072
"15",-0.290771560829405,1.01292693874679,0.228863438658403,0.139552186371205,11755.3542686926
"16",-0.292401476819121,1.01392247953317,0.228571436150949,0.139692020694993,11755.0113897633
"17",-0.258539638627463,1.00435999568974,0.224767629690438,0.13930563634867,11756.8010686519
"18",-0.274580406483402,1.00948066170073,0.223621715985225,0.140436900031873,11756.661145803
"19",-0.263554893443297,1.00495502346364,0.229433069199037,0.138165070624539,11756.0335631935
"20",-0.271746095625393,1.01023748309223,0.213519857268511,0.13935616607198,11754.1809273142
"21",-0.275676183908849,1.00707517763015,0.242277478467223,0.14031701113722,11753.0841671352
"22",-0.282084876028254,1.00980646008495,0.232223758546654,0.140121175237014,11756.2025712298
"23",-0.278467428179223,1.01016604029538,0.227416419377974,0.140299032145111,11756.6182284092
"24",-0.267774950136679,1.0074439758367,0.227397430408255,0.138376361092602,11755.7273882148
"25",-0.281853473701428,1.01150647336646,0.224080317584093,0.140614524108996,11755.8431003092
"26",-0.290903233623438,1.01218490716174,0.235350250451574,0.13943561960879,11755.2054330042
"27",-0.278183583102444,1.01046701002516,0.225735736182286,0.140303852820986,11756.3091109494
"28",-0.258351892343185,1.002896110886,0.231637430224305,0.139139704034003,11755.1931726969
"29",-0.264729265855652,1.00391382829795,0.234626779671848,0.139825138320567,11754.032605522
"30",-0.259680437935614,1.00527907489092,0.222680889000589,0.140775781433845,11756.1999114989
"31",-0.260309320269175,1.00561741911691,0.222413212004122,0.140036883040707,11756.6675987728
"32",-0.289741935102541,1.01212478060064,0.232706033331282,0.138495799458355,11755.1970252931
"33",-0.27264050721392,1.00802763660844,0.225753630785801,0.138793864313865,11756.853313286
"34",-0.270459713217186,1.00744898206465,0.224656618627828,0.139223142387747,11756.7684346879
"35",-0.274043254020813,1.00957028379881,0.221913558312222,0.140714577419383,11756.1927372266
"36",-0.269851575038567,1.00862533297017,0.218338822098105,0.137882530962634,11755.1738706885
"37",-0.268123955036667,1.00678688546109,0.227047149473758,0.137509050866874,11755.7579069266
"38",-0.267543962914389,1.00650030127862,0.227750139264595,0.137625209258398,11755.8858195782
"39",-0.263315335039589,1.00526175064304,0.227235139905465,0.138632838076398,11756.7443381601
"40",-0.260322942445655,1.00334675163211,0.233471881490479,0.139138366546826,11755.2730994262
"41",-0.277922703603311,1.01050872886009,0.223871087238457,0.140557739723079,11756.2105540962
"42",-0.281184183774039,1.01051485817832,0.22337808345462,0.141010083448715,11754.2126232045
"43",-0.24419831397181,1.00132661409402,0.223473778334224,0.138583180284872,11752.4627893287
"44",-0.261166190526296,1.00559856599915,0.222198487257204,0.137764953485282,11755.7552572847
"45",-0.267259768253473,1.00551308636012,0.231542819719125,0.138790475893844,11756.1509926135
"46",-0.273801402623383,1.0087743904249,0.228460624096661,0.138234741774196,11756.2544731836
"47",-0.269230490292443,1.00618582077033,0.234479231561605,0.139268664409055,11756.230018923
"48",-0.273997405536256,1.00792285537403,0.230837261480627,0.139842775182036,11757.0950794645
"49",-0.277007961983346,1.00944132206813,0.227801000766113,0.139071424495643,11757.1655790185
"50",-0.268781812723754,1.0068441130301,0.228566493519665,0.139109956246059,11757.2941205921
"51",-0.269497747452165,1.00607042244956,0.231520998171759,0.139690065784853,11756.2468895326
"52",-0.26911187870558,1.00647337684954,0.231008560543175,0.139730628178333,11757.0017066839
"53",-0.270710781402929,1.00631128636454,0.235685756233307,0.139612580613684,11755.99782269
"54",-0.270498804417967,1.00871531833372,0.219200485296164,0.140593860070699,11755.9866056231
"55",-0.27136466295859,1.0088682580266,0.219786834553637,0.140842237982644,11755.8330808727
"56",-0.27282983990797,1.00767441077335,0.230109258891674,0.140348430772541,11756.9183449308
"57",-0.254296255713601,1.00380331284612,0.223372401392956,0.138915566146113,11755.9330460619
"58",-0.261725269818212,1.00589876454568,0.220988385167593,0.139903999151174,11756.8091591212
"59",-0.271668589070972,1.00895732204184,0.219987908025772,0.139768258142874,11756.5804806611
"60",-0.284890942460416,1.01247071750327,0.222370280639159,0.138370486546825,11755.0230341288
"61",-0.279787026065901,1.01019882808086,0.230112010585374,0.139867223157828,11756.5882556387
"62",-0.281303714097445,1.01086750074275,0.231077266601814,0.139757532290002,11755.3993213874
"63",-0.284600867382233,1.01157067112602,0.230384091554492,0.140967853477259,11755.2545971154
"64",-0.271335021063605,1.00837826534445,0.226536881139826,0.142621925620218,11753.0323262381
"65",-0.266415070887922,1.0071906355107,0.220719843810134,0.140269459713802,11756.6191257404
"66",-0.282855199525912,1.00999284887722,0.232914514181099,0.139426124014318,11756.3166215973
"67",-0.26686134533348,1.00680304980947,0.223755996951677,0.138682722619387,11756.9316036204
"68",-0.266842989278546,1.00672882279384,0.2244807909488,0.137988846144841,11756.3536677501
"69",-0.262455633990032,1.00501417051717,0.229092349420659,0.138116584413822,11756.0866582508
"70",-0.289685895713395,1.01430835213657,0.225084406393031,0.139856316522085,11753.3926697025
"71",-0.255998612612878,1.00285442651604,0.222591552027265,0.138238987656355,11752.2415774994
"72",-0.259881871467887,1.0063596164368,0.219927750958891,0.139644687453716,11755.2969464919
"73",-0.263101452691959,1.00592948688242,0.219654288338863,0.13969489691638,11755.6923037385
"74",-0.264500484896518,1.00596930290836,0.231057585123622,0.138439475793215,11754.9972576357
"75",-0.267118028626522,1.00636844788696,0.230024101608016,0.138931447240535,11756.8796907438
"76",-0.276085225010374,1.00876861664231,0.229430901694127,0.139946297740945,11757.1504182357
"77",-0.276640046311512,1.00757346290082,0.233328065543746,0.140345456899346,11754.7948888914
"78",-0.268447773247053,1.00817780629731,0.224953934964908,0.140540223889671,11755.2229117802
"79",-0.275691274212337,1.01132799998901,0.218321578347058,0.140878746692839,11753.1092306035
"80",-0.27627400790606,1.01040555071723,0.218274218615922,0.140846352312828,11754.863996421
"81",-0.274731882980084,1.00971335099982,0.22307864166375,0.140406319239958,11756.4775527176
"82",-0.273913083995253,1.01000638220917,0.222083691549149,0.140481151051547,11755.4587854533
"83",-0.241016132112159,1.00026390746822,0.225541111415414,0.141077524003469,11750.0790795956
"84",-0.239640391317277,0.998323957901144,0.221402228138164,0.140677658383507,11749.3686005247
"85",-0.267522995593238,1.00821336595489,0.219871869560222,0.137969652373958,11755.4475536298
"86",-0.268826410965086,1.00722768475667,0.219933454164343,0.137879606301161,11753.3642725419
"87",-0.256984999827753,1.00444458413454,0.21796140209373,0.137533135136122,11753.5088671493
"88",-0.26704830416503,1.00554527197302,0.229662665694364,0.141276745179472,11754.8713213245
"89",-0.257379210623364,1.00332009360271,0.228287323191602,0.139249607030173,11756.1515499928
"90",-0.259064689071184,1.00334083644538,0.23075682236809,0.139322731743777,11755.7837548419
"91",-0.27778401967828,1.00926326967014,0.22745599338134,0.138665699607314,11756.5767383433
"92",-0.281688368150348,1.00951421385129,0.235940392917456,0.138493806154241,11755.5841111988
"93",-0.274494189178342,1.00747206327592,0.235173054004459,0.138262857136962,11755.6780137628
"94",-0.258600707404336,1.00653407911518,0.21137326457407,0.138222915771541,11753.3078996
"95",-0.251089075736613,1.00363094480017,0.214691172331472,0.138050346793696,11753.7448239067
