"","alpha","beta[1]","beta[2]","sigma","lp__"
"1",-0.103313417371897,0.998178133490476,-0.00472040969628671,0.153674504296434,11054.191192713
"2",-0.0987724205344225,0.997769551647189,-0.00474962856031177,0.153918555675425,11053.3567521981
"3",-0.103817624188295,0.984494852640737,0.00945936691710434,0.151003854265183,11053.2195523434
"4",-0.096372377470024,0.983262533258389,0.00787202864869783,0.152895419872643,11051.9114719584
"5",-0.104702234215178,0.986038434571319,0.00864015156568677,0.152449111825217,11054.1589799861
"6",-0.0936277708519389,0.980651934917973,0.010840653878687,0.153759187094888,11052.7459554294
"7",-0.113543948833523,0.982711678959458,0.0143058686383607,0.153094545587539,11052.4613995378
"8",-0.0932181551727737,1.00411521801674,-0.0126883690130231,0.151573907481757,11052.4687554615
"9",-0.111122546373163,0.998547507478231,-0.00312646146311201,0.151318119773256,11053.8166368853
"10",-0.101830319295325,0.996396551133275,-0.00238054400647576,0.153336110611744,11053.9453900683
"11",-0.110691340909217,0.999706646855891,-0.00431516353212783,0.151303338040841,11054.1835068334
"12",-0.111285546836418,1.00336858259781,-0.00732927239568108,0.152382422058779,11055.1838792891
"13",-0.109691659127484,0.999155736677401,-0.00346862636367654,0.150032916798276,11053.3628514625
"14",-0.10309056907706,1.00050709527591,-0.00742959838896556,0.151064809070082,11053.8456343782
"15",-0.107256545450611,1.00895023829577,-0.0148286120049636,0.150777076092952,11053.4949141908
"16",-0.111170213612261,1.00871474118864,-0.0123798146786676,0.15135971458483,11054.3784028727
"17",-0.108909576584633,1.01093241203484,-0.0149100196030075,0.153260685770264,11053.125186678
"18",-0.100614576053877,0.984677578348177,0.00833112595268456,0.150992590787181,11053.3196858051
"19",-0.104314170706434,0.995559276651775,-0.00128746588734451,0.150664542558743,11054.1136677752
"20",-0.104594031812907,0.987181554192972,0.00739145194124218,0.150762373121857,11053.520249651
"21",-0.0946279252842614,0.966622312734581,0.0252766098742443,0.153328250217888,11050.4487342396
"22",-0.103886925330294,0.961121838218631,0.0343856667734849,0.153492814675197,11047.0718614895
"23",-0.0974823167091326,0.972072190830126,0.0205848888460538,0.152851184024345,11051.9119032804
"24",-0.125600581378624,1.04169355464699,-0.0426621122252584,0.152921261093435,11049.740034767
"25",-0.102466906039491,1.00904311716625,-0.0150970632272819,0.150437705171509,11052.534709169
"26",-0.100467425050422,0.993916290731502,-0.00102391499569694,0.152684276875251,11054.7513235172
"27",-0.100280954810708,0.99254374042417,-0.00027412248503554,0.15265656715348,11053.5862214283
"28",-0.100014617616474,0.992599284524285,0.000351899439770135,0.15276153704387,11054.7170006842
"29",-0.0971813710407136,1.00028819076161,-0.00829572635946314,0.151053389144065,11054.0542215575
"30",-0.0969410974716537,0.999129715410892,-0.0086087698880564,0.151070018852009,11050.3854806608
"31",-0.093639029291562,0.998189954013345,-0.00684398425147866,0.150769401928282,11053.0941725863
"32",-0.099984917798042,0.997604959578401,-0.00552205359886487,0.151156688396541,11053.3540683201
"33",-0.104841365398937,0.993265081673084,0.0011322213318274,0.151329222301998,11054.6096152194
"34",-0.113357863352496,1.00596954454193,-0.00904964809804427,0.152237400413455,11054.9168627051
"35",-0.102393443986554,0.992546500110904,0.000888461516905661,0.152383044424454,11054.7485576237
"36",-0.110461376187641,1.00234844218665,-0.00641620229686123,0.153442761131823,11054.7093414233
"37",-0.102807492354239,1.00092360852106,-0.00733735384410304,0.152728438012869,11054.9886283555
"38",-0.097217478462723,0.983796718417446,0.00803778517379587,0.151617812465744,11053.2907840383
