"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.7.1","beta.8.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.7.2","beta.8.2","beta.1.3","beta.2.3","beta.3.3","beta.4.3","beta.5.3","beta.6.3","beta.7.3","beta.8.3","beta.1.4","beta.2.4","beta.3.4","beta.4.4","beta.5.4","beta.6.4","beta.7.4","beta.8.4","gamma.1","gamma.2","gamma.3","gamma.4","gamma.5","gamma.6","gamma.7","sigma.1","sigma.2","sigma.3","sigma.4","sigma.5","sigma.6","sigma.7","sigma.8","lp__"
"357",-0.195681862388573,-0.135672056782483,-0.113136954656318,0.0627793659320062,0.0445177457079667,0.078700635972462,0.0602695990212275,0.00935544657887186,1.00077793919171,0.047708507811537,-0.004717604418246,0.167177231399235,0.429630197704631,0.628292701194856,0.784923285928449,0.948230859955965,-0.0870172983661871,-0.102755571745373,-0.0551622186216676,-0.0466913924434239,0.035270631685968,-0.0502577755263284,-0.0210493916945892,0.00249588202799101,-0.0135991770491585,0.0308867324784787,-0.0163343943771492,-0.042784935048548,-0.00878335573759428,-0.029232441429339,-0.029424727064957,0.0041960646146636,0.93658257818432,0.988857185166968,0.781825335596168,0.52803752175442,0.34017621746798,0.198635846077837,0.0487461717468789,0.217577331638639,0.180798166555239,0.156968804700387,0.131359312026706,0.111538673124319,0.0729351733387935,0.0392857969703469,0.011831745687956,59132.3717054765
"358",-0.182988026994168,-0.121306227494593,-0.115177843314902,0.0147642753492815,0.0550720910778897,0.0828812723850166,0.0730908827438971,0.00945740977053699,0.997659312943646,-0.0146469363673753,0.0151588997609497,0.216371010375,0.438016967634676,0.626810165194905,0.782916683742221,0.947966069669325,-0.0960509870983876,-0.104473099524534,-0.0724746408412071,-0.0431234032056486,0.0248540639762681,-0.0526137272681746,-0.0223713897621588,0.00258027264368918,0.00854799100936618,0.0193886625506082,-0.0366391747726986,-0.0318103890640128,-0.00958018246463783,-0.0344667216546462,-0.0321329105136243,0.00441185877528245,0.995232149859311,0.975582779825937,0.746640945356254,0.516824642239243,0.341687316961985,0.196930760299698,0.0489787932818093,0.211134923336002,0.183192980823049,0.157280685890203,0.132366546231708,0.107693140263653,0.0717042220239552,0.0394020426644226,0.0115035585496257,59134.5603989948
"359",-0.211125856901787,-0.124064494319888,-0.0857062394581146,0.0576047132033803,0.0488897212323377,0.0702335028784863,0.0626151298024666,0.0111647673293244,1.00838596138777,-0.0479515018958874,0.00409279459551481,0.158369726904133,0.436940276887857,0.627981642577566,0.778774909590264,0.948834392147401,-0.0948340086699947,-0.1131609577265,-0.0793818921094507,-0.0509591208570754,0.0237819425652799,-0.0532421551376268,-0.0189940490178468,0.00250949991830175,-0.00974831258092692,0.00631268860401299,-0.036315215719718,-0.0443620761544376,-0.0143298056734709,-0.0269505289585428,-0.0288777402571811,0.00369366203280685,1.03141802829711,0.976066537476712,0.794026116358808,0.521749338742432,0.343669657502011,0.204455337691559,0.0473609145260049,0.217214139200478,0.176613655837736,0.153978729694655,0.130734490351914,0.109203854092181,0.0700813486849015,0.0391469423520856,0.0117679963473491,59128.876195854
"360",-0.193784322444722,-0.0983081362386265,-0.114632892281032,0.0469564814106747,0.0598935405704119,0.0749219382218616,0.0721007461843744,0.00975033698652357,1.00262840326913,-0.0310337750886485,-0.0121237663880857,0.185371473658739,0.431968958373947,0.631058980512455,0.779251847822748,0.947721578614936,-0.100298964818108,-0.100838188627025,-0.0672603583788839,-0.045501520223771,0.0274246559099715,-0.0513752142688738,-0.0252135774918221,0.0031137468964725,-0.0185291419547209,0.0141731849369363,-0.0371967867024969,-0.0441707045355041,-0.00693290351693165,-0.0307447978002345,-0.0325650774481224,0.00416213352092129,1.00326751710375,1.00005339787639,0.769576986695271,0.521058498017915,0.339196692364859,0.201409312560675,0.0490726152586625,0.212865537834165,0.179809759333797,0.157546437624546,0.132990225243278,0.109002693275525,0.0708641928794964,0.0397305756636545,0.0115918821444413,59140.2764680845
"361",-0.161106643762738,-0.15715817566499,-0.0975568629712664,0.0391386381191782,0.0413946174801935,0.0759794627883734,0.0813759287391128,0.00968491044168491,0.994620080983147,-0.0616632446875706,-0.0311218697400258,0.183976051835109,0.442652108787281,0.62784233310276,0.775911958237371,0.946733737440232,-0.0954671966373586,-0.103088644944463,-0.0619959892305134,-0.0488697127834213,0.032274584851644,-0.0481832088354147,-0.0241007623981676,0.00319015902647701,-0.0159834658057402,0.0431403265695734,-0.0288590639363084,-0.0435052014993602,-0.00989582818133932,-0.0279260822880677,-0.0347738337820648,0.00501063372840392,1.05032262642701,1.01309387450938,0.774077623862644,0.51512993908377,0.341064130799415,0.201693455065192,0.0499907464932961,0.219929380638637,0.180039210840795,0.157685174295499,0.132772816392927,0.10795482970658,0.0725607382710157,0.0394798216278886,0.0116456248844803,59132.3896124685
"362",-0.217995286284505,-0.140842113391653,-0.0778933394395333,0.0341828566211372,0.0608933542164521,0.0719395620043349,0.0704851963970567,0.0102976438726286,1.00774550293412,0.0666534869786828,-0.0154340755789047,0.154936140692418,0.414690243947406,0.637446530724022,0.781886345717182,0.94718974032916,-0.0880694213482009,-0.0997554250349402,-0.0673530276730112,-0.0426410789246052,0.0246041913688489,-0.0517989456981853,-0.0256448279504858,0.00245011149321872,-0.000483878233791536,0.0119238247165096,-0.0334347134033572,-0.0349772925234653,-0.0119349870048388,-0.025507198092816,-0.0336455380949511,0.0041467906211009,0.920282079572973,0.991344576366554,0.804690904020271,0.53994002792827,0.332293527325436,0.199315622444721,0.0495841600939305,0.21920532336716,0.182681556843028,0.15410814729928,0.132316554432221,0.109432372899273,0.0712441364259263,0.0399642877358232,0.0116567676238257,59134.5696476631
"363",-0.204391756505564,-0.14643858228487,-0.0997887074639317,0.050495029601566,0.0474193990792912,0.076209254092672,0.072857815987042,0.0096051180932123,1.00579238413862,-0.000200028588577289,-0.00607151061601026,0.154895032609282,0.450675998948096,0.621381806439842,0.786610424892303,0.948441367876487,-0.0882790546558762,-0.102421646132034,-0.0584619530617927,-0.0445322477010994,0.030749404847218,-0.0557033697008816,-0.0241850372851998,0.00285632405336836,3.36183580201571e-05,0.0193245533833062,-0.035017107385812,-0.0383756649856073,-0.00964344757293521,-0.0309794694423213,-0.0305839685036041,0.00450913840605042,0.987573865278385,0.987834484774467,0.798495982201035,0.507602681634187,0.349085401888979,0.19340678452089,0.0483334342893509,0.218852040233402,0.181445449911522,0.155595853389099,0.133498076170866,0.108563627351193,0.0710009205803675,0.0397355385190733,0.0117453563625731,59135.9367209694
"364",-0.159374294589057,-0.121961830465974,-0.0996329002710049,0.0390062604926242,0.0479126535011666,0.0769142611951519,0.0655212249073147,0.00871422647844783,0.993548337288989,-0.0529300081462578,-0.00861803882270252,0.169244193187311,0.441826646261161,0.625492274352487,0.783096393942047,0.950294012365519,-0.0987080596296688,-0.114579710658299,-0.0620243409046279,-0.0403492253136384,0.0252595559852406,-0.0537137715851546,-0.0231412910575759,0.00212825601835651,-0.0152258952244189,0.0258780873797404,-0.0343665039752123,-0.0387793833568046,-0.0062382471829195,-0.0297724637071303,-0.0335622486257069,0.00368739433648027,1.03295099322304,0.989184467621079,0.787213591925177,0.515189985003102,0.343982287963764,0.199367791935251,0.0469607901830715,0.217422309643226,0.182368968195231,0.157269380535824,0.132784231011235,0.108341016622473,0.0711577444457333,0.0398644520736098,0.0116248833343365,59137.7051794225
"365",-0.182697352302483,-0.124134333769572,-0.110885230472739,0.0620886991936617,0.0381306912380678,0.0692442185326471,0.0720685177579414,0.00890613283790936,0.998915694140372,0.00263603301157939,0.0157930136835038,0.217521619535138,0.431304940356225,0.629679502472431,0.783194054085771,0.948402080284693,-0.102612687379711,-0.113868698559744,-0.0646542358520458,-0.0536368303209339,0.0353467048988821,-0.0492740348669509,-0.0221123495570352,0.00331399055142434,-0.0122636149562679,0.0122546968955414,-0.0368418911630871,-0.0430222592284835,-0.00399805412950574,-0.0242128595401452,-0.0311797201920682,0.0050165578815324,0.981703243559283,0.971102689384122,0.732119665608325,0.527740968857901,0.341177749482818,0.196809936918485,0.0485194158847219,0.216296262683899,0.180995607345163,0.156633786024221,0.131613675823833,0.110518947570777,0.0714776217518459,0.0386891770005913,0.0118114988571347,59137.7826929209
"366",-0.203475199562155,-0.135081570221772,-0.11340465912265,0.03490918521321,0.0353572814036771,0.0758484268452218,0.068620861313228,0.00820367211109817,1.00082603848686,-0.00330280599648196,0.0122709306230506,0.227432016025656,0.457689203517661,0.637722070651544,0.787676336799829,0.946674623607782,-0.0922117548343343,-0.108064780291753,-0.0604260571154859,-0.0460809534247496,0.0371604233449704,-0.0510686149123295,-0.0210086962150957,0.0030405399194237,0.0144701615310523,0.0272522744268485,-0.0193465985447957,-0.032371317141652,-0.000896944912295619,-0.0319600627532869,-0.0278030816997751,0.00429467678650163,0.988747555267977,0.972676605065956,0.729575900222805,0.501128301245932,0.331506697360104,0.192594594003079,0.0508057074221031,0.219693171315742,0.181336278661746,0.159578217647867,0.129704373761321,0.107359482267842,0.0711055540792076,0.0392918700432088,0.0118944415043148,59127.2235591834
"367",-0.199810734417042,-0.139657353894453,-0.122637441694908,0.0373488615847351,0.0234465332646229,0.0822289393510979,0.06224170137902,0.0103496574295547,1.0004898832053,0.0440681563398155,-0.0587200414339237,0.178020693601583,0.454829108260372,0.618986807560879,0.784004680493271,0.94708565909815,-0.0823955236002736,-0.09631668500671,-0.0486991992616038,-0.0348647519568251,0.025067754127545,-0.0518097064715534,-0.0207180067388871,0.00259142783937765,0.0144246002890949,0.0182749091661453,-0.0338871514941092,-0.0369366191138488,-0.00757408299525123,-0.0292159645271502,-0.0316608151969031,0.00415905187177995,0.940492434137461,1.04655041499457,0.778858046024076,0.509692598841609,0.349321598835018,0.199067479525075,0.0495996989185811,0.222568408707786,0.181312725324701,0.154622622606855,0.131632698855623,0.107710225692441,0.0705476032844576,0.0389063100699218,0.0116954101101688,59130.9912444255
"368",-0.184297069478268,-0.12014354770954,-0.112832697852611,0.0379412704324313,0.0551754106179462,0.0796434176627843,0.0661537118183496,0.0094538196885124,1.00251093667307,0.00881372663269844,-0.00378648346183797,0.186275526569746,0.439930404368393,0.62007212749012,0.778329799453949,0.948445564270446,-0.111025069613597,-0.113115478664608,-0.0658609317236761,-0.0539581994122011,0.0271745347493085,-0.0549689983217976,-0.019618336087178,0.00279125293606769,-0.0149193589115108,0.0125296752394936,-0.0351417309298569,-0.0426991063114525,-0.00904419956599758,-0.0285325667753968,-0.0280211060285405,0.00397696200032104,0.971431388802727,0.99080590022407,0.772991431885287,0.514535805462111,0.348859359780303,0.203359526649393,0.0484798675913026,0.211050317276147,0.181866529672305,0.158520602289031,0.130515635763511,0.109380023577451,0.0716988394798751,0.0397874509576189,0.0115923621382735,59137.8555105572
"369",-0.118588644325071,-0.14012858976087,-0.128113697287942,0.0448577612866805,0.0407202998536039,0.0729086813171324,0.0691520235460951,0.00978192429626108,0.978105540154529,-0.0245080063179854,-0.0445948751933432,0.16380406267241,0.447363680998847,0.624843300348366,0.781711475314113,0.947412046902451,-0.100919767334952,-0.0989888984670349,-0.0482771837975022,-0.0429541670427958,0.0294305160440601,-0.050533858803268,-0.0210885676038947,0.00240215783271502,-0.0143556901740088,0.0238010082423748,-0.0202194328513715,-0.0357485762463931,-0.00812156161679043,-0.0289133730677318,-0.0314067508552526,0.004413548284673,1.01094147945191,1.03338068739791,0.791486583591424,0.511197613444499,0.345623901981356,0.19925521207095,0.0494048953271121,0.220512214494301,0.182259812465264,0.158010431921103,0.129347175479317,0.106616102329103,0.0714074926411879,0.0395508497880084,0.0118208477862778,59139.3027655946
"370",-0.167134315915895,-0.138912163232273,-0.103950379854391,0.0445613758977693,0.0424897619183575,0.0703452626795081,0.066307747724842,0.00800298312159503,0.994038493824533,-0.00495183365645975,-0.0233459371206056,0.192664743558579,0.421546666380218,0.616965163679125,0.782182108293513,0.948108370631629,-0.0901614613168832,-0.109583954841418,-0.0687394615428754,-0.0479420599463586,0.0327586265596227,-0.0503518801282369,-0.0232623553352134,0.00289950344358753,-0.0145695938060413,0.0223174389819922,-0.0338825869371069,-0.0398090059562081,-0.00232550032168582,-0.028187763520476,-0.0321967299174576,0.00446876025801143,0.990739726740909,1.00704802770075,0.762967591279305,0.53694786077379,0.3548104931342,0.199917089422118,0.049407415393304,0.216786478044536,0.181883425764464,0.157977272687826,0.133574770327144,0.108874791870114,0.0713484647876532,0.0394282689757535,0.0115635794019174,59141.2691703003
"371",-0.165761408702487,-0.165634564447457,-0.0956390408004927,0.0506893663285064,0.0427477371506386,0.0748045396030476,0.0725705818440503,0.0105110062689573,0.99112744850479,-0.0454099116804906,-0.0617195183757239,0.200925153180733,0.437676483899906,0.632827970012216,0.780420253427816,0.94643955351872,-0.0989120246361236,-0.0946313164894477,-0.0612775088972118,-0.0470784787359319,0.0290097041568136,-0.0531272531759697,-0.0247866937443586,0.00280007574467609,-0.00689653781980187,0.0361876541777542,-0.0276869552793741,-0.0389715373446785,-0.0037453278420114,-0.0277927236856041,-0.0320969593950968,0.00395697673867071,1.03707319897789,1.04103558295606,0.752356351715952,0.521595964261002,0.336641633063736,0.200103691299945,0.0503707450985433,0.216005311042333,0.180704496114089,0.158883396682688,0.130879124836545,0.10893950845244,0.0721780300159017,0.0389696197263909,0.011580448106846,59138.4644932488
"372",-0.185566102102985,-0.149513683184674,-0.119834685639494,0.0415652588420541,0.0336607296227337,0.090198415597199,0.0707067372267393,0.0108925307722898,0.998033342176355,-0.0899111835793209,0.0590660707995363,0.174777952434913,0.433409715667763,0.623106553938966,0.784246927024494,0.947641802661721,-0.101486078007754,-0.104271256348734,-0.0607438475546184,-0.0484843109277405,0.0289389728017886,-0.0516653030093528,-0.0234536642373502,0.00252804708785687,-0.00667703105553168,0.0281538314680129,-0.0293022624894605,-0.0508100958625685,-0.00479674625659739,-0.0317622292979595,-0.0318508296231629,0.00325265386247115,1.07670487916163,0.928325495062818,0.782928826353877,0.527604099867147,0.342163819375355,0.196022803821471,0.0489196502684542,0.218928416032319,0.177148697776087,0.156612972535707,0.131198871576983,0.108050314307174,0.071290873241161,0.0390078903868049,0.0116324503164306,59134.9396501393
"373",-0.197719645934117,-0.162897894348044,-0.0890431318159246,0.0427405116640513,0.040802067613305,0.0781195125599425,0.0714596634403133,0.00811977125921809,1.00127415694351,0.00276835524840382,-0.0295834826818673,0.142969980766534,0.443159862443625,0.628328374218869,0.781631489085885,0.949088088091477,-0.0905417663022436,-0.0979890094910813,-0.0627940431729664,-0.0527368139990021,0.0263869308227912,-0.0527789550896305,-0.0264624726510988,0.00391421294695721,0.00943712609700081,0.0132225587354933,-0.0303941788574646,-0.0399675127475988,-0.00760707367220397,-0.0272919503432633,-0.033468588668523,0.00513207093969098,0.989731457817342,1.00837226894463,0.814728069668277,0.516659874519441,0.340384669149742,0.19956620921186,0.047995993673748,0.21987571336016,0.17485914995024,0.15281527247413,0.130799547191666,0.109457493034517,0.0698126777606918,0.0393618735810675,0.011415152875201,59125.6041959336
"374",-0.180755763992873,-0.154316707822392,-0.0764594113323136,0.0590743064851292,0.0416642602989122,0.0770735936491092,0.0687980704513791,0.00996736716714388,0.99546831708624,-0.0405379006208856,-0.0285305147089399,0.193433226811333,0.471242536036364,0.629904344259215,0.784285668269074,0.947590463864823,-0.0903925484870168,-0.0992558068039838,-0.061476926285049,-0.0560798453651193,0.0263544515431919,-0.0551982874516564,-0.0240849155280464,0.00279248792026778,0.00182466784774912,0.0179474047130272,-0.0328924164744992,-0.0404752608658589,-0.0100628094692573,-0.031716111628052,-0.0310057453721977,0.00432351819268604,1.03062564878075,1.00246030064236,0.759157965743682,0.486284519631416,0.339062369801467,0.196864428313269,0.0491508674237813,0.219668544623756,0.178102005567123,0.160263586300452,0.130545563398962,0.108839472432703,0.0701376842485897,0.0394409621254496,0.0116796948136552,59134.510264484
"375",-0.20515930744961,-0.143460356325872,-0.125257922373502,0.066447659350931,0.0340123874446725,0.077289369594475,0.0690459534176611,0.0079808338981438,1.01112615384211,-0.0128643558599007,0.0521495440123882,0.179084098934462,0.44646769914383,0.619843042588516,0.782971597875139,0.948226617059375,-0.112942899825455,-0.0936148895242226,-0.0561976851598104,-0.0546963543238281,0.0285702509308885,-0.0556417887198463,-0.022722162463154,0.00330649080713936,-0.0111478240927989,0.020572830931254,-0.0164968581336265,-0.0424906785232343,-0.00454164052651369,-0.0299071835399968,-0.0307909907195282,0.00499996368387357,0.998593729345358,0.93587938043408,0.770536204533885,0.514004353431711,0.350504106710559,0.197806304368549,0.0490596786722632,0.218759211574253,0.178339025664302,0.156891665830402,0.1309746563987,0.111026635111932,0.0706957605913266,0.0383686943662542,0.0115334311519256,59126.5434554154
"376",-0.179350228342002,-0.121886168448184,-0.131037951646914,0.0201668233088328,0.041266622686437,0.0766828432008897,0.070780673488854,0.00904943957590094,0.994860812333165,0.0493485396588493,0.0051870432789342,0.189180985065094,0.45469241113562,0.617325543172659,0.778482208125022,0.947991137852272,-0.0752597068428356,-0.10775559918721,-0.055565826352734,-0.0464928539380804,0.0258956213683143,-0.0530928829988319,-0.0238567048318408,0.0030610179578366,-0.00341811472011631,0.027442227428126,-0.0264235849912034,-0.0424036230701399,-0.00789306887786224,-0.0278125933921327,-0.0330450050937074,0.0042562900406038,0.929103761972127,0.985882329071105,0.77402864046878,0.504712718209559,0.352092033159088,0.202432712472768,0.0490655479858215,0.217621745647159,0.180583116471392,0.155252700119897,0.129364396755474,0.108311834922353,0.0715904388353618,0.0395254645355191,0.0115553934278586,59136.9019810398
"377",-0.131095121996444,-0.1254303505005,-0.100136951629138,0.0618905979578882,0.0547092750476515,0.0692525133561016,0.0669599621309615,0.00944955527637567,0.983334774531224,-0.0181372450088571,-0.104471610962452,0.157064135639337,0.429146577313319,0.643666857139804,0.778797485380107,0.947794176615573,-0.103979335839036,-0.112049226009499,-0.0613379820042733,-0.0458120771541945,0.0147341961256359,-0.0523906387189235,-0.0222767855950355,0.00287841068571625,-0.0180084502918409,0.0233806976338096,-0.0407694239800364,-0.03894642081918,-0.0167368805176405,-0.0260810826344145,-0.0307886139194137,0.00564882818256339,0.99970573027925,1.08843992775648,0.792835690748254,0.529509797190526,0.327423210252316,0.203278681206456,0.0491342822141813,0.213198222305316,0.179721661254125,0.157334308986187,0.133654103099736,0.110002927762944,0.0726378008317482,0.0391683311508182,0.0119266785243342,59119.4779463954
"378",-0.209278445389254,-0.123066092090597,-0.115925480465701,0.0332700543084456,0.0451301916759969,0.0752396738463923,0.0690541917781777,0.00923542428585338,1.00481165427714,-0.0309936354378617,-0.0412859815905777,0.192623118920502,0.448221070112969,0.626547040885317,0.77976767029922,0.947824716331692,-0.0857274305854999,-0.108220929903447,-0.0656124113014092,-0.0415614511690666,0.0259454940932361,-0.0524910116182961,-0.0202752420335705,0.00360119076058631,-0.00800405777433145,0.0157999349482405,-0.0304546490758566,-0.0340129690049617,-0.00188882977738233,-0.0279770060980728,-0.0297163395512081,0.00488316389236882,1.01279114585572,1.03009025863293,0.765711387112152,0.509910319203758,0.343148622460774,0.201482988673391,0.0489709426726515,0.217503559091946,0.175906696378082,0.158549449575798,0.132065981885184,0.108134876519622,0.0706807924651379,0.0397486651530393,0.0116056116413675,59140.1374603591
"379",-0.174013558820905,-0.132510289603036,-0.110829836379568,0.0413008632988685,0.0386225756744826,0.0795298113299946,0.0657029858057504,0.00916132822170121,0.995069927680604,0.0183259867537135,0.0206276001366272,0.182847667595518,0.451067375068724,0.624124761519111,0.782926048903374,0.946950440965889,-0.0839815347011921,-0.0995306832126577,-0.0573833571154834,-0.0453373511587289,0.0273026901475539,-0.0523645703276354,-0.0229390185537599,0.00287477584117715,-0.0102473694676663,0.00862160163110172,-0.0341027694079065,-0.0504901662972843,-0.00563238492100475,-0.0318245429626138,-0.0299109692056999,0.00433136822840731,0.964989538952513,0.965576337318157,0.774257699842472,0.507567577495493,0.3446819493084,0.198934215235701,0.0501892024256041,0.21752153043444,0.180508203906576,0.153711877346939,0.131197029598874,0.108765900451586,0.0712478437994232,0.0399107245378575,0.0119229638887963,59134.4934346976
"380",-0.170803982957556,-0.140583408668501,-0.0695611829050318,0.0537465905278193,0.047039314557317,0.0742153642355808,0.0677134904464477,0.0125432519354476,0.99632053913614,-0.0381112287750789,-0.0645868494549507,0.172099113657324,0.453922311791558,0.631041341211055,0.788680962256031,0.946712600199081,-0.0874064649334087,-0.100713880347157,-0.0688929300908439,-0.0427387456843012,0.0236151827963445,-0.0512509679763386,-0.0243304642985483,0.00255821880528123,-0.00374065072270201,0.0194549390211406,-0.0209763524577698,-0.0423667691480189,-0.00894041420652554,-0.0308968598154502,-0.0332371277238932,0.00434842282605839,1.02551029756632,1.03558645219552,0.781435773206193,0.502870691527494,0.338656907058455,0.192781828856005,0.0492384689685353,0.214545791334681,0.181343904483653,0.156679841952582,0.128970908236296,0.110414050666307,0.0707028542128892,0.0401509229492641,0.0116256204905846,59122.4644811427
"381",-0.219819044042293,-0.146263112889642,-0.0828387128344253,0.0410843025755004,0.0380689589132882,0.0849914833101422,0.0730441597979949,0.00884499761821433,1.00662406912419,-0.12888935228145,-0.0256127373153842,0.192658560303114,0.430937727771523,0.623535550072107,0.779326292368847,0.947221085671674,-0.0827853987199853,-0.0956844270453609,-0.0695759486449373,-0.0444465241969511,0.0357630416706553,-0.0528186429227152,-0.0232726916401662,0.00288714458671774,0.0130291446479197,0.0441002318243074,-0.0351615014030123,-0.033284786929481,-0.00938509463956989,-0.0302948495078103,-0.032657463143069,0.00481759001454839,1.11262725247008,1.00466701732868,0.762938613908862,0.528487674207407,0.343351834023266,0.201073986136963,0.0499288343812773,0.218305060882379,0.176208907312628,0.157015193214473,0.132094652920218,0.108805063228484,0.0717212937964393,0.0387128629409742,0.0112808926312489,59131.2659909897
"382",-0.185475662992081,-0.138191449429241,-0.109841550971906,0.0332747065096718,0.0325584744913206,0.0692534307094042,0.0738033546326586,0.00954137656568392,0.999115953070795,-0.0150193000764418,-0.0191106502563695,0.189152748203686,0.445447836489499,0.629823538537054,0.783646525871004,0.947618395614447,-0.0904064432874657,-0.1090744178421,-0.0537011330745476,-0.0356421101582125,0.0271289416902766,-0.0468302455112599,-0.0228958807569295,0.00320563832661436,-0.00744719498985401,0.0143463523013658,-0.0262527143575483,-0.0280569320665118,-0.0174321932081484,-0.0293302403618281,-0.0309256894410777,0.00509206322403949,1.00087558161331,1.00277252538533,0.76729519102138,0.517264997691395,0.340453345206764,0.195426682907514,0.0491822177822856,0.213062468236072,0.180403266878388,0.156730111259731,0.130893604677929,0.108345569310887,0.0723692498518528,0.0393847975877033,0.011750148895502,59133.5526798412
"383",-0.180434996769932,-0.107220908291501,-0.0889154001651893,0.0506403353841818,0.0536238340694212,0.0889283016297173,0.0667314231275342,0.00911181606111902,0.999102288685205,-0.0945037211735553,-0.0547369005530307,0.183914815923396,0.433501013602929,0.617039431483533,0.78359246825282,0.948537737779841,-0.104695141809275,-0.110078774537581,-0.0713801855766791,-0.0473527547797057,0.023965553156569,-0.0567076143134382,-0.0222421737436244,0.00283242327483018,-0.0228414264555659,0.0109426881769075,-0.0329200256045351,-0.0449097304079293,-0.0114096230813603,-0.0296195378332288,-0.0337733091443544,0.00426611289628505,1.07037000171774,1.03464099488403,0.771002829017172,0.522422669130409,0.348785398189817,0.198377206811593,0.0484385060343571,0.217318823890767,0.17937368055727,0.157174076309433,0.13443376555758,0.10828014245611,0.0705008035619044,0.0393982250411723,0.0115314596407846,59137.5207893836
"384",-0.191115585149686,-0.136089580303694,-0.112341722891168,0.0469052595368726,0.044962550988695,0.0725023294741761,0.0744895662091404,0.0103664353647883,0.999543890380814,-0.0332953183482109,-0.110904987893436,0.197615561068299,0.467904649843992,0.625497227485387,0.776933157909747,0.947816019254084,-0.0899877773438864,-0.0940120133670779,-0.0490329134654075,-0.0565173357584587,0.0215537600524221,-0.0483235270011431,-0.0248403522699585,0.00324789440521812,-0.00632395201196642,0.0198867761615736,-0.0277933976338414,-0.0505521504067804,-0.0126809721025081,-0.0270755736100683,-0.0334483916067085,0.0044510120664301,1.01760832113799,1.09697379541534,0.759202024507702,0.489971777548264,0.345151351986682,0.203131001275806,0.0486862199902166,0.215755042611652,0.178206383257557,0.156155872141254,0.130622015373639,0.108213069009439,0.0714810096614674,0.0400664425895326,0.0117122398144981,59134.346849439
"385",-0.186934273150749,-0.13512188437818,-0.0914388482841257,0.0514485789188741,0.0457815703393728,0.0759102758371294,0.0699476200892782,0.00858417625650469,1.00015432350215,-0.0340701583384886,-0.031223657304825,0.180634742270506,0.428961643373608,0.641076125611567,0.78096814644567,0.947414304291335,-0.0970042821169971,-0.101519667195356,-0.0542928640751716,-0.0404229015337323,0.029798132776949,-0.0529118423572857,-0.0233827953260512,0.00413372603126744,-0.00207308584278343,0.0311324337082025,-0.0312184172105459,-0.0352589126776581,-0.00581070465448433,-0.0315849744074962,-0.0334254854127506,0.00473183830326405,1.01675117200276,1.00994652382909,0.771687498027824,0.528454432397067,0.328169836312601,0.200467124760034,0.0497174071772211,0.223844074728252,0.178860997230519,0.156670648016625,0.131007015178906,0.110038613816277,0.0719305608597245,0.0391276577004056,0.0117262953194615,59136.2655994965
"386",-0.192010838485094,-0.132173683182031,-0.125218948531708,0.0560005196085635,0.0353169297213536,0.0844784159362,0.0798772876526048,0.0107241497988236,1.00102723591136,-0.0417724018235692,0.0243773228085371,0.16266996804254,0.45876228651133,0.628552475010674,0.773512780045161,0.948300158857643,-0.0978709286930562,-0.103153698423683,-0.0689866113847487,-0.0487260212233457,0.0249386756732494,-0.0582028969802332,-0.0253707245671633,0.00261258813810009,0.00194688338164799,0.0306789200375519,-0.0179425707057274,-0.0461099325285291,-0.00953753112980237,-0.0360322747527634,-0.0348737087421776,0.00363003788848228,1.02396918120989,0.965375008648404,0.790963190905894,0.501620380834723,0.339556926760413,0.204920271120342,0.048320298219184,0.216720740193939,0.176651370618407,0.15941230064659,0.130134028355326,0.107917177765503,0.0707622998198113,0.0396447101610066,0.0116065882834835,59133.5231641224
"387",-0.136534040214751,-0.125397265596046,-0.0925725172126918,0.0413056299375619,0.0423849800069006,0.0707803661560436,0.0631463247852201,0.0105371107434043,0.985934515830283,-0.0217077798881752,-0.00848181807161949,0.21050270491016,0.44411248979408,0.631206477140507,0.788127175114141,0.948530992281275,-0.108720733131403,-0.105913217232285,-0.0617948494437637,-0.0567357750204546,0.0313369480150537,-0.053298224099345,-0.020583156548968,0.00242320568460611,-0.0107200789977952,0.0305527557664485,-0.0279383989489991,-0.0332812047400832,-0.00595191775192149,-0.0271018729264483,-0.029751828085192,0.00420750102362647,1.00164633983907,0.987347686011274,0.746604221394559,0.514301788092893,0.341092974048325,0.194135406907899,0.0479280415008792,0.221199152163214,0.180440700108003,0.155365858185008,0.130384937474249,0.10910009001691,0.0718589381657868,0.0393066105164171,0.0117521577531072,59133.9363502661
