"","alpha","beta[1]","beta[2]","sigma","lp__"
"45",0.0207593005260669,0.918758676093526,0.0726884381267363,0.357510140357405,12604.3982064018
"46",0.0223163839610238,0.917718720729339,0.0732961825896182,0.35753885178279,12603.7605743835
"47",0.0196363711260422,0.919173499660108,0.072678571901118,0.357290825380929,12604.9843765521
"48",0.0209966646590598,0.921884815787957,0.0695236281851799,0.358506837649465,12605.1983740339
"49",0.012063585261305,0.925658851641145,0.0683222887672478,0.356075169785675,12604.3661514025
"50",0.0147868554369483,0.927508698699913,0.0655466306864989,0.360329779978731,12603.4695258757
"51",0.0157406828564733,0.922491991959957,0.0704518047373334,0.359606651256586,12604.7545444966
"52",0.0183587929920038,0.923795056455149,0.0684100340624607,0.358988339204507,12605.178887525
"53",0.021172543934732,0.92161278986312,0.0697459926402714,0.352938517238623,12605.0019066942
"54",0.018102753221596,0.92125655641684,0.0710805404819153,0.354343980673697,12605.7202721799
"55",0.0159644923826748,0.923482109044665,0.0694251073474341,0.354556176690168,12605.6950864699
"56",0.0165031230599563,0.923864708683791,0.0687577945060835,0.360098903704658,12604.7544205421
"57",0.0178035539769897,0.921205078211935,0.071477841889874,0.357189992279412,12604.658240738
"58",0.0178694862377308,0.921227604853695,0.0712656224665507,0.353635745081618,12605.3818363354
"59",0.0188248177143369,0.921634420203138,0.0703676307366388,0.359441801120416,12605.0952513503
"60",0.0192701635806961,0.92186966088565,0.0699650350383706,0.358433393159067,12605.4161852267
"61",0.0137175546879501,0.92645761655105,0.0669625154421596,0.354148919760902,12604.7076236103
"62",0.0195831923622806,0.92236800591969,0.0694178453029963,0.361101365611635,12604.2607660037
"63",0.0190298533867127,0.921071664539983,0.0710109916199225,0.356446073827993,12605.8630399751
"64",0.0207441323067281,0.920568019063069,0.0710033006580596,0.356342535738163,12605.6393599928
"65",0.0183946071521091,0.920993656231729,0.0712852500212847,0.35838106398116,12605.4642978643
"66",0.0154127819652593,0.926877498923175,0.0658596257741308,0.357847451917779,12604.4905948864
"67",0.0213812956188838,0.918377886460492,0.0728350228568325,0.356368806353618,12603.8823774546
"68",0.0158390569184248,0.923455473283578,0.0693968125430313,0.359097746623716,12605.101071891
"69",0.0153233905385736,0.923427870495815,0.0693468200723983,0.359924094268974,12603.1220720398
"70",0.022459105392096,0.920265169664138,0.0707337159020654,0.353073149461614,12604.6060020546
"71",0.0184810417477814,0.925331633355602,0.0668311642092422,0.359483318598634,12604.0877119575
"72",0.0153283936185893,0.920593551930622,0.072609452979424,0.357252834033699,12604.6135394154
"73",0.0143855054200813,0.92592962233253,0.0674018902970203,0.353165075476404,12604.5799385207
"74",0.0142802251021942,0.925972845879165,0.0671955447727499,0.353073347209699,12604.4764986328
"75",0.0149870875666041,0.925237910595787,0.0679145066628049,0.355844194133059,12605.4299949892
"76",0.0163405769177831,0.925043017145884,0.0676720982298787,0.356726944078529,12605.63379557
"77",0.014542404166674,0.921957535030908,0.0713537636756516,0.353093714577354,12604.2913155461
"78",0.0148163263215722,0.921477200799455,0.0719188386054237,0.355173581539635,12604.8364523255
"79",0.0153522880588355,0.921223527556759,0.0717583530800939,0.355315767317913,12604.2821635506
"80",0.0208717004366866,0.923571584599353,0.06757521539585,0.352802139575351,12603.9704687404
"81",0.0129947101163113,0.92076401197657,0.0732442777719321,0.352270746869905,12602.3077890641
"82",0.0123093712280177,0.917349138934804,0.0769240539008426,0.352524034636419,12598.0415324385
"83",0.0121988829649851,0.917928180724057,0.0765479356934955,0.353648363695132,12599.0256635559
"84",0.0189605521693713,0.917197566909252,0.0748725166663459,0.353599941434185,12602.743734106
"85",0.0171328299873205,0.928608628439208,0.0637122868425507,0.352692082006363,12602.6286967313
"86",0.0191184078342579,0.917925965681405,0.0742922876617019,0.360801180074715,12603.0752628434
"87",0.0159385997408992,0.922672031236496,0.0704376254638829,0.357083812112001,12605.1342342412
"88",0.0158887930798867,0.922457974464623,0.0703322744182191,0.357080461759807,12605.1297740445
"89",0.015724054011294,0.922548402464669,0.0704745420829506,0.353393826438247,12605.2340889891
"90",0.015834454525098,0.925319073307643,0.0676659764111781,0.352867870273277,12604.5272829637
"91",0.0157659945886333,0.924318666355465,0.0684234593796751,0.354694320621571,12605.2678986804
"92",0.0201635397831475,0.92513295795801,0.0664901428786873,0.355215066526549,12604.4219630789
"93",0.02023725016487,0.925157867678631,0.0662845882679511,0.355105193054192,12604.7188778962
"94",0.0145504007219057,0.924914811713003,0.0683792531480453,0.353541901335574,12605.0232956683
"95",0.0172702676029514,0.923464217179347,0.0689370381096656,0.35827976119205,12605.5634600889
"96",0.0175975683229101,0.921685562677127,0.0706144308473726,0.356745151299867,12605.4027254013
"97",0.0176285328091132,0.920728041165946,0.0715824606983432,0.356749346713204,12604.9481666906
"98",0.0204372853099415,0.919911918973895,0.0717477903887567,0.360949587122062,12604.0244754228
"99",0.0187482637701246,0.920956625176078,0.071363303890654,0.360283373984458,12604.2042247698
"100",0.0199163448247063,0.920992077605289,0.0708789808887653,0.35990213563348,12604.7235252545
"101",0.0180807782745729,0.920365979669997,0.0721478251074803,0.361487164523861,12603.4587799748
"102",0.0178485318834822,0.92227295445235,0.070205149766502,0.352199808611041,12604.8725807043
"103",0.020490217442551,0.919598953668224,0.072159754725275,0.359170668891259,12604.722483998
"104",0.0203655606029509,0.919463218451729,0.072534346579485,0.359407684544143,12603.4608720654
"105",0.0169656962282497,0.923164921157394,0.0692092676079181,0.357904830287159,12605.0083772301
"106",0.0156580474916033,0.923344350075128,0.0694256864702316,0.356726186027277,12604.9535626918
"107",0.0149765158727144,0.923453593820669,0.069782454780763,0.356949275901886,12605.4544903698
"108",0.0141810583536942,0.923801996511404,0.0697935164888335,0.357046141630729,12604.7044273536
"109",0.0149106807814746,0.92526799435479,0.0681922115201268,0.357342101655337,12603.3406978389
"110",0.0155556571908298,0.924184810819073,0.0690493304936645,0.35408561567125,12604.3312256784
"111",0.0210798562318492,0.920999345402583,0.0706982105630151,0.358234452663399,12603.9821307935
"112",0.0200237776765156,0.921683044755129,0.0703007218262866,0.358009171980993,12604.3437177067
"113",0.0200380698845659,0.921497059653178,0.0700449331879902,0.358007227231444,12605.1002480891
"114",0.0204672641733383,0.923968742984978,0.0676256437044865,0.357023068237127,12604.8222074428
"115",0.01719040093171,0.920136044168684,0.0725589277120405,0.358342147705016,12604.9226302036
"116",0.0169257078554197,0.920357070803967,0.0724975740720438,0.355234801559815,12605.0832382888
"117",0.0213308554217571,0.922643018121413,0.0687307195654788,0.357239195257939,12604.9778396079
"118",0.021730801852348,0.91902382720071,0.0720745184179854,0.358710201420634,12603.8640211865
"119",0.0174138069104454,0.927765872237257,0.0645484451326574,0.35418800724386,12603.6394223636
"120",0.015320742241006,0.925960845407276,0.0668244033547828,0.356206154272652,12604.9262783735
"121",0.0145218130640868,0.927188359000946,0.0657280754884605,0.357501730054132,12603.9005539795
"122",0.0178540211417401,0.919711907834046,0.0728261078758612,0.355107386013338,12605.1877952372
"123",0.017407263254554,0.924050636928229,0.0682457595637435,0.354921231315679,12605.6837794991
"124",0.0158071905721959,0.924632924642454,0.0683476120957898,0.354180616953659,12605.3165377048
"125",0.0207255981447145,0.92141729960287,0.0700118973262958,0.358684671574761,12605.1559641348
"126",0.016068058141779,0.920094858772475,0.0729020659744375,0.353691638110752,12604.46081303
"127",0.0225873476645316,0.921129631044362,0.069931663207982,0.352317053615671,12603.9478177479
"128",0.022445022546512,0.920917130087794,0.0697946721081046,0.352269723398236,12602.9215351958
"129",0.0195583676370011,0.922731546239401,0.0693367794955808,0.353315701185638,12604.1970527543
"130",0.0196111650421109,0.921875723688821,0.0701922294068558,0.354472907028609,12604.8182182399
"131",0.0165964682767105,0.922727425180839,0.0702493976438527,0.357430983977966,12604.6956141942
"132",0.018020575009864,0.922906490230749,0.0696107446163022,0.357272378585371,12604.8906753489
"133",0.0182851438793695,0.921011737134813,0.0714911367355364,0.360076839774537,12604.0291539477
"134",0.0159876669138691,0.925348704661929,0.067841194269408,0.350688409190096,12600.7829155217
"135",0.0212529801302458,0.919936336480076,0.0714447223827025,0.354273419051596,12605.2589914875
"136",0.0273595369084107,0.91640713342787,0.0732725130342098,0.355672933606152,12601.804977939
"137",0.0263445906310619,0.914485603846644,0.0755845884877015,0.355660839552951,12601.4005733656
"138",0.0215648734783974,0.917180927861852,0.0743759246569829,0.356615133185079,12604.1530538118
"139",0.0188577921363778,0.921206923485683,0.0708529375019473,0.353616285449275,12605.5500305554
"140",0.0192376146700427,0.923016736166371,0.0688300092234599,0.351485004799237,12604.6099369227
"141",0.0162795114680991,0.923801980578993,0.0688471466954009,0.352596214767986,12604.9443598303
"142",0.0189278190618505,0.919461449815998,0.0725939219458156,0.35817142315268,12604.8327557702
"143",0.0127037683350281,0.9256144064465,0.0677336936042497,0.356618444567996,12601.5165721137
"144",0.0157002730426133,0.925994349146838,0.0672319684992785,0.355609216972257,12602.6734229954
"145",0.0155981956946933,0.925698766354395,0.0668174943835108,0.35571299996797,12603.3301752101
"146",0.0182009949235091,0.924576049262639,0.0678999126201305,0.356019487208182,12603.598050675
"147",0.0170018110326743,0.92487520236623,0.0676775923821291,0.355773490151643,12605.6496777376
"148",0.018324216078147,0.926371798953452,0.0655498155822233,0.352931017846815,12604.1422443618
"149",0.0197664690458035,0.924075453279295,0.0674612483308595,0.357189106549816,12605.1439360454
"150",0.014824050085821,0.924333611895705,0.0689661480471953,0.357862410484203,12605.1179057244
"151",0.018365509653806,0.922330605270475,0.0696434475097752,0.354020494153429,12605.0005460789
"152",0.0195162701992984,0.922667916596832,0.0693789689257798,0.354960473796538,12604.9256771536
"153",0.0193628811263977,0.922418566078093,0.0692697941824839,0.354969178236547,12605.3059281391
"154",0.0193956714767041,0.922305558299396,0.0692853520987531,0.354846205728617,12604.5580830441
"155",0.0202103176023565,0.923727608682252,0.0678516500606798,0.356554584592391,12605.4065944745
"156",0.012402091169376,0.926548300431644,0.0673190205509443,0.355305158125828,12604.3818502662
"157",0.0147558797138818,0.925263918766379,0.0678610667501269,0.355280566763865,12605.3937682814
"158",0.0175345481843817,0.921134417185115,0.0714656179923684,0.354849660551413,12605.5710765725
"159",0.0152201791633054,0.920995291583208,0.0720577390923727,0.352036896296034,12603.2437396734
"160",0.0152201791633054,0.920995291583208,0.0720577390923727,0.352036896296034,12603.2437396734
"161",0.0154159349035184,0.921169442342065,0.072194632922939,0.352078399728896,12603.504433055
"162",0.0176149773317779,0.923756958460544,0.0687196576216282,0.357881265523883,12605.4532015742
"163",0.0200795681323485,0.920862514023638,0.0710181179642341,0.351223194141094,12604.0076520006
"164",0.0221186755709164,0.919182464165035,0.0720768563330008,0.357043448073682,12604.9481881848
"165",0.0204365504467621,0.920707879619951,0.07086950144564,0.353609529941158,12605.333830979
"166",0.0197744522282651,0.920061643253373,0.0718292364365433,0.353162532852628,12605.1509214114
"167",0.0216166616196375,0.91719579349352,0.0739787912676174,0.356054093940347,12602.9875969792
"168",0.0229164252881831,0.915016186525662,0.0758086720772986,0.35833609246068,12600.3827436941
"169",0.0230695196609322,0.916454361557671,0.0747628851414121,0.355823762774323,12603.1915436342
"170",0.0167329466888787,0.921848818929506,0.0708202837577813,0.35410345139229,12605.505956694
"171",0.0185729393445882,0.924586477510992,0.0672701218583627,0.353971226953531,12605.0172604483
"172",0.0180203347557619,0.921149428684506,0.0713588323151698,0.359305001216579,12604.7974482956
"173",0.0156150623336103,0.923916768781783,0.0689183524492225,0.353140532261982,12604.9689157347
"174",0.0217013566948512,0.922020343488932,0.0692676297048568,0.354916623580684,12605.0084208003
"175",0.0193882844871132,0.922477578021952,0.0692433910953077,0.354345460793038,12605.4380739729
"176",0.0153428804368135,0.923370410444461,0.0696881784989703,0.35762066451932,12605.4772630413
"177",0.0195572601244048,0.924782747204246,0.0668579757298717,0.355251968847488,12605.1945011271
"178",0.0165238452330721,0.925235301403418,0.0671693804743835,0.354380532436848,12604.7851609584
"179",0.0163792290402924,0.925448839450136,0.0674006265678541,0.354229348167932,12604.6694473997
"180",0.0136547845191879,0.925633864076866,0.0678828251105521,0.356497984006235,12605.0398525012
"181",0.0145241664168993,0.926658691509085,0.0665466050532779,0.356524244647772,12604.9592516441
"182",0.0197756407376534,0.918825937570741,0.0731600923080054,0.356291956869703,12605.1206485588
"183",0.0203556921881297,0.918613334435022,0.0731087642823639,0.356315460396387,12605.0383247349
"184",0.0184415889885079,0.924044916802608,0.0679417785458686,0.353883656999917,12605.4277568743
"185",0.014608602908332,0.920813625545672,0.0723817156695795,0.354062680427553,12603.1243464093
"186",0.0169355612566372,0.923746941791937,0.0691008970635717,0.356286058745243,12604.5776703117
"187",0.0172977830128568,0.92365809029361,0.0685019130581461,0.356429545892289,12604.527148325
"188",0.0173433982465395,0.923851009726916,0.0687378568881084,0.356507566294141,12605.5030167637
"189",0.0204741401457186,0.923866687883024,0.0675642077855822,0.356905079352208,12605.2402805134
"190",0.0202929659612123,0.919446903953791,0.0722948327181254,0.356369499443723,12605.4272572623
"191",0.0187277047556007,0.918186232413217,0.0740008798565699,0.359835673596303,12603.446210596
"192",0.0126704272981181,0.924899749529333,0.0690760347981428,0.352619028274854,12603.5991444422
"193",0.0126704272981181,0.924899749529333,0.0690760347981428,0.352619028274854,12603.5991444422
"194",0.019552770166873,0.920685837750833,0.0712221430169278,0.358266799619638,12605.4708415953
"195",0.0166419210695002,0.92306904188027,0.0696638141554145,0.353393211567351,12605.4951433559
"196",0.0160599998954214,0.9224514942367,0.0705607875560587,0.352789613122117,12604.9079625728
"197",0.0191294233914821,0.925927963197849,0.0659102741422665,0.350248093610541,12602.5442638197
"198",0.0106588318124535,0.926281958449062,0.0681452746224957,0.351765211866368,12602.2925653383
"199",0.0219302507345521,0.924440093347391,0.0664296296044464,0.352119424220842,12603.1231117021
"200",0.0212544821625995,0.92402599597249,0.0671282293660063,0.35468206615481,12604.7285959259
"201",0.0166261160842459,0.919852142472193,0.0729906826328968,0.353284980667025,12604.4458677956
"202",0.0185432510830663,0.917950246050972,0.0745967651491418,0.354421866073628,12603.7093172916
"203",0.0173855170423244,0.92062580323618,0.0718301306571104,0.3562258412425,12605.2435207401
"204",0.0178940428261445,0.920657276541085,0.0716363043539924,0.356651860386426,12605.3336593055
"205",0.0165633728993502,0.918966061542756,0.0741595050853647,0.353895111064489,12603.4363992963
"206",0.0166687567262245,0.918823649467883,0.0739194451690781,0.354093767821458,12603.5315433755
"207",0.0168229663971403,0.915609198911357,0.0773822564307461,0.35620173668002,12601.0578675378
"208",0.0166813782204621,0.9154559883573,0.077360563698132,0.356152188956697,12599.5144304349
"209",0.00804804079210227,0.927595055532956,0.0676226564464184,0.356385216157805,12601.2660670262
"210",0.00725892665725163,0.927653757673958,0.0677855155859041,0.356351226722916,12600.5611854494
"211",0.00888004097278549,0.925829719088668,0.0694043565639117,0.356372274296029,12600.8028442059
"212",0.020193550757958,0.92075774192603,0.0706661477317899,0.354272907545319,12604.2535035221
"213",0.0198605396967313,0.923396695972189,0.0681197408804638,0.35152200522729,12604.0332609803
"214",0.0172523202075254,0.919340738190071,0.0733955728567234,0.357309315517342,12604.7332731486
"215",0.0208233218728102,0.919001290796816,0.0726704350946725,0.353404778753588,12604.7554207958
"216",0.0200922998173289,0.918436051091123,0.073257078696043,0.353299328206148,12604.0299814311
"217",0.0215630992594279,0.921345429572595,0.0700535284495371,0.358665613516786,12604.6213655594
"218",0.0207045506172791,0.923522553009982,0.0677094840317451,0.355305677037311,12604.8625408149
"219",0.0230439642109731,0.922095140853648,0.0687459076130355,0.354446077738832,12604.2994796474
"220",0.0156880799653599,0.919992187351998,0.0731789019423969,0.353439097571331,12604.1435159512
"221",0.0190133435470755,0.920267261887744,0.0717843719870608,0.35488189966632,12605.5775080525
"222",0.0230527841340809,0.921322288823482,0.0692913618835358,0.355467556575927,12604.3157192753
"223",0.0234280846364512,0.921279362974706,0.0693153500775468,0.355431466779705,12604.4919166433
"224",0.0229262574939046,0.921713046620478,0.0690782503418192,0.357072090182158,12604.7143549066
"225",0.0180617045983379,0.92448893834146,0.0676383942439127,0.355130712089373,12605.6875680448
"226",0.0205196881297373,0.919450160925437,0.0722347323904629,0.356916843609127,12605.3690323245
"227",0.0171940372856112,0.923370947777506,0.0691512382490897,0.352659589728253,12605.3031765241
"228",0.0170385543194009,0.920710496281013,0.071892416148376,0.352127992970257,12604.409195824
"229",0.0218338258879856,0.92205148228701,0.0690313344191582,0.359181168078388,12604.5935496918
"230",0.0208963980308458,0.923540066703128,0.0677101632859148,0.36310279886093,12602.0175827952
"231",0.0152820996899245,0.920886415526813,0.0723794139008063,0.357409281050148,12604.7229271235
"232",0.0148804163886746,0.921034328283497,0.0725779214515989,0.357652524503181,12603.4377544482
"233",0.0276078055833484,0.915321613689523,0.0741891587555368,0.359683461620746,12599.9832027746
"234",0.0242312936467555,0.919177073247236,0.07136562527216,0.356040886660886,12604.2756418259
"235",0.0271178954300963,0.92033040308924,0.0691978748354012,0.355075916328173,12601.8327157765
"236",0.0194009424961197,0.918820123223746,0.0731291129715523,0.359227458679613,12604.2538545556
"237",0.0182392086166135,0.921049364919103,0.0711285054339846,0.35371418095589,12605.2744566755
"238",0.0172758896253777,0.922507189624589,0.0701521074569754,0.358415327748823,12605.2917282628
"239",0.0194441748984906,0.918853026266626,0.0733086754826517,0.348747064254725,12601.495102001
"240",0.0125686016926984,0.929777229992238,0.0637151423937568,0.362519674719503,12600.2457225987
"241",0.0186638756378124,0.917705320517664,0.0746186437188206,0.34988068577429,12601.7687824482
"242",0.0171572672467599,0.922372077921202,0.0701878935148417,0.353009622791962,12605.4097800369
"243",0.0162800085639419,0.919729770546976,0.0731674515163676,0.351889449646344,12603.4800758419
"244",0.0210454668417606,0.92054907186497,0.071051003071504,0.352451985354507,12604.4371953207
"245",0.0175262151417085,0.919906280806072,0.0726646415217039,0.357069198638162,12605.1897230538
"246",0.0175706302526877,0.920691309833032,0.0718295638602667,0.355401715601525,12605.603443369
"247",0.0176387318686786,0.920939212578905,0.0716470673180346,0.352938321093503,12605.0045198457
"248",0.0188087315562988,0.924994865106998,0.0672751205480614,0.348434887227291,12599.4193525302
"249",0.01897642154258,0.924873552956307,0.0670806166054062,0.348306563786539,12601.4358359747
"250",0.0128936144753118,0.926430717661652,0.0670588426469056,0.350921847651504,12602.3863605867
"251",0.0186251689780317,0.926017731652823,0.0656615492818786,0.352550650969916,12603.2683559216
"252",0.0189431786211987,0.917674206368222,0.0748801998994799,0.355741758484657,12602.8749040349
"253",0.0242037336615714,0.921281858850118,0.0690770080963621,0.358914685853768,12603.5039861216
"254",0.0229981010740878,0.921421077627612,0.0694850811505086,0.359098491805583,12603.9966649785
"255",0.0207491365262916,0.916994724526722,0.0749626480344586,0.353398093075436,12602.8773698393
"256",0.0236030312302904,0.916707321120938,0.0743157867856483,0.35341290861444,12602.8696343982
"257",0.0153826576193533,0.921692993755987,0.0714915838275068,0.351678806622133,12604.08573597
"258",0.0209322152963501,0.921814114654864,0.0698048863184068,0.349185726296477,12601.9573885863
"259",0.0140284945552498,0.924557046531217,0.0686654575292302,0.354083396691883,12604.3530029475
"260",0.0127278823775268,0.925274317800462,0.0689595305181245,0.35424271649346,12601.2573762843
"261",0.0129290932562749,0.924968072320799,0.0683353320255922,0.354248111623664,12601.2856433489
"262",0.0156748347828551,0.927001269622281,0.0656737110072516,0.354246526505508,12604.5532272653
"263",0.0168248081696251,0.925516693201947,0.0672722911961416,0.354491213778357,12603.9934121765
"264",0.018457118353693,0.922241011723714,0.0698139858356858,0.352323991045442,12604.9778316141
"265",0.0199956079686318,0.922880153248766,0.0687292134399089,0.351282243678214,12604.3278886356
"266",0.013315675073631,0.921088690819752,0.0729470314956959,0.359904905506281,12602.1760350223
"267",0.0132829745697998,0.920950109578081,0.0728675898133339,0.359906546551979,12602.672891917
"268",0.0191960467406941,0.919331933174318,0.0725746378976486,0.359165768593058,12604.1143208468
"269",0.0107884548534692,0.923424682024092,0.0709001669192452,0.361210447588476,12600.8116837075
"270",0.0133931658360383,0.924557822441302,0.0692025066893005,0.361842984701097,12602.5980787769
"271",0.0119267664555809,0.923153942585085,0.0710985081674439,0.360153087877206,12602.5855192054
"272",0.01435961715467,0.923115336429562,0.0704416807472967,0.360294369077019,12603.6933931689
"273",0.0104498097930924,0.921778182927397,0.0730705634287056,0.360500180079888,12600.0536219266
"274",0.010342517732036,0.921591402729991,0.0730413704150183,0.360599727650053,12599.9280587332
"275",0.0106656040883553,0.921611265253203,0.073112579993336,0.360413723448681,12600.4557225692
"276",0.0102815046945113,0.921769619049442,0.0731092888300071,0.360745463584946,12599.8396046897
"277",0.0128718254837594,0.922024155593906,0.0719953962383518,0.36111489743752,12602.2173426637
"278",0.0221234734347994,0.921037626172545,0.0699902500353724,0.356560927876885,12605.1951015486
"279",0.0220763939630204,0.921065561964128,0.0702265714276999,0.356818327340519,12604.6352675247
"280",0.0222781623438591,0.917516103921657,0.0738937950836391,0.354818462487371,12603.8062497158
"281",0.022193367685924,0.917086454357011,0.0740903424112188,0.354907701937768,12603.9460704421
"282",0.0215230378155099,0.915832288372891,0.0757476571340063,0.354377946839478,12603.1088935029
"283",0.022289480206308,0.915978346942977,0.0753958779612228,0.354243684418962,12603.1725782333
"284",0.0254901410597888,0.913323473815616,0.0770465959097738,0.353013120940228,12600.0287742198
"285",0.0207563682716241,0.918065024147626,0.0737818473253183,0.354282397589142,12604.1428272354
"286",0.0132878260950046,0.929469984943278,0.0638468927919939,0.360512351022195,12601.9717361165
"287",0.0190552826545549,0.922566253445745,0.0693917303259485,0.358630599263466,12605.5260528648
"288",0.0176873784321001,0.922212664456423,0.0701939883169565,0.360213950646058,12604.8609217413
"289",0.0212429280586221,0.922607738050329,0.068725534775373,0.358854810002381,12604.8151889393
"290",0.0208284514439107,0.923498001950883,0.0677727950356756,0.357313168527676,12605.0518922321
"291",0.0214373478995802,0.919120613067736,0.0724409192080792,0.359975156134342,12603.8296025648
"292",0.0130431074875901,0.928539493107398,0.0650486412926835,0.355598268110996,12603.7799947314
"293",0.0195018121333564,0.91962987287706,0.0722479255026226,0.35834037169332,12604.953774649
"294",0.0210841962611043,0.92199697733253,0.0694233556327395,0.355309626631473,12605.482417357
"295",0.020054557950297,0.921954100939869,0.0700282061855477,0.354002277114033,12604.1136752763
"296",0.0189477123298287,0.919291597298578,0.0731968466216725,0.353285549370869,12603.1699814349
"297",0.0177245630951405,0.92518614296272,0.0669130414709599,0.352389800988586,12604.4322714511
"298",0.0199791698223205,0.922347691476966,0.0694835261830738,0.359697641736496,12604.6173450323
"299",0.0206536486203081,0.922205955137638,0.0694532458731611,0.360356583325116,12603.9672747881
"300",0.0200529624993481,0.922705481279784,0.0690879859108692,0.360849250115459,12603.9187739692
"301",0.0148779312508759,0.925546992179549,0.0676944905952691,0.362672383296675,12602.3571577874
"302",0.0215233225229946,0.924769683989686,0.0662381160622671,0.359455659147266,12603.48624747
"303",0.0139114457942382,0.925083434013204,0.0682887044368553,0.353818183085572,12604.8630056667
"304",0.014817667361005,0.924789109701045,0.068272708846701,0.353881216958102,12605.0608081887
"305",0.021450132169768,0.91976955212239,0.0715327952703732,0.35411797993029,12605.1042308865
"306",0.0150793830269296,0.925379930842545,0.0677418484917881,0.358704801881579,12604.9344170282
"307",0.0210316191917793,0.918158711694979,0.0733829560624025,0.355381517210644,12604.8075461165
"308",0.0236657043208323,0.915973329898547,0.0748289072592197,0.35559967487346,12603.1809836271
"309",0.0135312986952133,0.927225782138807,0.0661164748713498,0.359396010945878,12603.7464368896
"310",0.0134459503324396,0.928611099522283,0.0646305509985036,0.359215545591642,12602.9113855453
"311",0.0131942871404006,0.923259016422592,0.0706041492455304,0.358868952479961,12603.9793927206
