"","alpha","beta.1","beta.2","beta.3","sigma","lp__"
"80",-0.342041040740858,0.922523551547539,0.0741411331798794,0.380337274247867,0.267510988510184,14839.7259806365
"81",-0.332521536134855,0.922135149271936,0.0745278606311388,0.36964720858832,0.270091553861681,14840.9601731382
"82",-0.332084769545202,0.921206553094535,0.0751636238857604,0.370697547719404,0.268529188744459,14842.9159861021
"83",-0.337214364295626,0.922522468194968,0.0743588494498538,0.373826342148018,0.265314831732585,14837.8922346292
"84",-0.333169133364036,0.918120340445784,0.0777042406296734,0.37343722939371,0.270127178644586,14839.9929887477
"85",-0.330491698279682,0.919957530283026,0.0763284822035217,0.370247942790779,0.271087756959048,14842.253656053
"86",-0.331598773811131,0.925549453584974,0.0703989476209587,0.370773985789234,0.273077210885861,14838.0845137685
"87",-0.333914349945311,0.920120538475677,0.0771981652782628,0.370826895576181,0.269571635274813,14841.7138429809
"88",-0.328448387761222,0.918377908630339,0.0754304809080187,0.374613896274222,0.270401661516726,14837.6769642454
"89",-0.326115989171078,0.91870474793558,0.0751053217906105,0.372286672330719,0.269480698615426,14837.9220021087
"90",-0.336981514967054,0.919101831057036,0.0783525716578206,0.374529371219924,0.268806268140825,14840.5140421163
"91",-0.327516725883054,0.921926295721044,0.0748467905433208,0.364291290321399,0.266519359323914,14839.3869010715
"92",-0.339507860217455,0.921117887092475,0.0755591922406392,0.377816808912476,0.268902613993025,14841.5177225621
"93",-0.33810555237068,0.921028090241125,0.0765495625032899,0.373720543499861,0.267478152558507,14839.9265292748
"94",-0.336529365403314,0.92015780205972,0.077411456703705,0.372936160175264,0.267578043994826,14841.0138149602
"95",-0.330818128141063,0.921911258657043,0.0739621978947449,0.370770857889656,0.268394677348465,14842.8592406351
"96",-0.331315885182448,0.916738271926279,0.0789725716619126,0.373232669136196,0.269709075075531,14841.7757005793
"97",-0.335074987186289,0.91981229617045,0.076115452054102,0.37622138107524,0.270166637390517,14842.3364607944
"98",-0.333076740193013,0.921782021161387,0.0745734205640779,0.371513630771215,0.268794602026316,14842.5877062578
"99",-0.335437081189782,0.920606582737893,0.0763528017027389,0.373598426193159,0.266718327949072,14841.7992120289
"100",-0.340024477261087,0.919445448827171,0.0775675911687071,0.378022044902795,0.27118254723283,14840.7653309473
"101",-0.333275100152706,0.921501516641062,0.0746391361416459,0.373196481144656,0.27394724042386,14840.3568198714
"102",-0.329823759694216,0.92263319594198,0.0729060715221069,0.370831800721668,0.267685965129668,14841.4057406774
"103",-0.326957332372129,0.921580777965201,0.0733974280504311,0.36874968781833,0.271481930396759,14840.5855784737
"104",-0.334524358348789,0.918642551577046,0.0771917080559812,0.376147292727444,0.270044013718103,14842.2093090515
"105",-0.341463951582709,0.920437406109304,0.0757294588006771,0.381522920230067,0.266382343499018,14839.1227611771
"106",-0.329830844268609,0.919923486272426,0.0762894646793594,0.369258710720993,0.269082322856885,14842.9577034322
"107",-0.331342756691623,0.91714763094881,0.0793515372696785,0.370556447954823,0.273456317271881,14839.1371086845
"108",-0.331628396462839,0.915189669956156,0.0798886189613734,0.37465682622517,0.269968329476503,14837.7410509195
"109",-0.326422723799911,0.916122899225041,0.0801173378320653,0.366876333526483,0.268849242444221,14839.1491670156
"110",-0.334734392045736,0.920093996546073,0.0762717495245769,0.374333783170443,0.266620038248595,14842.4972775287
"111",-0.341080012059424,0.919118468184658,0.0777173875073505,0.379978805214957,0.271517743086338,14840.3933318206
"112",-0.328921532013165,0.91844141179756,0.0768242305362772,0.371332090639244,0.272686326357191,14840.9724355087
"113",-0.33132755229403,0.91935420449976,0.0764243273307189,0.372530686398112,0.266519811603128,14842.2353333313
"114",-0.336523018492191,0.916671610980026,0.0797701926741119,0.377274438886356,0.269227180400399,14840.650530977
"115",-0.333162163492381,0.919076597262217,0.0772703397868085,0.373043798577977,0.269761342153835,14842.9079717167
"116",-0.331131063446174,0.92180448605464,0.0753694712121525,0.366947790903472,0.270078612283824,14839.9107758923
"117",-0.33565924557727,0.917538328897823,0.079405345228719,0.374099067822023,0.265014814283661,14839.278714
"118",-0.330988100878019,0.919839678840381,0.0772550229345158,0.368209755859239,0.269958091644726,14841.4431365727
"119",-0.340591037182647,0.922576597323682,0.0736846914598381,0.380446029427326,0.269936515716678,14840.1703701125
"120",-0.340204729335107,0.921429366578619,0.0752457392115092,0.379462403071818,0.268133901070346,14840.8038116818
"121",-0.333262954057858,0.919757727684187,0.0762595484598496,0.372891536282,0.271099311097984,14841.5535395395
"122",-0.332673132657014,0.921983843101443,0.0752631368857189,0.370077094013481,0.270773826910515,14839.297034744
"123",-0.334670999771105,0.922583344750665,0.0746736857960667,0.371658681556057,0.268684002370251,14841.1555675898
"124",-0.329911335884701,0.922824010126975,0.0744828314835978,0.365399696288945,0.269448677795362,14839.9285901508
"125",-0.331972479554474,0.91976306968867,0.076592776057709,0.37120967883579,0.267840154753804,14842.9871636664
"126",-0.3309776622353,0.919973194291491,0.075775125331172,0.372182477514033,0.266911872241391,14842.2943534396
"127",-0.337456124424299,0.91800017560989,0.078832726999911,0.376950996093788,0.267262304517236,14840.6702626682
"128",-0.329724046884944,0.920080045290734,0.075346712867558,0.371783742450955,0.269207255701732,14842.1558886816
"129",-0.331389279227029,0.921715072306288,0.0745233406928613,0.370575021794777,0.269945988962972,14842.9929998532
"130",-0.334700143186874,0.921631016616818,0.0742596266017707,0.374438757627473,0.271346026341176,14841.4146306609
"131",-0.330663437231744,0.91957722865806,0.0769245765408486,0.369997675676216,0.269175975366883,14842.3063769259
"132",-0.327405814961926,0.922278380206459,0.0732020397102465,0.368012436756527,0.27034635263562,14841.7328963526
"133",-0.336724741677191,0.919731016727697,0.0776959387936486,0.374284395615102,0.270901319181133,14840.1975355014
"134",-0.331511708895591,0.917506857220278,0.0788108896910578,0.3717218234522,0.270204757980157,14841.9221337441
"135",-0.332813920465753,0.921009199576253,0.0757166345670053,0.370863350250823,0.273795918980418,14840.5839909669
"136",-0.329654195538163,0.918851993268071,0.0774788729349782,0.369635230357373,0.27348989751767,14839.8201554046
"137",-0.337984461653492,0.919489405586883,0.0776161271066365,0.376105705017025,0.270804222383377,14841.6034732122
"138",-0.327538303839162,0.918978634957611,0.076674131434443,0.368943337124147,0.264625203180352,14839.8786846469
"139",-0.326471432360029,0.922303668776955,0.0734267929198692,0.366670422366392,0.267658634871634,14841.2174885015
"140",-0.326956730230221,0.918128293355573,0.0774286062518666,0.368293250979051,0.268589767070575,14841.9035267921
"141",-0.331821684826949,0.917518450513204,0.0778051055025695,0.374205008707559,0.267313018318601,14841.433218749
"142",-0.335075047217466,0.918195338097883,0.0780762957392476,0.375144006439792,0.265201943614053,14840.7849692336
"143",-0.330292384923247,0.919769751518876,0.0765521942278688,0.369612935732012,0.272196321632765,14841.9071300781
"144",-0.331624640955397,0.921635859277695,0.0744292880889415,0.3711525120416,0.268222251140581,14843.0496092946
"145",-0.334864586639009,0.920976356925118,0.0751966479874678,0.374404707676494,0.267305705601723,14842.6916250657
"146",-0.330628700124506,0.916550997357361,0.079246475412208,0.37201363102971,0.269158309337529,14841.5640019287
"147",-0.325821039874384,0.922839629743308,0.072478711747365,0.366045402422496,0.270737793878432,14839.8889210006
"148",-0.330427652217776,0.919154895042244,0.0765860912783493,0.370621636903707,0.268480991378867,14841.3270449069
"149",-0.333870728701387,0.920136029438735,0.075931646133466,0.373850692199774,0.271756570155499,14842.4212427356
"150",-0.336793446406013,0.923674859102769,0.0729478773459465,0.374973670779716,0.267386719432961,14841.3669307921
"151",-0.332599122064715,0.920446423345821,0.0761724628923139,0.371097977108289,0.267143262230614,14842.6493293821
"152",-0.333241968108054,0.920398578332643,0.0756208861752814,0.373442358239188,0.268460648565195,14843.2728335379
"153",-0.33154699366718,0.915872685185425,0.0800580446005299,0.372470637767791,0.268883714786744,14840.2437105807
"154",-0.342224631099641,0.920523761107298,0.0767811960900188,0.379653684621433,0.268325036663013,14840.5406107372
"155",-0.33665688522835,0.918657748775907,0.0777586080398661,0.376283798790791,0.267507448712265,14842.0601082489
"156",-0.33134459200806,0.916339177166958,0.0789335234062871,0.374362294624775,0.275352720098391,14837.0767917853
"157",-0.327413023341159,0.923505749500489,0.0728546460727165,0.365054415057335,0.271860739140631,14839.9029046114
"158",-0.324201023527184,0.921385316554353,0.0745327454754769,0.36301727091317,0.268988502860607,14839.7832431519
"159",-0.328941416286477,0.922387505669874,0.0746428905453427,0.365263553393022,0.268914670469696,14840.5926664098
"160",-0.332552067530579,0.916718129745834,0.0792483491417817,0.374535930740497,0.269670389924287,14840.3935901859
"161",-0.331269438852031,0.918398827400298,0.0768084727133964,0.373909039669765,0.26727789502637,14841.8485953209
"162",-0.335146368565934,0.921468920612705,0.074601037746628,0.374988824412261,0.269014849716529,14842.8963358291
"163",-0.337911343494436,0.921022937444778,0.0756295522093077,0.376881273506414,0.271650101461887,14841.703857315
"164",-0.33749725810096,0.922673194760499,0.0736209777742683,0.377598107348255,0.266786370192351,14839.182573102
"165",-0.338197420994535,0.919668341713356,0.077466463803486,0.376665949393237,0.267949274582553,14840.762848476
"166",-0.336876197365692,0.920948260627534,0.0755496777275803,0.37577781356739,0.268901341276463,14842.7894044781
"167",-0.334178141748815,0.92106561723729,0.0759479069352069,0.371545509791135,0.268319375375201,14842.5444857638
"168",-0.330698236357102,0.916815005530013,0.0788419343550571,0.372373455388287,0.268002016076025,14841.624954845
"169",-0.332833947815113,0.917651102000079,0.0781913136338523,0.374053809175133,0.268719187487615,14842.4270280873
"170",-0.32854651841101,0.920592452547742,0.0743966953366193,0.370757750505018,0.267134774897135,14841.3493732689
"171",-0.335091940384398,0.92189967287423,0.0733653981956514,0.377496893668133,0.265729025427913,14839.0202514226
"172",-0.329870831826956,0.920335825688484,0.075889600584727,0.369302565967032,0.266170520643142,14842.042720241
"173",-0.33472914886592,0.920702964435207,0.0765035801424447,0.371870386063413,0.269553476125229,14842.2262479242
"174",-0.328436652469502,0.917791969124748,0.0773698896390359,0.371590581310446,0.267831476800416,14841.3143956229
"175",-0.332191609384435,0.919459392969587,0.0773031472350468,0.370389832820704,0.269047656233009,14842.4948972108
"176",-0.330510451126144,0.919665429648255,0.0763644404801878,0.370592837159656,0.27013530810359,14843.0585333283
"177",-0.324780187252895,0.918723491848557,0.0769672543358997,0.365663966075344,0.267092129559065,14840.7758994045
"178",-0.335278661587678,0.92079592752859,0.0757617494314738,0.374877101272577,0.268678841217123,14841.5504735754
"179",-0.335657651662592,0.919899205733549,0.0758005070817169,0.377782249963228,0.27228069561434,14839.8076560929
"180",-0.337442639723614,0.922821503811851,0.0740342740082562,0.374618502811675,0.266315930792751,14840.6811710005
"181",-0.327333663899048,0.917446559101232,0.0776709389176183,0.370405372690815,0.271224187031348,14840.9739829071
"182",-0.339187116392075,0.925643995179387,0.0721799188214121,0.37388654422002,0.266539406145083,14837.7037294183
"183",-0.331210026371775,0.91951866499729,0.0758668742818652,0.371856944840362,0.263198959941298,14834.5577792791
"184",-0.335045575422456,0.924001888412978,0.0717690083287194,0.375290624411701,0.272196210455513,14839.7463056079
"185",-0.336864275322376,0.919700221760154,0.0771058026334608,0.375585308388317,0.26903324471137,14842.5728102577
"186",-0.326897822785316,0.920313602806146,0.0747007755220676,0.369213141537427,0.268600908801652,14841.8414026923
"187",-0.327285186874672,0.921674215382736,0.0730434904554625,0.370276887726626,0.270916301749411,14840.3135977838
"188",-0.336635081042091,0.921098646221097,0.0751687412536323,0.376430697445137,0.263538156405367,14839.1468868329
"189",-0.338781107849432,0.920748725272429,0.0760068894348075,0.377049986177938,0.270390503834157,14841.8883967394
"190",-0.334691786393115,0.919985075156622,0.0763990877202525,0.373479198887898,0.269343669433857,14842.1544590386
"191",-0.336563142404745,0.920727576010762,0.0761627897979148,0.373764377806247,0.267645377646944,14840.6593165568
"192",-0.331810159797958,0.91915642014141,0.0774066709141628,0.370978682457039,0.26654759254456,14841.9072638978
"193",-0.333974337058467,0.918478396099387,0.0777684673789445,0.373207268831701,0.270006615622321,14840.7027572565
"194",-0.328877354587275,0.916635737948577,0.0800189932212701,0.36735100284403,0.269565421782097,14838.7336503746
"195",-0.334670149826679,0.920414919543511,0.0769971122133672,0.371286138904699,0.270550017344719,14841.4389635901
"196",-0.332277711826069,0.917560930437983,0.0780739060761107,0.374871122110761,0.271701357721269,14840.2941061638
"197",-0.333854008498178,0.920744266425061,0.0744202092627657,0.376368350924627,0.268636804019156,14841.5300532537
"198",-0.326511162957123,0.921492462419407,0.0746766670228133,0.365920921123061,0.273771833892508,14838.9296850544
"199",-0.331411339893259,0.918843081882457,0.0778782942050046,0.369696320000212,0.272149664852977,14841.0173369141
"200",-0.333675495883724,0.920803761469617,0.0747949528962129,0.374538375119725,0.272871658532642,14840.8942053981
"201",-0.333246356258902,0.922206478066697,0.0745206368827911,0.371718997025202,0.268914246248935,14841.7245992698
"202",-0.334138844259679,0.922815549991039,0.0731926682326628,0.37426726410701,0.269904024932402,14841.7265018849
"203",-0.334044075501116,0.920554154310581,0.0753126474869602,0.374201844556055,0.27027047548667,14842.4498814883
"204",-0.332589520737113,0.918084419684218,0.0773879264777103,0.37450059855183,0.268786243352957,14842.2000304076
"205",-0.336946556396691,0.921886795576684,0.073840518952246,0.376759069359391,0.273839483854556,14836.6367378792
"206",-0.332629971058108,0.920293965921138,0.0765396632800538,0.369496475144433,0.269781170009025,14839.4064710375
"207",-0.331672138252025,0.91781533366336,0.078768734719644,0.370948524132539,0.270026663112999,14841.8815052807
"208",-0.340806563711032,0.924787980832597,0.072832777156191,0.376064889321155,0.267789463472376,14839.1219846582
"209",-0.326618638508211,0.919480975541426,0.0752416220486338,0.369340155483497,0.268124780213101,14840.3374321169
"210",-0.335755607586139,0.919156156755847,0.0757218701252303,0.379592713699173,0.269540310055862,14839.861199104
"211",-0.334637817771383,0.923239202735602,0.0729597039157606,0.373272956304475,0.268006005780013,14841.6891609264
"212",-0.328702820338404,0.919758927319787,0.076513859969815,0.36796945351858,0.273409615090894,14840.5591266549
"213",-0.331599243586891,0.922199626676733,0.0732529989291504,0.372859530756675,0.268261057393139,14842.0264738755
"214",-0.324660160387678,0.919919292975544,0.0747714925072405,0.367931113527331,0.26751141148717,14840.4404944151
"215",-0.336257608878371,0.917423337187237,0.079319317838135,0.375127425371452,0.271594640574356,14840.4549898947
"216",-0.33571175991674,0.923340517586021,0.0735849025625558,0.373506011353963,0.26650383697641,14840.4061726355
"217",-0.332854238125247,0.917329782188693,0.0790179475600828,0.372883233709817,0.270607189834506,14841.8472848754
"218",-0.325637271661192,0.923365880022757,0.0718690692824067,0.366294567226691,0.266850475497445,14839.648949512
"219",-0.33195203834252,0.923611635482401,0.0731164050487282,0.369259409565976,0.268796645679526,14841.8858374584
"220",-0.333397935117483,0.921537861076848,0.0759135115298706,0.368948255978919,0.268087512270331,14840.4544227904
"221",-0.338245616091756,0.92020521891964,0.0769607503015106,0.376285407103884,0.269147308016825,14841.5828844517
"222",-0.334185836848331,0.917033647853703,0.078464362217453,0.37726408994425,0.266592974814123,14839.9594389829
"223",-0.339686224125689,0.921758960942786,0.0753470293333925,0.377130089364016,0.270092284120921,14841.6708884404
"224",-0.338274177633065,0.922218928225075,0.0740731043647659,0.377437348637076,0.268523436901508,14841.7544668396
"225",-0.330186728401676,0.916547123312735,0.0787868676701824,0.37279755528953,0.268048492390448,14841.2600477492
"226",-0.329206807946521,0.924013341588385,0.0728493755326304,0.365343384287515,0.273070088441207,14838.2327085343
"227",-0.326923379874862,0.919042088375613,0.0770150559840524,0.365976871533429,0.267629400537027,14839.7512045562
"228",-0.326859628742666,0.920736280916791,0.0747149371423428,0.366986049863778,0.270666975734024,14839.816575408
"229",-0.338618587273807,0.919765444609192,0.0768935007360654,0.377833703624994,0.270528440220955,14841.999981782
"230",-0.327574194480079,0.92346428869025,0.0709605744751209,0.371412392177052,0.271800543397735,14836.2781243575
"231",-0.330827499281347,0.920156322274113,0.0753186210108947,0.371329244961747,0.268511413521607,14840.4829329387
"232",-0.324393461131039,0.920279803540628,0.0758267781960393,0.363579145558476,0.269460767320403,14840.7388306385
"233",-0.331001263919555,0.917927311215654,0.0777240164264925,0.37301427136965,0.269914609700123,14842.1379216465
"234",-0.331127915684209,0.919869309870029,0.0763129371495316,0.371625094413062,0.270404369409632,14841.5182977715
"235",-0.331538454617248,0.918572247970132,0.0772312463399932,0.372687622055028,0.271378788944973,14842.3833972097
"236",-0.330365092961766,0.918610289571508,0.0767693359248356,0.37329939681784,0.267157714940138,14840.4271676032
"237",-0.336127585877513,0.920556125229796,0.0767676771929218,0.373175349132581,0.267851313727555,14841.8092270499
"238",-0.329156162753492,0.920138975843899,0.0763776251187825,0.367727516735604,0.267165174367556,14841.9478491859
"239",-0.334135307052856,0.919582009063908,0.0768749440756256,0.373464125382982,0.270224058878087,14843.0109017408
"240",-0.335082725527147,0.917182508876554,0.0778840252851785,0.378811252178997,0.269699189110298,14840.2646480424
"241",-0.337756103006022,0.920360709083053,0.0761593649375775,0.377746424270969,0.26977653896142,14841.0811103082
"242",-0.336886396953039,0.920629089497235,0.0766236079583327,0.373830832324399,0.269582627295326,14842.0373767953
"243",-0.336679132279664,0.917184504951729,0.0792370074182213,0.377428313091713,0.265591573253883,14839.4631343247
"244",-0.328695683453971,0.922364243814347,0.0729012079594145,0.369557178256762,0.269454620382013,14841.3310766613
"245",-0.32919872273755,0.920304462634938,0.0760993743194859,0.367556831862728,0.269390279068737,14841.9497834893
"246",-0.336821255700663,0.91712955537267,0.0798453875228283,0.375567739820035,0.268933530037095,14840.8619125204
"247",-0.335789315887258,0.916518292604378,0.0801730701223643,0.374973580507915,0.267711579733886,14840.1024360062
"248",-0.331043357245434,0.919806137079466,0.0762754345810883,0.370816598656138,0.269277690777114,14843.1325731724
"249",-0.331899696041761,0.920682094910019,0.0772443899603494,0.366215659905685,0.270618325926128,14837.5162100679
"250",-0.327296959785832,0.918622012492794,0.0770991282669258,0.369107005098044,0.270051996928025,14840.3550057209
"251",-0.325683703873912,0.917693737193207,0.0777710895714678,0.367084827234237,0.269891686556567,14840.9778179451
"252",-0.331327653622464,0.921346932749349,0.0747537542812425,0.371273055285493,0.267344718546614,14842.4713019002
"253",-0.335372714014008,0.917778582649212,0.0790002080863933,0.374120729666098,0.265621869118688,14840.2570956404
"254",-0.332395483671837,0.918689120536094,0.0781583063121909,0.371150690732235,0.267568576537221,14841.4758392366
"255",-0.338339154304584,0.919650872929481,0.0763841138439744,0.379277757933593,0.264618537932548,14839.4614971861
"256",-0.329887600952244,0.91992438990117,0.0763735859208137,0.369362756138905,0.268495844587937,14842.7849009778
"257",-0.332578531413038,0.922025764052437,0.0735623844361385,0.374116596532487,0.273446815518088,14839.1767346376
"258",-0.329581213803791,0.918267900246813,0.0773326872742942,0.371575993662952,0.268716091298567,14842.1180275056
"259",-0.331951036591862,0.919226105410678,0.0764302431185081,0.372869299357091,0.271035047813526,14842.1913653581
"260",-0.339486484459234,0.919518282013687,0.0773197301533907,0.377416772396899,0.270491043876173,14839.9848950217
"261",-0.336971431293044,0.920292965086064,0.0764450063777417,0.375051335016067,0.269098668510659,14842.0817223917
"262",-0.337443599715397,0.920521505240197,0.075432585880086,0.377776928116522,0.270882769956416,14841.6028294981
"263",-0.335082970732825,0.919714819215298,0.077558781435867,0.37171549249566,0.26807695536122,14840.9528154988
