"","alpha","beta.1","beta.2","beta.3","sigma","lp__"
"179",-0.261835431974874,0.911875534727578,0.0836481053227474,0.297990907198313,0.270815212836778,14822.5734782848
"180",-0.263189688930879,0.912753376928578,0.0827031668230617,0.298797524189209,0.272438450158235,14822.537143257
"181",-0.260146546151307,0.908542963547474,0.0861162426508542,0.299550799489271,0.272854760190348,14822.6496707378
"182",-0.262868701595264,0.909637537028689,0.0847399354517994,0.303212635372671,0.266136597326702,14822.094705051
"183",-0.260845120075224,0.90966494557172,0.0853664394433007,0.297338345968367,0.268879649604257,14820.6333902376
"184",-0.266697323737572,0.908235278779876,0.0862004779424962,0.306413622546764,0.269673158986568,14821.4357703163
"185",-0.260162768106031,0.910294707259058,0.0845386390453877,0.298527893840239,0.271334318648688,14823.6990319706
"186",-0.263615093388029,0.911421808981445,0.0830697103328585,0.303401629467632,0.27014259964951,14822.8769378016
"187",-0.268615973305949,0.913688564245098,0.0819892385002545,0.304701852658508,0.271764924360779,14820.2080169399
"188",-0.26610884372665,0.909382978367156,0.0860337393329567,0.303180235221565,0.267623169259872,14822.8817231505
"189",-0.262962096849344,0.906870841205139,0.0875470549960717,0.303129717438209,0.273407687205776,14821.4819112605
"190",-0.272120484989296,0.910193797621202,0.085730528543157,0.3078365628685,0.270553042802168,14821.1729781859
"191",-0.266767446655548,0.911646179096078,0.0851287638101395,0.299038339519711,0.268281530087259,14819.7640980209
"192",-0.257818987989553,0.91126427661801,0.0830334354053093,0.297308565277432,0.271208941064898,14823.1939673623
"193",-0.259732170266613,0.907811329683199,0.086619351040606,0.300110484965794,0.268959916134157,14823.1927726858
"194",-0.267482856975505,0.911187011602666,0.0849622333538781,0.30217859531114,0.270823397691197,14821.6380946278
"195",-0.260412243384856,0.909743357448502,0.0852730264324922,0.297578345800258,0.270221117234056,14823.4101614188
"196",-0.265451280133964,0.909486614310823,0.086337773602666,0.301729632089117,0.270440395118608,14820.9838096137
"197",-0.250110145536549,0.909720501707487,0.0842113149876356,0.290506097199447,0.269179853676769,14820.4580344337
"198",-0.260305701222549,0.91127635614482,0.0830072125926765,0.299712224055652,0.270039472414732,14823.3385852445
"199",-0.266008532664096,0.907408328857069,0.0882934585300838,0.303099553208255,0.26800334949019,14819.8247578101
"200",-0.261969961338121,0.905527833796154,0.0901874584035946,0.298492573871851,0.268968989016743,14819.0378901453
"201",-0.25953020852854,0.911225128877066,0.082937499897091,0.298849412071568,0.268400347624442,14821.7507929637
"202",-0.257525599040387,0.908706757793538,0.0851753411143336,0.299009317398215,0.268961958864291,14823.3826158946
"203",-0.261054028567378,0.913179137113754,0.0813189138869179,0.29955423754962,0.268161373128503,14822.3186283842
"204",-0.258742021144256,0.911130960075121,0.0835960524940122,0.296465910818184,0.267459160154891,14822.6661347141
"205",-0.26380237113361,0.914150651424454,0.0801602222215352,0.303227074696763,0.271087374270063,14820.6761055431
"206",-0.259570126515425,0.910863139070486,0.0838640442352155,0.297154941835363,0.270523947210788,14822.6728115378
"207",-0.261578814643396,0.907989580393281,0.0865530469146243,0.301170550627536,0.270905322463647,14823.7038549028
"208",-0.258979997260533,0.910477837001126,0.0841771275373456,0.297610976033517,0.27076039368297,14823.8633841462
"209",-0.255672580682824,0.910154322041368,0.0842641251409015,0.295170116654172,0.270092332321583,14822.8634102264
"210",-0.251788129061417,0.906307321622371,0.0871936959374845,0.294107974858813,0.272916197953411,14819.6483985311
"211",-0.260323977019496,0.91141340862852,0.0831754791105466,0.298162522248286,0.26955275956695,14822.0289235493
"212",-0.26278119166362,0.908681510332683,0.0853984652545743,0.303774134708109,0.269026497038156,14823.2394742461
"213",-0.256469378021017,0.909937552688514,0.0832552283803618,0.299997251798203,0.268226369185916,14821.1076822797
"214",-0.260138833107419,0.909386196494291,0.0848550517426907,0.300232303772337,0.269304110888837,14823.9268822963
"215",-0.264310596551438,0.914697286643252,0.0799340398402008,0.302243358672715,0.27207090537582,14820.3419601173
"216",-0.258679134518478,0.909992150297305,0.0845062778327382,0.29874252199312,0.272967843467872,14820.9070535858
"217",-0.261991725760585,0.911199679813397,0.0831213601161155,0.301051667020665,0.268396361571805,14822.1437413799
"218",-0.261499716191152,0.909772922736436,0.0844720787133022,0.301150550038147,0.271771827369762,14822.5019643915
"219",-0.261738558144153,0.910097099506683,0.0842889524171595,0.30216024590673,0.27295878621818,14821.8420709326
"220",-0.264743767667214,0.908236330092575,0.0873193146556385,0.301398682097727,0.268205758605466,14822.5045731324
"221",-0.259631937446443,0.911605260647155,0.0833016339916255,0.296926379830929,0.270448189948492,14823.5145544691
"222",-0.261564839730006,0.912229029509131,0.0824744490269471,0.300390293800295,0.267031430197343,14821.9471377249
"223",-0.256085433224157,0.906114812486079,0.0877497569183512,0.298160971540403,0.269373675736168,14822.2109796889
"224",-0.25596679554425,0.909405077111771,0.0843721153580942,0.297534219646508,0.27364121611461,14821.4351904046
"225",-0.26666764920275,0.910670926137974,0.0839081330116622,0.306218683406992,0.269637653145529,14822.9042634269
"226",-0.266236164355043,0.905003014068383,0.0895377214363808,0.306749679899083,0.272286350586405,14819.7622758708
"227",-0.263662894822644,0.908437376867514,0.0855655608778604,0.305151678589778,0.268985968343333,14822.8054454523
"228",-0.259227419915089,0.910923557259478,0.0835114224356255,0.29814041737808,0.267191757108065,14822.8998344302
"229",-0.265505774353387,0.907437310598665,0.087635561113858,0.303971065677802,0.269012707389187,14822.7942225376
"230",-0.261720497518697,0.910346446230725,0.0851412067313565,0.296830838093983,0.265569282225755,14819.2302252298
"231",-0.262288569213024,0.912662126839916,0.0827068444379116,0.29840242277334,0.267374670656602,14822.7503623438
"232",-0.261254935363126,0.911162850486997,0.0839494192893938,0.298662225556781,0.268586389927792,14823.5975690015
"233",-0.258569172423496,0.911555309806535,0.0833725100034723,0.296285613112118,0.26629351922796,14821.8712606481
"234",-0.263333287206917,0.908796550517188,0.0858163091036808,0.302566431455236,0.2708780092763,14823.762488413
"235",-0.261710406778198,0.91118655359891,0.0838945460017746,0.299508741407918,0.268026451810781,14822.9142145801
"236",-0.262462838295631,0.906799412532032,0.0871167641480639,0.30397038810881,0.270547985543894,14821.6895724808
"237",-0.246789917971062,0.904947229436296,0.0878329334868261,0.292641093446393,0.267658687567996,14814.6848869661
"238",-0.253135018299825,0.910432362256353,0.0824809215636297,0.296956263427564,0.270127919979617,14819.9100375412
"239",-0.263298870305189,0.912528817961218,0.0825079713744217,0.300426690881212,0.268700427331789,14823.4895743311
"240",-0.260332985678577,0.911015272884513,0.0833094893236054,0.300233262322073,0.271326406883317,14823.3718313448
"241",-0.269104557662296,0.91401657348888,0.0820792255891351,0.30288454486846,0.271070579475926,14821.5694425845
"242",-0.248154209188498,0.906337523303022,0.0874229958497623,0.289877674007386,0.272231089615587,14817.9554655234
"243",-0.258888565275035,0.906839916326743,0.0870736703584142,0.301507279439406,0.269982060877758,14821.2855841085
"244",-0.258622205055644,0.912389340025951,0.0827704932081501,0.293842166917993,0.269397379659886,14818.9310149424
"245",-0.263717672526188,0.911119631817856,0.0846430601073128,0.299334115880131,0.269470847111081,14822.7232107285
"246",-0.265587189133212,0.913864299982355,0.0812621258291687,0.301877857971056,0.27043764006429,14821.7656383557
"247",-0.258928442037542,0.910382817640444,0.0842386410754386,0.29706542756366,0.27190463889421,14822.7163028612
"248",-0.261770903833652,0.909452650952299,0.0858741059310806,0.29856910179685,0.269998289657786,14823.665110212
"249",-0.264815410612999,0.912664580770906,0.0824507175108633,0.30201918758986,0.272729365816246,14822.4472736376
"250",-0.263611141331498,0.913896139375662,0.0808947919164652,0.301683518848615,0.272041057694161,14821.5794197144
"251",-0.266412931538447,0.906148415651322,0.0892250862527568,0.304353693895915,0.269178614560462,14820.9430173723
"252",-0.265744223894267,0.910060785203972,0.0862025506747481,0.299776556886962,0.272979447575698,14820.6499373053
"253",-0.256398808529585,0.908679542114039,0.0861527408420729,0.294273815598664,0.271198976367034,14822.3857718317
"254",-0.26552564341383,0.910999966630764,0.0844676825307813,0.301808541651237,0.268094478557967,14823.4982350843
"255",-0.268445193088164,0.913355963623557,0.0819120695058119,0.305164580190743,0.269897477063855,14822.2499154916
"256",-0.268468965372046,0.910565771114702,0.0856708938268507,0.302608575908314,0.269401877730279,14822.0299769984
"257",-0.264373747678169,0.912880291043453,0.0828171919018485,0.299860013558362,0.275230869371804,14819.4759789459
"258",-0.263084806641529,0.910914748333599,0.0841246223317108,0.3008631188726,0.269905394691068,14824.028884626
"259",-0.267523408484221,0.909103195793351,0.0864794736161078,0.303589460332719,0.266260942115462,14821.161383769
"260",-0.261331768244639,0.910275374113539,0.0838853984750589,0.3016451770703,0.269829853002478,14823.6576412715
"261",-0.255819683699721,0.910483646439115,0.0837659187038605,0.295382302148513,0.27115959126999,14822.9349262974
"262",-0.26163982586992,0.907707637568257,0.0861499404262585,0.303385841792429,0.265883132913541,14821.1085042501
