"","alpha","beta[1]","sigma","lp__"
"168",-0.0845981645261212,0.989077040611254,0.152671730404473,11052.2100710662
"169",-0.0882523233732708,0.990512730917362,0.153588176178617,11051.2264193672
"170",-0.109262958401334,0.996105745515856,0.152692474611254,11054.5031033476
"171",-0.114569189685644,0.997574839027476,0.153256612490154,11054.105440598
"172",-0.118559795113768,0.998646893678359,0.153068244811082,11053.9870027406
"173",-0.122689170698386,0.999158161595231,0.153437280327994,11053.1515145124
"174",-0.0984906811779884,0.992001720357139,0.152341269276668,11054.1421336609
"175",-0.0984371758405717,0.992484396665244,0.15234630264112,11054.7074141783
"176",-0.114611966494056,0.997258246397711,0.15301581975931,11054.5344206678
"177",-0.114023187629671,0.997639218115739,0.153015341617838,11053.8388925695
"178",-0.123754389388881,1.0001914181661,0.153901887000237,11052.6138709248
"179",-0.115391513975855,0.997132391247849,0.151225207854553,11054.103136904
"180",-0.115547746536843,0.997509748565876,0.1511030067827,11054.1650026411
"181",-0.0987954102641289,0.992637296848363,0.152615172911877,11054.6980960027
"182",-0.0879753452603177,0.988688453270359,0.15300163556635,11052.0261669781
"183",-0.101168713091149,0.992461103985948,0.15105742755174,11052.8801358112
"184",-0.123992500854477,0.999913885137051,0.151953965689435,11053.6412511598
"185",-0.105220614550073,0.995228327609456,0.153246982841077,11053.5712207268
"186",-0.103998543126261,0.9940254069713,0.153545883377393,11054.4068374624
"187",-0.083838327087744,0.987312843072774,0.150636988702775,11049.7470195038
"188",-0.0868469657625449,0.988963231756196,0.151819397945136,11053.1243627902
"189",-0.115405565398928,0.997553830144737,0.151712317185692,11054.52161822
"190",-0.0946353135723804,0.991001899663953,0.152478745422614,11054.0124529407
"191",-0.0968486972658619,0.9920069370496,0.15231796148354,11054.5802507843
"192",-0.118843722350123,0.998268912261399,0.154893592059557,11052.0318284487
"193",-0.11772450128418,0.99965185565212,0.154886983102662,11047.5180862565
"194",-0.119470695113345,0.999002603267549,0.155511234422509,11050.5230362617
"195",-0.120504967970926,0.999772394060905,0.155444237571758,11049.3965601323
"196",-0.113887775267778,0.996473689841082,0.153975799455003,11053.2795903798
"197",-0.112058531671888,0.996850438991006,0.152872657044334,11054.4514721753
"198",-0.0878302583328405,0.989432980551912,0.153327722220143,11053.1021736795
"199",-0.087658911316288,0.989656728741973,0.153327317063798,11052.9467558039
"200",-0.0990290566446043,0.99238453339707,0.150826249789462,11053.8164168942
"201",-0.112860288764375,0.996441256284232,0.152205481978862,11054.7058550783
"202",-0.115348252004162,0.997457002957419,0.152182412138842,11054.6636526597
"203",-0.109734286573696,0.995565946033816,0.152811296338311,11054.7667693452
"204",-0.112981987470528,0.996648805351593,0.15311719691235,11054.5764207384
"205",-0.111821804829164,0.99608461601718,0.152910165553538,11054.5623875964
"206",-0.0959993030447978,0.992142628421888,0.152657910281783,11054.2483348979
"207",-0.111933634405873,0.997366354957605,0.150356143497357,11051.7474477019
"208",-0.112461045987014,0.997009050445058,0.150892564647893,11053.798239476
"209",-0.11170171128471,0.995872731672446,0.150723794677588,11053.5613293569
"210",-0.110096921273073,0.996622727182426,0.150849793399492,11053.1456472045
"211",-0.110345447462244,0.996329136522321,0.15069088020081,11053.7864648037
"212",-0.0996538182304351,0.992092171291912,0.153356714040053,11053.1936889969
"213",-0.108148577128257,0.994579816111086,0.153248732792468,11053.5589039633
"214",-0.100686225587783,0.993075075835877,0.15246697707454,11054.8202199399
"215",-0.0965373359447001,0.991910002260827,0.153032016350031,11054.3616784707
"216",-0.104482193652344,0.994389950775132,0.151099639676643,11054.4694737995
"217",-0.102190919165019,0.993667647139666,0.151652007821205,11054.7743838075
"218",-0.100370041044382,0.992189757739411,0.1532265918551,11052.958811899
"219",-0.10024024209177,0.993932037747411,0.152204228539095,11053.2295824272
"220",-0.111653917817976,0.99728305084394,0.152418425748357,11053.1157445127
"221",-0.104922556659735,0.993468532859618,0.152335787896988,11053.2641065045
"222",-0.103465811756091,0.99386326029834,0.152281419339728,11054.9362618136
"223",-0.0986726214495506,0.992351009370661,0.152258470940587,11054.614818138
"224",-0.103811467805759,0.994120438126898,0.151264715502989,11054.6075761246
"225",-0.104883220207422,0.994473296909824,0.153986713228409,11053.9873703014
"226",-0.103256320301959,0.994025764842508,0.153866482263116,11054.0757278797
"227",-0.0873424828804417,0.989566584463546,0.153054476060001,11053.0562090282
"228",-0.11705791653698,0.997622589917157,0.151242498827606,11053.983378807
"229",-0.118272492398273,0.998037685331126,0.151461189202171,11054.0735437447
"230",-0.11107944197321,0.995889223371993,0.15165129077383,11054.6130839973
"231",-0.109320485525647,0.996776269999492,0.151863489695154,11052.4328830067
"232",-0.0962753973599604,0.990989752369611,0.151848042414063,11052.8147705514
"233",-0.0948189743383158,0.991672039314524,0.151850207712026,11054.2479556991
"234",-0.0947015471724405,0.991998914396494,0.1520376356547,11053.7293547323
"235",-0.107818087454387,0.995013198111773,0.151737533182551,11054.7990229222
"236",-0.0971152568528825,0.992259109225127,0.153289768687143,11054.2352848173
"237",-0.0939796109245135,0.992293725196203,0.152954036541924,11051.9030543727
"238",-0.104182754298971,0.993132505045242,0.151685770444732,11052.6267142043
"239",-0.101243086008945,0.994439807572091,0.15182307502864,11052.3235211439
"240",-0.0987843563884855,0.992803159144421,0.154269755766821,11053.3375519029
"241",-0.107190845097947,0.995323334071433,0.15281993751538,11054.7558465392
"242",-0.112971441764737,0.996350936155445,0.152242567873071,11054.5475695665
"243",-0.112443777350859,0.996096142428393,0.152883337585358,11054.2811516582
"244",-0.111844609537744,0.996808411255375,0.1526058741605,11054.5124280654
"245",-0.101661452122405,0.993145864177173,0.151138156060022,11054.2498747709
"246",-0.110223426046949,0.996351237438892,0.153289505203776,11054.246585664
"247",-0.109700281421137,0.996290072394518,0.151626338073495,11054.2843135742
"248",-0.105728082297166,0.994445064798231,0.152214598506577,11054.9319122313
"249",-0.107490541695263,0.994805464236945,0.15255292696225,11054.7529971475
"250",-0.0887613058358309,0.990485615570772,0.152470830462741,11052.4264456454
"251",-0.0886944353450045,0.988875880481192,0.152283653756655,11052.226851069
"252",-0.109040850386327,0.995893955200093,0.152316033536555,11054.7898562834
"253",-0.110751194916346,0.995811235331643,0.153560301059862,11054.2268561856
"254",-0.128177897501677,1.00277811394131,0.152019831465745,11047.4173539824
"255",-0.129449405475315,1.00144519434809,0.152069443017802,11052.6968438153
"256",-0.127134434344818,1.00021661081016,0.15224913028754,11052.4261187275
"257",-0.107889068813809,0.995513787619547,0.151672145024201,11054.7338706154
"258",-0.104613627029288,0.994042502437055,0.152048171374104,11054.8282984885
"259",-0.0938029383285673,0.991111481488085,0.151205721924776,11053.8641987063
"260",-0.0941052681534938,0.990777070882405,0.151160853241702,11053.3835646571
"261",-0.0887536122384614,0.990191244361851,0.152192458076451,11053.1530860045
"262",-0.096028509210698,0.991381782924994,0.153799296342874,11053.3534381249
"263",-0.0896069006053483,0.989624636068379,0.152556397329851,11053.4816137633
"264",-0.0918385123709482,0.990753012404726,0.152364153322373,11054.0054884392
"265",-0.0934755115997381,0.991761493772782,0.152449920259469,11053.3209577453
"266",-0.108630698192925,0.996429107205435,0.151933850336858,11053.0843343137
"267",-0.114178376439598,0.997158511824711,0.152051012512674,11054.7216460433
"268",-0.113813839927614,0.995635052862375,0.151510562179216,11050.9655112442
"269",-0.111717209079563,0.997283646684563,0.151264254635675,11052.7998388477
"270",-0.120377449954116,0.998009538343826,0.151968133912561,11052.6576113535
"271",-0.0897307155410316,0.990124747503544,0.153329662644581,11053.3644149408
"272",-0.1011945997966,0.993195995855701,0.152048971434729,11054.8274827083
"273",-0.097253828108258,0.992177832514517,0.151971880424248,11054.5864129553
"274",-0.0956325522867318,0.990711707645453,0.152774628704169,11052.4104052503
"275",-0.0946666462456214,0.992165153181564,0.152886300871522,11053.1773003722
"276",-0.0899694841410285,0.989753192586005,0.151710186815463,11053.4652549249
"277",-0.0916059581888087,0.99044574456131,0.151852063339345,11053.9292161217
"278",-0.112299683540917,0.996302979310261,0.154405793259401,11053.2402082682
"279",-0.110905369905339,0.995897116454908,0.153890978628195,11053.9402697801
"280",-0.105025304652542,0.994633508018717,0.153238802313447,11054.5927538123
"281",-0.0972323921060941,0.992017772388313,0.151724969201321,11054.4619321922
"282",-0.106409114401124,0.994958930929466,0.152947510639923,11054.8157695266
"283",-0.122904869869405,1.00011012172946,0.152546546620172,11053.2970572399
"284",-0.119087539957818,0.998631527325248,0.152369326224164,11054.2838842099
"285",-0.116605704595146,0.998167805166581,0.152428770448339,11054.252753659
"286",-0.112949612673521,0.997032808762955,0.152394869927366,11054.6261579885
"287",-0.0992470591193329,0.993095351178217,0.151414088280915,11054.2676611165
"288",-0.093568205062925,0.991430577822063,0.150925707739361,11053.3967346606
"289",-0.0926265942011416,0.991118910672719,0.150930321309585,11053.3357228597
"290",-0.121612852277578,0.99949096162449,0.151399679630202,11053.5956950844
"291",-0.0786493643771496,0.986226946111168,0.152329635544628,11050.9283274686
"292",-0.0704170770662505,0.98396780113389,0.152343290029411,11048.8652611101
"293",-0.0731712373147316,0.98580424934008,0.152960204848699,11049.2869981048
"294",-0.0892541085844096,0.990677321817381,0.151931769874914,11052.2994565806
"295",-0.089595963511642,0.989589563520446,0.151930002244828,11053.4065109986
"296",-0.0927827142549506,0.990265052023693,0.154130795691407,11052.2727455485
"297",-0.0901907606590878,0.991024481993243,0.154178247251858,11051.0781318056
"298",-0.105342894284939,0.993661730938313,0.151010790557516,11052.9396998368
"299",-0.102723021543787,0.994034344360813,0.15128468253195,11054.4399835678
"300",-0.122296803863482,0.999131007029585,0.151170873425641,11053.3126647331
"301",-0.113389679242903,0.996954725589026,0.151872340795246,11054.7220419079
"302",-0.115365424608348,0.99640323428537,0.151922458322264,11052.5510878144
"303",-0.114711350773265,0.99672597950478,0.151885910136452,11054.1554457308
"304",-0.115380431839002,0.997420850208793,0.151751382845025,11054.5704245525
"305",-0.115047079861428,0.998430565393738,0.151686851541755,11052.0941048541
"306",-0.117275540508504,0.997514028099746,0.151852922299052,11054.0235782223
"307",-0.113138191265396,0.99738320431823,0.152880341259496,11053.9524533999
"308",-0.114031353624181,0.997034067274165,0.152726685154862,11054.6965533084
"309",-0.118741095758576,0.998114977247031,0.153430831400612,11053.7648564979
"310",-0.0972836091662053,0.992212408311381,0.152801130401701,11054.5300122645
"311",-0.0990347727968204,0.992986022027508,0.150516559854524,11053.4791157527
"312",-0.102737115339639,0.993967336237723,0.15345289871904,11054.3873342563
"313",-0.11104947357724,0.996206840442923,0.153309552280721,11054.5539707737
"314",-0.104811224026514,0.99406949542038,0.153415198412578,11054.378337341
"315",-0.101339318406087,0.993627923276415,0.151262843045367,11054.3749398979
"316",-0.102624326636074,0.99400676794042,0.152656233121078,11054.7340644112
"317",-0.103033301873601,0.993772543466229,0.152505396526381,11054.9188456699
"318",-0.108614613857985,0.995950143691828,0.151862015566106,11054.4500318094
"319",-0.108489030744332,0.995219452475127,0.152120914522599,11054.8937705312
"320",-0.108300698975762,0.995248999891197,0.152076507667518,11054.9474077514
"321",-0.113056300810022,0.996639652755435,0.151926038896076,11054.7557991624
"322",-0.0999196827229015,0.993236909002422,0.152119826085722,11054.6318852191
"323",-0.118157150901746,0.997417980112767,0.152152606534407,11053.1070916385
"324",-0.118667853928576,0.998355448103416,0.150279912511981,11052.9443630472
"325",-0.101131668311793,0.993107400799738,0.154494672911881,11053.1493457561
"326",-0.111997077269642,0.996077639636792,0.152257102004581,11054.6106809423
"327",-0.105217692348835,0.994611406697616,0.152636314865481,11054.9181939256
"328",-0.104782670061511,0.994784506627184,0.15276188488014,11054.5422274125
"329",-0.103708119722032,0.993706022154537,0.151353945349784,11054.4365806147
"330",-0.0982768648304267,0.99254676249719,0.152153124091683,11054.6830778375
"331",-0.10175972103607,0.993962712630454,0.150152743837641,11052.8244835874
"332",-0.0980736696627005,0.992248270544844,0.154337159098854,11053.2081067921
"333",-0.118209545236327,0.998119588694016,0.151197762141557,11053.971912369
"334",-0.10376761211282,0.995265518120969,0.154193443972767,11050.8912262843
"335",-0.106012109361326,0.994235936959173,0.154112116822593,11053.4222613102
"336",-0.106059951925971,0.993962639520109,0.154125966475199,11052.7085627155
"337",-0.126181273960994,1.00132493256431,0.150802568554308,11051.2886757785
"338",-0.123004542419825,0.999901419047734,0.151095047516849,11053.1678450427
"339",-0.129984943239683,1.00134117360397,0.150986249807588,11051.7997490314
"340",-0.108002780209783,0.995697202848242,0.150942704193431,11054.028450717
"341",-0.107583029164362,0.994569293291786,0.152803013581604,11054.1966699007
"342",-0.115930684929645,0.99772029444872,0.152677341307727,11054.5332393263
"343",-0.109046425987491,0.996138778471063,0.153240788648277,11054.0628617321
"344",-0.106867830243597,0.994361360179231,0.152636064932453,11054.2468933081
"345",-0.102692484369519,0.993889078488498,0.152422723363041,11054.8917494234
"346",-0.0995917143509257,0.992946932223772,0.152492149571473,11054.7557195602
"347",-0.112137604999556,0.995884837513245,0.151472408725694,11053.9177921993
"348",-0.108987305587295,0.995676433916156,0.15170989936873,11054.8461045285
"349",-0.0953750282339316,0.991765508706644,0.151893930114049,11054.3620085382
"350",-0.112465075437766,0.996253512827283,0.152030153173796,11054.6216426253
"351",-0.107505840762829,0.995299201585566,0.152013786773745,11054.928282069
"352",-0.111110085571962,0.996260742983637,0.151221008025462,11054.5143280838
"353",-0.1221995677794,0.999720647131268,0.152597637561669,11053.6973069837
"354",-0.120243567198924,0.999374356864957,0.153484585304955,11053.1183002744
"355",-0.11917237278541,0.998784787619218,0.153398786585414,11053.7557210739
"356",-0.100173071055334,0.993136991969602,0.153444508607455,11054.3354925262
"357",-0.104413583110506,0.994199582834444,0.153026697637829,11054.7868654139
"358",-0.100177962199974,0.994154224799486,0.151889825993337,11052.1880528212
"359",-0.101686301087745,0.992966700415327,0.151917229135058,11054.3616703567
"360",-0.0917252110729706,0.989877378944731,0.154161620987374,11051.8933004083
"361",-0.0917300369483018,0.990025239248922,0.154132870494855,11052.2898095979
"362",-0.0921550098096581,0.990215537348754,0.154110806149187,11052.5076379157
"363",-0.0930595859538293,0.991374231838001,0.15174388745005,11053.7546105813
"364",-0.111137293484499,0.995970414754016,0.153639353393049,11054.1884662094
"365",-0.110301075106581,0.996073117531156,0.151558696729637,11054.7354448046
"366",-0.106176642187715,0.995167456739772,0.150942956777999,11054.0388066946
"367",-0.10777806525251,0.994425052023029,0.15101028909007,11053.1394813247
"368",-0.105617490868383,0.995043665920919,0.151077808603227,11054.0899325401
"369",-0.104501753867825,0.994641351665494,0.151164665620261,11054.2775369353
"370",-0.108299935313978,0.994694115683546,0.151862741524779,11054.0018406921
"371",-0.0900129438155373,0.989646350921819,0.149868495243799,11051.305425303
"372",-0.0897079815050669,0.990348328306882,0.149968913143293,11051.5677315301
"373",-0.0907631094249461,0.990701264923899,0.149977571793967,11051.6637918655
"374",-0.0910161617783531,0.990467980819049,0.149546487168093,11051.2279712252
"375",-0.0911342531808152,0.990272275956129,0.149706763976496,11051.5339854327
"376",-0.0803911389028189,0.9882442635196,0.154201946517521,11049.0666963663
"377",-0.0819310784207954,0.987303279956528,0.154022428228737,11050.9802151418
"378",-0.0831784728309545,0.987665528768672,0.154067813504722,11051.187613111
"379",-0.110929860140282,0.995612471202596,0.148448133758166,11049.0666377128
"380",-0.107909475033043,0.995455434734699,0.149203315448847,11051.5442509878
"381",-0.104178142016231,0.993866068362894,0.150631709778955,11053.8232815474
"382",-0.106630439233035,0.995190742348701,0.150468660117447,11053.6672045422
"383",-0.103205793085628,0.99396226636142,0.150209049339713,11053.4339768576
"384",-0.0952523709367588,0.991740167456808,0.15133039314694,11054.0779091585
