"","alpha","beta.1","beta.2","sigma","lp__"
"59",-0.270297985398975,0.99737643564929,0.282144749005685,0.299143624475923,14037.3161773712
"60",-0.271575712120815,0.998883867811156,0.278304140194448,0.294794537708342,14034.457759003
"61",-0.267933378383774,0.997471143021106,0.280218779225231,0.295152226238289,14036.1958463178
"62",-0.280721791339513,0.997834337545942,0.292426743620366,0.302338347432065,14034.3652374333
"63",-0.273894588152951,0.998268247984147,0.2825105917174,0.297302338660905,14036.1978916619
"64",-0.273398602493718,0.997101455218552,0.287086795500391,0.294736225848963,14036.9032568464
"65",-0.266971227763144,0.996503701055718,0.282295121982188,0.301299807002191,14035.7763678626
"66",-0.270388593195721,0.997440666180387,0.282650823932437,0.297935112764366,14037.7900365992
"67",-0.266932358493369,0.996958722397257,0.280716043447025,0.294819612572347,14036.415347932
"68",-0.27248052792377,0.998539725726304,0.281077541798911,0.303685407923587,14033.4324041693
"69",-0.270240249429131,0.998597271058466,0.279134324366237,0.291329591214704,14030.2701132416
"70",-0.279741156931509,0.998933824008874,0.287707039561433,0.294485494409041,14035.0333462814
"71",-0.270174194508409,0.998301236658528,0.278649986613743,0.298752643104893,14035.9743354277
"72",-0.268092779636788,0.998538899561718,0.276638553744783,0.293382366031844,14032.7185844454
"73",-0.273512118834435,0.998112164548167,0.284332219107205,0.298874305203104,14035.9535175788
"74",-0.270460876131761,0.996886987045656,0.284519614448769,0.299833366058607,14037.2719392079
"75",-0.275690786004279,0.998217035097485,0.285278792299771,0.295961695513863,14037.3482742598
"76",-0.276993975732143,0.998480366469085,0.285936544194272,0.295898154304324,14037.0147700178
"77",-0.270845754099945,0.998178358107907,0.280324227539974,0.296868309895891,14037.0802040103
"78",-0.266098544813749,0.996317850663995,0.282151586724468,0.300794231421671,14035.5569375596
"79",-0.275292476686255,0.997561385633763,0.286883356265233,0.298771782864049,14037.3382342933
"80",-0.271891354952565,0.997554125446939,0.283630475319789,0.296658494531203,14037.9193465985
"81",-0.268730745017129,0.997035397685415,0.282043292361061,0.298913504019077,14037.5302453248
"82",-0.275200976028146,0.997210813533378,0.288571103828227,0.295564473124565,14037.1225366308
"83",-0.273113041327662,0.997568530425704,0.284254782327021,0.294135904504762,14035.965783568
"84",-0.271449501715879,0.998868666571233,0.2783849081584,0.297233907755045,14035.3832767286
"85",-0.278039021143096,0.997350889391133,0.291547692340504,0.298252255411377,14036.2405736283
"86",-0.275503973672555,0.99720876874366,0.288937372356586,0.296455494203368,14037.2865276033
"87",-0.270853184629151,0.996360344583496,0.286732332427961,0.299972565721457,14036.3479633881
"88",-0.268567045938185,0.99762685341504,0.280301447680299,0.299239071128702,14036.6539472723
"89",-0.271104967238541,0.997630673992755,0.282293506177635,0.298576255100837,14037.6760027765
"90",-0.272080437591559,0.997406936229927,0.284836460992486,0.300549084761677,14036.8236860073
"91",-0.272895806717345,0.998173262512374,0.28216050720178,0.297093921444085,14037.1892083985
"92",-0.275322711876368,0.99732240456525,0.288803562027302,0.293476178001797,14035.2474216655
"93",-0.265221255106467,0.996956372341725,0.27801762443068,0.295367038834344,14035.7169881384
"94",-0.270496603596479,0.996195368593082,0.287343144125562,0.298926197428881,14036.0110337519
"95",-0.275495805926716,0.997282733474824,0.288804149370668,0.298558653794869,14037.2941808671
"96",-0.271374619671626,0.997580859703607,0.283434510001483,0.29564370629077,14037.2288888145
"97",-0.278987414715711,0.997880876049393,0.290441249657869,0.295919818741605,14036.691788251
"98",-0.274412005185606,0.997932063862765,0.284691383304297,0.299191789501692,14037.3966909931
"99",-0.274235004104906,0.997457817004317,0.287096044161625,0.302295422441036,14035.3352670298
"100",-0.272913793819946,0.997086673609049,0.285732687522161,0.295063206258214,14036.2342526294
"101",-0.274777122789385,0.997882170495169,0.286569092885002,0.295843455309895,14035.7518947439
"102",-0.265647519175186,0.998190053465427,0.274307153927329,0.298302335417069,14034.502984336
"103",-0.281337977543569,0.99769985086882,0.293020225002759,0.300991837151147,14034.7345929427
"104",-0.267866933594712,0.996531429568843,0.282787118170567,0.294831919241848,14036.4793579705
"105",-0.272420176543752,0.997909936254047,0.28282670687353,0.296775325071329,14037.7117082311
"106",-0.268223179640724,0.99567808664257,0.285990614502235,0.293251897348502,14033.2665000159
"107",-0.272352086043153,0.998850114473078,0.279408877839966,0.29593824925144,14035.499183762
"108",-0.27896673376294,0.998937845791035,0.285876601688663,0.297537369512156,14035.7955823541
"109",-0.268262782656682,0.996337640014057,0.28403750945346,0.294298858167625,14035.9421459005
"110",-0.271496800224747,0.997128969358341,0.285154324877632,0.296633632548742,14037.4610295469
"111",-0.271508111936452,0.997758116267211,0.282278458222923,0.298468967912419,14037.6515857436
"112",-0.272634786917947,0.998307501914242,0.282270718406673,0.296819090481282,14036.7949605115
"113",-0.270542955931793,0.99739163252131,0.282670159190472,0.304242430792687,14034.0456358381
"114",-0.278534592923448,0.99864905145146,0.28663701329262,0.2929671854621,14034.6702599124
"115",-0.279218463502008,0.997498571081573,0.291895305538742,0.298524974145055,14036.512669011
"116",-0.266929301320319,0.997916500720483,0.277097981065704,0.295448989620904,14035.801551333
"117",-0.275035458773022,0.997518927505581,0.287233553417028,0.29539806135166,14037.4026680278
"118",-0.274197275422764,0.997407265911328,0.286848636385625,0.297075778107858,14037.8092664835
"119",-0.2746704921642,0.997767390290827,0.285557092922658,0.303388789186582,14034.7473970144
"120",-0.267636153786925,0.997838228678972,0.277158668019085,0.294064943404419,14033.7925253377
"121",-0.272333478427828,0.997260104517198,0.285130841447937,0.296956198073471,14037.9271630917
"122",-0.275608411484895,0.996746750611487,0.290526521564379,0.299028680565625,14036.3706255075
"123",-0.275459133785982,0.998115465337138,0.2854180607269,0.293180801788227,14035.9018278029
"124",-0.271540671091886,0.997643069136562,0.283944864512026,0.295069713117974,14035.3639495205
"125",-0.275854926882582,0.99814172585012,0.286952723551876,0.298202409524797,14035.2592342373
"126",-0.281912237643685,0.998489774559976,0.290655295607365,0.296192795829157,14035.4383520882
"127",-0.269403187480334,0.996534063737093,0.284229615437839,0.296781586039219,14036.9858620009
"128",-0.278031494737479,0.998756162343798,0.285401680723151,0.302998333692905,14033.4336619363
"129",-0.270688393179805,0.996480847678012,0.286329276686177,0.293766001187652,14035.6720360406
"130",-0.27179281880435,0.997881729207435,0.2822140298178,0.298442435704449,14037.6352212516
"131",-0.267659816254191,0.996665989642637,0.282115501259486,0.297945061086617,14037.3088314449
"132",-0.275702864386735,0.997442630518531,0.287756816868022,0.297219221831797,14037.3116485812
"133",-0.277118801499628,0.998484869227302,0.285865653634642,0.298140643878695,14037.1923697102
"134",-0.270555863996287,0.996640870634658,0.285202173553173,0.296957486649254,14037.2576499446
"135",-0.278578669965745,0.998487643929749,0.287299331588791,0.296316640293081,14036.7695075738
"136",-0.275872792361827,0.997733095640435,0.287079596835253,0.301493366283822,14036.3301819386
"137",-0.27506815753158,0.996927889692601,0.288475179536701,0.289988856266426,14030.1680615035
"138",-0.279754528143332,0.997302555288588,0.292445910848145,0.292249144059696,14032.5494241373
"139",-0.280685262660627,0.997627194109298,0.292643593297836,0.298888385621085,14035.8783856253
"140",-0.268636398952753,0.99620083901585,0.28446615004689,0.299126990469513,14036.0791034684
"141",-0.272295714179596,0.997230944257428,0.284646153067908,0.30059142968173,14036.4467725022
"142",-0.273614078721762,0.998094440793361,0.284008022238511,0.297509065956395,14037.4184450609
"143",-0.273893510844883,0.996583789828222,0.28966317719449,0.29908731136804,14036.1480716402
"144",-0.268820476333862,0.997091482611351,0.282000638861347,0.297758793775879,14037.7074610715
"145",-0.263440409631574,0.996133853171146,0.279226914020448,0.294471459652204,14034.804066608
"146",-0.275058776203756,0.997668875219954,0.286823887797604,0.296433264711383,14037.7324275362
"147",-0.281532177023108,0.998765886577524,0.290175370935007,0.300827303851809,14035.0081143214
"148",-0.275103907967199,0.999493483229708,0.280744555220999,0.29733871692811,14033.9381331223
"149",-0.280442866783562,0.998328787754902,0.28957233662134,0.297783374292085,14036.0214192115
"150",-0.26530660242416,0.997012807404477,0.278596410016402,0.299816883241186,14036.3625714422
"151",-0.268241175601007,0.99724407691179,0.280183481465544,0.299862013286035,14036.3174800183
"152",-0.275251062814661,0.997767398597111,0.287191870711154,0.299915218352704,14036.5336761556
"153",-0.273855983414535,0.998439422858139,0.282566955277094,0.299560360222107,14036.874675023
"154",-0.264692746287817,0.997265555737946,0.27677177981078,0.295054163246419,14035.7009172191
"155",-0.279505720591211,0.998879131085006,0.287017415124334,0.296777241521881,14036.3171202096
"156",-0.268746443603302,0.997756858198941,0.279620947943449,0.295824800411362,14036.9469201831
"157",-0.266098435285941,0.995805569226906,0.283684870314017,0.293223496500901,14033.9136426708
"158",-0.272671216134738,0.998756390085299,0.28058936525386,0.300449935094763,14035.326330741
"159",-0.275281024686821,0.997927398988501,0.28624771020064,0.296359849443848,14037.5944629583
"160",-0.27302453789844,0.996939110808785,0.286502900877147,0.298163094984836,14036.944292649
"161",-0.275111342253717,0.99722921398868,0.288400136919718,0.297437218008995,14037.5484411907
"162",-0.275374905461423,0.998023892711855,0.286119960952147,0.297570808788552,14037.5459639172
"163",-0.270221491613883,0.996445040484739,0.28614332413669,0.301340252058634,14035.5777044284
"164",-0.275408856456303,0.997208269481299,0.288760248834649,0.296346069407308,14037.324548073
"165",-0.276408493282067,0.997063097290863,0.29019164737139,0.29463712861964,14036.1211953687
"166",-0.280774584652961,0.999472926606518,0.286242235477842,0.298654336778925,14034.8250477635
"167",-0.274859361335655,0.997185032718673,0.288648439217471,0.296034664031805,14036.8691502307
"168",-0.274588354446803,0.998400562401106,0.28363856056976,0.299995027511553,14036.8669273693
"169",-0.265034755095595,0.996813496238856,0.27897773573169,0.296310797137669,14036.6087504234
"170",-0.272791584151314,0.995699872625113,0.290769788329603,0.299513060377142,14033.525586505
"171",-0.278797995814195,0.997137514535314,0.291779190377526,0.295517083932606,14034.3558340454
"172",-0.273843077171602,0.997791584799163,0.28472443915094,0.303509964340425,14034.8150073138
"173",-0.276407838503259,0.998544745084666,0.284874204667246,0.298194830962471,14037.1199221925
"174",-0.26826932095285,0.996713799465796,0.28293855599325,0.299527180933392,14037.0198727028
"175",-0.268310366356961,0.997369786629227,0.280290105012448,0.298400590487172,14037.4270164481
"176",-0.28125110775069,0.998650747097966,0.289913227873309,0.296532826489415,14036.2478069243
"177",-0.269059593805778,0.997232720251763,0.281795272950707,0.30078643849581,14036.835772937
"178",-0.273217647898915,0.997300674752252,0.286419386322146,0.29630350485599,14037.396146479
"179",-0.277723263281661,0.996316955342082,0.295121020349307,0.296499511518456,14032.6479653188
"180",-0.273640002170226,0.998748123106838,0.281773737878274,0.296808509163956,14036.0497426992
"181",-0.279250214720064,0.99846085369418,0.288561566825352,0.294208489943225,14035.8796568954
"182",-0.26396682691621,0.996787170127147,0.277555749375122,0.297184871424393,14036.2536651341
"183",-0.274111891059762,0.997485977284541,0.28713939005984,0.295691941616464,14036.1451847063
"184",-0.266133041655003,0.996134272051729,0.282467826803473,0.295587682937352,14036.0861642914
"185",-0.266173104728197,0.995706452407162,0.283738045346082,0.293207158472845,14033.5210389376
"186",-0.280736590824293,0.998520853357285,0.289675768021204,0.296364475227366,14036.4092037904
"187",-0.268448204627543,0.997267332194906,0.280276517183274,0.300171498515682,14036.0940635692
"188",-0.279811518424417,0.999494198104677,0.28609583007752,0.301037257107284,14032.9945090678
"189",-0.272234595735962,0.996845840703237,0.286970507746998,0.295833016902572,14036.8661749597
"190",-0.275780467493052,0.998227220358129,0.285425563630974,0.296510371198219,14037.5100671418
"191",-0.277520301586375,0.998413603643797,0.286392219332973,0.297620645370184,14037.1065280364
"192",-0.27807267898905,0.998103433603033,0.288310331305973,0.300622767587574,14036.5806581993
"193",-0.266539785089885,0.997600657571696,0.27693674536915,0.300031562071089,14034.9219589239
"194",-0.268977477739297,0.997671084705086,0.280540045171398,0.298805691689149,14036.915057002
"195",-0.269286116982412,0.996475957301058,0.28387116318196,0.296870107988141,14035.8986155704
"196",-0.273960721542574,0.99701191066212,0.288452971692767,0.300170950624956,14036.0895507964
"197",-0.268823826466461,0.99684819470066,0.283256590067129,0.296472810318242,14037.1331389901
"198",-0.26687346983823,0.997832985758835,0.27762035886181,0.299779698237846,14035.7456655501
"199",-0.275265332742226,0.997669056261672,0.286921182461438,0.295430774341077,14037.4457190537
"200",-0.275545100241586,0.996816808423104,0.289900982172826,0.297861510362355,14036.5427425075
"201",-0.269863135354656,0.996211115656711,0.286060371522856,0.302975740140846,14034.0782873513
"202",-0.266716224975723,0.996522547160449,0.281963981772404,0.300276488380417,14036.3172154942
"203",-0.266334529505182,0.997375052657603,0.27869890749036,0.295891071599348,14036.3003119536
"204",-0.265549525768717,0.996260341819363,0.280576721846287,0.299598128471251,14034.9494607357
"205",-0.277800673822488,0.997854661766743,0.288716884649139,0.301147308218342,14036.1883056921
"206",-0.270066416987141,0.997560277816722,0.281782223517753,0.300780064672464,14036.8545249997
"207",-0.266156321411441,0.99773065232076,0.277570540731873,0.296373356713723,14035.0656513049
"208",-0.271743136825904,0.997855065491992,0.282113307887932,0.295413501343728,14037.1318249958
"209",-0.278293012224976,0.998636040168761,0.286405331231856,0.301926736779297,14035.085192965
"210",-0.27706119785125,0.999131644120448,0.283747722634745,0.301177460709193,14034.8631390227
"211",-0.270220164330078,0.997755362788322,0.281361084888396,0.294037741891873,14036.370745947
"212",-0.267850671293895,0.997506159626744,0.279381857489175,0.29858335098399,14037.188160632
"213",-0.268600931103873,0.997332175027839,0.280683122017924,0.300080601023621,14036.9867447734
"214",-0.274580909168284,0.997985926538541,0.285861635790358,0.300474645568884,14035.7659858728
"215",-0.270007431278902,0.996895540980308,0.283893961025636,0.295564243576413,14037.3419816463
"216",-0.268535604223814,0.997528754737305,0.280980371447949,0.302736933470249,14033.7130149555
"217",-0.271533889098575,0.997028637372341,0.284682434396421,0.296688540789997,14037.3513885029
"218",-0.271765712401338,0.996969845744114,0.286037321279232,0.297101445327734,14037.317631617
"219",-0.272289842356565,0.998668009536781,0.28083575996736,0.296523207909169,14035.3372914592
"220",-0.27212419860887,0.997628726595127,0.284176446417087,0.295658842397515,14037.0730939457
"221",-0.27391309829896,0.99725316773095,0.287015959018786,0.296186882233329,14037.6168282496
"222",-0.272037784137709,0.997701797057579,0.284016571020681,0.298849450714262,14036.7561106937
"223",-0.272236100236545,0.996642671447171,0.287297573285915,0.293223307493213,14035.4250809132
"224",-0.277953245662118,0.997683817720929,0.291336814619431,0.301259099653169,14031.036505426
"225",-0.271271203458937,0.997792216272948,0.281334662842466,0.295059976537995,14035.7881578177
"226",-0.278716753896145,0.998104355916103,0.288924193998065,0.296923421756422,14037.1515345416
"227",-0.27455206546226,0.998217228120556,0.283045325045211,0.2983238058202,14034.8594079975
"228",-0.263571342251812,0.996867388398705,0.276670796614903,0.298353743986305,14035.7840934625
"229",-0.272199229964305,0.997366555839554,0.284929533809538,0.296850868630209,14037.8052711268
"230",-0.273217063020653,0.996038070595453,0.290634687479492,0.295093150526663,14034.5777985213
"231",-0.275120655323267,0.99746096671909,0.286464894285493,0.295432102023108,14035.2378043706
"232",-0.274353804899143,0.996519077984439,0.289738447999277,0.300641982209475,14035.4932316591
"233",-0.275450530325218,0.996584282734588,0.290758556816301,0.295870511992033,14035.8321624577
"234",-0.266661800373435,0.996712896231714,0.280041139210967,0.294593494159462,14034.5126315242
"235",-0.27450865425595,0.998271616953846,0.284251642395912,0.301016486068472,14036.3620635352
"236",-0.267151682787369,0.997005526817301,0.281271014076003,0.29784554304989,14036.0855506502
"237",-0.270748355836324,0.997662977891364,0.281901658122499,0.293642312589921,14036.3339126086
"238",-0.274072877531452,0.997093710052953,0.287270384357608,0.297938685814523,14037.3337325159
"239",-0.26978501023279,0.996967955316368,0.283666869447182,0.299720462105332,14037.2714234015
"240",-0.27245006824695,0.996727297777003,0.287353737294546,0.300907036660595,14036.3112797089
"241",-0.268375174010254,0.996995734393817,0.282207099415978,0.298012611764141,14037.3228431461
"242",-0.266494476804132,0.996910430931007,0.28000743043814,0.297240041002021,14037.1878243317
"243",-0.272183065162714,0.997595247430256,0.283441706187452,0.298190067914639,14037.6574244003
"244",-0.274527240284125,0.996947074320973,0.288989115479215,0.298896326399315,14036.9065274213
"245",-0.267761595090668,0.997981339835675,0.278432822557128,0.295502312262128,14034.9410746622
"246",-0.283487416978566,0.999222108001994,0.28985028334081,0.294270057765596,14033.5329910255
"247",-0.275843816484282,0.998787471895724,0.282862464227206,0.297203805773469,14035.6312180216
"248",-0.268730241050949,0.996381362501612,0.28402325232507,0.296626795408703,14036.6857048439
"249",-0.271097826252555,0.997266335733867,0.283506135866316,0.296830595978614,14037.709544766
"250",-0.274391670987193,0.997959180610198,0.284264852582371,0.298106278399998,14036.9300451387
"251",-0.273489712106274,0.997512621773871,0.286437410777415,0.298368314548584,14036.2736525464
"252",-0.278096967768792,0.998048835472899,0.288454083872756,0.297379126725267,14037.3430604352
"253",-0.275236358089626,0.997796350367582,0.286646083796105,0.29842676131946,14037.7181229435
"254",-0.277274061595686,0.997390965946024,0.289900837062787,0.29752129018601,14037.1508902134
"255",-0.27756417007664,0.998170303429566,0.287117532349706,0.296484147449049,14036.8543320885
"256",-0.27348025047939,0.99787574298747,0.283804528276217,0.297470314780118,14037.5199076897
"257",-0.274534580363579,0.99837204467612,0.283040643358499,0.296245167139468,14036.5162618953
"258",-0.275300592237807,0.997701592166928,0.287342570575677,0.299502716294333,14036.9969127517
"259",-0.267858665105585,0.996671679589174,0.283430720397684,0.298330427115369,14035.2179288145
"260",-0.27799815932123,0.99763033055009,0.289869946195943,0.29926547762395,14036.9644822121
"261",-0.276469508268418,0.997083257043411,0.290560231269122,0.296292266024553,14036.6212959695
"262",-0.280102820301714,0.998770713342788,0.288753451025194,0.296588260595923,14035.8783225373
"263",-0.279389885303111,0.999471591118467,0.285223727617607,0.292797393239066,14032.7584880793
"264",-0.271953330415622,0.997015690803145,0.2858550238156,0.298140375043509,14037.6644177
"265",-0.271863034583071,0.996307809629353,0.288675521745784,0.302256521050766,14033.7870476624
"266",-0.272593837730068,0.996885601112835,0.286692042940896,0.295901704539884,14037.2967277357
"267",-0.267653078273852,0.997995387369271,0.27739988651306,0.296686624565976,14036.2781360776
"268",-0.272767579856928,0.997718768461356,0.284807454214758,0.299442036022471,14036.4392123983
"269",-0.276256765089279,0.998327005185278,0.286088224012432,0.298864800866298,14036.9730807208
"270",-0.272642099909224,0.996499752648382,0.287944176002833,0.299394800671038,14036.4308081793
"271",-0.269656317756417,0.997949379377121,0.279688147641869,0.296534519222524,14037.0508071381
"272",-0.275844569889151,0.998556992997337,0.284661653057418,0.297696256220386,14037.0416102271
"273",-0.278728407101896,0.997108938764248,0.293249070042386,0.30147347533999,14033.9758917473
"274",-0.266253413507142,0.995971223574895,0.283429255332226,0.297089960293794,14035.9761829348
"275",-0.273631531964563,0.997765594378723,0.285920348102237,0.298398256299386,14035.3265625211
"276",-0.270325076275908,0.996701037612797,0.284444636516154,0.30110758660331,14035.8542404005
"277",-0.268966394520641,0.996999368036589,0.283146899247979,0.297777068190075,14036.7312341502
"278",-0.275982576403613,0.997528657664467,0.287502861888831,0.30120897475904,14035.640663761
"279",-0.270070796491512,0.996847619300262,0.285016269281699,0.297554565580852,14036.2578319069
"280",-0.274722157695051,0.998072092523394,0.28413380986271,0.300992917049905,14035.6012731763
"281",-0.277573067231192,0.997905039579388,0.288946347474318,0.296861066378246,14037.1467038172
"282",-0.275012387601413,0.997516029544605,0.286502943243315,0.296894909229366,14036.9002243442
"283",-0.265109457056608,0.997158735029726,0.277780696150442,0.295262106950524,14036.1297609173
"284",-0.270024681015862,0.996782299406692,0.284535916410908,0.300381612048026,14036.8673269748
"285",-0.280573149690673,0.998743348498269,0.288948886665466,0.299709061757853,14036.053471823
"286",-0.27441435787027,0.997059827255169,0.287659794209824,0.299970989369509,14036.5665598928
"287",-0.269648282564146,0.997623339658074,0.280695320073724,0.298200812792359,14037.4248278718
"288",-0.270344035247422,0.995539779355315,0.289719210737812,0.294998848350581,14032.8086797998
"289",-0.266473802291756,0.997053012892948,0.280122250084328,0.294431215434697,14035.6405304392
"290",-0.272472680741691,0.99865207788104,0.280146278491308,0.299373897967487,14036.0391169251
"291",-0.270872537118711,0.998226895292481,0.280336534281245,0.295886678823285,14036.7242608546
"292",-0.273886151875277,0.997593758883879,0.285900603163141,0.298321756141496,14037.8414625402
"293",-0.266353408046061,0.996790565063102,0.281586370201035,0.298876536783953,14034.0229108861
"294",-0.271368008755865,0.997692800777358,0.28252915009065,0.299199348730313,14037.6386917632
"295",-0.276328255237524,0.998004679389891,0.286958515753657,0.29950490889524,14037.3789295577
"296",-0.267366102038298,0.996631764315291,0.281781546187665,0.296312338260631,14036.9953749564
"297",-0.27654861061871,0.998551325461475,0.285307229284174,0.299798188306314,14036.7416588552
"298",-0.282719675793319,0.998683642539204,0.291538391789133,0.29545615588629,14035.3394383984
"299",-0.272702338691654,0.998415006146672,0.28134564252425,0.297427550503304,14037.0309564964
"300",-0.274705046903977,0.997610926350209,0.286752469683247,0.298320254015814,14037.7469737159
"301",-0.271007043078946,0.997998077276077,0.281253598228898,0.296882483236822,14037.4118807246
"302",-0.282100214987903,0.998603449483327,0.290768327945518,0.297731556177483,14036.0111446498
"303",-0.275151905143767,0.997469140072591,0.286316123144817,0.295958245456935,14034.7322529743
"304",-0.268172455074084,0.998390994056829,0.276805722654839,0.296624791969409,14035.4617136386
"305",-0.276759185927791,0.997576471292729,0.288962799503863,0.29988351572818,14037.0439531624
"306",-0.27429551742906,0.997971546843189,0.284011933253281,0.294114135979465,14035.485921472
"307",-0.275491549031631,0.998226830742115,0.285004840102525,0.29717626252899,14037.5562706912
"308",-0.277772945786923,0.99725883506371,0.290563715463034,0.298195776716499,14036.299842574
"309",-0.273457771372822,0.998261701731377,0.282623891083682,0.301067947952865,14036.3133431691
"310",-0.270496154906634,0.997331495634241,0.283333322742,0.300139049421442,14037.0345004153
"311",-0.273010577679059,0.998080708739425,0.283381031360171,0.291131027663359,14033.490447425
"312",-0.269948313337613,0.99682694462731,0.284742170650068,0.292452207387581,14034.3868336979
"313",-0.279617516877444,0.999121023541677,0.286389353963571,0.301811503690814,14034.4548148705
"314",-0.270742371481527,0.99739095349904,0.282482371700008,0.29785824375181,14037.3930448805
"315",-0.271521282025509,0.996699836847097,0.286169981953893,0.295645683165282,14037.0476068067
"316",-0.272649337139475,0.998751347396646,0.281128557295703,0.294584960074133,14033.8045333801
"317",-0.266640846719725,0.996968361020313,0.280078223102345,0.298846023499201,14037.1189119842
