"","alpha","beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","sigma","lp__"
"36",-0.541788622262196,0.93461846697287,0.169867057749083,0.598626651609151,-0.11524829319412,-0.00396573834576512,0.211451572316776,1002.98821206328
"37",-0.472884301950036,0.925001694426569,0.156602847200607,0.52680330774377,-0.0893334388872094,-0.00658065259637825,0.217364682170197,1004.54704761067
"38",-0.473656013702583,0.924743631680164,0.158677266770189,0.517148300558737,-0.0888008895238369,-0.00707566637689674,0.215815535397871,1004.99380020341
"39",-0.462993425696427,0.925650153944817,0.153970662221748,0.527566636127146,-0.0905482401268245,-0.0073022780103161,0.216276571024616,1002.82056091817
"40",-0.442414684300598,0.924679122194849,0.144187640459785,0.505650435457719,-0.0803978463057822,-0.00637533746642605,0.212105599842138,1001.27180286641
"41",-0.43275752006198,0.927816741758132,0.145587721399399,0.464170892531228,-0.0760393437614925,-0.00444419267378907,0.214472109173115,1004.41909581759
"42",-0.494206016215871,0.929391671594111,0.163653546208613,0.539711135724804,-0.0996155086969098,-0.0055968210776713,0.198319768194994,1003.19522344661
"43",-0.495504780636026,0.925932911748297,0.161161586229955,0.543294815462015,-0.0932869105281382,-0.00632188358359806,0.202684561428912,1004.63259656775
"44",-0.474288587010545,0.929135401052675,0.156048528061682,0.518869072900239,-0.090310981707425,-0.00782474388596773,0.219555702602506,1004.76973490572
"45",-0.480484290210674,0.923225827515475,0.161343722301115,0.529459739296156,-0.0931082964086623,-0.00317849365375946,0.204735304185771,1005.90043967222
"46",-0.498030989169841,0.937995549036348,0.152744828912564,0.529400324714139,-0.0928506655438235,-0.00619339959704029,0.197982864466497,1000.91519097573
"47",-0.467881444818323,0.923858913417338,0.152569813218271,0.50340603479323,-0.0818446505673244,-0.000652504055655314,0.204800127138201,1004.05843767503
"48",-0.413370419096902,0.91178497571662,0.153123356081175,0.473265335470036,-0.074039648410325,-0.00834952353984204,0.207002235915437,1002.58784088921
"49",-0.497270141197405,0.913394085632268,0.172129268935982,0.545594436922913,-0.0955473523110331,0.00140274154725278,0.211797960666843,1004.59502490342
"50",-0.497223744207341,0.908749742708104,0.181315886212442,0.55364338436879,-0.100593499262702,-0.00161394526880176,0.21179558735887,1004.55142234523
"51",-0.51356055169244,0.934432087558768,0.15690781728404,0.557623879668491,-0.0966970818621161,-0.00695304605977482,0.210085690687651,1004.11168274515
"52",-0.464014913159124,0.929031710630244,0.145480909801073,0.497024274305628,-0.078657900385495,-0.00130545308787287,0.204923017752707,1003.15519715194
"53",-0.442728648215916,0.929651983407909,0.147785034676368,0.480953427251704,-0.0843036824866224,-0.00157435851526915,0.205643152631111,1003.35369460428
"54",-0.446139004076438,0.912350572715521,0.156953256391058,0.496147892816579,-0.0771818635481279,-0.00324272524713533,0.22336894445357,1003.48004783966
"55",-0.355005245190207,0.908314075894674,0.144813680006917,0.411283366729262,-0.0640826218163553,-0.00288402703206048,0.221064126801309,1001.19169428512
"56",-0.396773127950461,0.917532238759008,0.135638388872771,0.449361604672352,-0.0619262142809297,-0.00332511420279403,0.215488805176791,1003.02016297993
"57",-0.404963604373889,0.91941192743171,0.150141902597303,0.453403135491582,-0.0768902133021531,-0.00449809363012229,0.222041884919736,1001.32313377741
"58",-0.546148628178285,0.913854321227622,0.179752460582602,0.599116185418471,-0.104087111814506,-0.00123554371727746,0.209961810998891,999.287950403559
"59",-0.486249386677379,0.919565182507545,0.17454177398455,0.546331889679442,-0.105945180798433,-0.00308096586122806,0.208867801033101,1001.42298385033
"60",-0.49017336204657,0.918650790874667,0.174002556729091,0.550973399594231,-0.104542066124515,-0.00318802350374787,0.208936649786605,1003.43303943556
"61",-0.337520639383041,0.914931213487883,0.13204718736805,0.3738067035928,-0.0526455556788591,-0.00137776237407878,0.219749464992505,1002.29768492123
"62",-0.37625672886602,0.928192121347125,0.124650747672164,0.420327058568048,-0.0568259210799072,-0.00867531156562183,0.206786799429985,1002.97331021991
"63",-0.454220881252059,0.919618127538762,0.156175565236942,0.497711409695572,-0.0837662273504392,-0.000654007111599224,0.216867394569187,1005.43519011437
"64",-0.470249251713487,0.911679438513779,0.167243465207471,0.520930940575398,-0.0872437026258684,-0.00326593735046902,0.215762688113939,1005.46277588938
"65",-0.497661541279737,0.923192713473085,0.170352407218977,0.548644578940089,-0.101749944050456,-0.00550868882325917,0.217301043262126,1005.53434840381
"66",-0.524102197001734,0.908208070943872,0.191219106952349,0.579464418721969,-0.111672372396571,0.000972935432928625,0.20808352623124,1003.60353108998
"67",-0.42274554086382,0.931717555319435,0.142020520521471,0.462655201382286,-0.07713909677177,-0.00964576879218594,0.227451010771086,1001.28446822933
"68",-0.421067966703028,0.93192131709242,0.146186485302084,0.45775057348779,-0.0817699798273706,-0.00941514653823203,0.228702425934043,996.894647199401
"69",-0.424165230825157,0.932583363096545,0.141142297706729,0.471155425088111,-0.0786693460930211,-0.00929756123520969,0.229430748790106,1000.05882546642
"70",-0.427682827429418,0.932347291851671,0.142295994828796,0.473003889501137,-0.0805891418182868,-0.00866091870138802,0.229253707442212,1000.71813636045
"71",-0.298928345191114,0.914321111179345,0.116535999541155,0.334717569966429,-0.0362750881678757,0.000140488448372014,0.21305928045283,1001.2971714975
"72",-0.222267697738547,0.924133638159578,0.0863055841574774,0.253179782489111,-0.012715237480463,-0.00417256908553131,0.222274222989074,997.94243165891
"73",-0.314529728763894,0.941406832774281,0.0992906939743416,0.34640494372892,-0.0439899283528869,-0.00736310470481231,0.222672809567088,997.397883592778
"74",-0.400039436478259,0.91794878073988,0.148630255386666,0.43499873005299,-0.0708516746171115,-0.00367213393508167,0.218193926535319,1003.40248465248
"75",-0.416772673519028,0.907532401476007,0.160782198390212,0.46536962970549,-0.0789560804530351,0.000129446013919346,0.209380842967329,1002.20238694934
"76",-0.446540229485507,0.918584986087571,0.156780520956975,0.493509926504211,-0.0833714802976631,-0.00362437313049944,0.209789762444714,1005.99436389074
"77",-0.443486833733448,0.916837750873746,0.162188046274156,0.499656112051956,-0.0885686715203122,-0.00488443845081163,0.21803765290899,1003.82574970781
"78",-0.356316751812606,0.931466570094368,0.1215458521862,0.389611206266181,-0.0550519544048711,-0.00728400097311314,0.203063407119534,1002.07187043186
"79",-0.288158725265978,0.912505022968611,0.114738821788231,0.323687449486489,-0.0313335238444135,-0.00170202610301531,0.218326385246362,1000.56094041397
"80",-0.272081893668522,0.912043777557956,0.110192089143598,0.309430692122437,-0.0275806452978674,-0.00088269006182073,0.216316505906362,1000.73699367146
"81",-0.364517373524518,0.925677921910171,0.122067301731072,0.408434590841657,-0.0531607169235709,-0.00565330664461308,0.216333098715188,1003.84379532148
"82",-0.394926303730229,0.923400848348294,0.132743925151026,0.436442061160298,-0.0625132673755552,-0.00275817472574691,0.206289379537096,1004.9308535952
"83",-0.499373394878107,0.922661630188355,0.171849820836168,0.557541525410474,-0.104117359167856,-0.00711703366588035,0.218446043798405,1004.78020312978
"84",-0.48059280318617,0.922051124220178,0.16476202244059,0.529578181096448,-0.0959168559596477,-0.00250376556781672,0.219022205586001,1005.31151498682
"85",-0.484152885982458,0.916944172496364,0.162367728617312,0.538149901038671,-0.0873145731346887,-0.00586972720589177,0.212003508627108,1003.6677046911
"86",-0.487765443841681,0.927787132399968,0.159054013613849,0.542847812193879,-0.0960390895585801,-0.00661172395092859,0.218989135756817,1004.53003226128
"87",-0.487361179300409,0.924787114273877,0.162951014417089,0.530535371642707,-0.0923408956611984,-0.00730902945637792,0.216106852998951,1005.09579015683
"88",-0.464688171879492,0.936907972999753,0.147617845101577,0.498638463155894,-0.0864207429970731,-0.00857297628499609,0.211572388808426,1003.27284613259
"89",-0.531965905503422,0.899345490648414,0.198194703160923,0.600497417085515,-0.111540655068622,-0.00191764996056055,0.21555151099291,1002.73977448772
"90",-0.547467348052062,0.908185408889269,0.199238810822421,0.601310952698723,-0.117463143583129,-0.00212191323089928,0.213873611674173,1003.92342879333
"91",-0.592451658857141,0.90962542893778,0.209357120067069,0.650383771356494,-0.13054108097606,-0.000705989220049618,0.201937767270467,1001.59064405323
"92",-0.592959749471557,0.908256486951191,0.201775338451925,0.660139324803401,-0.123490027497684,-0.00153011667519116,0.202829689863167,1000.29026859968
"93",-0.659077695731644,0.922011052974094,0.208502785634347,0.715889806059974,-0.14097889148862,-0.00256196519584463,0.198488673028792,998.303634433907
"94",-0.658028135525012,0.921663590155218,0.210291510118624,0.706013124769053,-0.139998987616006,-0.00231606313155406,0.197659355889887,997.456895700031
"95",-0.585904359155109,0.917820168636177,0.199622006802784,0.644043641127483,-0.127376325103613,-0.00503451047006792,0.199343760530022,1002.85182105494
"96",-0.567237218813248,0.923655301535399,0.192817084232913,0.622325713888985,-0.127284993352666,-0.00457681937668706,0.216703234993007,1002.63204285072
"97",-0.510927512852323,0.931714229976609,0.167284287574996,0.557320157663603,-0.105789172895964,-0.00727766350971117,0.231490856189267,1000.59851967036
"98",-0.484759601649906,0.933683189538427,0.155787713163251,0.528333885949349,-0.0959230219832259,-0.00480192958428989,0.229105337702302,1001.85909570811
"99",-0.557095916879821,0.896229776332323,0.209984939931297,0.624691959824066,-0.120313555628646,-0.0014585557920901,0.212140071739789,1001.8548615242
"100",-0.506758712910755,0.916707550221725,0.179292998738706,0.559535050548024,-0.105879331860136,-0.0024321773708866,0.214210956880781,1005.24843745922
"101",-0.547407855138192,0.924200074498494,0.188123208239675,0.598916617781431,-0.121452708318191,-0.00535672514599982,0.202057669541474,1001.93204412981
"102",-0.550649796975959,0.923423565887604,0.18258830910352,0.610242203503962,-0.11659100248402,-0.00523269604396178,0.204365750381402,1004.88962831497
"103",-0.495865178114285,0.921655944411966,0.167477043348499,0.541651466620311,-0.0964232309022092,-0.00374374960389586,0.216111714493938,1006.03521119238
"104",-0.48013961424933,0.919696308088709,0.165083394208683,0.520618030790482,-0.0906998155361738,-0.00310560522011347,0.207693976975555,1005.68037046931
"105",-0.477213121141184,0.926559691153732,0.160720340478537,0.517736286319559,-0.0936547755065869,-0.00328704708346447,0.209979057377616,1005.27794744519
"106",-0.35540931622442,0.910825824518855,0.137216649364277,0.400121162714027,-0.0568360950244323,-6.13529210962243e-05,0.218735486487403,1003.1335648372
"107",-0.512656050250452,0.928654973020763,0.165700606185861,0.557246546334138,-0.101536816250371,-0.00371676794528009,0.209198711470849,1005.7254512432
"108",-0.470851176252795,0.916863960359448,0.165162255407049,0.524124421120203,-0.0908682989222669,-0.00542412405881577,0.220481146832971,1004.99310532482
"109",-0.428435357125211,0.927446608698563,0.14123356696699,0.467331717015341,-0.0746361588305556,-0.00387472210902842,0.217977321549511,1004.19679282
"110",-0.503326663443042,0.920124568309442,0.169779136799766,0.555387635208271,-0.100978326127316,-0.000856156201801982,0.203976646521931,1003.97481240194
"111",-0.516447300278417,0.923751964987395,0.17256019090176,0.560758258141506,-0.104317709816106,-0.00200896745786885,0.198804103372331,1003.58394967859
"112",-0.538588202313684,0.912696450707086,0.191984712769645,0.593622257670067,-0.113636375481243,-0.0052577240439371,0.203998343533842,1004.23040964924
"113",-0.55652137089202,0.916155884642443,0.190054478985875,0.611567145987623,-0.115800973952889,-0.00393647373660327,0.223591384913871,1004.06014579533
"114",-0.524781093533604,0.917725484457938,0.183875261680606,0.579718423521312,-0.111944137145872,-0.00297312160101187,0.222229171192628,1004.10712636876
"115",-0.538674277567481,0.919191094490851,0.177797743378158,0.583062719253042,-0.102226802423447,-0.00439077933611063,0.219862809399726,1002.30298160023
"116",-0.507527219943268,0.920987900952735,0.168550537717935,0.546242066357317,-0.0920256597659926,-0.0078435706123382,0.216488183613996,1001.88475589111
"117",-0.497993467420136,0.921303264344101,0.168151253052495,0.543469084040521,-0.094205754316544,-0.00754464487310913,0.217203161553478,1004.322284222
"118",-0.36073507308569,0.917507043807279,0.13673086084155,0.413486027853628,-0.0625229202760925,-0.00588010727298144,0.206061949802197,1002.83729958452
"119",-0.566731968085069,0.918060141244368,0.188915057518266,0.627113787985613,-0.119184888877747,-0.00119240681924297,0.221943917500833,1003.29860942042
"120",-0.38528220114835,0.921830013165067,0.135560941930812,0.446489739780307,-0.0672725993330528,-0.00864303879382343,0.205312205830502,1001.19589703673
"121",-0.517830320428671,0.912735840976977,0.188275605352798,0.568337274753317,-0.10625703696145,-0.0101593143202468,0.220493336816517,1000.37536036743
"122",-0.443273125761046,0.923415946371601,0.145840588416647,0.495214756641369,-0.0792347678464489,-0.00162505708807228,0.218454106100719,1004.0282852874
"123",-0.445667558631554,0.92487897638479,0.150541676689107,0.47653376488817,-0.0803288794307939,0.000200865756508003,0.21685690261919,1003.46319403389
"124",-0.451363688743367,0.922970744816598,0.14799174714925,0.483015498824158,-0.0750197280159953,-0.000768740019481714,0.222507702158091,1002.89180410833
"125",-0.472328145003629,0.939647256453146,0.143049424888778,0.502418242894495,-0.0839647828558758,-0.00784514988455456,0.211562874372495,1002.61454476232
"126",-0.490724687290079,0.935109110692229,0.155780745065732,0.529305623932895,-0.0941669133851468,-0.00877167954958064,0.212821675953791,1003.88195956787
"127",-0.485409798798462,0.932912417116553,0.150904555798972,0.54829005551032,-0.0936713263137422,-0.00924557827640368,0.21293677179576,1001.56509531902
"128",-0.511977941095999,0.910653545671513,0.181145965002037,0.577695545610808,-0.10420197627344,-0.00497842489677621,0.212192997236689,1004.29330074765
"129",-0.528861029485875,0.916870495198293,0.179578978583744,0.578566778921949,-0.102375958961161,-0.00690380351518475,0.20217974288502,1002.50320182501
"130",-0.574191339092315,0.921669347394684,0.182413080323792,0.638397539348508,-0.116500934366689,-0.00304590433276559,0.2234281194699,1000.81240556396
"131",-0.582324775624553,0.923459557518811,0.184596217864777,0.627971856449977,-0.115906854272936,-0.00282450693863394,0.224874604306435,1000.09257363283
"132",-0.406663494374184,0.908588901402661,0.157305760522464,0.467232876456063,-0.0761963643645289,-0.00628338362037317,0.210540603682298,1003.5902836842
"133",-0.478890584829069,0.92329623461787,0.15781642612675,0.518004006552562,-0.0873009880151202,-0.00122397665975906,0.204321877770512,1004.78871727286
"134",-0.44248174598605,0.920865539390346,0.150956175467324,0.489295468824128,-0.0789237771330195,-0.00440149743864864,0.199023471107211,1004.54897272094
"135",-0.422018673043847,0.924490533232807,0.140225870686254,0.46423285683838,-0.0719519604158241,-0.00147898183241155,0.211952402764792,1005.34239406711
"136",-0.500220430928843,0.914665265955846,0.177828005632138,0.561594114470104,-0.102545934559458,-0.00715596001218623,0.207933547903288,1004.93234948733
"137",-0.477915790773539,0.915781453824596,0.167393484022684,0.529075265440225,-0.092475901851439,-0.00236440433712581,0.208794588865196,1006.2464936405
"138",-0.42519602410986,0.920622779777865,0.150060067279384,0.468113628376623,-0.0749371405448291,-0.00766518231688143,0.214342399571091,1004.90070690194
"139",-0.470129905269434,0.921064143377255,0.16148948280734,0.533631375773838,-0.0930326423831845,-0.00757070731285993,0.209757753546621,1004.22133285925
"140",-0.499669147560527,0.911311674106179,0.176130841527557,0.546065125847817,-0.0948117864092309,-0.00191534600747043,0.212112329838462,1004.82814901173
"141",-0.502664958393794,0.911356325797917,0.175842676071967,0.546317355385135,-0.0944800425215188,-0.00192428959587505,0.212146092997809,1003.68924405649
"142",-0.52122559275354,0.909761382417517,0.182262368246744,0.579711461355975,-0.105629186958976,0.00332175523652709,0.215412659452778,1002.1521854381
"143",-0.468142348383197,0.909490457999174,0.169052847590813,0.504880407797207,-0.0853279333529259,0.00235349905245271,0.211816499966957,1002.75280678922
"144",-0.453928438494558,0.909556100773085,0.169954100512854,0.514226653996996,-0.0931981002636016,-0.000371251806936244,0.213563484334783,1003.15579521307
"145",-0.461605341532975,0.933208353133359,0.141927270207756,0.492465353617144,-0.0771869658277968,-0.00643001233190229,0.213408418162642,1001.89639222856
"146",-0.43946542842125,0.920660305684531,0.157845488899485,0.489699496996303,-0.0865770436937707,-0.00647905936488335,0.214579439283743,1004.48075208058
"147",-0.401746245476974,0.904747820982802,0.159225527798131,0.453046151452858,-0.0743370222588025,-0.000827983861292313,0.213084483620469,1003.5275621676
"148",-0.415870917715373,0.910275638681686,0.160698149992341,0.463932649612361,-0.0788862689225863,-0.00429593692350132,0.212337677944802,1004.15200593143
"149",-0.412361803978172,0.910406997950434,0.161628626583168,0.460391880495226,-0.078925354308397,-0.00436991049100004,0.212473885048216,1001.1996629419
"150",-0.461611771328397,0.924436362230605,0.157130561912518,0.513151450874264,-0.0908380179278727,-0.00619169233368665,0.214676494414801,1002.11507023855
"151",-0.470117098614843,0.915801451610009,0.161508407044449,0.522145722833662,-0.0864059170911545,-0.00413009164956139,0.220424762758078,1003.42520484805
"152",-0.582836668615601,0.935295336886022,0.173162503763788,0.628343946564668,-0.114149556501458,-0.00580780272143375,0.222935136847093,1000.52268534526
"153",-0.559693485945699,0.932129096462871,0.181541854092417,0.608199115333182,-0.122035190106662,-0.00484469769957629,0.219811983889752,1002.95885629982
"154",-0.4476096848667,0.909836653944422,0.166469782127104,0.490762766118674,-0.0831995801851573,-0.00202395130141814,0.2027112566697,1004.05933644169
"155",-0.45800499813494,0.919640703257507,0.161659090140311,0.506211454399606,-0.0880251299395999,-0.00701797687213492,0.208353087107969,1005.36071296002
"156",-0.49691959540882,0.930238605651185,0.160096036406499,0.539153014897332,-0.0969286501762735,-0.00310640641656232,0.206800788699111,1005.08582985737
"157",-0.515068642345603,0.912692627217942,0.183946542135372,0.56702282079143,-0.105880433182922,-0.00247391420430596,0.213219030649813,1005.3538172979
"158",-0.505558136967691,0.913802986326042,0.177601154982312,0.568243870114901,-0.104663981379598,-0.000986623282479395,0.213957507475722,1004.57444649248
"159",-0.516224319555055,0.909135121361497,0.18386534468496,0.586650102485667,-0.107222517025986,-0.00370409409581567,0.202923421682281,1002.82430328049
"160",-0.516721157191172,0.911039265913137,0.188361951895315,0.560451934109897,-0.106901571129361,-0.00291003673244174,0.202928684616429,1001.41257692651
"161",-0.450188227881886,0.918390711730639,0.156994487306301,0.490700030700776,-0.082315849183866,-0.00238085544352609,0.20336878723547,1003.74795323837
"162",-0.458826146026449,0.918686380238737,0.154361749330513,0.494960195505862,-0.0773356217444171,-0.00244331548310088,0.204312916495571,1003.67105957639
"163",-0.415662063126994,0.921575723205581,0.150024932885973,0.469541246303242,-0.0824153024723234,-0.00289799244725933,0.207944447774796,1002.89399734654
"164",-0.44946909394712,0.923698351103768,0.144839639319821,0.492149527726076,-0.0745245201447196,-0.00321224984985786,0.20999489560092,1004.29787535363
"165",-0.548180084386935,0.916808159191595,0.191592673316813,0.605169373131733,-0.119797340271346,-0.00347852562499689,0.213842148275228,1004.36325009804
"166",-0.561503581534695,0.912888396299336,0.195649861453132,0.61208108958686,-0.117023528076002,-0.00430878691525277,0.216075537917151,1003.50968476508
"167",-0.556022787991891,0.92358122808587,0.183931783655434,0.616562019209358,-0.119403494230735,-0.00242670308836587,0.209575861094333,1003.7091496351
"168",-0.583693475802594,0.92328653858143,0.189410439768673,0.632506880971761,-0.120919905404775,-0.00270771850874353,0.212536435918947,1004.44517228289
"169",-0.548657535939533,0.915115330253073,0.182050216734267,0.593483515607318,-0.103966969712919,-0.00213784701692437,0.212537811855013,1002.52609892835
"170",-0.577991779119963,0.916700773464289,0.188756434835401,0.645371738722685,-0.118168037154246,-0.00431629377682425,0.204880788428835,1000.92053191193
"171",-0.575214597277267,0.916306244762266,0.189087244950569,0.647703226922597,-0.119319972070825,-0.00423811087658931,0.20517861344253,1000.12395319283
"172",-0.544266365988512,0.917118951969258,0.193935555965765,0.600977635535998,-0.123478599269832,-0.00165997151097095,0.204671600083835,1001.29673130165
"173",-0.54333650517317,0.924882233080149,0.171560639246939,0.594189787000122,-0.103044635859384,-0.00814424563102184,0.208024140625319,1000.41200565178
"174",-0.504258246406873,0.927444137669841,0.173819542123372,0.558811166873772,-0.11019693508609,-0.00882316660621211,0.209300379397329,1001.2518882602
"175",-0.41877161575375,0.900717460630985,0.162364118103068,0.465504387763591,-0.0715297999376052,0.000883760726340698,0.229181067318333,999.987820578118
"176",-0.419731497894792,0.902930679354252,0.160629610637364,0.462203762937652,-0.0707953466936265,0.000254222580785794,0.219114576975656,1002.75945865091
"177",-0.426521693279388,0.903122069065465,0.157170712462267,0.475433252932125,-0.0690924813618103,-0.000126189081749279,0.218651230748996,1001.59947735914
"178",-0.675849090876211,0.933913028792197,0.201185371579917,0.727341215090756,-0.144996392711629,-0.00351422230523699,0.211167966408702,995.669343539382
"179",-0.660516627383418,0.933938986088924,0.200410191966421,0.728192743043817,-0.149454967878567,-0.00407296144183011,0.210798607915318,995.381243232824
"180",-0.659600251341704,0.93400785037259,0.201110274672972,0.729345926578149,-0.149201666537605,-0.004006697769168,0.210800650051157,998.673767370748
"181",-0.635840575207725,0.928195249030839,0.207408887175559,0.686167932026254,-0.143152769243478,-0.00799724900886802,0.218172322254279,999.966334195206
"182",-0.600073491778809,0.917177622112858,0.207993946427784,0.674132936593422,-0.139553939706923,-0.00762397859788369,0.211072039791635,1001.81385151987
"183",-0.489648832654625,0.923285045177868,0.168288998866527,0.536705850153963,-0.0992748349267353,-0.0040363529832825,0.214065779627074,1005.55825837784
"184",-0.404579904721319,0.921632600783979,0.135344102443165,0.448370446653226,-0.0641613030089414,-0.00162904362201967,0.212136753661113,1004.56963931417
"185",-0.57828445641775,0.923041961439955,0.185178929679823,0.626391635711639,-0.116564318844492,-0.00226951462338099,0.213596634828954,1003.85952616575
"186",-0.568342668432415,0.923633782596632,0.184413902457706,0.626417638885737,-0.118662201658769,-0.00375061681426948,0.213726644110678,1004.93757304347
"187",-0.610771279303178,0.913904734406068,0.20983942329674,0.671496224454897,-0.134564920198138,-0.00448661497416198,0.215540439265223,1003.70471943695
"188",-0.426511738163894,0.925980174311671,0.14431546164848,0.472569095988873,-0.0779557663677249,-0.00407699413052094,0.196618568533797,1003.1368222702
"189",-0.465286365642451,0.932513308836368,0.147554899266825,0.511046871801343,-0.0855644921320355,-0.00730218821859331,0.213285029153119,1005.04963114893
"190",-0.573353421277978,0.919670412034604,0.194851551022459,0.630865240566335,-0.125407175574483,-0.0030915797402504,0.212820613936649,1004.75528000562
"191",-0.550934875393849,0.927219184194489,0.181091807895705,0.604515771907066,-0.117276473835762,-0.00629263414730995,0.212544521021573,1005.0474963781
"192",-0.599208459133985,0.909402630381498,0.213332258914628,0.663424320967492,-0.134432669997816,-0.00496172462868027,0.212063652507669,1003.20526305827
"193",-0.561857547041065,0.902254607054252,0.213732399784344,0.62741022085117,-0.129406267995599,-0.00345770757147815,0.215256724978059,1000.91767894858
"194",-0.575380934535987,0.903193387146662,0.205950944768365,0.642802475306852,-0.121542620519703,-0.0040827070316332,0.212477785954674,1002.31873420097
